order_det_ID,order_ID,product_ID,order_quantity,order_discount,order_tax
445943,202242,46,1,9.84,4.33
445944,202242,8,1,4.56,2.01
445945,202243,35,1,1.26,2.44
445946,202243,33,1,1.74,3.38
445947,202243,41,1,0.66,1.28
445948,202243,27,1,1.14,2.21
445949,202244,36,3,5.85,11.35
445950,202244,10,1,1.35,2.62
445951,202245,6,1,3.24,1.43
445952,202245,6,1,3.24,1.43
445953,202246,30,1,2.46,4.77
445954,202246,43,2,1.08,2.10
445955,202246,46,2,4.92,9.54
445956,202246,2,1,1.14,2.21
445957,202247,31,1,3.36,2.68
445958,202247,41,2,3.08,2.46
445959,202248,14,1,11.56,3.39
445960,202248,17,1,14.45,4.23
445961,202249,29,2,0.00,4.08
445962,202249,24,1,0.00,3.72
445963,202249,10,1,0.00,2.70
445964,202250,13,1,2.25,4.37
445965,202250,6,2,1.62,3.14
445966,202251,17,1,10.20,4.49
445967,202251,27,2,9.12,4.01
445968,202252,13,2,0.00,9.00
445969,202252,19,1,0.00,4.68
445970,202253,41,1,0.66,1.28
445971,202253,31,1,1.44,2.79
445972,202253,23,1,1.86,3.61
445973,202254,10,2,2.70,5.24
445974,202254,3,1,0.87,1.69
445975,202255,11,1,2.80,2.23
445976,202256,34,1,0.00,5.10
445977,202256,17,3,0.00,15.30
445978,202257,37,1,1.65,3.20
445979,202257,3,2,1.74,3.38
445980,202258,37,1,1.65,3.20
445981,202258,23,3,5.58,10.83
445982,202259,42,1,0.75,1.45
445983,202259,25,1,1.44,2.79
445984,202259,30,1,2.46,4.77
445985,202259,1,2,1.92,3.72
445986,202259,1,3,2.88,5.59
445987,202260,40,1,2.16,4.19
445988,202260,37,2,3.30,6.40
445989,202261,41,1,0.00,1.32
445990,202262,23,1,7.44,3.27
445991,202263,1,1,0.96,1.86
445992,202263,22,2,3.30,6.40
445993,202264,32,2,0.00,8.16
445994,202265,45,1,0.00,5.70
445995,202265,21,2,0.00,12.96
445996,202266,27,2,0.00,4.56
445997,202267,5,1,1.05,2.04
445998,202268,7,1,0.96,1.86
445999,202268,15,1,3.75,7.27
446000,202269,19,1,3.90,4.45
446001,202269,41,2,2.20,2.51
446002,202269,27,1,1.90,2.17
446003,202269,23,1,3.10,3.53
446004,202270,18,3,0.00,11.70
446005,202271,11,1,1.20,2.33
446006,202271,25,1,1.44,2.79
446007,202272,7,1,1.60,1.82
446008,202272,6,1,1.35,1.54
446009,202272,12,2,9.80,11.17
446010,202272,31,1,2.40,2.74
446011,202272,9,1,1.50,1.71
446012,202273,27,2,0.00,4.56
446013,202273,18,1,0.00,3.90
446014,202274,6,1,2.16,1.49
446015,202274,27,2,6.08,4.20
446016,202275,3,2,4.06,3.24
446017,202276,33,1,1.74,3.38
446018,202276,34,1,2.55,4.95
446019,202277,48,1,0.00,5.28
446020,202278,28,1,1.35,2.62
446021,202279,38,1,4.06,3.24
446022,202279,2,1,2.66,2.12
446023,202279,27,2,5.32,4.24
446024,202279,35,1,2.94,2.34
446025,202279,18,1,4.55,3.63
446026,202280,11,1,0.00,2.40
446027,202280,38,1,0.00,3.48
446028,202280,23,1,0.00,3.72
446029,202281,27,1,1.14,2.21
446030,202281,19,2,4.68,9.08
446031,202281,43,3,1.62,3.14
446032,202282,30,1,0.00,4.92
446033,202282,28,2,0.00,5.40
446034,202282,32,1,0.00,4.08
446035,202283,29,2,5.44,3.75
446036,202284,8,1,1.14,2.21
446037,202284,34,1,2.55,4.95
446038,202284,19,1,2.34,4.54
446039,202284,8,1,1.14,2.21
446040,202284,41,1,0.66,1.28
446041,202285,7,1,2.24,1.79
446042,202286,41,1,1.54,1.23
446043,202286,11,1,2.80,2.23
446044,202286,27,1,2.66,2.12
446045,202286,27,1,2.66,2.12
446046,202286,6,2,3.78,3.01
446047,202287,38,1,0.00,3.48
446048,202287,34,1,0.00,5.10
446049,202288,24,2,0.00,7.44
446050,202288,43,1,0.00,1.08
446051,202288,12,3,0.00,17.64
446052,202289,18,2,3.90,7.57
446053,202290,5,1,0.00,2.10
446054,202290,18,1,0.00,3.90
446055,202290,42,2,0.00,3.00
446056,202290,15,1,0.00,7.50
446057,202291,1,1,0.96,1.86
446058,202291,26,1,1.74,3.38
446059,202292,38,1,0.00,3.48
446060,202292,8,1,0.00,2.28
446061,202293,32,1,2.04,3.96
446062,202293,34,2,5.10,9.89
446063,202293,27,1,1.14,2.21
446064,202293,44,1,2.04,3.96
446065,202294,6,1,0.00,1.62
446066,202294,8,1,0.00,2.28
446067,202295,26,1,4.06,3.24
446068,202295,8,1,2.66,2.12
446069,202296,36,3,5.85,11.35
446070,202296,6,1,0.81,1.57
446071,202297,1,1,0.96,1.86
446072,202297,26,1,1.74,3.38
446073,202297,7,1,0.96,1.86
446074,202298,3,2,4.06,3.24
446075,202299,26,1,0.00,3.48
446076,202299,46,1,0.00,4.92
446077,202299,15,1,0.00,7.50
446078,202300,46,2,0.00,9.84
446079,202300,47,1,0.00,3.12
446080,202301,2,2,3.80,4.33
446081,202302,38,1,1.74,3.38
446082,202302,9,1,0.90,1.75
446083,202303,2,1,0.00,2.28
446084,202303,4,1,0.00,2.88
446085,202303,29,2,0.00,4.08
446086,202304,37,1,3.85,3.07
446087,202304,16,1,9.45,7.53
446088,202304,43,2,2.52,2.01
446089,202305,46,1,0.00,4.92
446090,202306,47,3,18.72,8.24
446091,202307,40,1,0.00,4.32
446092,202308,37,2,3.30,6.40
446093,202309,24,1,1.86,3.61
446094,202310,19,1,0.00,4.68
446095,202311,4,1,1.44,2.79
446096,202311,6,1,0.81,1.57
446097,202311,21,1,3.24,6.29
446098,202311,38,1,1.74,3.38
446099,202311,37,1,1.65,3.20
446100,202312,24,2,8.68,6.92
446101,202312,3,1,2.03,1.62
446102,202312,34,1,5.95,4.74
446103,202313,8,2,2.28,4.42
446104,202314,47,1,2.60,2.96
446105,202314,46,1,4.10,4.67
446106,202314,12,2,9.80,11.17
446107,202314,3,3,4.35,4.96
446108,202315,34,2,0.00,10.20
446109,202316,31,2,11.52,5.07
446110,202317,16,1,9.45,7.53
446111,202317,26,1,4.06,3.24
446112,202318,33,1,1.74,3.38
446113,202318,44,1,2.04,3.96
446114,202318,2,2,2.28,4.42
446115,202319,28,2,0.00,5.40
446116,202320,2,2,2.28,4.42
446117,202320,26,1,1.74,3.38
446118,202321,5,1,1.05,2.04
446119,202322,42,2,1.50,2.91
446120,202323,48,1,14.96,4.38
446121,202323,18,2,22.10,6.47
446122,202323,10,1,7.65,2.24
446123,202323,23,1,10.54,3.09
446124,202324,14,2,0.00,8.16
446125,202324,9,2,0.00,3.60
446126,202325,36,1,1.95,3.78
446127,202326,8,2,0.00,4.56
446128,202326,5,1,0.00,2.10
446129,202326,1,1,0.00,1.92
446130,202326,4,2,0.00,5.76
446131,202327,23,1,1.86,3.61
446132,202327,40,1,2.16,4.19
446133,202328,1,2,0.00,3.84
446134,202329,21,1,0.00,6.48
446135,202329,4,1,0.00,2.88
446136,202330,48,1,10.56,4.65
446137,202330,41,1,2.64,1.16
446138,202330,35,1,5.04,2.22
446139,202331,11,1,4.80,2.11
446140,202331,21,1,12.96,5.70
446141,202332,26,1,0.00,3.48
446142,202333,26,1,4.06,3.24
446143,202334,28,1,7.65,2.24
446144,202334,47,1,8.84,2.59
446145,202335,43,1,0.00,1.08
446146,202335,47,1,0.00,3.12
446147,202336,42,1,3.00,1.32
446148,202336,34,2,20.40,8.98
446149,202337,21,1,8.64,5.96
446150,202338,46,2,19.68,8.66
446151,202338,47,1,6.24,2.75
446152,202338,29,1,4.08,1.80
446153,202339,27,1,0.00,2.28
446154,202340,27,1,1.14,2.21
446155,202340,6,2,1.62,3.14
446156,202341,11,1,1.20,2.33
446157,202341,8,1,1.14,2.21
446158,202342,8,1,0.00,2.28
446159,202342,20,2,0.00,5.76
446160,202343,30,2,19.68,8.66
446161,202343,31,1,5.76,2.53
446162,202344,42,1,0.75,1.45
446163,202345,28,1,0.00,2.70
446164,202345,47,1,0.00,3.12
446165,202345,32,2,0.00,8.16
446166,202346,1,1,3.84,1.69
446167,202347,40,1,0.00,4.32
446168,202347,3,2,0.00,3.48
446169,202347,47,2,0.00,6.24
446170,202348,1,1,3.84,1.69
446171,202348,47,3,18.72,8.24
446172,202348,3,1,3.48,1.53
446173,202348,22,1,6.60,2.90
446174,202348,25,1,5.76,2.53
446175,202349,27,1,1.14,2.21
446176,202349,22,1,1.65,3.20
446177,202349,47,1,1.56,3.03
446178,202349,20,1,1.44,2.79
446179,202350,2,1,4.56,2.01
446180,202351,37,2,0.00,6.60
446181,202351,32,3,0.00,12.24
446182,202351,47,1,0.00,3.12
446183,202352,10,1,0.00,2.70
446184,202353,40,1,2.16,4.19
446185,202353,11,1,1.20,2.33
446186,202353,1,1,0.96,1.86
446187,202353,45,1,2.85,5.53
446188,202354,3,2,1.74,3.38
446189,202354,8,1,1.14,2.21
446190,202355,33,1,2.90,3.31
446191,202356,16,2,8.10,15.71
446192,202357,29,1,1.02,1.98
446193,202357,24,1,1.86,3.61
446194,202358,17,1,2.55,4.95
446195,202359,25,1,1.44,2.79
446196,202359,12,2,5.88,11.41
446197,202359,2,2,2.28,4.42
446198,202359,14,2,4.08,7.92
446199,202360,22,1,1.65,3.20
446200,202361,43,2,1.08,2.10
446201,202361,43,1,0.54,1.05
446202,202362,43,1,1.26,1.00
446203,202363,41,1,2.64,1.16
446204,202363,47,2,12.48,5.49
446205,202364,40,1,3.60,4.10
446206,202365,37,1,2.75,3.13
446207,202365,35,1,2.10,2.39
446208,202366,28,1,1.35,2.62
446209,202367,6,1,0.81,1.57
446210,202368,12,1,0.00,5.88
446211,202368,37,1,0.00,3.30
446212,202368,41,1,0.00,1.32
446213,202369,19,3,18.72,12.92
446214,202369,11,2,6.40,4.42
446215,202369,8,2,6.08,4.20
446216,202370,38,1,1.74,3.38
446217,202370,37,2,3.30,6.40
446218,202370,25,1,1.44,2.79
446219,202371,31,1,0.00,2.88
446220,202372,28,2,7.20,4.97
446221,202373,7,1,0.96,1.86
446222,202373,9,2,1.80,3.49
446223,202373,13,2,4.50,8.73
446224,202373,3,1,0.87,1.69
446225,202373,45,1,2.85,5.53
446226,202374,44,1,2.04,3.96
446227,202374,36,1,1.95,3.78
446228,202375,43,1,2.16,0.95
446229,202375,42,1,3.00,1.32
446230,202376,39,1,0.00,3.72
446231,202377,7,1,1.60,1.82
446232,202377,22,1,2.75,3.13
446233,202378,39,1,1.86,3.61
446234,202379,10,1,0.00,2.70
446235,202379,41,1,0.00,1.32
446236,202379,23,2,0.00,7.44
446237,202379,32,1,0.00,4.08
446238,202380,41,1,0.00,1.32
446239,202380,20,2,0.00,5.76
446240,202381,47,1,3.64,2.90
446241,202381,27,1,2.66,2.12
446242,202382,23,1,7.44,3.27
446243,202382,1,2,7.68,3.38
446244,202383,4,2,0.00,5.76
446245,202383,4,1,0.00,2.88
446246,202383,39,3,0.00,11.16
446247,202384,33,1,0.00,3.48
446248,202384,31,1,0.00,2.88
446249,202384,18,1,0.00,3.90
446250,202385,21,1,0.00,6.48
446251,202385,4,2,0.00,5.76
446252,202386,7,1,0.96,1.86
446253,202387,41,1,0.66,1.28
446254,202387,11,2,2.40,4.66
446255,202388,19,1,9.36,4.12
446256,202389,2,2,0.00,4.56
446257,202389,21,2,0.00,12.96
446258,202389,40,1,0.00,4.32
446259,202390,39,1,1.86,3.61
446260,202391,21,1,12.96,5.70
446261,202391,10,1,5.40,2.38
446262,202391,45,1,11.40,5.02
446263,202392,26,1,6.96,3.06
446264,202393,24,1,0.00,3.72
446265,202394,38,2,13.92,6.12
446266,202395,44,1,8.16,3.59
446267,202396,27,1,0.00,2.28
446268,202397,33,3,20.88,9.19
446269,202398,47,1,6.24,2.75
446270,202398,35,1,5.04,2.22
446271,202398,47,1,6.24,2.75
446272,202399,41,1,0.66,1.28
446273,202400,47,1,1.56,3.03
446274,202401,34,1,0.00,5.10
446275,202401,18,1,0.00,3.90
446276,202401,25,1,0.00,2.88
446277,202402,10,2,0.00,5.40
446278,202402,42,1,0.00,1.50
446279,202402,29,1,0.00,2.04
446280,202402,19,1,0.00,4.68
446281,202403,9,1,0.90,1.75
446282,202403,15,2,7.50,14.55
446283,202403,36,1,1.95,3.78
446284,202404,5,2,0.00,4.20
446285,202405,15,1,10.00,6.90
446286,202406,2,1,0.00,2.28
446287,202406,1,1,0.00,1.92
446288,202406,43,1,0.00,1.08
446289,202406,39,1,0.00,3.72
446290,202406,1,2,0.00,3.84
446291,202407,37,1,1.65,3.20
446292,202407,10,1,1.35,2.62
446293,202407,41,1,0.66,1.28
446294,202408,45,1,4.75,5.42
446295,202408,4,2,4.80,5.47
446296,202408,11,1,2.00,2.28
446297,202408,36,2,6.50,7.41
446298,202408,36,1,3.25,3.71
446299,202409,39,1,0.00,3.72
446300,202409,47,1,0.00,3.12
446301,202409,27,3,0.00,6.84
446302,202410,44,1,0.00,4.08
446303,202411,44,2,0.00,8.16
446304,202411,41,1,0.00,1.32
446305,202412,26,1,0.00,3.48
446306,202413,24,2,8.68,6.92
446307,202413,45,1,6.65,5.30
446308,202413,12,1,6.86,5.47
446309,202414,2,1,4.56,2.01
446310,202414,28,2,10.80,4.75
446311,202415,32,3,0.00,12.24
446312,202416,44,2,0.00,8.16
446313,202416,4,1,0.00,2.88
446314,202417,17,2,20.40,8.98
446315,202417,41,1,2.64,1.16
446316,202418,15,1,8.75,6.97
446317,202418,6,1,1.89,1.51
446318,202418,10,2,6.30,5.02
446319,202419,48,2,0.00,10.56
446320,202419,46,1,0.00,4.92
446321,202419,29,1,0.00,2.04
446322,202419,25,1,0.00,2.88
446323,202419,32,2,0.00,8.16
446324,202420,40,1,0.00,4.32
446325,202420,46,1,0.00,4.92
446326,202420,17,1,0.00,5.10
446327,202421,40,1,0.00,4.32
446328,202422,36,1,7.80,3.43
446329,202423,8,2,2.28,4.42
446330,202424,3,1,0.00,1.74
446331,202424,34,1,0.00,5.10
446332,202424,5,1,0.00,2.10
446333,202425,28,1,3.15,2.51
446334,202426,29,1,1.02,1.98
446335,202426,29,1,1.02,1.98
446336,202427,28,2,2.70,5.24
446337,202427,7,1,0.96,1.86
446338,202427,9,1,0.90,1.75
446339,202427,11,1,1.20,2.33
446340,202428,4,1,1.44,2.79
446341,202428,32,2,4.08,7.92
446342,202428,40,1,2.16,4.19
446343,202429,29,1,2.38,1.90
446344,202429,32,2,9.52,7.59
446345,202430,27,1,1.14,2.21
446346,202431,1,1,0.00,1.92
446347,202431,6,1,0.00,1.62
446348,202431,43,1,0.00,1.08
446349,202431,9,1,0.00,1.80
446350,202431,41,1,0.00,1.32
446351,202432,14,1,0.00,4.08
446352,202433,21,3,22.68,18.08
446353,202434,7,1,1.60,1.82
446354,202435,24,2,14.88,6.55
446355,202435,41,1,2.64,1.16
446356,202436,47,2,3.12,6.05
446357,202437,27,2,0.00,4.56
446358,202438,3,1,2.03,1.62
446359,202438,8,1,2.66,2.12
446360,202438,12,1,6.86,5.47
446361,202438,35,2,5.88,4.69
446362,202439,42,1,0.75,1.45
446363,202439,5,1,1.05,2.04
446364,202439,18,2,3.90,7.57
446365,202439,43,1,0.54,1.05
446366,202439,1,1,0.96,1.86
446367,202440,44,1,0.00,4.08
446368,202440,41,1,0.00,1.32
446369,202440,10,1,0.00,2.70
446370,202440,41,1,0.00,1.32
446371,202440,11,1,0.00,2.40
446372,202441,15,1,8.75,6.97
446373,202441,36,1,4.55,3.63
446374,202441,15,1,8.75,6.97
446375,202442,27,2,9.12,4.01
446376,202442,32,2,16.32,7.18
446377,202443,1,1,0.00,1.92
446378,202444,29,2,0.00,4.08
446379,202444,7,2,0.00,3.84
446380,202444,9,1,0.00,1.80
446381,202445,11,2,2.40,4.66
446382,202445,4,1,1.44,2.79
446383,202446,16,1,9.45,7.53
446384,202446,4,3,10.08,8.04
446385,202446,5,2,4.90,3.91
446386,202446,9,1,2.10,1.67
446387,202446,34,1,5.95,4.74
446388,202447,27,1,0.00,2.28
446389,202447,27,2,0.00,4.56
446390,202448,4,3,11.52,7.95
446391,202448,5,2,5.60,3.86
446392,202448,39,1,4.96,3.42
446393,202449,18,1,0.00,3.90
446394,202450,42,1,0.00,1.50
446395,202450,6,1,0.00,1.62
446396,202450,20,3,0.00,8.64
446397,202450,24,1,0.00,3.72
446398,202450,26,2,0.00,6.96
446399,202451,22,1,0.00,3.30
446400,202451,41,3,0.00,3.96
446401,202452,38,1,0.00,3.48
446402,202452,19,1,0.00,4.68
446403,202453,32,1,4.76,3.79
446404,202453,11,1,2.80,2.23
446405,202454,30,3,7.38,14.32
446406,202454,39,1,1.86,3.61
446407,202455,8,1,4.56,2.01
446408,202455,42,2,6.00,2.64
446409,202455,32,1,8.16,3.59
446410,202455,12,1,11.76,5.17
446411,202456,21,1,0.00,6.48
446412,202457,25,2,0.00,5.76
446413,202457,9,1,0.00,1.80
446414,202458,36,1,7.80,3.43
446415,202458,36,1,7.80,3.43
446416,202459,4,1,1.44,2.79
446417,202459,1,1,0.96,1.86
446418,202459,45,1,2.85,5.53
446419,202459,21,1,3.24,6.29
446420,202460,23,1,0.00,3.72
446421,202460,4,1,0.00,2.88
446422,202461,7,1,2.24,1.79
446423,202461,8,1,2.66,2.12
446424,202462,14,1,4.76,3.79
446425,202463,41,2,3.08,2.46
446426,202464,1,2,5.12,3.53
446427,202464,48,1,7.04,4.86
446428,202465,22,1,3.85,3.07
446429,202465,4,1,3.36,2.68
446430,202465,42,1,1.75,1.40
446431,202465,22,2,7.70,6.14
446432,202465,11,1,2.80,2.23
446433,202466,40,1,2.16,4.19
446434,202466,4,3,4.32,8.38
446435,202466,33,1,1.74,3.38
446436,202466,1,1,0.96,1.86
446437,202467,11,1,1.20,2.33
446438,202467,45,2,5.70,11.06
446439,202468,33,1,0.00,3.48
446440,202469,1,2,1.92,3.72
446441,202469,22,1,1.65,3.20
446442,202470,43,1,0.54,1.05
446443,202470,30,1,2.46,4.77
446444,202470,29,1,1.02,1.98
446445,202471,41,1,1.54,1.23
446446,202471,39,1,4.34,3.46
446447,202471,21,1,7.56,6.03
446448,202471,23,1,4.34,3.46
446449,202472,7,2,4.48,3.57
446450,202473,16,1,16.20,7.13
446451,202473,27,1,4.56,2.01
446452,202473,44,1,8.16,3.59
446453,202474,4,1,1.44,2.79
446454,202474,41,1,0.66,1.28
446455,202474,12,1,2.94,5.70
446456,202474,6,1,0.81,1.57
446457,202475,13,1,6.00,4.14
446458,202475,34,1,6.80,4.69
446459,202476,37,1,1.65,3.20
446460,202476,2,1,1.14,2.21
446461,202477,15,1,0.00,7.50
446462,202478,40,2,4.32,8.38
446463,202478,17,1,2.55,4.95
446464,202479,17,1,5.95,4.74
446465,202480,17,3,17.85,14.23
446466,202480,6,1,1.89,1.51
446467,202480,43,2,2.52,2.01
446468,202480,39,1,4.34,3.46
446469,202481,29,1,0.00,2.04
446470,202481,28,1,0.00,2.70
446471,202481,29,2,0.00,4.08
446472,202482,44,1,2.04,3.96
446473,202482,39,1,1.86,3.61
446474,202483,1,1,0.96,1.86
446475,202483,29,1,1.02,1.98
446476,202484,33,1,6.96,3.06
446477,202485,6,1,2.16,1.49
446478,202485,17,1,6.80,4.69
446479,202486,27,2,2.28,4.42
446480,202487,21,2,15.12,12.05
446481,202487,21,2,15.12,12.05
446482,202488,33,1,0.00,3.48
446483,202488,13,1,0.00,4.50
446484,202488,37,1,0.00,3.30
446485,202489,46,2,0.00,9.84
446486,202489,48,2,0.00,10.56
446487,202490,46,1,2.46,4.77
446488,202491,9,1,3.60,1.58
446489,202491,30,1,9.84,4.33
446490,202491,21,1,12.96,5.70
446491,202492,1,1,2.24,1.79
446492,202493,18,1,7.80,3.43
446493,202494,1,1,0.00,1.92
446494,202495,42,1,3.00,1.32
446495,202495,10,1,5.40,2.38
446496,202495,25,1,5.76,2.53
446497,202495,27,1,4.56,2.01
446498,202495,4,1,5.76,2.53
446499,202496,30,3,0.00,14.76
446500,202497,3,2,4.06,3.24
446501,202498,3,3,0.00,5.22
446502,202499,25,1,3.84,2.65
446503,202500,41,1,1.10,1.25
446504,202501,22,1,9.35,2.74
446505,202502,33,2,0.00,6.96
446506,202502,10,1,0.00,2.70
446507,202502,44,2,0.00,8.16
446508,202503,33,1,0.00,3.48
446509,202503,9,1,0.00,1.80
446510,202503,8,1,0.00,2.28
446511,202504,40,1,5.04,4.02
446512,202504,7,1,2.24,1.79
446513,202504,15,1,8.75,6.97
446514,202505,43,1,0.90,1.03
446515,202505,20,2,4.80,5.47
446516,202505,8,1,1.90,2.17
446517,202506,32,1,4.76,3.79
446518,202507,45,1,0.00,5.70
446519,202507,44,2,0.00,8.16
446520,202507,37,1,0.00,3.30
446521,202508,12,3,8.82,17.11
446522,202509,21,1,3.24,6.29
446523,202509,26,3,5.22,10.13
446524,202509,28,1,1.35,2.62
446525,202509,42,1,0.75,1.45
446526,202510,9,1,0.00,1.80
446527,202511,38,2,8.12,6.47
446528,202511,22,1,3.85,3.07
446529,202511,24,1,4.34,3.46
446530,202511,35,1,2.94,2.34
446531,202511,27,1,2.66,2.12
446532,202512,8,2,9.12,4.01
446533,202512,1,1,3.84,1.69
446534,202512,19,2,18.72,8.24
446535,202513,3,1,0.00,1.74
446536,202514,2,2,0.00,4.56
446537,202514,6,2,0.00,3.24
446538,202514,4,2,0.00,5.76
446539,202515,31,2,7.68,5.30
446540,202516,32,2,0.00,8.16
446541,202517,11,3,0.00,7.20
446542,202517,28,1,0.00,2.70
446543,202518,41,1,1.76,1.21
446544,202518,42,2,4.00,2.76
446545,202519,6,2,0.00,3.24
446546,202519,26,2,0.00,6.96
446547,202520,11,1,4.80,2.11
446548,202520,21,1,12.96,5.70
446549,202520,47,1,6.24,2.75
446550,202521,22,2,0.00,6.60
446551,202522,4,1,5.76,2.53
446552,202523,33,1,1.74,3.38
446553,202523,28,2,2.70,5.24
446554,202523,9,2,1.80,3.49
446555,202524,34,1,5.95,4.74
446556,202524,6,1,1.89,1.51
446557,202525,25,1,3.36,2.68
446558,202525,42,2,3.50,2.79
446559,202526,28,1,5.40,2.38
446560,202526,10,2,10.80,4.75
446561,202527,39,1,7.44,3.27
446562,202527,31,1,5.76,2.53
446563,202528,32,1,2.04,3.96
446564,202529,47,1,3.64,2.90
446565,202529,7,1,2.24,1.79
446566,202530,39,1,0.00,3.72
446567,202530,4,2,0.00,5.76
446568,202531,12,1,2.94,5.70
446569,202531,43,2,1.08,2.10
446570,202531,19,2,4.68,9.08
446571,202531,1,1,0.96,1.86
446572,202531,19,1,2.34,4.54
446573,202532,15,1,6.25,7.12
446574,202532,44,1,3.40,3.88
446575,202532,19,1,3.90,4.45
446576,202533,29,1,1.02,1.98
446577,202533,46,2,4.92,9.54
446578,202534,44,1,2.04,3.96
446579,202534,25,1,1.44,2.79
446580,202535,25,1,0.00,2.88
446581,202535,16,1,0.00,8.10
446582,202536,26,2,3.48,6.75
446583,202536,48,2,5.28,10.24
446584,202536,17,1,2.55,4.95
446585,202536,3,2,1.74,3.38
446586,202536,24,1,1.86,3.61
446587,202537,27,1,2.66,2.12
446588,202538,8,1,4.56,2.01
446589,202539,47,1,6.24,2.75
446590,202539,22,1,6.60,2.90
446591,202540,25,2,6.72,5.36
446592,202540,22,1,3.85,3.07
446593,202540,33,1,4.06,3.24
446594,202541,33,1,4.06,3.24
446595,202542,24,1,0.00,3.72
446596,202542,9,1,0.00,1.80
446597,202542,2,1,0.00,2.28
446598,202542,6,1,0.00,1.62
446599,202543,29,2,0.00,4.08
446600,202543,14,1,0.00,4.08
446601,202544,40,1,0.00,4.32
446602,202544,29,2,0.00,4.08
446603,202545,40,1,0.00,4.32
446604,202545,22,1,0.00,3.30
446605,202546,8,1,1.14,2.21
446606,202546,41,1,0.66,1.28
446607,202547,9,1,0.90,1.75
446608,202548,28,1,0.00,2.70
446609,202548,8,1,0.00,2.28
446610,202549,28,1,1.35,2.62
446611,202549,25,2,2.88,5.59
446612,202549,35,1,1.26,2.44
446613,202550,37,2,3.30,6.40
446614,202550,16,1,4.05,7.86
446615,202550,30,2,4.92,9.54
446616,202551,14,1,2.04,3.96
446617,202552,15,1,10.00,6.90
446618,202553,43,1,0.54,1.05
446619,202553,18,2,3.90,7.57
446620,202554,12,1,2.94,5.70
446621,202554,35,1,1.26,2.44
446622,202555,16,1,0.00,8.10
446623,202556,27,1,2.66,2.12
446624,202556,13,3,15.75,12.55
446625,202556,11,2,5.60,4.46
446626,202557,35,1,5.04,2.22
446627,202558,3,1,0.00,1.74
446628,202559,3,2,6.96,3.06
446629,202559,45,1,11.40,5.02
446630,202559,5,1,4.20,1.85
446631,202559,16,1,16.20,7.13
446632,202560,43,3,1.62,3.14
446633,202560,28,3,4.05,7.86
446634,202561,12,1,11.76,5.17
446635,202561,1,1,3.84,1.69
446636,202562,43,2,2.88,1.99
446637,202562,5,1,2.80,1.93
446638,202563,12,1,6.86,5.47
446639,202563,32,2,9.52,7.59
446640,202563,47,1,3.64,2.90
446641,202563,9,2,4.20,3.35
446642,202564,22,1,1.65,3.20
446643,202564,1,2,1.92,3.72
446644,202565,32,1,2.04,3.96
446645,202566,11,1,1.20,2.33
446646,202566,10,1,1.35,2.62
446647,202566,1,1,0.96,1.86
446648,202567,39,1,0.00,3.72
446649,202567,1,1,0.00,1.92
446650,202567,36,1,0.00,3.90
446651,202568,18,2,9.10,7.25
446652,202568,36,1,4.55,3.63
446653,202568,5,1,2.45,1.95
446654,202569,48,1,0.00,5.28
446655,202569,44,1,0.00,4.08
446656,202570,35,2,0.00,5.04
446657,202570,20,1,0.00,2.88
446658,202571,44,1,3.40,3.88
