order_det_ID,order_ID,product_ID,order_qty,order_discount,order_tax
656069,296813,47,2,2.52,4.89
656070,296813,16,5,22.35,43.36
656071,296814,5,4,9.80,7.81
656072,296814,30,5,13.30,10.60
656073,296814,29,2,7.28,5.80
656074,296814,8,3,7.98,6.36
656075,296815,1,5,8.00,9.12
656076,296815,21,1,2.40,2.74
656077,296815,16,2,14.90,16.99
656078,296816,52,4,7.44,14.43
656079,296816,22,2,6.48,12.57
656080,296816,54,3,1.98,3.84
656081,296817,54,4,0.00,5.28
656082,296817,39,4,0.00,22.08
656083,296817,44,5,0.00,21.60
656084,296818,44,2,4.32,8.38
656085,296819,9,1,2.80,2.23
656086,296819,33,1,3.36,2.68
656087,296820,26,3,10.35,11.80
656088,296821,7,1,0.96,1.86
656089,296821,37,5,8.70,16.88
656090,296821,3,3,2.61,5.06
656091,296822,22,2,0.00,12.96
656092,296823,47,5,0.00,12.60
656093,296824,33,1,1.44,2.79
656094,296825,27,1,1.44,2.79
656095,296825,23,1,1.65,3.20
656096,296826,5,1,2.80,1.93
656097,296827,3,3,10.44,4.59
656098,296828,23,1,0.00,3.30
656099,296829,38,1,10.20,4.49
656100,296830,27,2,0.00,5.76
656101,296830,38,1,0.00,5.10
656102,296830,41,2,0.00,3.00
656103,296831,41,2,0.00,3.00
656104,296831,44,2,0.00,8.64
656105,296831,56,2,0.00,5.28
656106,296832,51,3,11.55,9.21
656107,296833,5,1,2.80,1.93
656108,296833,17,3,22.80,15.73
656109,296834,41,1,0.75,1.45
656110,296834,44,2,4.32,8.38
656111,296834,46,2,2.52,4.89
656112,296834,41,1,0.75,1.45
656113,296834,29,3,4.68,9.08
656114,296835,5,1,0.00,2.10
656115,296835,39,4,0.00,22.08
656116,296836,2,2,9.12,4.01
656117,296836,24,2,21.12,9.29
656118,296837,1,2,7.68,3.38
656119,296837,2,3,13.68,6.02
656120,296837,54,4,10.56,4.65
656121,296837,54,3,7.92,3.48
656122,296837,38,3,30.60,13.46
656123,296838,37,1,2.90,3.31
656124,296839,51,2,5.50,6.27
656125,296840,29,3,4.68,9.08
656126,296840,3,1,0.87,1.69
656127,296840,46,1,1.26,2.44
656128,296841,9,3,0.00,7.20
656129,296842,48,2,3.72,7.22
656130,296843,19,3,0.00,11.70
656131,296844,48,4,17.36,13.84
656132,296844,30,3,7.98,6.36
656133,296844,55,3,18.48,14.73
656134,296845,55,2,5.28,10.24
656135,296846,7,1,1.60,1.82
656136,296846,51,1,2.75,3.13
656137,296847,9,5,24.00,10.56
656138,296848,5,3,3.15,6.11
656139,296848,30,2,2.28,4.42
656140,296849,5,3,0.00,6.30
656141,296849,32,2,0.00,9.84
656142,296849,28,1,0.00,3.48
656143,296850,28,1,4.06,3.24
656144,296850,35,1,4.06,3.24
656145,296851,10,3,0.00,8.10
656146,296851,16,3,0.00,26.82
656147,296852,25,3,0.00,11.16
656148,296852,11,1,0.00,2.88
656149,296852,45,3,0.00,10.44
656150,296853,38,1,0.00,5.10
656151,296853,15,2,0.00,15.00
656152,296854,27,1,0.00,2.88
656153,296855,48,3,5.58,10.83
656154,296855,46,2,2.52,4.89
656155,296855,23,1,1.65,3.20
656156,296856,16,3,13.41,26.02
656157,296856,42,4,3.36,6.52
656158,296856,46,1,1.26,2.44
656159,296857,49,3,3.24,6.29
656160,296858,56,3,15.84,6.97
656161,296859,1,3,0.00,5.76
656162,296859,22,1,0.00,6.48
656163,296859,37,1,0.00,3.48
656164,296860,37,1,4.06,3.24
656165,296861,46,1,0.00,2.52
656166,296861,56,4,0.00,10.56
656167,296861,29,3,0.00,9.36
656168,296862,54,2,0.00,2.64
656169,296862,45,1,0.00,3.48
656170,296862,31,3,0.00,9.00
656171,296862,42,3,0.00,5.04
656172,296862,22,4,0.00,25.92
656173,296863,3,1,0.87,1.69
656174,296863,45,2,3.48,6.75
656175,296863,3,1,0.87,1.69
656176,296864,27,1,5.76,2.53
656177,296865,45,1,0.00,3.48
656178,296865,3,1,0.00,1.74
656179,296866,39,4,25.76,20.53
656180,296866,40,3,3.78,3.01
656181,296866,17,3,19.95,15.90
656182,296867,50,2,13.92,6.12
656183,296867,29,3,18.72,8.24
656184,296868,18,4,18.00,34.92
656185,296869,5,4,9.80,7.81
656186,296870,56,1,1.32,2.56
656187,296870,25,2,3.72,7.22
656188,296870,27,2,2.88,5.59
656189,296870,39,1,2.76,5.35
656190,296871,37,2,0.00,6.96
656191,296872,20,2,5.28,10.24
656192,296873,26,1,4.83,3.85
656193,296874,42,2,0.00,3.36
656194,296874,39,3,0.00,16.56
656195,296875,4,4,0.00,12.96
656196,296876,20,2,0.00,10.56
656197,296876,27,1,0.00,2.88
656198,296876,13,2,0.00,10.08
656199,296876,20,2,0.00,10.56
656200,296876,34,1,0.00,2.16
656201,296877,33,4,5.76,11.17
656202,296877,38,3,7.65,14.84
656203,296878,56,1,1.32,2.56
656204,296878,39,2,5.52,10.71
656205,296879,54,1,1.10,1.25
656206,296879,54,2,2.20,2.51
656207,296879,54,3,3.30,3.76
656208,296880,5,2,8.40,3.70
656209,296880,53,2,9.60,4.22
656210,296880,41,1,3.00,1.32
656211,296880,34,2,8.64,3.80
656212,296881,27,3,4.32,8.38
656213,296882,32,3,29.52,12.99
656214,296882,25,1,7.44,3.27
656215,296883,35,1,2.90,3.31
656216,296883,6,5,10.00,11.40
656217,296883,37,3,8.70,9.92
656218,296884,20,2,0.00,10.56
656219,296885,26,1,8.28,3.64
656220,296885,25,5,37.20,16.37
656221,296885,23,1,6.60,2.90
656222,296886,46,1,0.00,2.52
656223,296887,33,1,5.76,2.53
656224,296888,30,1,0.00,2.28
656225,296888,31,1,0.00,3.00
656226,296889,1,1,1.60,1.82
656227,296889,37,2,5.80,6.61
656228,296890,17,2,32.30,9.46
656229,296891,15,3,26.25,20.93
656230,296892,49,2,8.64,3.80
656231,296892,2,1,4.56,2.01
656232,296893,32,4,0.00,19.68
656233,296893,9,2,0.00,4.80
656234,296894,17,2,5.70,11.06
656235,296894,48,1,1.86,3.61
656236,296895,15,3,30.00,20.70
656237,296895,2,4,12.16,8.39
656238,296895,46,2,6.72,4.64
656239,296896,21,1,0.00,2.88
656240,296896,34,1,0.00,2.16
656241,296897,31,2,3.00,5.82
656242,296898,35,4,16.24,12.95
656243,296898,53,4,11.20,8.93
656244,296898,38,2,11.90,9.49
656245,296899,47,5,14.70,11.72
656246,296899,41,1,1.75,1.40
656247,296900,38,1,4.25,4.84
656248,296900,40,3,2.70,3.08
656249,296900,47,4,8.40,9.58
656250,296901,14,1,4.76,3.79
656251,296901,43,3,12.18,9.71
656252,296902,10,1,0.00,2.70
656253,296902,36,2,0.00,9.12
656254,296903,43,1,0.00,3.48
656255,296903,1,1,0.00,1.92
656256,296903,37,2,0.00,6.96
656257,296903,30,2,0.00,4.56
656258,296903,41,5,0.00,7.50
656259,296904,56,1,1.32,2.56
656260,296904,43,3,5.22,10.13
656261,296904,31,1,1.50,2.91
656262,296904,23,3,4.95,9.60
656263,296905,56,1,0.00,2.64
656264,296905,47,1,0.00,2.52
656265,296906,34,3,3.24,6.29
656266,296906,32,2,4.92,9.54
656267,296906,48,3,5.58,10.83
656268,296907,47,1,1.26,2.44
656269,296908,2,3,0.00,6.84
656270,296909,11,4,5.76,11.17
656271,296909,55,3,7.92,15.36
656272,296910,44,2,4.32,8.38
656273,296911,14,1,0.00,4.08
656274,296912,3,3,10.44,4.59
656275,296913,48,1,3.10,3.53
656276,296913,5,4,7.00,7.98
656277,296914,38,3,30.60,13.46
656278,296914,43,1,6.96,3.06
656279,296915,4,4,0.00,12.96
656280,296916,49,1,0.00,2.16
656281,296917,10,3,0.00,8.10
656282,296917,45,5,0.00,17.40
656283,296917,34,2,0.00,4.32
656284,296917,45,2,0.00,6.96
656285,296917,55,2,0.00,10.56
656286,296918,46,4,20.16,8.87
656287,296918,1,3,11.52,5.07
656288,296918,33,4,23.04,10.14
656289,296918,27,4,23.04,10.14
656290,296918,2,1,4.56,2.01
656291,296919,9,2,5.60,4.46
656292,296919,2,3,7.98,6.36
656293,296920,12,3,8.82,17.11
656294,296921,40,4,2.16,4.19
656295,296921,36,2,4.56,8.85
656296,296921,43,2,3.48,6.75
656297,296922,56,2,10.56,4.65
656298,296923,56,2,0.00,5.28
656299,296923,35,2,0.00,6.96
656300,296924,51,3,4.95,9.60
656301,296924,37,1,1.74,3.38
656302,296924,54,3,1.98,3.84
656303,296924,28,1,1.74,3.38
656304,296925,16,1,11.92,8.22
656305,296925,13,2,13.44,9.27
656306,296926,31,1,6.00,2.64
656307,296926,11,4,23.04,10.14
656308,296926,43,3,20.88,9.19
656309,296926,22,3,38.88,17.11
656310,296926,9,4,19.20,8.45
656311,296927,48,4,0.00,14.88
656312,296928,17,2,13.30,10.60
656313,296929,10,3,4.05,7.86
656314,296930,29,2,7.28,5.80
656315,296930,38,2,11.90,9.49
656316,296931,54,2,0.00,2.64
656317,296932,25,2,3.72,7.22
656318,296933,8,4,4.56,8.85
656319,296934,45,2,13.92,6.12
656320,296934,5,3,12.60,5.54
656321,296935,30,3,3.42,6.63
656322,296936,12,3,20.58,16.41
656323,296936,55,1,6.16,4.91
656324,296937,30,3,0.00,6.84
656325,296937,44,1,0.00,4.32
656326,296937,42,2,0.00,3.36
656327,296938,13,2,5.04,9.78
656328,296939,38,1,10.20,4.49
656329,296939,48,2,14.88,6.55
656330,296940,48,1,1.86,3.61
656331,296940,32,1,2.46,4.77
656332,296940,27,3,4.32,8.38
656333,296941,11,5,19.20,13.25
656334,296941,4,2,8.64,5.96
656335,296942,30,2,6.08,4.20
656336,296943,40,2,2.52,2.01
656337,296943,8,2,5.32,4.24
656338,296943,16,2,20.86,16.63
656339,296944,31,5,30.00,13.20
656340,296944,19,3,23.40,10.30
656341,296945,22,2,15.12,12.05
656342,296945,16,2,20.86,16.63
656343,296946,33,2,0.00,5.76
656344,296947,40,2,0.00,2.16
656345,296947,47,1,0.00,2.52
656346,296947,54,1,0.00,1.32
656347,296948,11,5,7.20,13.97
656348,296949,11,2,2.88,5.59
656349,296949,42,1,0.84,1.63
656350,296950,24,4,24.64,19.64
656351,296950,25,1,4.34,3.46
656352,296951,10,3,4.05,7.86
656353,296951,28,3,5.22,10.13
656354,296952,45,3,12.18,9.71
656355,296953,56,3,15.84,6.97
656356,296954,45,3,0.00,10.44
656357,296954,30,5,0.00,11.40
656358,296955,39,2,5.52,10.71
656359,296956,48,4,7.44,14.43
656360,296956,2,3,3.42,6.63
656361,296956,10,3,4.05,7.86
656362,296956,47,3,3.78,7.33
656363,296956,56,3,3.96,7.68
656364,296957,31,2,7.00,5.58
656365,296957,30,2,5.32,4.24
656366,296958,5,2,0.00,4.20
656367,296959,12,4,27.44,21.87
656368,296960,46,1,5.04,2.22
656369,296960,7,3,11.52,5.07
656370,296960,1,3,11.52,5.07
656371,296961,35,1,1.74,3.38
656372,296961,39,1,2.76,5.35
656373,296962,22,1,0.00,6.48
656374,296962,5,1,0.00,2.10
656375,296963,6,1,2.00,2.28
656376,296963,39,2,9.20,10.49
656377,296963,35,4,11.60,13.22
656378,296964,22,2,25.92,11.40
656379,296964,48,3,22.32,9.82
656380,296964,42,2,6.72,2.96
656381,296964,29,3,18.72,8.24
656382,296965,51,2,7.70,6.14
656383,296965,32,1,5.74,4.58
656384,296965,44,1,5.04,4.02
656385,296966,17,2,0.00,11.40
656386,296967,40,1,2.16,0.95
656387,296967,43,3,20.88,9.19
656388,296968,16,5,126.65,37.10
656389,296968,3,4,19.72,5.78
656390,296969,31,4,34.00,9.96
656391,296969,29,1,8.84,2.59
656392,296969,35,2,19.72,5.78
656393,296970,24,2,0.00,10.56
656394,296971,40,4,8.64,3.80
656395,296971,29,2,12.48,5.49
656396,296972,12,4,11.76,22.81
656397,296972,56,4,5.28,10.24
656398,296972,43,1,1.74,3.38
656399,296973,34,4,17.28,7.60
656400,296973,5,1,4.20,1.85
656401,296974,5,1,1.75,1.99
656402,296974,3,4,5.80,6.61
656403,296974,34,3,5.40,6.16
656404,296974,54,1,1.10,1.25
656405,296975,53,1,0.00,2.40
656406,296976,31,2,0.00,6.00
656407,296976,29,2,0.00,6.24
656408,296976,1,5,0.00,9.60
656409,296977,47,2,4.20,4.79
656410,296977,33,2,4.80,5.47
656411,296978,5,2,2.10,4.07
656412,296978,2,1,1.14,2.21
656413,296979,44,2,11.52,7.95
656414,296979,42,1,2.24,1.55
656415,296980,5,3,3.15,6.11
656416,296981,42,2,0.00,3.36
656417,296981,40,4,0.00,4.32
656418,296982,39,2,14.72,10.16
656419,296982,43,4,18.56,12.81
656420,296983,10,1,5.40,2.38
656421,296983,4,3,19.44,8.55
656422,296984,7,4,10.24,7.07
656423,296985,44,3,0.00,12.96
656424,296985,27,4,0.00,11.52
656425,296986,5,2,2.10,4.07
656426,296986,32,1,2.46,4.77
656427,296987,32,2,19.68,8.66
656428,296988,31,3,7.50,8.55
656429,296989,40,2,1.08,2.10
656430,296990,20,2,0.00,10.56
656431,296991,52,2,3.72,7.22
656432,296992,40,2,2.52,2.01
656433,296992,47,1,2.94,2.34
656434,296993,39,2,22.08,9.72
656435,296993,34,3,12.96,5.70
656436,296994,38,2,0.00,10.20
656437,296994,24,2,0.00,10.56
656438,296994,30,2,0.00,4.56
656439,296995,20,3,21.12,14.57
656440,296996,5,1,0.00,2.10
656441,296997,25,2,8.68,6.92
656442,296998,40,3,1.62,3.14
656443,296998,17,3,8.55,16.59
656444,296999,9,2,2.40,4.66
656445,296999,10,1,1.35,2.62
656446,297000,20,3,7.92,15.36
656447,297001,19,1,4.55,3.63
656448,297001,42,4,7.84,6.25
656449,297002,55,2,0.00,10.56
656450,297003,47,1,1.26,2.44
656451,297003,8,3,3.42,6.63
656452,297004,38,3,0.00,15.30
656453,297005,1,2,4.48,3.57
656454,297005,8,2,5.32,4.24
656455,297006,27,2,7.68,5.30
656456,297007,28,1,9.86,2.89
656457,297007,1,2,10.88,3.19
656458,297008,25,2,9.92,6.84
656459,297009,23,2,13.20,5.81
656460,297010,8,2,5.32,4.24
656461,297011,15,4,15.00,29.10
656462,297011,36,5,11.40,22.12
656463,297012,49,1,0.00,2.16
656464,297012,49,2,0.00,4.32
656465,297013,13,3,0.00,15.12
656466,297014,7,3,0.00,5.76
656467,297014,35,1,0.00,3.48
656468,297015,10,1,0.00,2.70
656469,297015,3,2,0.00,3.48
656470,297016,51,2,3.30,6.40
656471,297017,7,2,1.92,3.72
656472,297017,53,2,2.40,4.66
656473,297018,54,2,3.52,2.43
656474,297018,7,4,10.24,7.07
656475,297018,29,3,12.48,8.61
656476,297019,36,2,0.00,9.12
656477,297019,53,5,0.00,12.00
656478,297020,12,5,39.20,27.05
656479,297020,12,2,15.68,10.82
656480,297020,27,2,7.68,5.30
656481,297020,33,1,3.84,2.65
656482,297021,37,1,0.00,3.48
656483,297021,8,4,0.00,9.12
656484,297021,45,4,0.00,13.92
656485,297021,9,2,0.00,4.80
656486,297022,27,1,0.00,2.88
656487,297022,19,3,0.00,11.70
656488,297023,6,2,2.40,4.66
656489,297023,22,1,3.24,6.29
656490,297023,5,2,2.10,4.07
656491,297023,3,1,0.87,1.69
656492,297023,15,5,18.75,36.38
656493,297024,45,2,3.48,6.75
656494,297024,43,3,5.22,10.13
656495,297025,48,2,8.68,6.92
656496,297025,41,2,3.50,2.79
656497,297026,4,1,3.78,3.01
656498,297026,5,1,2.45,1.95
656499,297027,41,2,0.00,3.00
656500,297028,56,2,0.00,5.28
656501,297028,19,1,0.00,3.90
656502,297028,44,2,0.00,8.64
656503,297028,27,4,0.00,11.52
656504,297029,42,3,0.00,5.04
656505,297029,13,2,0.00,10.08
656506,297030,21,3,11.52,7.95
656507,297031,14,1,0.00,4.08
656508,297031,47,1,0.00,2.52
656509,297032,32,1,2.46,4.77
656510,297032,1,3,2.88,5.59
656511,297033,12,1,0.00,5.88
656512,297033,27,3,0.00,8.64
656513,297034,21,2,0.00,5.76
656514,297034,56,3,0.00,7.92
656515,297034,55,2,0.00,10.56
656516,297035,51,2,13.20,5.81
656517,297035,4,1,6.48,2.85
656518,297035,2,5,22.80,10.03
656519,297036,28,1,4.06,3.24
656520,297036,38,2,11.90,9.49
656521,297036,10,4,12.60,10.04
656522,297037,4,3,11.34,9.04
656523,297037,8,3,7.98,6.36
656524,297038,46,3,3.78,7.33
656525,297039,41,1,3.00,1.32
656526,297039,41,2,6.00,2.64
656527,297039,11,1,5.76,2.53
656528,297040,8,3,3.42,6.63
656529,297041,51,1,0.00,3.30
656530,297041,54,4,0.00,5.28
656531,297042,29,2,3.12,6.05
656532,297042,12,1,2.94,5.70
656533,297042,56,5,6.60,12.80
656534,297043,49,2,2.16,4.19
656535,297043,44,1,2.16,4.19
656536,297044,46,2,2.52,4.89
656537,297045,56,2,7.04,4.86
656538,297046,31,1,0.00,3.00
656539,297047,28,1,1.74,3.38
656540,297047,48,2,3.72,7.22
656541,297048,41,3,3.75,4.27
656542,297048,38,2,8.50,9.69
656543,297048,8,3,5.70,6.50
656544,297049,53,1,0.00,2.40
656545,297049,42,3,0.00,5.04
656546,297049,5,2,0.00,4.20
656547,297049,52,1,0.00,3.72
656548,297049,31,1,0.00,3.00
656549,297050,41,2,0.00,3.00
656550,297050,10,2,0.00,5.40
656551,297050,6,4,0.00,9.60
656552,297050,50,5,0.00,17.40
656553,297050,52,2,0.00,7.44
656554,297051,6,1,1.20,2.33
656555,297051,40,2,1.08,2.10
656556,297051,6,2,2.40,4.66
656557,297052,32,5,12.30,23.86
656558,297052,31,5,7.50,14.55
656559,297052,44,1,2.16,4.19
656560,297053,50,4,0.00,13.92
656561,297054,22,4,0.00,25.92
656562,297054,47,1,0.00,2.52
656563,297055,32,3,17.22,13.73
656564,297055,55,4,24.64,19.64
656565,297056,35,1,0.00,3.48
656566,297057,47,3,3.78,7.33
656567,297058,30,2,6.08,4.20
656568,297058,13,1,6.72,4.64
656569,297059,28,2,3.48,6.75
656570,297059,54,3,1.98,3.84
656571,297060,34,2,5.04,4.02
656572,297060,7,1,2.24,1.79
656573,297060,19,2,9.10,7.25
656574,297060,4,3,11.34,9.04
656575,297060,5,3,7.35,5.86
656576,297061,34,2,0.00,4.32
656577,297062,17,2,5.70,11.06
656578,297062,30,2,2.28,4.42
656579,297063,27,2,0.00,5.76
656580,297064,43,3,13.92,9.60
656581,297065,16,3,75.99,22.26
656582,297066,9,4,12.80,8.83
656583,297067,15,2,7.50,14.55
656584,297067,24,2,5.28,10.24
656585,297068,55,2,21.12,9.29
656586,297069,27,1,0.00,2.88
656587,297069,46,3,0.00,7.56
656588,297069,35,3,0.00,10.44
656589,297070,20,3,31.68,13.94
656590,297071,46,3,15.12,6.65
656591,297071,24,3,31.68,13.94
656592,297071,1,1,3.84,1.69
656593,297071,27,2,11.52,5.07
656594,297071,8,1,4.56,2.01
656595,297072,46,4,5.04,9.78
656596,297072,1,2,1.92,3.72
656597,297072,41,2,1.50,2.91
656598,297072,5,2,2.10,4.07
656599,297073,42,3,0.00,5.04
656600,297073,42,1,0.00,1.68
656601,297074,48,1,1.86,3.61
656602,297074,40,1,0.54,1.05
656603,297074,17,2,5.70,11.06
656604,297075,47,1,2.94,2.34
656605,297075,46,1,2.94,2.34
656606,297075,20,3,18.48,14.73
656607,297075,45,3,12.18,9.71
656608,297076,1,2,7.68,3.38
656609,297076,27,3,17.28,7.60
656610,297077,1,1,0.96,1.86
656611,297078,31,2,0.00,6.00
656612,297078,41,3,0.00,4.50
656613,297079,32,2,4.92,9.54
656614,297079,22,3,9.72,18.86
656615,297079,33,2,2.88,5.59
656616,297079,15,1,3.75,7.27
656617,297080,34,2,2.16,4.19
656618,297080,30,4,4.56,8.85
656619,297081,10,3,0.00,8.10
656620,297081,49,5,0.00,10.80
656621,297081,14,2,0.00,8.16
656622,297081,17,3,0.00,17.10
656623,297082,18,2,36.00,15.84
656624,297082,5,1,4.20,1.85
656625,297083,21,3,0.00,8.64
656626,297084,40,4,2.16,4.19
656627,297084,13,1,2.52,4.89
656628,297084,6,1,1.20,2.33
656629,297085,35,3,0.00,10.44
656630,297086,4,2,5.40,6.16
656631,297086,53,2,4.00,4.56
656632,297086,22,1,5.40,6.16
656633,297087,46,2,0.00,5.04
656634,297087,2,3,0.00,6.84
656635,297087,7,3,0.00,5.76
656636,297088,8,4,0.00,9.12
656637,297089,40,2,1.08,2.10
656638,297089,43,2,3.48,6.75
656639,297089,34,5,5.40,10.48
656640,297090,44,1,0.00,4.32
656641,297090,22,2,0.00,12.96
656642,297090,8,2,0.00,4.56
656643,297090,22,4,0.00,25.92
656644,297091,38,3,17.85,14.23
656645,297091,53,4,11.20,8.93
656646,297091,17,5,33.25,26.50
656647,297092,19,2,3.90,7.57
656648,297092,42,2,1.68,3.26
656649,297092,42,1,0.84,1.63
656650,297092,17,2,5.70,11.06
656651,297093,36,1,9.12,4.01
656652,297093,6,1,4.80,2.11
656653,297093,51,3,19.80,8.71
656654,297093,18,2,36.00,15.84
656655,297094,28,4,18.56,12.81
656656,297094,27,2,7.68,5.30
656657,297094,25,1,4.96,3.42
656658,297094,47,2,6.72,4.64
656659,297094,10,1,3.60,2.48
656660,297095,1,1,0.96,1.86
656661,297095,22,2,6.48,12.57
656662,297095,52,4,7.44,14.43
656663,297096,9,2,6.40,4.42
656664,297096,13,4,26.88,18.55
656665,297096,14,3,16.32,11.26
656666,297097,8,1,1.14,2.21
656667,297098,16,4,0.00,35.76
656668,297098,13,4,0.00,20.16
656669,297098,28,1,0.00,3.48
656670,297099,25,1,0.00,3.72
656671,297099,40,4,0.00,4.32
656672,297100,51,3,0.00,9.90
656673,297101,50,1,4.06,3.24
656674,297102,8,3,0.00,6.84
656675,297102,35,5,0.00,17.40
656676,297103,21,3,0.00,8.64
656677,297103,30,4,0.00,9.12
656678,297103,33,2,0.00,5.76
656679,297104,21,5,7.20,13.97
656680,297104,47,2,2.52,4.89
656681,297105,40,2,1.08,2.10
656682,297105,47,1,1.26,2.44
656683,297106,3,2,1.74,3.38
656684,297106,40,2,1.08,2.10
656685,297106,45,3,5.22,10.13
656686,297107,1,1,0.96,1.86
656687,297107,35,1,1.74,3.38
656688,297107,49,1,1.08,2.10
656689,297107,36,3,6.84,13.27
656690,297108,6,3,0.00,7.20
656691,297109,10,4,0.00,10.80
656692,297109,53,5,0.00,12.00
656693,297109,43,2,0.00,6.96
656694,297109,49,2,0.00,4.32
656695,297110,31,3,0.00,9.00
656696,297111,9,5,14.00,11.16
656697,297112,34,2,3.60,4.10
656698,297112,31,4,10.00,11.40
656699,297113,51,1,3.85,3.07
656700,297113,39,3,19.32,15.40
656701,297113,14,3,14.28,11.38
656702,297114,26,2,4.14,8.03
656703,297115,9,3,9.60,6.62
656704,297115,50,4,18.56,12.81
656705,297116,15,1,0.00,7.50
656706,297117,14,1,0.00,4.08
656707,297118,2,3,13.68,6.02
656708,297118,28,3,20.88,9.19
656709,297118,33,4,23.04,10.14
656710,297118,49,1,4.32,1.90
656711,297119,27,3,0.00,8.64
656712,297119,16,1,0.00,8.94
656713,297120,3,1,0.87,1.69
656714,297120,24,1,2.64,5.12
656715,297120,3,3,2.61,5.06
656716,297121,23,4,0.00,13.20
656717,297121,3,2,0.00,3.48
656718,297121,4,2,0.00,6.48
656719,297122,29,1,1.56,3.03
656720,297122,54,3,1.98,3.84
656721,297122,10,5,6.75,13.09
656722,297123,54,3,4.62,3.68
656723,297123,1,1,2.24,1.79
656724,297123,54,3,4.62,3.68
656725,297123,29,2,7.28,5.80
656726,297123,53,1,2.80,2.23
656727,297124,29,2,8.32,5.74
656728,297124,35,3,13.92,9.60
656729,297125,43,2,9.28,6.40
656730,297125,29,1,4.16,2.87
656731,297125,22,1,8.64,5.96
656732,297126,16,2,0.00,17.88
656733,297127,30,2,2.28,4.42
656734,297128,7,3,16.32,4.78
656735,297129,8,2,5.32,4.24
656736,297129,7,3,6.72,5.36
656737,297130,2,3,0.00,6.84
656738,297130,31,1,0.00,3.00
656739,297130,46,3,0.00,7.56
656740,297131,6,3,0.00,7.20
656741,297131,7,4,0.00,7.68
656742,297132,1,1,0.96,1.86
656743,297132,37,2,3.48,6.75
656744,297133,39,2,0.00,11.04
656745,297133,44,2,0.00,8.64
656746,297134,2,4,18.24,8.03
656747,297135,51,5,19.25,15.34
656748,297136,35,2,0.00,6.96
656749,297136,41,5,0.00,7.50
656750,297136,11,2,0.00,5.76
656751,297136,6,2,0.00,4.80
656752,297136,25,2,0.00,7.44
656753,297137,5,3,0.00,6.30
656754,297138,55,2,21.12,9.29
656755,297139,41,2,6.00,2.64
656756,297139,56,2,10.56,4.65
656757,297139,5,1,4.20,1.85
656758,297140,40,4,0.00,4.32
656759,297141,47,2,5.88,4.69
656760,297141,47,2,5.88,4.69
656761,297142,4,3,4.86,9.43
656762,297142,46,2,2.52,4.89
656763,297142,34,2,2.16,4.19
656764,297143,26,3,10.35,11.80
656765,297144,44,4,20.16,16.07
656766,297144,26,2,9.66,7.70
656767,297145,37,3,0.00,10.44
656768,297145,2,1,0.00,2.28
656769,297145,40,2,0.00,2.16
656770,297145,21,2,0.00,5.76
656771,297145,37,4,0.00,13.92
656772,297146,28,4,6.96,13.50
656773,297146,27,3,4.32,8.38
656774,297147,15,4,0.00,30.00
656775,297147,25,2,0.00,7.44
656776,297148,4,1,3.78,3.01
656777,297148,39,2,12.88,10.27
656778,297149,13,2,11.76,9.37
656779,297149,54,2,3.08,2.46
656780,297150,30,2,5.32,4.24
656781,297151,9,3,3.60,6.98
656782,297151,26,2,4.14,8.03
656783,297151,25,3,5.58,10.83
656784,297151,1,2,1.92,3.72
656785,297152,7,2,3.20,3.65
