order_det_ID,order_ID,product_ID,order_quantity,order_unit_price,order_discount,order_tax
289,124,31,1,48.00,1.44,2.79
290,124,37,1,55.00,4.40,3.04
291,124,11,2,40.00,2.40,4.66
292,125,42,3,25.00,2.25,4.37
293,126,31,1,48.00,5.76,2.53
294,126,7,2,32.00,4.48,3.57
295,126,11,1,40.00,2.80,2.23
296,126,5,1,35.00,2.45,1.95
297,126,6,1,27.00,1.89,1.51
298,126,2,1,38.00,2.66,2.12
299,127,8,1,38.00,2.66,2.12
300,128,17,2,85.00,11.90,9.49
301,129,4,1,42.00,0.00,2.52
302,130,28,1,45.00,1.35,2.62
303,131,25,1,48.00,2.40,2.74
304,131,16,1,120.00,6.00,6.84
305,131,1,1,32.00,0.00,1.92
306,132,11,2,40.00,0.00,4.80
307,132,23,2,55.00,0.00,6.60
308,132,15,2,110.00,0.00,13.20
309,132,29,1,34.00,0.00,2.04
310,132,30,1,72.00,0.00,4.32
311,133,41,1,22.00,0.00,1.32
312,133,3,1,29.00,0.00,1.74
313,134,11,1,40.00,3.20,2.21
314,135,29,3,34.00,12.24,5.39
315,136,28,2,45.00,2.70,5.24
316,137,9,1,30.00,0.00,1.80
317,138,4,1,42.00,0.00,2.52
318,139,4,2,42.00,2.52,4.89
319,140,28,1,45.00,0.00,2.70
320,140,3,1,29.00,0.00,1.74
321,141,31,1,48.00,0.00,2.88
322,141,2,1,38.00,0.00,2.28
323,142,24,1,62.00,1.86,3.61
324,143,2,1,38.00,2.66,2.12
325,143,28,1,45.00,5.40,2.38
326,144,29,1,34.00,1.02,1.98
327,145,19,3,78.00,28.08,12.36
328,146,3,1,29.00,0.00,1.74
329,147,31,3,48.00,10.08,8.04
330,148,19,1,78.00,2.34,4.54
331,148,11,1,40.00,1.20,2.33
332,148,18,3,65.00,5.85,11.35
333,148,26,1,58.00,1.74,3.38
334,149,43,1,18.00,0.54,1.05
335,150,26,1,58.00,1.74,3.38
336,151,4,1,42.00,0.00,2.52
337,152,31,1,48.00,0.00,2.88
338,152,28,1,45.00,0.00,2.70
339,153,12,2,89.00,14.24,9.83
340,154,31,1,48.00,1.44,2.79
341,155,24,1,62.00,1.86,3.61
342,156,21,1,95.00,0.00,5.70
343,156,2,1,38.00,0.00,2.28
344,157,21,2,95.00,15.20,10.49
345,157,3,1,29.00,0.87,1.69
346,158,24,1,62.00,1.86,3.61
347,158,3,1,29.00,0.87,1.69
348,159,4,1,42.00,0.00,2.52
349,160,7,1,32.00,2.24,1.79
350,161,13,2,75.00,0.00,9.00
351,161,1,4,32.00,0.00,7.68
352,162,2,1,38.00,2.66,2.12
353,163,30,1,72.00,8.64,3.80
354,163,3,1,29.00,3.48,1.53
355,164,1,2,32.00,0.00,3.84
356,164,34,1,85.00,4.25,4.84
357,164,4,1,42.00,0.00,2.52
358,165,12,2,89.00,5.34,10.36
359,165,30,1,72.00,2.16,4.19
360,166,31,2,48.00,0.00,5.76
361,167,10,1,45.00,3.60,2.48
362,167,15,2,110.00,6.60,12.80
363,167,1,1,32.00,0.96,1.86
364,167,7,2,32.00,1.92,3.72
365,168,4,1,42.00,3.36,2.32
366,168,30,1,72.00,2.16,4.19
367,169,8,1,38.00,1.90,2.17
368,170,5,1,35.00,1.05,2.04
369,171,5,1,35.00,0.00,2.10
370,171,25,1,48.00,0.00,2.88
371,171,9,1,30.00,1.50,1.71
372,172,2,1,38.00,1.14,2.21
373,172,10,1,45.00,1.35,2.62
374,172,39,1,62.00,1.86,3.61
375,173,43,1,18.00,0.54,1.05
376,173,10,1,45.00,1.35,2.62
377,174,20,1,48.00,1.44,2.79
378,174,38,1,58.00,1.74,3.38
379,175,29,1,34.00,2.38,1.90
380,176,33,2,58.00,3.48,6.75
381,176,13,3,75.00,6.75,13.09
382,176,43,1,18.00,1.44,0.99
383,177,27,3,38.00,0.00,6.84
384,177,33,1,58.00,0.00,3.48
385,177,30,1,72.00,0.00,4.32
386,177,42,2,25.00,0.00,3.00
387,178,24,3,62.00,0.00,11.16
388,178,8,3,38.00,0.00,6.84
389,179,4,1,42.00,1.26,2.44
390,180,13,2,75.00,10.50,8.37
391,181,26,1,58.00,4.06,3.24
392,182,33,1,58.00,1.74,3.38
393,183,6,1,27.00,0.81,1.57
394,183,43,1,18.00,0.54,1.05
395,183,42,1,25.00,0.75,1.45
396,184,4,2,42.00,10.08,4.44
397,184,43,1,18.00,2.16,0.95
398,185,4,1,42.00,1.26,2.44
399,185,8,2,38.00,2.28,4.42
400,185,9,3,30.00,7.20,4.97
401,186,11,1,40.00,0.00,2.40
402,187,8,2,38.00,0.00,4.56
403,188,18,1,65.00,0.00,3.90
404,189,24,1,62.00,1.86,3.61
405,189,34,1,85.00,2.55,4.95
406,190,17,1,85.00,0.00,5.10
407,191,18,1,65.00,1.95,3.78
408,191,41,2,22.00,1.32,2.56
409,192,31,3,48.00,0.00,8.64
410,192,41,1,22.00,0.00,1.32
411,192,20,2,48.00,0.00,5.76
412,193,30,1,72.00,2.16,4.19
413,194,29,1,34.00,0.00,2.04
414,195,37,1,55.00,1.65,3.20
415,196,39,3,62.00,0.00,11.16
416,196,37,2,55.00,0.00,6.60
417,197,6,1,27.00,0.00,1.62
418,198,29,1,34.00,0.00,2.04
419,198,19,1,78.00,0.00,4.68
420,198,10,3,45.00,0.00,8.10
421,199,29,1,34.00,0.00,2.04
422,200,23,1,55.00,3.85,3.07
423,201,31,1,48.00,1.44,2.79
424,202,2,2,38.00,0.00,4.56
425,203,20,1,48.00,1.44,2.79
426,204,10,1,45.00,0.00,2.70
427,204,6,1,27.00,0.00,1.62
428,205,29,1,34.00,0.00,2.04
429,205,33,1,58.00,0.00,3.48
430,205,32,1,68.00,0.00,4.08
431,206,41,1,22.00,1.54,1.23
432,207,1,2,32.00,7.68,3.38
433,207,41,1,22.00,1.54,1.23
434,208,4,1,42.00,2.94,2.34
435,208,31,2,48.00,6.72,5.36
436,208,9,1,30.00,2.10,1.67
437,209,3,1,29.00,0.00,1.74
438,210,9,2,30.00,1.80,3.49
439,210,26,1,58.00,1.74,3.38
440,210,22,1,55.00,1.65,3.20
441,210,6,1,27.00,0.81,1.57
442,210,7,1,32.00,0.96,1.86
443,210,23,1,55.00,1.65,3.20
444,211,42,1,25.00,0.75,1.45
445,211,32,1,68.00,2.04,3.96
446,211,14,1,68.00,2.04,3.96
447,212,31,1,48.00,2.40,2.74
448,213,27,2,38.00,5.32,4.24
449,214,27,1,38.00,0.00,2.28
450,214,30,1,72.00,0.00,4.32
451,215,29,1,34.00,1.02,1.98
452,215,1,1,32.00,0.96,1.86
453,215,5,3,35.00,3.15,6.11
454,215,21,1,95.00,7.60,5.24
455,215,27,1,38.00,1.14,2.21
456,215,10,3,45.00,4.05,7.86
457,216,33,1,58.00,0.00,3.48
458,217,15,1,110.00,3.30,6.40
459,217,5,1,35.00,1.05,2.04
460,218,14,1,68.00,0.00,4.08
461,219,21,1,95.00,0.00,5.70
462,219,15,4,110.00,0.00,26.40
463,219,17,2,85.00,8.50,9.69
464,220,38,1,58.00,1.74,3.38
465,220,10,1,45.00,1.35,2.62
466,221,43,1,18.00,0.00,1.08
467,222,29,1,34.00,2.38,1.90
468,223,37,1,55.00,0.00,3.30
469,224,30,2,72.00,0.00,8.64
470,224,11,1,40.00,0.00,2.40
471,225,26,1,58.00,4.06,3.24
472,226,24,1,62.00,4.34,3.46
473,226,15,1,110.00,7.70,6.14
474,227,7,2,32.00,7.68,3.38
475,227,25,1,48.00,5.76,2.53
476,227,31,1,48.00,8.16,2.39
477,227,41,1,22.00,2.64,1.16
478,228,7,1,32.00,0.00,1.92
479,228,36,2,65.00,0.00,7.80
480,229,25,1,48.00,2.40,2.74
481,229,14,1,68.00,0.00,4.08
482,229,20,1,48.00,0.00,2.88
483,229,26,1,58.00,0.00,3.48
484,229,31,1,48.00,0.00,2.88
485,229,16,2,120.00,0.00,14.40
486,230,3,3,29.00,4.35,4.96
487,231,11,1,40.00,0.00,2.40
488,231,33,1,58.00,2.90,3.31
489,232,1,1,32.00,0.00,1.92
490,233,21,2,95.00,0.00,11.40
491,234,42,1,25.00,0.00,1.50
492,234,29,1,34.00,1.70,1.94
493,235,11,1,40.00,6.80,1.99
494,236,29,1,34.00,1.02,1.98
495,237,27,2,38.00,0.00,4.56
496,237,7,2,32.00,0.00,3.84
497,237,8,1,38.00,0.00,2.28
498,237,28,3,45.00,0.00,8.10
499,237,24,1,62.00,0.00,3.72
500,238,10,1,45.00,1.35,2.62
501,238,43,1,18.00,0.54,1.05
502,238,22,1,55.00,1.65,3.20
503,238,7,1,32.00,0.96,1.86
504,238,13,1,75.00,2.25,4.37
505,238,5,1,35.00,1.05,2.04
506,238,20,1,48.00,1.44,2.79
507,239,14,2,68.00,9.52,7.59
508,239,5,2,35.00,8.40,3.70
509,240,27,1,38.00,1.14,2.21
510,241,10,1,45.00,3.15,2.51
511,242,26,2,58.00,3.48,6.75
512,242,30,1,72.00,5.76,3.97
513,243,2,2,38.00,6.08,4.20
514,243,26,1,58.00,1.74,3.38
515,244,26,1,58.00,4.06,3.24
516,245,22,2,55.00,13.20,5.81
517,246,5,2,35.00,0.00,4.20
518,247,7,1,32.00,0.00,1.92
519,248,6,1,27.00,3.24,1.43
520,248,31,2,48.00,11.52,5.07
521,249,41,4,22.00,0.00,5.28
522,250,17,2,85.00,0.00,10.20
523,250,33,1,58.00,0.00,3.48
524,250,3,1,29.00,0.00,1.74
525,251,29,1,34.00,0.00,2.04
526,252,16,2,120.00,7.20,13.97
527,252,26,1,58.00,1.74,3.38
528,253,11,2,40.00,4.00,4.56
529,253,27,2,38.00,0.00,4.56
530,253,7,1,32.00,0.00,1.92
531,253,4,3,42.00,0.00,7.56
532,253,43,1,18.00,0.00,1.08
533,253,1,1,32.00,0.00,1.92
534,253,6,2,27.00,0.00,3.24
535,254,18,1,65.00,0.00,3.90
536,254,37,1,55.00,0.00,3.30
537,254,25,2,48.00,0.00,5.76
538,254,40,2,72.00,0.00,8.64
539,254,31,1,48.00,0.00,2.88
540,255,23,4,55.00,11.00,12.54
541,256,4,1,42.00,2.94,2.34
542,256,43,1,18.00,1.26,1.00
543,256,7,1,32.00,2.24,1.79
544,256,8,1,38.00,2.66,2.12
545,256,6,1,27.00,1.89,1.51
546,256,27,2,38.00,5.32,4.24
547,256,22,1,55.00,3.85,3.07
548,257,17,1,85.00,0.00,5.10
549,258,43,1,18.00,0.54,1.05
550,258,20,1,48.00,1.44,2.79
551,259,41,2,22.00,1.32,2.56
552,260,9,1,30.00,0.90,1.75
553,261,37,1,55.00,0.00,3.30
554,261,25,1,48.00,0.00,2.88
555,262,27,2,38.00,5.32,4.24
556,263,26,1,58.00,0.00,3.48
557,264,4,3,42.00,3.78,7.33
558,265,8,1,38.00,0.00,2.28
559,266,24,1,62.00,0.00,3.72
560,267,13,3,75.00,0.00,13.50
561,268,13,1,75.00,0.00,4.50
562,268,28,3,45.00,0.00,8.10
563,269,4,3,42.00,0.00,7.56
564,269,26,2,58.00,0.00,6.96
565,270,40,1,72.00,8.64,3.80
566,271,6,1,27.00,0.00,1.62
567,272,30,1,72.00,0.00,4.32
568,272,17,1,85.00,0.00,5.10
569,272,9,1,30.00,0.00,1.80
570,273,1,4,32.00,0.00,7.68
571,274,15,1,110.00,5.50,6.27
572,275,37,1,55.00,0.00,3.30
573,275,1,1,32.00,0.00,1.92
574,276,7,1,32.00,3.84,1.69
575,277,3,1,29.00,2.03,1.62
576,277,9,1,30.00,3.60,1.58
577,278,6,2,27.00,1.62,3.14
578,279,43,1,18.00,0.54,1.05
579,279,22,4,55.00,6.60,12.80
580,279,5,1,35.00,1.05,2.04
581,279,23,1,55.00,1.65,3.20
582,280,41,2,22.00,0.00,2.64
583,280,4,1,42.00,0.00,2.52
584,280,5,1,35.00,0.00,2.10
585,280,23,3,55.00,0.00,9.90
586,281,24,4,62.00,19.84,13.69
587,281,19,1,78.00,2.34,4.54
588,281,4,4,42.00,5.04,9.78
589,282,26,1,58.00,1.74,3.38
590,283,9,1,30.00,0.90,1.75
591,283,18,1,65.00,5.20,3.59
592,284,15,1,110.00,7.70,6.14
593,284,8,1,38.00,2.66,2.12
594,284,43,1,18.00,1.26,1.00
595,284,4,1,42.00,2.94,2.34
596,284,14,1,68.00,4.76,3.79
597,284,12,1,89.00,6.23,4.97
598,285,10,1,45.00,2.25,2.56
599,286,36,1,65.00,0.00,3.90
600,286,33,1,58.00,0.00,3.48
601,286,6,1,27.00,0.00,1.62
602,286,11,1,40.00,0.00,2.40
603,286,28,2,45.00,0.00,5.40
604,287,17,1,85.00,0.00,5.10
605,287,30,1,72.00,0.00,4.32
606,287,43,1,18.00,0.00,1.08
607,288,26,1,58.00,2.90,3.31
608,289,3,2,29.00,0.00,3.48
609,289,18,1,65.00,0.00,3.90
610,290,31,3,48.00,0.00,8.64
611,291,30,2,72.00,0.00,8.64
612,291,43,2,18.00,0.00,2.16
613,292,23,1,55.00,0.00,3.30
614,293,35,1,42.00,1.26,2.44
615,294,27,2,38.00,2.28,4.42
616,294,34,1,85.00,2.55,4.95
617,294,23,1,55.00,1.65,3.20
618,294,7,1,32.00,0.96,1.86
619,294,43,2,18.00,1.08,2.10
620,294,3,2,29.00,4.64,3.20
621,295,16,1,120.00,0.00,7.20
622,296,43,1,18.00,0.00,1.08
623,297,22,1,55.00,1.65,3.20
624,298,12,1,89.00,0.00,5.34
625,299,9,1,30.00,1.50,1.71
626,300,20,1,48.00,0.00,2.88
627,301,23,1,55.00,4.40,3.04
628,302,42,1,25.00,0.00,1.50
629,303,3,2,29.00,0.00,3.48
630,303,16,3,120.00,0.00,21.60
631,303,30,1,72.00,0.00,4.32
632,304,41,1,22.00,0.66,1.28
633,305,12,1,89.00,6.23,4.97
634,305,37,2,55.00,7.70,6.14
635,306,38,1,58.00,0.00,3.48
636,307,14,2,68.00,4.08,7.92
637,308,1,2,32.00,7.68,3.38
638,308,6,1,27.00,3.24,1.43
639,308,10,1,45.00,5.40,2.38
640,308,41,2,22.00,5.28,2.32
641,309,35,1,42.00,0.00,2.52
642,309,14,3,68.00,0.00,12.24
643,310,6,1,27.00,0.00,1.62
644,311,25,1,48.00,5.76,2.53
645,311,3,1,29.00,4.93,1.44
646,312,3,1,29.00,0.00,1.74
647,313,6,1,27.00,0.00,1.62
648,313,11,2,40.00,0.00,4.80
649,313,43,3,18.00,0.00,3.24
650,314,20,2,48.00,7.68,5.30
651,314,43,1,18.00,0.54,1.05
652,314,28,1,45.00,1.35,2.62
653,315,43,1,18.00,0.00,1.08
654,316,28,1,45.00,0.00,2.70
655,317,17,1,85.00,5.95,4.74
656,317,27,1,38.00,2.66,2.12
657,317,42,2,25.00,3.50,2.79
658,318,24,1,62.00,0.00,3.72
659,319,30,1,72.00,0.00,4.32
660,320,6,1,27.00,0.81,1.57
661,321,11,1,40.00,0.00,2.40
662,322,27,2,38.00,0.00,4.56
663,322,38,1,58.00,0.00,3.48
664,322,35,1,42.00,0.00,2.52
665,322,9,1,30.00,0.00,1.80
666,323,40,1,72.00,2.16,4.19
667,324,8,1,38.00,1.14,2.21
668,325,2,1,38.00,0.00,2.28
669,325,1,1,32.00,0.00,1.92
670,325,18,1,65.00,0.00,3.90
671,325,3,1,29.00,0.00,1.74
672,326,5,1,35.00,0.00,2.10
673,327,16,2,120.00,0.00,14.40
674,327,27,2,38.00,0.00,4.56
675,327,25,2,48.00,0.00,5.76
676,328,28,1,45.00,0.00,2.70
677,328,29,1,34.00,0.00,2.04
678,329,4,1,42.00,0.00,2.52
679,330,8,2,38.00,6.08,4.20
680,330,29,1,34.00,1.02,1.98
681,330,19,1,78.00,2.34,4.54
682,330,28,1,45.00,1.35,2.62
683,331,38,3,58.00,5.22,10.13
684,331,35,2,42.00,2.52,4.89
685,332,42,1,25.00,0.00,1.50
686,333,8,1,38.00,0.00,2.28
687,334,41,1,22.00,1.76,1.21
688,334,24,1,62.00,1.86,3.61
689,334,29,3,34.00,3.06,5.94
690,335,2,1,38.00,1.90,2.17
691,335,6,2,27.00,0.00,3.24
692,335,5,1,35.00,0.00,2.10
693,336,2,1,38.00,4.56,2.01
694,337,9,1,30.00,2.10,1.67
695,338,35,1,42.00,0.00,2.52
696,339,22,4,55.00,0.00,13.20
