res_ID,cus_ID,br_ID,booking_date,res_status
183,25672,2,2019-01-05,No-Show
184,1139,3,2019-01-05,Completed
185,4367,1,2019-01-05,Confirmed
186,9108,1,2019-01-05,Completed
187,22872,3,2019-01-05,Completed
188,12637,3,2019-01-05,Completed
189,5470,1,2019-01-05,Completed
190,21115,2,2019-01-05,Completed
191,23410,2,2019-01-05,Completed
192,21446,3,2019-01-05,Confirmed
193,12680,1,2019-01-05,Completed
194,8439,2,2019-01-05,Completed
195,22901,1,2019-01-05,Completed
196,1,5,2019-01-05,Completed
197,7227,2,2019-01-05,Completed
198,2336,3,2019-01-05,Completed
199,17021,2,2019-01-05,Completed
200,9403,5,2019-01-05,Completed
201,1,2,2019-01-05,Completed
202,16669,2,2019-01-05,Completed
203,9750,2,2019-01-05,Cancelled
204,23780,2,2019-01-05,Completed
205,10597,4,2019-01-05,Completed
206,1025,1,2019-01-05,Completed
207,18025,4,2019-01-05,Completed
208,25962,2,2019-01-05,Completed
209,4908,4,2019-01-05,Completed
210,6342,1,2019-01-05,Completed
211,1,2,2019-01-05,No-Show
212,15179,5,2019-01-05,Completed
213,24738,3,2019-01-05,Completed
214,1333,5,2019-01-05,Completed
215,3460,5,2019-01-05,Completed
216,6860,2,2019-01-05,Completed
217,1,5,2019-01-05,Completed
218,21924,2,2019-01-05,Completed
219,22069,1,2019-01-05,Completed
220,22524,2,2019-01-05,Completed
221,22904,1,2019-01-05,Completed
222,98,2,2019-01-05,Completed
223,23782,2,2019-01-05,Completed
224,24607,2,2019-01-05,Completed
225,21534,3,2019-01-05,Completed
226,20216,2,2019-01-05,Completed
227,18353,5,2019-01-05,Completed
228,601,1,2019-01-05,Completed
229,20777,3,2019-01-05,Completed
230,22687,4,2019-01-05,Completed
231,11010,2,2019-01-05,Cancelled
232,5019,5,2019-01-05,Completed
233,21897,3,2019-01-05,Completed
234,23248,1,2019-01-05,No-Show
235,23428,1,2019-01-05,Completed
236,5127,3,2019-01-05,Completed
237,2676,5,2019-01-05,Completed
238,12188,4,2019-01-05,Completed
239,11186,5,2019-01-05,Completed
240,22047,4,2019-01-05,Completed
241,265,1,2019-01-05,Completed
242,23333,1,2019-01-05,Completed
243,22164,3,2019-01-05,Completed
244,10451,3,2019-01-05,Completed
245,10002,4,2019-01-05,Completed
246,7093,2,2019-01-05,Completed
247,15140,4,2019-01-05,Completed
248,5106,2,2019-01-05,Completed
249,13031,2,2019-01-06,Completed
250,14917,2,2019-01-06,Completed
251,19013,1,2019-01-06,Completed
252,6988,3,2019-01-06,Completed
253,23347,5,2019-01-06,Completed
254,13635,1,2019-01-06,Completed
255,23830,4,2019-01-06,Completed
256,14802,5,2019-01-06,Completed
257,7203,3,2019-01-06,Completed
258,2625,4,2019-01-06,Completed
259,992,3,2019-01-06,No-Show
260,21466,1,2019-01-06,Completed
261,23107,2,2019-01-06,Confirmed
262,25654,4,2019-01-06,Completed
263,10054,2,2019-01-06,Completed
264,25395,1,2019-01-06,Completed
265,9116,4,2019-01-06,Completed
266,13930,2,2019-01-06,Completed
267,2194,2,2019-01-06,Completed
268,5400,1,2019-01-06,Completed
269,23460,1,2019-01-06,Completed
270,16895,3,2019-01-06,Completed
271,6053,2,2019-01-06,Completed
272,21216,2,2019-01-06,Completed
273,23052,4,2019-01-06,Completed
274,1015,4,2019-01-06,Completed
275,250,4,2019-01-06,Completed
276,20159,1,2019-01-06,Completed
277,211,2,2019-01-06,Completed
278,7726,5,2019-01-06,Completed
279,1,1,2019-01-06,Completed
280,15572,4,2019-01-06,Completed
281,7726,1,2019-01-06,Completed
282,10620,1,2019-01-06,Completed
283,25039,3,2019-01-06,Completed
284,1346,4,2019-01-06,Completed
285,1,2,2019-01-06,Completed
286,1832,2,2019-01-06,Completed
287,19759,4,2019-01-06,Completed
288,3399,1,2019-01-06,Confirmed
289,6977,4,2019-01-06,Completed
290,17297,2,2019-01-06,Completed
291,5021,1,2019-01-06,Completed
292,10054,3,2019-01-06,Completed
293,1,2,2019-01-06,Completed
294,20585,1,2019-01-06,Completed
295,1,1,2019-01-06,Cancelled
296,22414,1,2019-01-06,Completed
297,15994,1,2019-01-06,Completed
298,22787,1,2019-01-06,Completed
299,8706,3,2019-01-06,Completed
300,2000,1,2019-01-06,Completed
301,2444,3,2019-01-06,Completed
302,19369,4,2019-01-06,Confirmed
303,2549,5,2019-01-06,Completed
304,17589,2,2019-01-06,Completed
305,13252,2,2019-01-06,Completed
306,10789,4,2019-01-06,Cancelled
307,22040,3,2019-01-06,Completed
308,1396,3,2019-01-06,Completed
309,11064,1,2019-01-06,Completed
310,2122,2,2019-01-06,Completed
311,14579,1,2019-01-06,Completed
312,3555,1,2019-01-06,Completed
313,2692,1,2019-01-06,Completed
314,3802,2,2019-01-06,Completed
315,21294,1,2019-01-06,Completed
316,20289,1,2019-01-06,Completed
317,23881,3,2019-01-06,Completed
318,9913,2,2019-01-06,Completed
319,5329,4,2019-01-06,Completed
320,2366,1,2019-01-06,Completed
321,13045,1,2019-01-06,Completed
322,14824,5,2019-01-06,Completed
323,20113,4,2019-01-06,Completed
324,1502,3,2019-01-07,Completed
325,2923,4,2019-01-07,Completed
326,20869,4,2019-01-07,Completed
327,20870,2,2019-01-07,Confirmed
328,19850,3,2019-01-07,Confirmed
329,13029,2,2019-01-07,Completed
330,19115,2,2019-01-07,Completed
331,5642,1,2019-01-07,Completed
332,11132,2,2019-01-07,Completed
333,23513,3,2019-01-07,Completed
334,21253,1,2019-01-07,Cancelled
335,4705,5,2019-01-07,Completed
336,12975,1,2019-01-07,Completed
337,10969,4,2019-01-07,Completed
338,832,3,2019-01-07,Completed
339,15683,2,2019-01-07,Completed
340,13409,5,2019-01-07,Cancelled
341,18532,2,2019-01-07,Completed
342,24366,2,2019-01-07,Completed
343,22595,1,2019-01-07,Completed
344,2173,3,2019-01-07,Completed
345,18584,2,2019-01-07,Completed
346,17022,1,2019-01-07,Completed
347,5188,2,2019-01-07,Completed
348,3007,2,2019-01-07,Completed
349,1267,1,2019-01-07,Completed
350,1,4,2019-01-07,Completed
351,11942,1,2019-01-07,Completed
352,5917,2,2019-01-07,Completed
353,2303,2,2019-01-07,Completed
354,17688,2,2019-01-07,Completed
355,1,4,2019-01-07,Completed
356,14335,4,2019-01-07,Completed
357,3347,2,2019-01-07,Completed
358,21154,3,2019-01-07,Completed
359,10091,5,2019-01-07,Completed
360,6107,2,2019-01-07,Cancelled
361,15239,1,2019-01-07,Cancelled
362,18740,2,2019-01-07,Completed
363,17386,5,2019-01-07,Completed
364,13471,2,2019-01-08,Completed
365,11345,1,2019-01-08,Completed
366,3277,2,2019-01-08,No-Show
367,16156,3,2019-01-08,Completed
368,7603,1,2019-01-08,Completed
369,8639,4,2019-01-08,Completed
370,17438,2,2019-01-08,Cancelled
371,3770,3,2019-01-08,Completed
372,24422,1,2019-01-08,Completed
373,24963,4,2019-01-08,Completed
374,17155,2,2019-01-08,No-Show
375,3490,1,2019-01-08,Completed
376,4318,1,2019-01-08,Completed
377,2146,5,2019-01-08,Completed
378,5428,3,2019-01-08,Completed
379,7758,4,2019-01-08,Completed
380,6810,2,2019-01-08,Completed
381,20278,2,2019-01-08,No-Show
382,4349,1,2019-01-08,Completed
383,6549,2,2019-01-08,Cancelled
384,7551,1,2019-01-08,Completed
385,15713,2,2019-01-08,Completed
386,1,2,2019-01-08,Completed
387,9769,5,2019-01-08,Completed
388,1,3,2019-01-08,Completed
389,14474,4,2019-01-08,Completed
390,7246,4,2019-01-08,Completed
391,19325,1,2019-01-08,Completed
392,3853,4,2019-01-08,Completed
393,21007,3,2019-01-08,Completed
394,17111,1,2019-01-08,Completed
395,23400,5,2019-01-08,Completed
396,18205,1,2019-01-08,Completed
397,15174,2,2019-01-08,Completed
398,24975,1,2019-01-09,Confirmed
399,1,3,2019-01-09,Completed
400,21171,3,2019-01-09,Completed
401,5587,2,2019-01-09,Cancelled
402,8004,5,2019-01-09,Completed
403,15990,5,2019-01-09,Completed
404,14723,4,2019-01-09,Completed
405,23230,4,2019-01-09,Completed
406,10607,2,2019-01-09,Completed
407,7879,1,2019-01-09,Completed
408,13766,5,2019-01-09,Completed
409,19989,1,2019-01-09,Completed
410,22524,2,2019-01-09,Completed
411,2413,1,2019-01-09,Completed
412,9445,3,2019-01-09,Completed
413,8030,1,2019-01-09,Completed
414,20041,5,2019-01-09,Completed
415,22803,2,2019-01-09,Completed
416,18767,5,2019-01-09,Completed
417,6137,3,2019-01-09,Completed
418,15848,4,2019-01-09,Completed
419,1025,2,2019-01-09,Completed
420,20704,4,2019-01-09,Completed
421,21057,4,2019-01-09,Completed
422,14118,3,2019-01-09,Completed
423,12833,4,2019-01-09,Completed
424,2544,2,2019-01-09,Completed
425,3013,3,2019-01-09,Completed
426,14456,2,2019-01-09,Completed
427,9333,1,2019-01-09,Cancelled
428,19563,1,2019-01-09,No-Show
429,6124,5,2019-01-09,Completed
430,25153,1,2019-01-09,Completed
431,15337,3,2019-01-09,Confirmed
432,3968,4,2019-01-09,Completed
433,3239,5,2019-01-09,Completed
434,1999,1,2019-01-09,Completed
435,311,2,2019-01-09,Completed
436,10021,5,2019-01-09,Completed
437,13897,4,2019-01-09,Completed
438,3496,1,2019-01-09,Completed
439,17599,2,2019-01-09,Completed
440,2940,1,2019-01-09,Completed
441,16621,3,2019-01-09,Completed
442,13245,2,2019-01-09,Completed
443,8246,1,2019-01-09,Completed
444,22477,2,2019-01-09,Completed
445,19007,3,2019-01-10,Completed
446,22423,2,2019-01-10,Completed
447,25234,1,2019-01-10,Completed
448,17328,2,2019-01-10,Completed
449,1,3,2019-01-10,Completed
450,4245,5,2019-01-10,Completed
451,3259,2,2019-01-10,Completed
452,25181,3,2019-01-10,Completed
453,8858,1,2019-01-10,Completed
454,21749,3,2019-01-10,Completed
455,11156,3,2019-01-10,Cancelled
456,24263,1,2019-01-10,Completed
457,327,5,2019-01-10,Completed
458,7467,3,2019-01-10,Completed
459,13333,3,2019-01-10,Cancelled
460,16569,1,2019-01-10,Completed
461,10769,1,2019-01-10,Completed
462,24924,5,2019-01-10,Completed
463,3364,3,2019-01-10,Completed
464,10091,2,2019-01-10,Completed
465,24366,3,2019-01-10,Completed
466,16994,1,2019-01-10,Completed
467,3129,2,2019-01-10,Completed
468,14474,2,2019-01-10,Cancelled
469,11685,2,2019-01-10,Completed
470,22392,1,2019-01-10,Completed
471,24422,5,2019-01-10,Completed
472,3720,4,2019-01-10,Completed
473,6549,3,2019-01-10,Completed
474,7102,2,2019-01-10,Completed
475,5761,2,2019-01-10,Completed
476,20918,3,2019-01-10,Completed
477,15591,5,2019-01-10,Completed
478,10602,5,2019-01-10,Completed
479,7296,4,2019-01-10,Completed
480,5355,3,2019-01-11,Cancelled
481,15420,4,2019-01-11,Completed
482,14427,4,2019-01-11,Completed
483,7112,4,2019-01-11,Completed
484,2706,3,2019-01-11,Completed
485,1,1,2019-01-11,Cancelled
486,20287,2,2019-01-11,Completed
487,5440,4,2019-01-11,Completed
488,8258,5,2019-01-11,Completed
489,6555,3,2019-01-11,Completed
490,10083,3,2019-01-11,Completed
491,16578,3,2019-01-11,Completed
492,24489,4,2019-01-11,Completed
493,1652,2,2019-01-11,Completed
494,23467,2,2019-01-11,Completed
495,5648,4,2019-01-11,Completed
496,1,3,2019-01-11,Cancelled
497,12299,4,2019-01-11,Completed
498,1143,4,2019-01-11,Completed
499,7726,3,2019-01-11,Completed
500,1,2,2019-01-11,Completed
501,11225,3,2019-01-11,Completed
502,9075,2,2019-01-11,No-Show
503,17001,2,2019-01-11,Completed
504,22741,1,2019-01-11,Completed
505,20640,1,2019-01-11,Completed
506,23458,3,2019-01-11,Completed
507,11018,4,2019-01-11,Completed
508,6785,2,2019-01-11,Completed
509,1,5,2019-01-11,Completed
510,18589,4,2019-01-11,Completed
511,14854,4,2019-01-11,Cancelled
512,15135,2,2019-01-11,Completed
513,5345,4,2019-01-11,Completed
514,7046,4,2019-01-11,Completed
515,13352,4,2019-01-11,Completed
516,17734,1,2019-01-11,Completed
517,9107,4,2019-01-11,Completed
518,3772,1,2019-01-11,Completed
519,14501,2,2019-01-11,Completed
520,24458,2,2019-01-11,Completed
521,20413,4,2019-01-11,Completed
522,757,2,2019-01-11,Completed
523,25589,1,2019-01-11,Completed
524,6571,3,2019-01-12,Completed
525,19500,2,2019-01-12,Completed
526,2923,5,2019-01-12,No-Show
527,20575,3,2019-01-12,Completed
528,4795,3,2019-01-12,Completed
529,19297,4,2019-01-12,Completed
530,15901,1,2019-01-12,Completed
531,22653,3,2019-01-12,Completed
532,1929,3,2019-01-12,Completed
533,1,3,2019-01-12,Completed
534,2033,1,2019-01-12,Completed
535,19563,2,2019-01-12,Completed
536,2794,3,2019-01-12,Completed
537,23400,3,2019-01-12,Completed
538,17096,5,2019-01-12,Completed
539,15435,4,2019-01-12,Completed
540,11753,4,2019-01-12,Completed
541,21896,3,2019-01-12,Completed
542,2276,2,2019-01-12,Completed
543,4150,2,2019-01-12,Cancelled
544,13678,4,2019-01-12,Completed
545,19128,1,2019-01-12,Completed
546,18856,1,2019-01-12,Completed
547,20978,2,2019-01-12,Completed
548,22263,1,2019-01-12,Completed
549,5955,2,2019-01-12,No-Show
550,24636,3,2019-01-12,Completed
551,23940,5,2019-01-12,Confirmed
552,20594,3,2019-01-12,No-Show
553,16770,1,2019-01-12,Completed
554,8973,1,2019-01-12,Completed
555,13174,1,2019-01-12,Completed
556,16998,2,2019-01-12,Completed
557,742,4,2019-01-12,Completed
558,1,3,2019-01-12,Completed
559,9204,3,2019-01-12,Completed
560,20295,2,2019-01-12,Completed
561,19792,1,2019-01-12,Completed
562,7613,5,2019-01-12,Completed
563,1109,1,2019-01-12,Completed
564,10929,5,2019-01-12,Completed
565,16932,1,2019-01-12,Completed
566,10371,3,2019-01-12,Completed
567,19674,2,2019-01-12,No-Show
568,1,4,2019-01-12,Completed
569,22635,1,2019-01-12,Completed
570,6857,2,2019-01-12,Completed
571,12657,4,2019-01-12,Completed
572,22658,3,2019-01-12,Cancelled
573,1,2,2019-01-12,Completed
574,18002,2,2019-01-12,Completed
575,2251,1,2019-01-12,Completed
576,16878,2,2019-01-12,Cancelled
577,20808,2,2019-01-12,Completed
578,4759,3,2019-01-12,Completed
579,397,3,2019-01-12,Completed
580,2094,5,2019-01-13,Completed
581,4366,3,2019-01-13,Completed
582,3798,1,2019-01-13,Completed
583,19399,1,2019-01-13,Completed
584,14159,2,2019-01-13,Completed
585,9835,2,2019-01-13,Completed
586,15837,1,2019-01-13,Completed
587,9948,5,2019-01-13,Completed
588,20449,2,2019-01-13,Cancelled
589,3555,2,2019-01-13,Completed
590,16751,4,2019-01-13,Completed
591,2454,2,2019-01-13,No-Show
592,20693,2,2019-01-13,Completed
593,16346,2,2019-01-13,Completed
594,4,1,2019-01-13,Completed
595,20495,1,2019-01-13,Completed
596,15392,4,2019-01-13,Completed
597,3199,2,2019-01-13,Completed
598,6347,2,2019-01-13,Completed
599,7539,3,2019-01-13,Completed
600,6009,3,2019-01-13,Completed
601,20438,2,2019-01-13,Completed
602,4941,3,2019-01-13,Completed
603,1100,4,2019-01-13,Completed
604,545,1,2019-01-13,Completed
605,7090,1,2019-01-13,Completed
606,20093,4,2019-01-13,Completed
607,15015,4,2019-01-13,Completed
608,10862,1,2019-01-13,Completed
609,23058,4,2019-01-13,Completed
610,5174,2,2019-01-13,Completed
611,23887,3,2019-01-13,Completed
612,8439,3,2019-01-13,Completed
613,9554,3,2019-01-13,Completed
614,5857,4,2019-01-13,Completed
615,17028,5,2019-01-13,Completed
616,25547,5,2019-01-13,Completed
617,4149,1,2019-01-13,Completed
618,1,3,2019-01-13,Completed
619,6028,4,2019-01-13,Completed
620,23001,1,2019-01-13,Completed
621,14939,5,2019-01-13,Cancelled
622,9542,2,2019-01-13,Completed
623,10016,4,2019-01-13,Completed
624,17543,3,2019-01-13,Completed
625,12378,2,2019-01-13,Completed
626,11138,1,2019-01-13,Completed
627,15683,5,2019-01-13,Completed
628,18168,1,2019-01-13,Completed
629,13961,2,2019-01-13,Cancelled
630,9797,3,2019-01-13,Completed
631,6439,2,2019-01-13,Completed
632,1,4,2019-01-13,Cancelled
633,21154,3,2019-01-13,Completed
634,22262,2,2019-01-13,Completed
635,6783,2,2019-01-13,Completed
636,6875,4,2019-01-13,Completed
637,3199,2,2019-01-13,Completed
638,193,2,2019-01-13,Completed
639,7813,2,2019-01-13,Completed
640,20091,3,2019-01-13,Completed
641,1833,1,2019-01-13,Completed
642,22597,1,2019-01-13,Completed
643,19601,2,2019-01-13,No-Show
644,18015,1,2019-01-13,Completed
645,15562,1,2019-01-13,Completed
646,9830,1,2019-01-14,Completed
647,1,3,2019-01-14,Cancelled
648,18211,2,2019-01-14,Completed
649,2546,5,2019-01-14,Completed
650,6978,3,2019-01-14,Completed
651,17443,1,2019-01-14,Completed
652,22828,4,2019-01-14,Completed
653,23428,1,2019-01-14,Completed
654,20925,3,2019-01-14,Completed
655,2923,4,2019-01-14,Completed
656,11659,5,2019-01-14,Completed
657,18188,5,2019-01-14,Completed
658,15543,3,2019-01-14,Completed
659,498,5,2019-01-14,Completed
660,24138,5,2019-01-14,Completed
661,918,1,2019-01-14,Completed
662,23052,4,2019-01-14,Completed
663,14496,2,2019-01-14,Completed
664,18853,2,2019-01-14,Completed
665,10769,1,2019-01-14,Completed
666,1,3,2019-01-14,Completed
667,6978,1,2019-01-14,Completed
668,6137,5,2019-01-14,Completed
669,3195,1,2019-01-14,Completed
670,18998,4,2019-01-14,Completed
671,2910,4,2019-01-14,Completed
672,20420,2,2019-01-14,Completed
673,10059,2,2019-01-14,Completed
674,5714,1,2019-01-14,Cancelled
675,16188,2,2019-01-14,Cancelled
676,11138,5,2019-01-14,Completed
677,6028,3,2019-01-14,Completed
678,16934,1,2019-01-14,Completed
679,7778,3,2019-01-14,Completed
680,4190,3,2019-01-15,Completed
681,23886,1,2019-01-15,Completed
682,21544,5,2019-01-15,Completed
683,15129,3,2019-01-15,Completed
684,2227,2,2019-01-15,Completed
685,14075,2,2019-01-15,Completed
686,11942,5,2019-01-15,Completed
687,2966,4,2019-01-15,Completed
688,5158,3,2019-01-15,Completed
689,10873,5,2019-01-15,Completed
690,13764,1,2019-01-15,No-Show
691,4010,4,2019-01-15,Completed
692,4463,1,2019-01-15,Completed
693,14392,3,2019-01-15,Completed
694,20698,1,2019-01-15,Completed
695,125,3,2019-01-15,Completed
696,23268,4,2019-01-15,Completed
697,11747,2,2019-01-15,Completed
698,19317,5,2019-01-15,Completed
699,21294,1,2019-01-15,No-Show
700,8558,4,2019-01-15,Completed
701,4482,1,2019-01-15,Completed
702,2153,5,2019-01-15,Completed
703,4142,3,2019-01-15,Completed
704,23189,5,2019-01-15,Completed
705,17819,2,2019-01-15,Completed
706,7074,5,2019-01-15,Completed
707,10498,1,2019-01-15,Completed
708,23458,2,2019-01-15,No-Show
709,12305,1,2019-01-15,Completed
710,8305,3,2019-01-15,Completed
711,9863,1,2019-01-15,Completed
712,22871,1,2019-01-15,Completed
713,3164,3,2019-01-15,Completed
714,22318,2,2019-01-15,Completed
715,20203,1,2019-01-15,Completed
716,14075,3,2019-01-16,Completed
717,9474,5,2019-01-16,Completed
718,18374,5,2019-01-16,Completed
719,25195,2,2019-01-16,Completed
720,18673,3,2019-01-16,Completed
721,3551,5,2019-01-16,Cancelled
722,15782,5,2019-01-16,Completed
723,7923,1,2019-01-16,Cancelled
724,17834,1,2019-01-16,Completed
725,21697,4,2019-01-16,Completed
726,3611,2,2019-01-16,Completed
727,15483,4,2019-01-16,Completed
728,9984,1,2019-01-16,Completed
729,21408,4,2019-01-16,Completed
730,24539,4,2019-01-16,Cancelled
731,25073,1,2019-01-16,Completed
732,25822,4,2019-01-16,Cancelled
733,11550,1,2019-01-16,Completed
734,8258,1,2019-01-16,Completed
735,22548,2,2019-01-16,Completed
736,24281,4,2019-01-16,Completed
737,12204,1,2019-01-16,Cancelled
738,24277,3,2019-01-16,Completed
739,25936,3,2019-01-16,Completed
740,22419,1,2019-01-16,Completed
741,9541,2,2019-01-16,Completed
742,3332,3,2019-01-16,Completed
743,22957,1,2019-01-16,Completed
744,6,5,2019-01-16,Completed
745,4941,3,2019-01-16,Completed
746,7472,5,2019-01-16,Completed
747,3215,5,2019-01-16,Completed
748,4116,1,2019-01-16,Completed
749,20276,3,2019-01-16,Completed
750,20232,5,2019-01-16,Completed
751,20961,1,2019-01-16,Completed
752,2457,3,2019-01-16,Completed
753,14805,2,2019-01-16,Completed
754,15120,2,2019-01-16,Completed
755,17166,1,2019-01-16,Completed
756,10004,1,2019-01-16,Completed
757,1896,5,2019-01-16,Completed
758,9830,2,2019-01-16,Completed
759,9928,3,2019-01-17,Completed
760,11626,2,2019-01-17,Completed
761,21873,1,2019-01-17,Completed
762,11534,5,2019-01-17,Completed
763,23184,1,2019-01-17,Completed
764,11752,3,2019-01-17,Completed
765,14968,3,2019-01-17,No-Show
766,11690,3,2019-01-17,Completed
767,9971,5,2019-01-17,Completed
768,12039,1,2019-01-17,Completed
769,11365,1,2019-01-17,Completed
770,16408,1,2019-01-17,Completed
