res_det_ID,res_ID,st_ID,serv_ID,start_time,end_time,serv_discount,serv_tax
57267,43261,105,10,2022-01-05 19:00:00,2022-01-05 20:00:00,0.00,9.00
57268,43262,117,1,2022-01-05 11:45:00,2022-01-05 12:45:00,6.00,4.14
57269,43263,125,11,2022-01-05 16:15:00,2022-01-05 17:30:00,12.60,10.04
57270,43263,125,16,2022-01-05 17:30:00,2022-01-05 18:00:00,2.80,2.23
57271,43264,124,9,2022-01-05 17:00:00,2022-01-05 18:15:00,17.50,13.95
57272,43265,120,12,2022-01-05 14:45:00,2022-01-05 15:45:00,10.40,7.18
57273,43266,133,2,2022-01-05 14:15:00,2022-01-05 15:00:00,7.20,3.17
57274,43267,147,8,2022-01-05 14:15:00,2022-01-05 15:45:00,16.00,18.24
57275,43267,147,14,2022-01-05 15:45:00,2022-01-05 16:00:00,1.75,1.99
57276,43268,144,3,2022-01-05 14:30:00,2022-01-05 15:45:00,5.50,6.27
57277,43269,136,11,2022-01-05 15:00:00,2022-01-05 16:15:00,12.60,10.04
57278,43270,133,12,2022-01-05 12:15:00,2022-01-05 13:15:00,10.40,7.18
57279,43271,154,11,2022-01-05 17:30:00,2022-01-05 18:45:00,0.00,10.80
57280,43271,154,16,2022-01-05 18:45:00,2022-01-05 19:15:00,0.00,2.40
57281,43272,160,5,2022-01-05 16:15:00,2022-01-05 17:30:00,6.60,12.80
57282,43272,160,16,2022-01-05 17:30:00,2022-01-05 18:00:00,1.20,2.33
57283,43273,160,8,2022-01-05 13:45:00,2022-01-05 15:15:00,16.00,18.24
57284,43273,160,15,2022-01-05 15:15:00,2022-01-05 15:45:00,2.75,3.13
57285,43274,159,10,2022-01-05 19:00:00,2022-01-05 20:00:00,0.00,9.00
57286,43275,162,3,2022-01-05 13:30:00,2022-01-05 14:45:00,18.70,5.48
57287,43276,170,4,2022-01-05 19:00:00,2022-01-05 20:00:00,2.85,5.53
57288,43277,170,1,2022-01-05 12:30:00,2022-01-05 13:30:00,6.00,4.14
57289,43278,187,4,2022-01-05 16:45:00,2022-01-05 17:45:00,6.65,5.30
57290,43279,188,8,2022-01-05 11:45:00,2022-01-05 13:15:00,54.40,15.94
57291,43279,188,14,2022-01-05 13:15:00,2022-01-05 13:30:00,5.95,1.74
57292,43280,14,4,2022-01-06 17:45:00,2022-01-06 18:45:00,6.65,5.30
57293,43281,11,12,2022-01-06 16:15:00,2022-01-06 17:15:00,3.90,7.57
57294,43281,11,15,2022-01-06 17:15:00,2022-01-06 17:45:00,1.65,3.20
57295,43282,18,1,2022-01-06 11:00:00,2022-01-06 12:00:00,3.75,4.27
57296,43283,14,1,2022-01-06 13:15:00,2022-01-06 14:15:00,3.75,4.27
57297,43284,28,9,2022-01-06 18:45:00,2022-01-06 20:00:00,7.50,14.55
57298,43285,61,9,2022-01-06 15:30:00,2022-01-06 16:45:00,17.50,13.95
57299,43286,72,9,2022-01-06 16:15:00,2022-01-06 17:30:00,17.50,13.95
57300,43287,69,4,2022-01-06 14:00:00,2022-01-06 15:00:00,11.40,5.02
57301,43287,69,16,2022-01-06 15:00:00,2022-01-06 15:30:00,4.80,2.11
57302,43288,90,4,2022-01-06 18:45:00,2022-01-06 19:45:00,6.65,5.30
57303,43289,101,8,2022-01-06 17:00:00,2022-01-06 18:30:00,0.00,19.20
57304,43290,113,2,2022-01-06 11:00:00,2022-01-06 11:45:00,4.80,3.31
57305,43291,120,4,2022-01-06 18:15:00,2022-01-06 19:15:00,11.40,5.02
57306,43291,120,16,2022-01-06 19:15:00,2022-01-06 19:45:00,4.80,2.11
57307,43292,130,9,2022-01-06 17:45:00,2022-01-06 19:00:00,0.00,15.00
57308,43292,130,16,2022-01-06 19:00:00,2022-01-06 19:30:00,0.00,2.40
57309,43293,117,1,2022-01-06 15:30:00,2022-01-06 16:30:00,9.00,3.96
57310,43293,117,15,2022-01-06 16:30:00,2022-01-06 17:00:00,6.60,2.90
57311,43294,127,13,2022-01-06 18:00:00,2022-01-06 19:15:00,0.00,9.60
57312,43294,127,16,2022-01-06 19:15:00,2022-01-06 19:45:00,0.00,2.40
57313,43295,136,11,2022-01-06 12:30:00,2022-01-06 13:45:00,21.60,9.50
57314,43296,138,7,2022-01-06 12:00:00,2022-01-06 13:30:00,47.60,13.94
57315,43296,138,15,2022-01-06 13:30:00,2022-01-06 14:00:00,9.35,2.74
57316,43297,135,12,2022-01-06 19:00:00,2022-01-06 20:00:00,9.10,7.25
57317,43298,158,6,2022-01-06 14:00:00,2022-01-06 15:15:00,19.80,8.71
57318,43299,164,6,2022-01-06 11:15:00,2022-01-06 12:30:00,8.25,9.40
57319,43300,164,6,2022-01-06 18:45:00,2022-01-06 20:00:00,0.00,9.90
57320,43301,165,13,2022-01-06 15:45:00,2022-01-06 17:00:00,4.80,9.31
57321,43302,170,13,2022-01-06 13:45:00,2022-01-06 15:00:00,8.00,9.12
57322,43303,172,3,2022-01-06 18:45:00,2022-01-06 20:00:00,3.30,6.40
57323,43304,180,9,2022-01-06 16:45:00,2022-01-06 18:00:00,0.00,15.00
57324,43305,188,4,2022-01-06 18:45:00,2022-01-06 19:45:00,0.00,5.70
57325,43306,181,6,2022-01-06 17:30:00,2022-01-06 18:45:00,19.80,8.71
57326,43307,180,12,2022-01-06 18:30:00,2022-01-06 19:30:00,0.00,7.80
57327,43307,180,16,2022-01-06 19:30:00,2022-01-06 20:00:00,0.00,2.40
57328,43308,190,1,2022-01-06 17:45:00,2022-01-06 18:45:00,0.00,4.50
57329,43308,190,16,2022-01-06 18:45:00,2022-01-06 19:15:00,0.00,2.40
57330,43309,195,1,2022-01-06 16:00:00,2022-01-06 17:00:00,0.00,4.50
57331,43309,195,16,2022-01-06 17:00:00,2022-01-06 17:30:00,0.00,2.40
57332,43310,195,9,2022-01-06 12:45:00,2022-01-06 14:00:00,12.50,14.25
57333,43311,200,6,2022-01-06 17:45:00,2022-01-06 19:00:00,4.95,9.60
57334,43312,197,4,2022-01-06 16:30:00,2022-01-06 17:30:00,2.85,5.53
57335,43313,5,2,2022-01-07 12:45:00,2022-01-07 13:30:00,4.80,3.31
57336,43313,5,14,2022-01-07 13:30:00,2022-01-07 13:45:00,2.80,1.93
57337,43314,19,4,2022-01-07 13:00:00,2022-01-07 14:00:00,7.60,5.24
57338,43315,12,1,2022-01-07 17:45:00,2022-01-07 18:45:00,0.00,4.50
57339,43315,12,16,2022-01-07 18:45:00,2022-01-07 19:15:00,0.00,2.40
57340,43316,12,8,2022-01-07 14:00:00,2022-01-07 15:30:00,25.60,17.66
57341,43316,12,16,2022-01-07 15:30:00,2022-01-07 16:00:00,3.20,2.21
57342,43317,4,12,2022-01-07 13:00:00,2022-01-07 14:00:00,6.50,7.41
57343,43318,33,2,2022-01-07 14:30:00,2022-01-07 15:15:00,7.20,3.17
57344,43319,37,1,2022-01-07 17:00:00,2022-01-07 18:00:00,0.00,4.50
57345,43320,28,11,2022-01-07 16:45:00,2022-01-07 18:00:00,0.00,10.80
57346,43321,25,13,2022-01-07 12:15:00,2022-01-07 13:30:00,8.00,9.12
57347,43321,25,14,2022-01-07 13:30:00,2022-01-07 13:45:00,1.75,1.99
57348,43322,26,3,2022-01-07 16:45:00,2022-01-07 18:00:00,7.70,6.14
57349,43322,26,16,2022-01-07 18:00:00,2022-01-07 18:30:00,2.80,2.23
57350,43323,31,1,2022-01-07 15:30:00,2022-01-07 16:30:00,2.25,4.37
57351,43324,39,2,2022-01-07 18:30:00,2022-01-07 19:15:00,0.00,3.60
57352,43325,44,6,2022-01-07 17:30:00,2022-01-07 18:45:00,4.95,9.60
57353,43326,61,4,2022-01-07 15:15:00,2022-01-07 16:15:00,2.85,5.53
57354,43327,60,8,2022-01-07 10:30:00,2022-01-07 12:00:00,38.40,16.90
57355,43328,62,9,2022-01-07 17:30:00,2022-01-07 18:45:00,7.50,14.55
57356,43329,63,10,2022-01-07 11:45:00,2022-01-07 12:45:00,12.00,8.28
57357,43330,56,12,2022-01-07 10:15:00,2022-01-07 11:15:00,6.50,7.41
57358,43330,56,14,2022-01-07 11:15:00,2022-01-07 11:30:00,1.75,1.99
57359,43331,51,6,2022-01-07 10:30:00,2022-01-07 11:45:00,19.80,8.71
57360,43332,78,12,2022-01-07 14:00:00,2022-01-07 15:00:00,15.60,6.86
57361,43333,70,3,2022-01-07 11:45:00,2022-01-07 13:00:00,18.70,5.48
57362,43334,91,3,2022-01-07 12:30:00,2022-01-07 13:45:00,8.80,6.07
57363,43335,112,3,2022-01-07 16:00:00,2022-01-07 17:15:00,7.70,6.14
57364,43336,104,5,2022-01-07 18:45:00,2022-01-07 20:00:00,26.40,11.62
57365,43337,113,12,2022-01-07 11:45:00,2022-01-07 12:45:00,6.50,7.41
57366,43338,120,12,2022-01-07 11:45:00,2022-01-07 12:45:00,6.50,7.41
57367,43339,125,9,2022-01-07 16:45:00,2022-01-07 18:00:00,30.00,13.20
57368,43340,147,10,2022-01-07 17:30:00,2022-01-07 18:30:00,4.50,8.73
57369,43341,147,4,2022-01-07 18:30:00,2022-01-07 19:30:00,6.65,5.30
57370,43342,141,4,2022-01-07 17:15:00,2022-01-07 18:15:00,2.85,5.53
57371,43342,141,14,2022-01-07 18:15:00,2022-01-07 18:30:00,1.05,2.04
57372,43343,135,6,2022-01-07 11:00:00,2022-01-07 12:15:00,19.80,8.71
57373,43344,170,1,2022-01-07 14:15:00,2022-01-07 15:15:00,3.75,4.27
57374,43345,172,7,2022-01-07 17:30:00,2022-01-07 19:00:00,8.40,16.30
57375,43346,188,7,2022-01-07 10:30:00,2022-01-07 12:00:00,14.00,15.96
57376,43347,19,2,2022-01-08 12:45:00,2022-01-08 13:30:00,4.20,3.35
57377,43348,5,11,2022-01-08 18:15:00,2022-01-08 19:30:00,21.60,9.50
57378,43349,4,12,2022-01-08 16:00:00,2022-01-08 17:00:00,9.10,7.25
