sal_pay_ID,st_ID,pay_period,base_amount,bonus_amount,deduction_amount,payment_date
9005,75,2022-01,1632.21,0.00,146.90,2022-01-25
9006,77,2022-01,2305.48,0.00,207.49,2022-01-25
9007,78,2022-01,1950.12,0.00,175.51,2022-01-25
9008,80,2022-01,1699.10,0.00,152.92,2022-01-25
9009,81,2022-01,1885.99,0.00,169.74,2022-01-25
9010,82,2022-01,1935.86,0.00,174.23,2022-01-25
9011,83,2022-01,1859.87,0.00,167.39,2022-01-25
9012,84,2022-01,4635.21,0.00,417.17,2022-01-25
9013,86,2022-01,1890.41,0.00,170.14,2022-01-25
9014,87,2022-01,2100.83,0.00,189.07,2022-01-25
9015,88,2022-01,3020.19,0.00,271.82,2022-01-25
9016,89,2022-01,1718.03,0.00,154.62,2022-01-25
9017,90,2022-01,1656.46,0.00,149.08,2022-01-25
9018,91,2022-01,3249.40,0.00,292.45,2022-01-25
9019,92,2022-01,1602.99,0.00,144.27,2022-01-25
9020,93,2022-01,2092.28,0.00,188.31,2022-01-25
9021,94,2022-01,2296.36,0.00,206.67,2022-01-25
9022,95,2022-01,1779.35,0.00,160.14,2022-01-25
9023,96,2022-01,1729.72,0.00,155.67,2022-01-25
9024,97,2022-01,4743.01,0.00,426.87,2022-01-25
9025,98,2022-01,1785.94,0.00,160.73,2022-01-25
9026,99,2022-01,2352.40,0.00,211.72,2022-01-25
9027,100,2022-01,1854.33,0.00,166.89,2022-01-25
9028,101,2022-01,3038.98,0.00,273.51,2022-01-25
9029,103,2022-01,2176.92,0.00,195.92,2022-01-25
9030,104,2022-01,3000.98,0.00,270.09,2022-01-25
9031,105,2022-01,1722.15,0.00,154.99,2022-01-25
9032,106,2022-01,2303.21,0.00,207.29,2022-01-25
9033,107,2022-01,1905.46,0.00,171.49,2022-01-25
9034,108,2022-01,1719.71,0.00,154.77,2022-01-25
9035,110,2022-01,1755.33,0.00,157.98,2022-01-25
9036,111,2022-01,1646.02,0.00,148.14,2022-01-25
9037,112,2022-01,1882.50,0.00,169.42,2022-01-25
9038,113,2022-01,1804.70,0.00,162.42,2022-01-25
9039,114,2022-01,1611.62,0.00,145.05,2022-01-25
9040,115,2022-01,5166.68,0.00,465.00,2022-01-25
9041,116,2022-01,1715.01,0.00,154.35,2022-01-25
9042,117,2022-01,1705.57,0.00,153.50,2022-01-25
9043,118,2022-01,1706.14,0.00,153.55,2022-01-25
9044,119,2022-01,1627.37,0.00,146.46,2022-01-25
9045,120,2022-01,3113.34,0.00,280.20,2022-01-25
9046,121,2022-01,3165.86,0.00,284.93,2022-01-25
9047,122,2022-01,1668.44,0.00,150.16,2022-01-25
9048,123,2022-01,2075.51,0.00,186.80,2022-01-25
9049,124,2022-01,1746.42,0.00,157.18,2022-01-25
9050,125,2022-01,2483.08,0.00,223.48,2022-01-25
9051,126,2022-01,2440.06,0.00,219.61,2022-01-25
9052,127,2022-01,2492.60,0.00,224.33,2022-01-25
9053,128,2022-01,1790.27,0.00,161.12,2022-01-25
9054,129,2022-01,1808.46,0.00,162.76,2022-01-25
9055,130,2022-01,1663.51,0.00,149.72,2022-01-25
9056,131,2022-01,1719.74,0.00,154.78,2022-01-25
9057,132,2022-01,4916.98,0.00,442.53,2022-01-25
9058,133,2022-01,1709.15,0.00,153.82,2022-01-25
9059,135,2022-01,2410.29,0.00,216.93,2022-01-25
9060,136,2022-01,2173.37,0.00,195.60,2022-01-25
9061,137,2022-01,1668.98,0.00,150.21,2022-01-25
9062,138,2022-01,2229.75,0.00,200.68,2022-01-25
9063,139,2022-01,1634.70,0.00,147.12,2022-01-25
9064,140,2022-01,1715.41,0.00,154.39,2022-01-25
9065,141,2022-01,3090.37,0.00,278.13,2022-01-25
9066,142,2022-01,1642.03,0.00,147.78,2022-01-25
9067,144,2022-01,3289.93,0.00,296.09,2022-01-25
9068,145,2022-01,1981.28,0.00,178.32,2022-01-25
9069,146,2022-01,1916.16,0.00,172.45,2022-01-25
9070,147,2022-01,1798.81,0.00,161.89,2022-01-25
9071,148,2022-01,1806.16,0.00,162.55,2022-01-25
9072,149,2022-01,5042.67,0.00,453.84,2022-01-25
9073,150,2022-01,1787.84,0.00,160.91,2022-01-25
9074,151,2022-01,1855.42,0.00,166.99,2022-01-25
9075,152,2022-01,1732.62,0.00,155.94,2022-01-25
9076,153,2022-01,2187.85,0.00,196.91,2022-01-25
9077,154,2022-01,2280.85,0.00,205.28,2022-01-25
9078,157,2022-01,1950.82,0.00,175.57,2022-01-25
9079,158,2022-01,2880.82,0.00,259.27,2022-01-25
9080,159,2022-01,1612.94,0.00,145.16,2022-01-25
9081,160,2022-01,1664.92,0.00,149.84,2022-01-25
9082,161,2022-01,5045.26,0.00,454.07,2022-01-25
9083,162,2022-01,1892.44,0.00,170.32,2022-01-25
9084,163,2022-01,2425.22,0.00,218.27,2022-01-25
9085,164,2022-01,3207.57,0.00,288.68,2022-01-25
9086,165,2022-01,2181.44,0.00,196.33,2022-01-25
9087,166,2022-01,1649.53,0.00,148.46,2022-01-25
9088,167,2022-01,1809.30,0.00,162.84,2022-01-25
9089,168,2022-01,2086.05,0.00,187.74,2022-01-25
9090,169,2022-01,1737.31,0.00,156.36,2022-01-25
9091,170,2022-01,1949.12,0.00,175.42,2022-01-25
9092,172,2022-01,3165.90,0.00,284.93,2022-01-25
9093,173,2022-01,1708.65,0.00,153.78,2022-01-25
9094,174,2022-01,1889.05,0.00,170.01,2022-01-25
9095,175,2022-01,1629.10,0.00,146.62,2022-01-25
9096,176,2022-01,1875.48,0.00,168.79,2022-01-25
9097,177,2022-01,5177.50,0.00,465.97,2022-01-25
9098,179,2022-01,1756.59,0.00,158.09,2022-01-25
9099,180,2022-01,2294.70,0.00,206.52,2022-01-25
9100,181,2022-01,3171.63,0.00,285.45,2022-01-25
9101,182,2022-01,2457.21,0.00,221.15,2022-01-25
9102,184,2022-01,2039.45,0.00,183.55,2022-01-25
9103,185,2022-01,1910.83,0.00,171.97,2022-01-25
9104,187,2022-01,2093.18,0.00,188.39,2022-01-25
9105,188,2022-01,3054.29,0.00,274.89,2022-01-25
9106,189,2022-01,1588.85,0.00,143.00,2022-01-25
9107,190,2022-01,1620.44,0.00,145.84,2022-01-25
9108,191,2022-01,4783.67,0.00,430.53,2022-01-25
9109,192,2022-01,1707.78,0.00,153.70,2022-01-25
9110,193,2022-01,1604.84,0.00,144.44,2022-01-25
9111,194,2022-01,1606.59,0.00,144.59,2022-01-25
9112,195,2022-01,2354.28,0.00,211.89,2022-01-25
9113,196,2022-01,2926.73,0.00,263.41,2022-01-25
9114,197,2022-01,1663.37,0.00,149.70,2022-01-25
9115,198,2022-01,2277.77,0.00,205.00,2022-01-25
9116,199,2022-01,1598.95,0.00,143.91,2022-01-25
9117,200,2022-01,1859.71,0.00,167.37,2022-01-25
9118,201,2022-01,1806.24,0.00,162.56,2022-01-25
9119,202,2022-01,1768.39,0.00,159.16,2022-01-25
9120,224,2022-01,1855.62,0.00,167.01,2022-01-25
9121,1,2022-02,4924.95,0.00,443.25,2022-02-25
9122,3,2022-02,1854.29,0.00,166.89,2022-02-25
9123,4,2022-02,1626.17,0.00,146.36,2022-02-25
9124,5,2022-02,2451.85,0.00,220.67,2022-02-25
9125,6,2022-02,1857.58,0.00,167.18,2022-02-25
9126,8,2022-02,1678.85,0.00,151.10,2022-02-25
9127,10,2022-02,1785.18,0.00,160.67,2022-02-25
9128,11,2022-02,3014.94,0.00,271.34,2022-02-25
9129,12,2022-02,2419.11,0.00,217.72,2022-02-25
9130,13,2022-02,3189.02,0.00,287.01,2022-02-25
9131,14,2022-02,3014.48,0.00,271.30,2022-02-25
9132,15,2022-02,1933.48,0.00,174.01,2022-02-25
9133,16,2022-02,2414.71,0.00,217.32,2022-02-25
9134,17,2022-02,1662.06,0.00,149.59,2022-02-25
9135,18,2022-02,1879.66,0.00,169.17,2022-02-25
9136,19,2022-02,1890.99,0.00,170.19,2022-02-25
9137,20,2022-02,1738.81,0.00,156.49,2022-02-25
9138,22,2022-02,1792.30,0.00,161.31,2022-02-25
9139,24,2022-02,4908.89,0.00,441.80,2022-02-25
9140,25,2022-02,3182.22,0.00,286.40,2022-02-25
9141,26,2022-02,2230.99,0.00,200.79,2022-02-25
9142,28,2022-02,3167.57,0.00,285.08,2022-02-25
9143,29,2022-02,1693.76,0.00,152.44,2022-02-25
9144,30,2022-02,2305.80,0.00,207.52,2022-02-25
9145,31,2022-02,1730.28,0.00,155.73,2022-02-25
9146,32,2022-02,1813.79,0.00,163.24,2022-02-25
9147,33,2022-02,2294.62,0.00,206.52,2022-02-25
9148,35,2022-02,1988.75,0.00,178.99,2022-02-25
9149,36,2022-02,1941.05,0.00,174.69,2022-02-25
9150,37,2022-02,2349.13,0.00,211.42,2022-02-25
9151,38,2022-02,3168.33,0.00,285.15,2022-02-25
9152,39,2022-02,1879.81,0.00,169.18,2022-02-25
9153,41,2022-02,1976.89,0.00,177.92,2022-02-25
9154,43,2022-02,1852.53,0.00,166.73,2022-02-25
9155,44,2022-02,1964.56,0.00,176.81,2022-02-25
9156,45,2022-02,1608.90,0.00,144.80,2022-02-25
9157,46,2022-02,1892.11,0.00,170.29,2022-02-25
9158,48,2022-02,1802.64,0.00,162.24,2022-02-25
9159,49,2022-02,5234.87,0.00,471.14,2022-02-25
9160,50,2022-02,2236.38,0.00,201.27,2022-02-25
9161,51,2022-02,1701.39,0.00,153.13,2022-02-25
9162,52,2022-02,1900.87,0.00,171.08,2022-02-25
9163,53,2022-02,2170.50,0.00,195.34,2022-02-25
9164,55,2022-02,1688.39,0.00,151.96,2022-02-25
9165,56,2022-02,2878.23,0.00,259.04,2022-02-25
9166,57,2022-02,1758.41,0.00,158.26,2022-02-25
9167,59,2022-02,1941.80,0.00,174.76,2022-02-25
9168,60,2022-02,2275.97,0.00,204.84,2022-02-25
9169,61,2022-02,2955.03,0.00,265.95,2022-02-25
9170,62,2022-02,2354.51,0.00,211.91,2022-02-25
9171,63,2022-02,1718.63,0.00,154.68,2022-02-25
9172,64,2022-02,1730.98,0.00,155.79,2022-02-25
9173,66,2022-02,1664.17,0.00,149.78,2022-02-25
9174,68,2022-02,4796.76,0.00,431.71,2022-02-25
9175,69,2022-02,2919.39,0.00,262.75,2022-02-25
9176,70,2022-02,1792.22,0.00,161.30,2022-02-25
9177,71,2022-02,1865.47,0.00,167.89,2022-02-25
9178,72,2022-02,2852.03,0.00,256.68,2022-02-25
9179,73,2022-02,2280.83,0.00,205.27,2022-02-25
9180,75,2022-02,1636.53,0.00,147.29,2022-02-25
9181,77,2022-02,2305.62,0.00,207.51,2022-02-25
9182,78,2022-02,1952.77,0.00,175.75,2022-02-25
9183,80,2022-02,1691.38,0.00,152.22,2022-02-25
9184,81,2022-02,1891.96,0.00,170.28,2022-02-25
9185,82,2022-02,1935.71,0.00,174.21,2022-02-25
9186,83,2022-02,1855.98,0.00,167.04,2022-02-25
9187,84,2022-02,4644.64,0.00,418.02,2022-02-25
9188,86,2022-02,1892.18,0.00,170.30,2022-02-25
9189,87,2022-02,2082.37,0.00,187.41,2022-02-25
9190,88,2022-02,3000.41,0.00,270.04,2022-02-25
9191,89,2022-02,1709.61,0.00,153.86,2022-02-25
9192,90,2022-02,1652.71,0.00,148.74,2022-02-25
9193,91,2022-02,3229.35,0.00,290.64,2022-02-25
9194,92,2022-02,1602.74,0.00,144.25,2022-02-25
9195,93,2022-02,2086.90,0.00,187.82,2022-02-25
9196,94,2022-02,2295.28,0.00,206.58,2022-02-25
9197,95,2022-02,1767.34,0.00,159.06,2022-02-25
9198,96,2022-02,1727.63,0.00,155.49,2022-02-25
9199,97,2022-02,4715.38,0.00,424.38,2022-02-25
9200,98,2022-02,1785.53,0.00,160.70,2022-02-25
9201,99,2022-02,2359.49,0.00,212.35,2022-02-25
9202,100,2022-02,1842.48,0.00,165.82,2022-02-25
9203,101,2022-02,3037.21,0.00,273.35,2022-02-25
9204,103,2022-02,2168.31,0.00,195.15,2022-02-25
9205,104,2022-02,3022.84,0.00,272.06,2022-02-25
9206,105,2022-02,1714.09,0.00,154.27,2022-02-25
9207,106,2022-02,2315.18,0.00,208.37,2022-02-25
9208,107,2022-02,1893.24,0.00,170.39,2022-02-25
9209,108,2022-02,1706.19,0.00,153.56,2022-02-25
9210,110,2022-02,1746.83,0.00,157.21,2022-02-25
9211,111,2022-02,1656.49,0.00,149.08,2022-02-25
9212,112,2022-02,1867.24,0.00,168.05,2022-02-25
9213,113,2022-02,1805.33,0.00,162.48,2022-02-25
9214,114,2022-02,1620.49,0.00,145.84,2022-02-25
9215,115,2022-02,5140.35,0.00,462.63,2022-02-25
9216,116,2022-02,1721.67,0.00,154.95,2022-02-25
9217,117,2022-02,1693.70,0.00,152.43,2022-02-25
9218,118,2022-02,1721.70,0.00,154.95,2022-02-25
9219,119,2022-02,1632.02,0.00,146.88,2022-02-25
9220,120,2022-02,3112.60,0.00,280.13,2022-02-25
9221,121,2022-02,3157.34,0.00,284.16,2022-02-25
9222,122,2022-02,1670.52,0.00,150.35,2022-02-25
9223,123,2022-02,2072.15,0.00,186.49,2022-02-25
9224,124,2022-02,1736.21,0.00,156.26,2022-02-25
9225,125,2022-02,2500.15,0.00,225.01,2022-02-25
9226,126,2022-02,2438.65,0.00,219.48,2022-02-25
9227,127,2022-02,2488.74,0.00,223.99,2022-02-25
9228,128,2022-02,1790.06,0.00,161.11,2022-02-25
9229,129,2022-02,1815.07,0.00,163.36,2022-02-25
9230,130,2022-02,1655.79,0.00,149.02,2022-02-25
9231,131,2022-02,1714.66,0.00,154.32,2022-02-25
9232,132,2022-02,4906.27,0.00,441.56,2022-02-25
9233,133,2022-02,1705.10,0.00,153.46,2022-02-25
9234,135,2022-02,2423.43,0.00,218.11,2022-02-25
9235,136,2022-02,2169.28,0.00,195.24,2022-02-25
9236,137,2022-02,1671.00,0.00,150.39,2022-02-25
9237,138,2022-02,2219.84,0.00,199.79,2022-02-25
9238,139,2022-02,1622.39,0.00,146.02,2022-02-25
9239,140,2022-02,1700.28,0.00,153.03,2022-02-25
9240,141,2022-02,3091.91,0.00,278.27,2022-02-25
9241,142,2022-02,1636.46,0.00,147.28,2022-02-25
9242,144,2022-02,3306.40,0.00,297.58,2022-02-25
9243,145,2022-02,1983.69,0.00,178.53,2022-02-25
9244,146,2022-02,1920.28,0.00,172.83,2022-02-25
9245,147,2022-02,1803.21,0.00,162.29,2022-02-25
9246,148,2022-02,1790.40,0.00,161.14,2022-02-25
9247,149,2022-02,5010.60,0.00,450.95,2022-02-25
9248,150,2022-02,1788.23,0.00,160.94,2022-02-25
9249,151,2022-02,1842.99,0.00,165.87,2022-02-25
9250,152,2022-02,1744.60,0.00,157.01,2022-02-25
9251,153,2022-02,2180.81,0.00,196.27,2022-02-25
9252,154,2022-02,2269.77,0.00,204.28,2022-02-25
9253,157,2022-02,1957.56,0.00,176.18,2022-02-25
9254,158,2022-02,2877.28,0.00,258.96,2022-02-25
9255,159,2022-02,1605.92,0.00,144.53,2022-02-25
9256,160,2022-02,1661.18,0.00,149.51,2022-02-25
9257,161,2022-02,5011.50,0.00,451.03,2022-02-25
9258,162,2022-02,1892.41,0.00,170.32,2022-02-25
9259,163,2022-02,2434.81,0.00,219.13,2022-02-25
9260,164,2022-02,3226.94,0.00,290.42,2022-02-25
9261,165,2022-02,2176.72,0.00,195.90,2022-02-25
9262,166,2022-02,1648.99,0.00,148.41,2022-02-25
9263,167,2022-02,1806.61,0.00,162.59,2022-02-25
9264,168,2022-02,2084.80,0.00,187.63,2022-02-25
9265,169,2022-02,1731.90,0.00,155.87,2022-02-25
9266,170,2022-02,1955.64,0.00,176.01,2022-02-25
9267,172,2022-02,3146.98,0.00,283.23,2022-02-25
9268,173,2022-02,1719.73,0.00,154.78,2022-02-25
9269,174,2022-02,1884.08,0.00,169.57,2022-02-25
9270,175,2022-02,1625.89,0.00,146.33,2022-02-25
9271,176,2022-02,1877.65,0.00,168.99,2022-02-25
9272,177,2022-02,5188.85,0.00,467.00,2022-02-25
9273,179,2022-02,1749.40,0.00,157.45,2022-02-25
9274,180,2022-02,2285.77,0.00,205.72,2022-02-25
9275,181,2022-02,3178.21,0.00,286.04,2022-02-25
9276,182,2022-02,2459.54,0.00,221.36,2022-02-25
9277,184,2022-02,2034.65,0.00,183.12,2022-02-25
9278,185,2022-02,1915.53,0.00,172.40,2022-02-25
9279,187,2022-02,2088.48,0.00,187.96,2022-02-25
9280,188,2022-02,3032.52,0.00,272.93,2022-02-25
9281,189,2022-02,1600.53,0.00,144.05,2022-02-25
9282,190,2022-02,1609.50,0.00,144.85,2022-02-25
9283,191,2022-02,4757.91,0.00,428.21,2022-02-25
9284,192,2022-02,1713.13,0.00,154.18,2022-02-25
9285,193,2022-02,1609.98,0.00,144.90,2022-02-25
9286,194,2022-02,1609.52,0.00,144.86,2022-02-25
9287,195,2022-02,2340.94,0.00,210.68,2022-02-25
9288,196,2022-02,2944.71,0.00,265.02,2022-02-25
9289,197,2022-02,1651.21,0.00,148.61,2022-02-25
9290,198,2022-02,2269.64,0.00,204.27,2022-02-25
9291,199,2022-02,1595.07,0.00,143.56,2022-02-25
9292,200,2022-02,1863.83,0.00,167.74,2022-02-25
9293,201,2022-02,1819.35,0.00,163.74,2022-02-25
9294,202,2022-02,1766.36,0.00,158.97,2022-02-25
9295,203,2022-02,1722.63,0.00,155.04,2022-02-25
9296,224,2022-02,1849.33,0.00,166.44,2022-02-25
9297,232,2022-02,1579.79,0.00,142.18,2022-02-25
9298,1,2022-03,4930.10,0.00,443.71,2022-03-25
9299,3,2022-03,1842.55,0.00,165.83,2022-03-25
9300,4,2022-03,1635.53,0.00,147.20,2022-03-25
9301,5,2022-03,2471.39,0.00,222.43,2022-03-25
9302,6,2022-03,1863.87,0.00,167.75,2022-03-25
9303,8,2022-03,1679.12,0.00,151.12,2022-03-25
9304,10,2022-03,1795.04,0.00,161.55,2022-03-25
9305,11,2022-03,3009.21,0.00,270.83,2022-03-25
9306,12,2022-03,2426.67,0.00,218.40,2022-03-25
9307,13,2022-03,3189.69,0.00,287.07,2022-03-25
9308,14,2022-03,3015.44,0.00,271.39,2022-03-25
9309,15,2022-03,1933.75,0.00,174.04,2022-03-25
9310,16,2022-03,2428.80,0.00,218.59,2022-03-25
9311,17,2022-03,1646.52,0.00,148.19,2022-03-25
9312,18,2022-03,1882.87,0.00,169.46,2022-03-25
9313,19,2022-03,1876.73,0.00,168.91,2022-03-25
9314,20,2022-03,1741.72,0.00,156.75,2022-03-25
9315,22,2022-03,1788.09,0.00,160.93,2022-03-25
9316,24,2022-03,4929.79,0.00,443.68,2022-03-25
9317,25,2022-03,3192.91,0.00,287.36,2022-03-25
9318,26,2022-03,2239.01,0.00,201.51,2022-03-25
9319,28,2022-03,3189.32,0.00,287.04,2022-03-25
9320,29,2022-03,1701.52,0.00,153.14,2022-03-25
9321,30,2022-03,2296.95,0.00,206.73,2022-03-25
9322,31,2022-03,1722.96,0.00,155.07,2022-03-25
9323,32,2022-03,1824.61,0.00,164.21,2022-03-25
9324,33,2022-03,2284.59,0.00,205.61,2022-03-25
9325,35,2022-03,1997.42,0.00,179.77,2022-03-25
9326,36,2022-03,1936.13,0.00,174.25,2022-03-25
9327,37,2022-03,2348.17,0.00,211.34,2022-03-25
9328,38,2022-03,3168.35,0.00,285.15,2022-03-25
9329,39,2022-03,1894.16,0.00,170.47,2022-03-25
9330,41,2022-03,1986.43,0.00,178.78,2022-03-25
9331,43,2022-03,1852.76,0.00,166.75,2022-03-25
9332,44,2022-03,1963.26,0.00,176.69,2022-03-25
9333,45,2022-03,1616.67,0.00,145.50,2022-03-25
9334,46,2022-03,1894.03,0.00,170.46,2022-03-25
9335,48,2022-03,1802.14,0.00,162.19,2022-03-25
9336,49,2022-03,5238.31,0.00,471.45,2022-03-25
9337,50,2022-03,2230.74,0.00,200.77,2022-03-25
9338,51,2022-03,1696.66,0.00,152.70,2022-03-25
9339,52,2022-03,1901.80,0.00,171.16,2022-03-25
9340,53,2022-03,2166.91,0.00,195.02,2022-03-25
9341,55,2022-03,1691.53,0.00,152.24,2022-03-25
9342,56,2022-03,2880.05,0.00,259.20,2022-03-25
9343,57,2022-03,1747.92,0.00,157.31,2022-03-25
9344,59,2022-03,1946.91,0.00,175.22,2022-03-25
9345,60,2022-03,2283.57,0.00,205.52,2022-03-25
9346,61,2022-03,2967.71,0.00,267.09,2022-03-25
9347,62,2022-03,2343.98,0.00,210.96,2022-03-25
9348,63,2022-03,1707.58,0.00,153.68,2022-03-25
9349,64,2022-03,1731.48,0.00,155.83,2022-03-25
9350,66,2022-03,1670.43,0.00,150.34,2022-03-25
9351,68,2022-03,4789.02,0.00,431.01,2022-03-25
9352,69,2022-03,2925.91,0.00,263.33,2022-03-25
9353,70,2022-03,1795.39,0.00,161.59,2022-03-25
9354,71,2022-03,1867.80,0.00,168.10,2022-03-25
9355,72,2022-03,2856.31,0.00,257.07,2022-03-25
9356,73,2022-03,2274.05,0.00,204.66,2022-03-25
9357,75,2022-03,1637.72,0.00,147.39,2022-03-25
9358,77,2022-03,2319.55,0.00,208.76,2022-03-25
9359,78,2022-03,1946.64,0.00,175.20,2022-03-25
9360,80,2022-03,1703.41,0.00,153.31,2022-03-25
9361,81,2022-03,1885.63,0.00,169.71,2022-03-25
9362,82,2022-03,1939.54,0.00,174.56,2022-03-25
9363,83,2022-03,1846.44,0.00,166.18,2022-03-25
9364,84,2022-03,4655.00,0.00,418.95,2022-03-25
9365,86,2022-03,1883.58,0.00,169.52,2022-03-25
9366,87,2022-03,2100.46,0.00,189.04,2022-03-25
9367,88,2022-03,3011.89,0.00,271.07,2022-03-25
9368,89,2022-03,1722.46,0.00,155.02,2022-03-25
9369,90,2022-03,1658.38,0.00,149.25,2022-03-25
9370,91,2022-03,3228.75,0.00,290.59,2022-03-25
9371,92,2022-03,1608.19,0.00,144.74,2022-03-25
9372,93,2022-03,2097.26,0.00,188.75,2022-03-25
9373,94,2022-03,2289.69,0.00,206.07,2022-03-25
9374,95,2022-03,1776.16,0.00,159.85,2022-03-25
9375,96,2022-03,1728.22,0.00,155.54,2022-03-25
9376,97,2022-03,4742.31,0.00,426.81,2022-03-25
9377,98,2022-03,1789.46,0.00,161.05,2022-03-25
9378,99,2022-03,2354.48,0.00,211.90,2022-03-25
9379,100,2022-03,1857.73,0.00,167.20,2022-03-25
9380,101,2022-03,3029.62,0.00,272.67,2022-03-25
9381,103,2022-03,2184.00,0.00,196.56,2022-03-25
9382,104,2022-03,2995.50,0.00,269.59,2022-03-25
9383,105,2022-03,1718.09,0.00,154.63,2022-03-25
9384,106,2022-03,2307.98,0.00,207.72,2022-03-25
9385,107,2022-03,1896.05,0.00,170.64,2022-03-25
9386,108,2022-03,1718.55,0.00,154.67,2022-03-25
9387,110,2022-03,1751.57,0.00,157.64,2022-03-25
9388,111,2022-03,1651.00,0.00,148.59,2022-03-25
9389,112,2022-03,1879.14,0.00,169.12,2022-03-25
9390,113,2022-03,1790.69,0.00,161.16,2022-03-25
9391,114,2022-03,1619.38,0.00,145.74,2022-03-25
9392,115,2022-03,5144.24,0.00,462.98,2022-03-25
9393,116,2022-03,1728.26,0.00,155.54,2022-03-25
9394,117,2022-03,1706.46,0.00,153.58,2022-03-25
9395,118,2022-03,1713.70,0.00,154.23,2022-03-25
9396,119,2022-03,1634.95,0.00,147.15,2022-03-25
9397,120,2022-03,3108.30,0.00,279.75,2022-03-25
9398,121,2022-03,3160.26,0.00,284.42,2022-03-25
9399,122,2022-03,1669.14,0.00,150.22,2022-03-25
9400,123,2022-03,2068.96,0.00,186.21,2022-03-25
9401,124,2022-03,1735.04,0.00,156.15,2022-03-25
9402,125,2022-03,2495.14,0.00,224.56,2022-03-25
9403,126,2022-03,2451.21,0.00,220.61,2022-03-25
9404,127,2022-03,2491.71,0.00,224.25,2022-03-25
9405,128,2022-03,1780.12,0.00,160.21,2022-03-25
9406,129,2022-03,1812.33,0.00,163.11,2022-03-25
9407,130,2022-03,1662.05,0.00,149.58,2022-03-25
9408,131,2022-03,1720.37,0.00,154.83,2022-03-25
