order_det_ID,order_ID,product_ID,order_qty,order_discount,order_tax
362,183,29,2,3.12,6.05
363,183,43,4,6.24,12.11
364,184,19,4,0.00,15.60
365,184,33,4,0.00,11.52
366,185,16,4,33.60,26.78
367,185,40,3,3.78,3.01
368,185,1,2,4.48,3.57
369,186,11,2,0.00,5.76
370,186,13,4,0.00,18.00
371,186,39,4,0.00,22.08
372,187,34,1,0.00,2.16
373,187,14,3,0.00,12.24
374,187,42,2,0.00,3.36
375,187,46,1,0.00,2.28
376,188,43,2,3.12,6.05
377,188,8,2,2.28,4.42
378,188,30,3,3.42,6.63
379,188,4,4,5.04,9.78
380,189,28,1,0.00,3.48
381,190,34,1,0.00,2.16
382,191,3,1,3.48,1.53
383,191,17,2,22.80,10.03
384,191,26,3,22.32,9.82
385,192,27,1,3.36,2.68
386,193,11,2,2.88,5.59
387,193,12,4,10.68,20.72
388,194,47,4,0.00,10.08
389,194,7,2,0.00,3.84
390,194,8,1,0.00,2.28
391,194,28,1,0.00,3.48
392,194,47,2,0.00,5.04
393,195,11,1,3.36,2.68
394,196,33,4,32.64,9.56
395,196,23,1,9.35,2.74
396,196,44,4,48.96,14.34
397,196,48,4,42.16,12.35
398,197,18,5,52.50,41.85
399,197,31,5,15.75,12.55
400,197,42,4,7.84,6.25
401,198,21,3,0.00,8.64
402,199,5,2,3.50,3.99
403,199,40,3,2.70,3.08
404,200,6,1,2.80,2.23
405,200,23,3,11.55,9.21
406,200,47,1,2.94,2.34
407,201,42,1,0.84,1.63
408,201,41,4,3.00,5.82
409,202,7,4,8.96,7.14
410,202,14,2,9.52,7.59
411,203,41,1,0.75,1.45
412,204,9,3,14.40,6.34
413,204,4,2,10.08,4.44
414,205,3,1,0.87,1.69
415,206,40,3,1.62,3.14
416,207,29,5,13.00,14.82
417,207,7,3,4.80,5.47
418,208,12,1,0.00,5.34
419,208,2,1,0.00,2.28
420,208,19,1,0.00,3.90
421,208,46,2,0.00,4.56
422,209,21,1,0.00,2.88
423,209,33,2,0.00,5.76
424,209,40,1,0.00,1.08
425,210,8,2,0.00,4.56
426,210,41,2,0.00,3.00
427,211,35,3,5.22,10.13
428,212,45,5,0.00,17.40
429,213,5,2,0.00,4.20
430,214,39,2,5.52,10.71
431,214,30,1,1.14,2.21
432,214,39,2,5.52,10.71
433,215,36,2,16.32,7.18
434,215,17,1,11.40,5.02
435,216,28,3,0.00,10.44
436,217,8,2,0.00,4.56
437,218,13,2,4.50,8.73
438,219,45,3,20.88,9.19
439,219,20,2,18.72,8.24
440,220,2,2,2.28,4.42
441,221,9,1,2.00,2.28
442,221,7,1,1.60,1.82
443,222,37,2,0.00,6.96
444,223,7,4,10.24,7.07
445,223,42,5,11.20,7.73
446,224,48,3,5.58,10.83
447,225,22,2,0.00,11.40
448,225,8,1,0.00,2.28
449,225,3,1,0.00,1.74
450,225,42,2,0.00,3.36
451,226,25,3,11.55,9.21
452,227,24,2,0.00,10.56
453,227,43,3,0.00,9.36
454,227,48,2,0.00,7.44
455,228,36,2,0.00,8.16
456,228,1,3,0.00,5.76
457,229,17,3,8.55,16.59
458,229,48,1,1.86,3.61
459,229,31,2,2.70,5.24
460,229,16,3,10.80,20.95
461,230,7,2,7.68,3.38
462,231,46,1,1.14,2.21
463,232,6,1,0.00,2.40
464,232,36,2,0.00,8.16
465,233,21,3,0.00,8.64
466,233,36,2,0.00,8.16
467,234,7,1,1.60,1.82
468,234,10,2,4.50,5.13
469,234,32,5,18.00,20.52
470,235,23,3,19.80,8.71
471,236,37,2,3.48,6.75
472,236,40,2,1.08,2.10
473,236,40,2,1.08,2.10
474,237,40,1,0.54,1.05
475,237,6,3,3.60,6.98
476,237,12,2,5.34,10.36
477,237,20,3,7.02,13.62
478,238,14,3,0.00,12.24
479,238,3,2,0.00,3.48
480,239,9,4,0.00,9.60
481,239,3,4,0.00,6.96
482,240,3,2,0.00,3.48
483,241,2,3,3.42,6.63
484,242,35,1,0.00,3.48
485,242,21,2,0.00,5.76
486,243,13,5,11.25,21.82
487,244,48,1,4.34,3.46
488,244,42,1,1.96,1.56
489,244,38,1,5.95,4.74
490,245,9,2,2.40,4.66
491,245,40,3,1.62,3.14
492,245,20,1,2.34,4.54
493,246,30,3,0.00,6.84
494,246,7,1,0.00,1.92
495,246,40,3,0.00,3.24
496,247,43,1,6.24,2.75
497,247,28,2,13.92,6.12
498,248,44,3,15.12,12.05
499,248,20,3,16.38,13.06
500,249,16,1,3.60,6.98
501,250,17,3,8.55,16.59
502,251,3,3,10.44,4.59
503,252,9,1,1.20,2.33
504,252,25,3,4.95,9.60
505,252,43,1,1.56,3.03
506,252,40,1,0.54,1.05
507,253,41,1,1.75,1.40
508,253,11,2,6.72,5.36
509,254,25,5,8.25,16.00
510,254,24,1,2.64,5.12
511,255,11,4,23.04,10.14
512,256,4,2,0.00,5.04
513,256,5,1,0.00,2.10
514,257,23,3,11.55,9.21
515,257,27,1,3.36,2.68
516,257,38,1,5.95,4.74
517,257,43,2,7.28,5.80
518,258,34,1,0.00,2.16
519,258,21,4,0.00,11.52
520,259,31,2,0.00,5.40
521,259,25,2,0.00,6.60
522,260,14,1,0.00,4.08
523,261,41,5,0.00,7.50
524,261,15,2,0.00,13.20
525,262,44,2,24.48,7.17
526,262,3,1,4.93,1.44
527,263,21,2,2.88,5.59
528,263,35,2,3.48,6.75
529,264,42,3,0.00,5.04
530,265,40,5,4.50,5.13
531,266,36,3,0.00,12.24
532,267,7,4,6.40,7.30
533,268,8,2,0.00,4.56
534,269,8,2,9.12,4.01
535,269,28,2,13.92,6.12
536,270,4,3,0.00,7.56
537,270,21,1,0.00,2.88
538,271,7,3,0.00,5.76
539,272,3,2,4.06,3.24
540,272,42,2,3.92,3.12
541,273,41,4,0.00,6.00
542,273,35,1,0.00,3.48
543,274,38,1,2.55,4.95
544,275,41,1,3.00,1.32
545,276,3,4,8.12,6.47
546,276,44,1,5.04,4.02
547,276,45,3,12.18,9.71
548,277,7,1,0.00,1.92
549,277,42,1,0.00,1.68
550,278,1,1,0.00,1.92
551,278,30,3,0.00,6.84
552,278,26,1,0.00,3.72
553,278,10,2,0.00,5.40
554,279,33,1,0.00,2.88
555,280,13,1,2.25,4.37
556,281,9,2,5.60,4.46
557,282,29,2,7.28,5.80
558,283,40,3,0.00,3.24
559,284,8,2,0.00,4.56
560,284,22,4,0.00,22.80
561,284,26,2,0.00,7.44
562,284,4,2,0.00,5.04
563,285,30,2,0.00,4.56
564,285,40,1,0.00,1.08
565,285,29,4,0.00,12.48
566,285,38,2,0.00,10.20
567,286,19,1,7.80,3.43
568,286,1,3,11.52,5.07
569,286,7,3,11.52,5.07
570,286,11,5,28.80,12.67
571,287,11,1,0.00,2.88
572,287,34,1,0.00,2.16
573,288,46,2,5.32,4.24
574,288,1,2,4.48,3.57
575,288,30,2,5.32,4.24
576,289,17,1,0.00,5.70
577,290,2,1,2.66,2.12
578,290,4,3,8.82,7.03
579,290,33,2,6.72,5.36
580,290,37,5,20.30,16.18
581,290,32,4,20.16,16.07
582,291,43,3,0.00,9.36
583,291,48,3,0.00,11.16
584,292,25,1,0.00,3.30
585,293,8,4,0.00,9.12
586,294,27,3,10.08,8.04
587,294,15,3,23.10,18.41
588,295,8,4,18.24,8.03
589,295,38,1,10.20,4.49
590,295,46,3,13.68,6.02
591,295,35,2,13.92,6.12
592,295,1,3,11.52,5.07
593,296,7,1,0.96,1.86
594,296,5,1,1.05,2.04
595,296,41,3,2.25,4.37
596,297,6,1,4.80,2.11
597,297,45,1,6.96,3.06
598,297,6,1,4.80,2.11
599,297,3,5,17.40,7.66
600,298,20,2,4.68,9.08
601,298,3,3,2.61,5.06
602,298,2,2,2.28,4.42
603,299,40,4,0.00,4.32
604,300,37,1,6.96,3.06
605,300,5,4,16.80,7.39
606,300,11,2,11.52,5.07
607,300,12,2,21.36,9.40
608,300,42,4,13.44,5.91
609,301,1,3,2.88,5.59
610,301,46,2,2.28,4.42
611,301,37,1,1.74,3.38
612,302,14,4,0.00,16.32
613,302,1,2,0.00,3.84
614,302,5,3,0.00,6.30
615,302,48,1,0.00,3.72
616,303,9,2,0.00,4.80
617,303,27,3,0.00,8.64
618,303,34,2,0.00,4.32
619,304,44,1,2.16,4.19
620,304,6,2,2.40,4.66
621,304,34,3,3.24,6.29
622,304,16,2,7.20,13.97
623,305,19,2,9.10,7.25
624,305,16,3,25.20,20.09
625,306,30,4,0.00,9.12
626,306,24,1,0.00,5.28
627,307,48,2,0.00,7.44
628,308,48,2,8.68,6.92
629,308,6,2,5.60,4.46
630,309,29,3,4.68,9.08
631,309,21,1,1.44,2.79
632,309,33,4,5.76,11.17
633,310,25,2,3.30,6.40
634,311,2,1,1.14,2.21
635,311,44,2,4.32,8.38
636,311,10,3,4.05,7.86
637,312,45,5,0.00,17.40
638,312,18,3,0.00,27.00
639,312,6,1,0.00,2.40
640,313,35,2,8.12,6.47
641,313,8,3,7.98,6.36
642,313,21,2,6.72,5.36
643,313,43,2,7.28,5.80
644,313,4,1,2.94,2.34
645,314,6,3,14.40,6.34
646,314,36,2,16.32,7.18
647,314,45,3,20.88,9.19
648,315,3,2,6.96,3.06
649,315,25,1,6.60,2.90
650,316,29,2,0.00,6.24
651,316,11,2,0.00,5.76
652,317,1,2,1.92,3.72
653,318,29,5,0.00,15.60
654,319,7,3,0.00,5.76
655,320,30,2,5.32,4.24
656,320,40,4,5.04,4.02
657,320,7,2,4.48,3.57
658,321,46,2,0.00,4.56
659,321,19,1,0.00,3.90
660,322,37,2,0.00,6.96
661,322,2,4,0.00,9.12
662,322,41,3,0.00,4.50
663,322,37,3,0.00,10.44
664,323,34,3,7.56,6.03
665,324,28,1,0.00,3.48
666,324,44,1,0.00,4.32
667,325,39,3,0.00,16.56
668,326,18,1,18.00,7.92
669,326,35,1,6.96,3.06
670,327,7,1,2.56,1.77
671,328,4,3,3.78,7.33
672,328,45,1,1.74,3.38
673,328,24,2,5.28,10.24
674,328,38,1,2.55,4.95
675,328,40,1,0.54,1.05
676,329,28,2,3.48,6.75
677,329,4,2,2.52,4.89
678,330,10,2,2.70,5.24
679,330,31,3,4.05,7.86
680,331,42,2,0.00,3.36
681,332,29,4,24.96,10.98
682,332,2,1,4.56,2.01
683,332,46,1,4.56,2.01
684,332,10,2,10.80,4.75
685,333,18,4,0.00,36.00
686,333,7,3,0.00,5.76
687,334,42,3,0.00,5.04
688,334,3,3,0.00,5.22
689,334,40,3,0.00,3.24
690,334,31,2,0.00,5.40
691,334,20,1,0.00,4.68
692,335,38,2,0.00,10.20
693,335,33,4,0.00,11.52
694,336,42,2,0.00,3.36
695,336,12,2,0.00,10.68
696,337,10,1,1.35,2.62
697,337,44,4,8.64,16.76
698,337,34,3,3.24,6.29
699,338,46,2,5.32,4.24
700,338,44,1,5.04,4.02
701,338,6,2,5.60,4.46
702,339,1,2,0.00,3.84
703,339,29,5,0.00,15.60
704,339,8,2,0.00,4.56
705,340,37,1,0.00,3.48
706,341,16,2,0.00,14.40
707,342,14,3,0.00,12.24
708,342,3,1,0.00,1.74
709,342,38,3,0.00,15.30
710,342,48,3,0.00,11.16
711,343,14,2,6.80,7.75
712,343,2,2,3.80,4.33
713,344,47,3,0.00,7.56
714,344,44,2,0.00,8.64
715,344,26,3,0.00,11.16
716,345,37,1,1.74,3.38
717,345,47,3,3.78,7.33
718,346,36,4,32.64,14.36
719,346,27,1,5.76,2.53
720,347,40,2,0.00,2.16
721,348,16,3,25.20,20.09
722,348,34,2,5.04,4.02
723,349,10,1,1.35,2.62
724,350,16,3,10.80,20.95
725,350,27,3,4.32,8.38
726,351,27,1,2.40,2.74
727,352,34,2,2.16,4.19
728,353,25,1,2.75,3.13
729,354,43,3,4.68,9.08
730,355,38,1,2.55,4.95
731,356,28,4,0.00,13.92
732,357,19,2,0.00,7.80
733,357,37,4,0.00,13.92
734,358,20,4,21.84,17.41
735,358,35,2,8.12,6.47
736,358,21,3,10.08,8.04
737,358,27,3,10.08,8.04
738,358,48,1,4.34,3.46
739,359,34,1,1.08,2.10
740,360,17,1,11.40,5.02
741,360,45,2,13.92,6.12
742,360,31,1,5.40,2.38
743,361,46,2,0.00,4.56
744,361,48,1,0.00,3.72
745,361,29,3,0.00,9.36
746,361,17,1,0.00,5.70
747,362,46,2,0.00,4.56
748,362,3,2,0.00,3.48
749,363,5,4,4.20,8.15
750,364,26,1,0.00,3.72
751,364,30,2,0.00,4.56
752,365,4,2,5.88,4.69
753,365,47,1,2.94,2.34
754,365,35,4,16.24,12.95
755,366,42,2,3.92,3.12
756,367,6,3,8.40,6.70
757,368,44,4,8.64,16.76
758,368,7,4,3.84,7.45
759,368,4,1,1.26,2.44
760,368,20,3,7.02,13.62
761,368,22,2,5.70,11.06
762,369,35,2,5.80,6.61
763,370,2,3,3.42,6.63
764,370,4,4,5.04,9.78
765,371,10,2,2.70,5.24
766,371,19,1,1.95,3.78
767,372,28,1,0.00,3.48
768,372,35,1,0.00,3.48
769,373,35,1,0.00,3.48
770,374,12,1,7.12,4.91
771,374,18,5,60.00,41.40
772,374,28,3,13.92,9.60
773,375,48,1,1.86,3.61
774,375,29,4,6.24,12.11
775,375,25,3,4.95,9.60
776,375,17,4,11.40,22.12
777,375,27,4,5.76,11.17
778,376,8,2,0.00,4.56
779,376,29,2,0.00,6.24
780,376,9,3,0.00,7.20
781,376,35,2,0.00,6.96
782,377,46,2,6.08,4.20
783,377,44,2,11.52,7.95
784,377,42,1,2.24,1.55
785,378,25,1,3.85,3.07
786,378,6,3,8.40,6.70
787,379,43,5,18.20,14.51
788,379,31,1,3.15,2.51
789,380,41,1,0.00,1.50
790,380,38,1,0.00,5.10
791,381,19,3,0.00,11.70
792,381,35,2,0.00,6.96
793,381,37,1,0.00,3.48
794,381,21,1,0.00,2.88
795,381,29,2,0.00,6.24
796,382,3,1,0.00,1.74
797,382,14,2,0.00,8.16
798,383,14,3,0.00,12.24
799,383,45,2,0.00,6.96
800,384,40,1,0.00,1.08
801,385,27,1,5.76,2.53
802,385,29,2,12.48,5.49
803,385,28,4,27.84,12.25
804,385,35,1,6.96,3.06
805,386,1,3,6.72,5.36
806,387,15,3,0.00,19.80
807,388,22,3,14.25,16.25
808,388,16,1,6.00,6.84
809,389,28,4,0.00,13.92
810,390,5,4,9.80,7.81
811,390,27,2,6.72,5.36
812,390,41,1,1.75,1.40
813,390,3,4,8.12,6.47
814,391,7,2,7.68,3.38
815,392,6,2,5.60,4.46
816,392,30,2,5.32,4.24
817,392,7,5,11.20,8.93
818,392,27,1,3.36,2.68
819,392,6,1,2.80,2.23
820,393,1,1,0.00,1.92
821,393,46,3,0.00,6.84
822,394,45,4,0.00,13.92
823,394,9,1,0.00,2.40
824,394,2,1,0.00,2.28
825,394,9,2,0.00,4.80
826,395,13,1,2.25,4.37
827,396,25,2,3.30,6.40
828,397,28,3,13.92,9.60
829,397,10,1,3.60,2.48
830,398,42,1,0.00,1.68
831,399,19,1,0.00,3.90
832,400,38,2,0.00,10.20
833,401,46,2,9.12,4.01
834,401,5,2,8.40,3.70
835,401,2,3,13.68,6.02
836,402,32,1,5.04,4.02
837,403,6,1,1.20,2.33
838,403,24,3,7.92,15.36
839,404,13,1,0.00,4.50
840,405,21,1,1.44,2.79
841,405,47,2,2.52,4.89
842,406,1,2,0.00,3.84
843,406,21,1,0.00,2.88
844,407,35,2,3.48,6.75
845,407,18,3,13.50,26.19
846,407,1,2,1.92,3.72
847,408,2,2,0.00,4.56
848,408,40,2,0.00,2.16
849,409,24,2,21.12,9.29
850,409,18,2,36.00,15.84
851,410,7,2,0.00,3.84
852,410,42,2,0.00,3.36
853,410,35,3,0.00,10.44
854,410,41,1,0.00,1.50
855,411,35,1,0.00,3.48
856,412,22,1,2.85,5.53
857,412,44,1,2.16,4.19
858,413,19,1,7.80,3.43
859,413,29,2,12.48,5.49
860,414,18,3,13.50,26.19
861,414,6,4,4.80,9.31
862,415,8,2,2.28,4.42
863,415,9,1,1.20,2.33
864,416,19,2,0.00,7.80
865,416,9,3,0.00,7.20
866,417,26,5,9.30,18.04
867,417,1,4,3.84,7.45
868,418,48,4,7.44,14.43
869,419,27,1,5.76,2.53
870,420,40,2,4.32,1.90
871,421,37,1,0.00,3.48
