res_ID,cus_ID,br_ID,booking_date,reservation_date,res_status
198,3326,3,2019-01-06,2019-01-06,Completed
199,3860,4,2018-12-27,2019-01-06,Completed
200,6097,4,2018-12-23,2019-01-06,Completed
201,4793,5,2019-01-06,2019-01-06,Completed
202,4827,5,2019-01-01,2019-01-06,No-Show
203,5661,5,2019-01-01,2019-01-06,Completed
204,4908,5,2019-01-06,2019-01-06,Completed
205,4940,5,2019-01-04,2019-01-06,Completed
206,5240,6,2019-01-06,2019-01-06,Cancelled
207,787,6,2019-01-04,2019-01-06,Completed
208,5451,6,2019-01-03,2019-01-06,Completed
209,4116,6,2019-01-03,2019-01-06,Completed
210,4777,6,2019-01-06,2019-01-06,Completed
211,3919,6,2019-01-01,2019-01-06,No-Show
212,4115,6,2018-12-23,2019-01-06,No-Show
213,4421,7,2019-01-06,2019-01-06,Completed
214,5426,7,2019-01-05,2019-01-06,Completed
215,5177,7,2019-01-06,2019-01-06,Completed
216,4262,8,2019-01-06,2019-01-06,Completed
217,2656,8,2019-01-01,2019-01-06,Completed
218,101,8,2019-01-04,2019-01-06,Completed
219,6181,8,2019-01-01,2019-01-06,Completed
220,893,8,2019-01-04,2019-01-06,Completed
221,2241,9,2019-01-06,2019-01-06,Completed
222,2199,9,2019-01-03,2019-01-06,Completed
223,5570,9,2018-12-23,2019-01-06,Completed
224,4378,10,2018-12-30,2019-01-06,Completed
225,2862,10,2019-01-06,2019-01-06,Completed
226,1909,10,2019-01-05,2019-01-06,Completed
227,880,10,2018-12-23,2019-01-06,Completed
228,4144,11,2018-12-27,2019-01-06,Completed
229,2947,11,2019-01-06,2019-01-06,Completed
230,5798,11,2019-01-06,2019-01-06,Completed
231,2538,12,2018-12-27,2019-01-06,Completed
232,2062,12,2019-01-06,2019-01-06,Cancelled
233,3872,12,2019-01-06,2019-01-06,Completed
234,1632,12,2019-01-06,2019-01-06,Completed
235,5256,12,2019-01-01,2019-01-06,Completed
236,2287,1,2019-01-07,2019-01-07,Completed
237,456,1,2018-12-31,2019-01-07,Completed
238,104,1,2019-01-04,2019-01-07,Completed
239,3288,1,2019-01-07,2019-01-07,Completed
240,4291,1,2019-01-07,2019-01-07,Completed
241,5293,2,2019-01-04,2019-01-07,Completed
242,4049,2,2019-01-06,2019-01-07,Completed
243,2725,2,2018-12-24,2019-01-07,Completed
244,555,2,2018-12-28,2019-01-07,Completed
245,2690,2,2019-01-02,2019-01-07,No-Show
246,3444,3,2019-01-04,2019-01-07,Completed
247,3291,3,2018-12-28,2019-01-07,Completed
248,2808,4,2018-12-28,2019-01-07,Completed
249,4344,4,2019-01-06,2019-01-07,Completed
250,4738,4,2019-01-07,2019-01-07,Completed
251,5380,5,2019-01-06,2019-01-07,Completed
252,4864,5,2019-01-07,2019-01-07,Completed
253,5498,5,2019-01-06,2019-01-07,Completed
254,5239,5,2019-01-06,2019-01-07,Completed
255,5739,6,2019-01-02,2019-01-07,Completed
256,4014,7,2019-01-06,2019-01-07,Completed
257,6178,7,2019-01-06,2019-01-07,Completed
258,4210,7,2019-01-07,2019-01-07,Completed
259,5901,9,2018-12-24,2019-01-07,Completed
260,5359,10,2019-01-04,2019-01-07,Completed
261,1772,10,2019-01-07,2019-01-07,Completed
262,4398,12,2019-01-06,2019-01-07,Completed
263,5951,12,2019-01-07,2019-01-07,Completed
264,2620,12,2018-12-31,2019-01-07,Completed
265,5832,1,2019-01-07,2019-01-08,Completed
266,1900,1,2018-12-29,2019-01-08,Completed
267,4450,1,2019-01-07,2019-01-08,Completed
268,4679,1,2019-01-06,2019-01-08,Completed
269,74,1,2019-01-06,2019-01-08,Completed
270,5315,1,2019-01-03,2019-01-08,Completed
271,204,2,2019-01-08,2019-01-08,Completed
272,3929,2,2019-01-06,2019-01-08,Completed
273,2232,2,2019-01-07,2019-01-08,Cancelled
274,2641,3,2019-01-03,2019-01-08,Completed
275,5537,3,2019-01-01,2019-01-08,Completed
276,5377,3,2019-01-07,2019-01-08,Completed
277,4012,4,2019-01-08,2019-01-08,Completed
278,5401,4,2019-01-05,2019-01-08,Completed
279,5878,5,2019-01-07,2019-01-08,Completed
280,551,6,2019-01-05,2019-01-08,Completed
281,5956,7,2019-01-08,2019-01-08,Completed
282,5240,7,2019-01-07,2019-01-08,Completed
283,1758,8,2018-12-29,2019-01-08,Completed
284,5242,8,2019-01-05,2019-01-08,Completed
285,4156,8,2019-01-08,2019-01-08,Cancelled
286,358,8,2019-01-05,2019-01-08,Completed
287,945,9,2019-01-03,2019-01-08,Completed
288,5668,9,2018-12-29,2019-01-08,Completed
289,5785,10,2019-01-08,2019-01-08,Completed
290,5979,10,2019-01-07,2019-01-08,Completed
291,2570,10,2018-12-29,2019-01-08,Completed
292,2341,10,2019-01-06,2019-01-08,Completed
293,4081,10,2019-01-03,2019-01-08,Completed
294,6226,12,2019-01-03,2019-01-08,Completed
295,1593,12,2019-01-03,2019-01-08,Completed
296,4653,12,2019-01-06,2019-01-08,Completed
297,2661,12,2019-01-06,2019-01-08,Completed
298,3596,12,2019-01-05,2019-01-08,Completed
299,2870,12,2019-01-01,2019-01-08,Completed
300,5551,1,2019-01-06,2019-01-09,Completed
301,67,1,2019-01-09,2019-01-09,Completed
302,1494,1,2018-12-26,2019-01-09,Completed
303,5359,1,2019-01-04,2019-01-09,Completed
304,4926,2,2019-01-02,2019-01-09,Confirmed
305,4322,2,2019-01-02,2019-01-09,Completed
306,5398,2,2019-01-04,2019-01-09,Completed
307,1739,2,2019-01-02,2019-01-09,Completed
308,3076,3,2019-01-09,2019-01-09,Completed
309,6046,3,2019-01-09,2019-01-09,Completed
310,2324,3,2019-01-09,2019-01-09,Completed
311,5049,4,2019-01-09,2019-01-09,Cancelled
312,4729,5,2019-01-06,2019-01-09,Completed
313,1692,6,2019-01-04,2019-01-09,Completed
314,1321,7,2019-01-09,2019-01-09,Completed
315,3658,7,2019-01-09,2019-01-09,Cancelled
316,2246,7,2019-01-07,2019-01-09,Completed
317,4897,7,2019-01-08,2019-01-09,Completed
318,2568,7,2019-01-08,2019-01-09,Completed
319,3092,8,2019-01-09,2019-01-09,Completed
320,1080,8,2018-12-30,2019-01-09,Completed
321,6277,8,2019-01-08,2019-01-09,Completed
322,194,8,2019-01-07,2019-01-09,Completed
323,2469,9,2019-01-02,2019-01-09,Completed
324,5225,10,2019-01-06,2019-01-09,Completed
325,2619,11,2019-01-07,2019-01-09,Completed
326,4359,11,2019-01-02,2019-01-09,Completed
327,3827,12,2018-12-26,2019-01-09,Completed
328,71,1,2019-01-05,2019-01-10,Completed
329,4577,1,2019-01-03,2019-01-10,Completed
330,36,1,2019-01-09,2019-01-10,No-Show
331,5024,1,2019-01-09,2019-01-10,Cancelled
332,3132,2,2019-01-09,2019-01-10,Completed
333,4226,2,2019-01-09,2019-01-10,Completed
334,851,2,2019-01-10,2019-01-10,Completed
335,3666,2,2019-01-07,2019-01-10,Completed
336,5494,2,2019-01-03,2019-01-10,Completed
337,591,2,2019-01-08,2019-01-10,Completed
338,451,2,2019-01-03,2019-01-10,Completed
339,1972,2,2019-01-09,2019-01-10,No-Show
340,4995,3,2019-01-10,2019-01-10,Completed
341,6137,5,2018-12-31,2019-01-10,Completed
342,5687,5,2019-01-09,2019-01-10,Completed
343,3079,6,2019-01-09,2019-01-10,Completed
344,4335,6,2019-01-05,2019-01-10,Completed
345,418,6,2019-01-08,2019-01-10,Completed
346,937,6,2019-01-07,2019-01-10,Completed
347,1880,7,2019-01-05,2019-01-10,Completed
348,4858,7,2019-01-08,2019-01-10,Completed
349,4255,8,2019-01-10,2019-01-10,Completed
350,737,8,2019-01-10,2019-01-10,Completed
351,302,8,2019-01-07,2019-01-10,Completed
352,931,8,2019-01-07,2019-01-10,Completed
353,1669,9,2019-01-07,2019-01-10,Completed
354,2414,9,2019-01-09,2019-01-10,Completed
355,168,10,2019-01-03,2019-01-10,Completed
356,2637,10,2019-01-03,2019-01-10,Completed
357,1632,11,2019-01-10,2019-01-10,Completed
358,1341,11,2019-01-05,2019-01-10,Completed
359,2323,11,2019-01-08,2019-01-10,Completed
360,2524,12,2018-12-31,2019-01-10,Completed
361,1913,12,2019-01-05,2019-01-10,Completed
362,2452,1,2019-01-11,2019-01-11,Completed
363,1183,1,2019-01-11,2019-01-11,Completed
364,1899,1,2019-01-08,2019-01-11,Completed
365,490,1,2019-01-11,2019-01-11,Completed
366,3457,1,2019-01-09,2019-01-11,Completed
367,3591,2,2019-01-06,2019-01-11,Completed
368,2378,2,2019-01-11,2019-01-11,Completed
369,3266,2,2019-01-11,2019-01-11,Completed
370,1169,2,2019-01-04,2019-01-11,Completed
371,1332,2,2019-01-08,2019-01-11,Completed
372,3014,3,2019-01-04,2019-01-11,Completed
373,6302,3,2019-01-11,2019-01-11,Completed
374,4783,3,2019-01-11,2019-01-11,Completed
375,2777,3,2019-01-11,2019-01-11,Completed
376,6096,3,2019-01-04,2019-01-11,Completed
377,6105,3,2019-01-10,2019-01-11,Completed
378,1185,4,2018-12-28,2019-01-11,Completed
379,4965,4,2019-01-11,2019-01-11,Completed
380,6220,5,2019-01-08,2019-01-11,Completed
381,5598,6,2019-01-08,2019-01-11,Completed
382,3150,6,2019-01-11,2019-01-11,Cancelled
383,1317,6,2019-01-11,2019-01-11,Completed
384,4983,7,2019-01-06,2019-01-11,Completed
385,1391,7,2019-01-11,2019-01-11,Completed
386,2515,8,2019-01-06,2019-01-11,Completed
387,1028,8,2019-01-04,2019-01-11,No-Show
388,5060,8,2019-01-11,2019-01-11,Completed
389,3933,8,2019-01-10,2019-01-11,Completed
390,3300,8,2019-01-10,2019-01-11,Completed
391,4819,8,2019-01-10,2019-01-11,Completed
392,5795,8,2019-01-06,2019-01-11,Completed
393,2241,9,2019-01-11,2019-01-11,Completed
394,6309,9,2019-01-11,2019-01-11,Completed
395,5937,9,2019-01-08,2019-01-11,Completed
396,3246,9,2019-01-08,2019-01-11,Completed
397,3482,10,2019-01-11,2019-01-11,Completed
398,5992,10,2019-01-11,2019-01-11,Completed
399,5308,10,2019-01-08,2019-01-11,Completed
400,3897,10,2019-01-10,2019-01-11,Completed
401,2711,10,2019-01-10,2019-01-11,Completed
402,3486,10,2019-01-11,2019-01-11,Completed
403,3554,11,2019-01-11,2019-01-11,Completed
404,3896,11,2019-01-11,2019-01-11,Completed
405,5695,12,2019-01-10,2019-01-11,Cancelled
406,1697,12,2019-01-06,2019-01-11,Completed
407,5221,12,2019-01-11,2019-01-11,Completed
408,3943,12,2019-01-09,2019-01-11,Completed
409,6313,12,2019-01-11,2019-01-11,Completed
410,36,1,2019-01-02,2019-01-12,Completed
411,5200,1,2019-01-09,2019-01-12,Completed
412,5432,1,2019-01-05,2019-01-12,Completed
413,2479,1,2019-01-05,2019-01-12,Completed
414,1872,1,2019-01-12,2019-01-12,Completed
415,1234,1,2019-01-11,2019-01-12,Cancelled
416,71,1,2019-01-05,2019-01-12,Completed
417,1793,1,2019-01-10,2019-01-12,Completed
418,55,1,2019-01-09,2019-01-12,Completed
419,1338,1,2019-01-11,2019-01-12,Completed
420,3361,2,2019-01-12,2019-01-12,Completed
421,2814,2,2019-01-12,2019-01-12,Completed
422,2224,2,2019-01-12,2019-01-12,Completed
423,6016,2,2019-01-11,2019-01-12,Completed
424,1235,2,2019-01-09,2019-01-12,Completed
425,4148,2,2019-01-12,2019-01-12,Completed
426,201,2,2019-01-07,2019-01-12,Completed
427,4565,2,2019-01-10,2019-01-12,Completed
428,1429,2,2019-01-02,2019-01-12,Cancelled
429,1465,2,2019-01-11,2019-01-12,No-Show
430,5646,2,2019-01-10,2019-01-12,Completed
431,2539,2,2019-01-05,2019-01-12,Completed
432,3744,2,2019-01-07,2019-01-12,Completed
433,3693,3,2019-01-11,2019-01-12,Completed
434,5532,3,2019-01-05,2019-01-12,Confirmed
435,4543,3,2019-01-09,2019-01-12,Completed
436,4994,3,2019-01-07,2019-01-12,Completed
437,4747,4,2019-01-10,2019-01-12,Completed
438,5151,5,2019-01-12,2019-01-12,Confirmed
439,4928,5,2019-01-07,2019-01-12,Completed
440,3682,6,2018-12-29,2019-01-12,Completed
441,2208,6,2019-01-12,2019-01-12,Completed
442,4049,6,2019-01-12,2019-01-12,Cancelled
443,4952,6,2018-12-29,2019-01-12,Completed
444,5135,6,2019-01-09,2019-01-12,Completed
445,491,6,2019-01-05,2019-01-12,Completed
446,2681,6,2019-01-12,2019-01-12,Completed
447,5706,6,2019-01-05,2019-01-12,Completed
448,571,6,2019-01-09,2019-01-12,Completed
449,6012,7,2019-01-02,2019-01-12,Completed
450,5708,7,2019-01-10,2019-01-12,Completed
451,1173,7,2019-01-12,2019-01-12,Completed
452,878,8,2019-01-12,2019-01-12,Completed
453,4794,8,2019-01-05,2019-01-12,Completed
454,4142,8,2018-12-29,2019-01-12,Completed
455,1409,8,2019-01-02,2019-01-12,Completed
456,3509,8,2019-01-12,2019-01-12,Completed
457,2133,9,2019-01-09,2019-01-12,Completed
458,4264,9,2019-01-12,2019-01-12,Cancelled
459,5168,9,2018-12-29,2019-01-12,Completed
460,221,10,2019-01-02,2019-01-12,Completed
461,1728,10,2019-01-12,2019-01-12,Completed
462,4478,10,2019-01-02,2019-01-12,Completed
463,4127,10,2019-01-11,2019-01-12,Completed
464,318,10,2019-01-02,2019-01-12,Cancelled
465,3386,10,2019-01-12,2019-01-12,Completed
466,446,10,2019-01-12,2019-01-12,Completed
467,3739,11,2019-01-11,2019-01-12,Completed
468,5559,11,2019-01-10,2019-01-12,Completed
469,4956,11,2019-01-12,2019-01-12,Completed
470,3398,11,2019-01-07,2019-01-12,Completed
471,2645,11,2019-01-12,2019-01-12,Completed
472,2503,11,2019-01-05,2019-01-12,Completed
473,4331,12,2019-01-05,2019-01-12,Completed
474,4589,12,2019-01-11,2019-01-12,Completed
475,3589,12,2019-01-07,2019-01-12,Completed
476,5311,12,2019-01-10,2019-01-12,Completed
477,2544,12,2019-01-11,2019-01-12,Completed
478,2843,12,2019-01-10,2019-01-12,Completed
479,4961,12,2019-01-11,2019-01-12,Completed
480,2179,1,2019-01-13,2019-01-13,Completed
481,5300,1,2019-01-11,2019-01-13,Completed
482,5542,1,2019-01-12,2019-01-13,Completed
483,3088,1,2019-01-13,2019-01-13,Completed
484,3073,1,2019-01-10,2019-01-13,Completed
485,1072,1,2019-01-06,2019-01-13,Completed
486,750,2,2019-01-03,2019-01-13,Completed
487,1851,2,2019-01-12,2019-01-13,Completed
488,2290,2,2019-01-12,2019-01-13,Completed
489,5494,2,2019-01-12,2019-01-13,Completed
490,591,2,2018-12-30,2019-01-13,Completed
491,3148,2,2019-01-12,2019-01-13,Completed
492,5649,2,2019-01-10,2019-01-13,Confirmed
493,6042,2,2019-01-12,2019-01-13,Completed
494,3747,2,2019-01-06,2019-01-13,Completed
495,5943,3,2019-01-06,2019-01-13,Completed
496,5262,3,2019-01-11,2019-01-13,Completed
497,5260,3,2019-01-13,2019-01-13,Completed
498,4834,3,2019-01-08,2019-01-13,Completed
499,5496,3,2019-01-11,2019-01-13,Completed
500,1741,3,2019-01-12,2019-01-13,Completed
501,3915,3,2019-01-13,2019-01-13,Cancelled
502,1734,3,2019-01-13,2019-01-13,Cancelled
503,1506,3,2019-01-13,2019-01-13,Cancelled
504,3916,4,2019-01-06,2019-01-13,Completed
505,5193,5,2019-01-12,2019-01-13,Completed
506,5524,5,2019-01-10,2019-01-13,Completed
507,5219,6,2019-01-13,2019-01-13,Completed
508,3240,6,2019-01-10,2019-01-13,Completed
509,2668,6,2019-01-12,2019-01-13,Completed
510,3917,6,2019-01-13,2019-01-13,Completed
511,495,6,2019-01-13,2019-01-13,Completed
512,2877,7,2019-01-12,2019-01-13,Completed
513,3349,7,2019-01-12,2019-01-13,Cancelled
514,5570,7,2019-01-11,2019-01-13,Completed
515,3566,7,2019-01-13,2019-01-13,Completed
516,731,8,2019-01-12,2019-01-13,Completed
517,949,8,2019-01-06,2019-01-13,Completed
518,1564,8,2018-12-30,2019-01-13,Completed
519,4192,9,2019-01-13,2019-01-13,Completed
520,5691,9,2019-01-03,2019-01-13,Completed
521,3727,9,2019-01-06,2019-01-13,Completed
522,4811,9,2019-01-12,2019-01-13,Completed
523,5848,9,2019-01-12,2019-01-13,Cancelled
524,2443,9,2019-01-06,2019-01-13,Completed
525,221,10,2019-01-13,2019-01-13,Completed
526,3034,10,2019-01-06,2019-01-13,No-Show
527,5744,11,2019-01-11,2019-01-13,Completed
528,1285,11,2019-01-10,2019-01-13,Completed
529,1526,11,2019-01-08,2019-01-13,Completed
530,3963,12,2019-01-12,2019-01-13,Completed
531,2062,12,2019-01-06,2019-01-13,Completed
532,804,12,2019-01-08,2019-01-13,Completed
533,4169,1,2019-01-07,2019-01-14,Completed
534,6168,1,2019-01-14,2019-01-14,Completed
535,4096,1,2019-01-14,2019-01-14,Completed
536,303,1,2019-01-04,2019-01-14,Completed
537,3166,2,2019-01-13,2019-01-14,Completed
538,3976,2,2019-01-13,2019-01-14,Completed
539,1903,2,2019-01-14,2019-01-14,Completed
540,4931,3,2019-01-04,2019-01-14,Completed
541,5988,3,2019-01-07,2019-01-14,Completed
542,4976,3,2019-01-13,2019-01-14,Completed
543,2915,3,2019-01-14,2019-01-14,Completed
544,1477,3,2019-01-14,2019-01-14,Completed
545,2628,3,2019-01-09,2019-01-14,Completed
546,1092,3,2019-01-11,2019-01-14,Cancelled
547,4369,4,2019-01-07,2019-01-14,Completed
548,4162,4,2019-01-14,2019-01-14,No-Show
549,5702,4,2019-01-14,2019-01-14,Completed
550,4793,5,2019-01-14,2019-01-14,Completed
551,2812,7,2019-01-13,2019-01-14,Completed
552,2752,7,2019-01-07,2019-01-14,Completed
553,5153,8,2019-01-12,2019-01-14,Completed
554,4850,8,2019-01-12,2019-01-14,Completed
555,4166,8,2019-01-04,2019-01-14,No-Show
556,3644,8,2019-01-13,2019-01-14,No-Show
