br_exp_ID,br_ID,util_name,billing_period,payment_amount,payment_date
132,9,Waste Management,2019-02,107.84,2019-02-28
133,10,Rent,2019-02,6250.00,2019-02-28
134,10,Electricity,2019-02,832.65,2019-02-28
135,10,Water,2019-02,110.72,2019-02-28
136,10,Internet,2019-02,209.00,2019-02-28
137,10,Maintenance,2019-02,660.84,2019-02-28
138,10,Waste Management,2019-02,144.03,2019-02-28
139,11,Rent,2019-02,6000.00,2019-02-28
140,11,Electricity,2019-02,760.11,2019-02-28
141,11,Water,2019-02,111.90,2019-02-28
142,11,Internet,2019-02,209.00,2019-02-28
143,11,Maintenance,2019-02,514.96,2019-02-28
144,11,Waste Management,2019-02,127.90,2019-02-28
145,12,Rent,2019-02,4850.00,2019-02-28
146,12,Electricity,2019-02,580.42,2019-02-28
147,12,Water,2019-02,80.98,2019-02-28
148,12,Internet,2019-02,209.00,2019-02-28
149,12,Maintenance,2019-02,516.06,2019-02-28
150,12,Waste Management,2019-02,103.87,2019-02-28
151,13,Rent,2019-02,3300.00,2019-02-28
152,13,Electricity,2019-02,403.61,2019-02-28
153,13,Water,2019-02,53.90,2019-02-28
154,13,Internet,2019-02,209.00,2019-02-28
155,13,Maintenance,2019-02,248.32,2019-02-28
156,13,Waste Management,2019-02,72.41,2019-02-28
157,1,Rent,2019-03,12950.00,2019-03-28
158,1,Electricity,2019-03,1754.72,2019-03-28
159,1,Water,2019-03,212.95,2019-03-28
160,1,Internet,2019-03,209.00,2019-03-28
161,1,Maintenance,2019-03,1264.18,2019-03-28
162,1,Waste Management,2019-03,280.29,2019-03-28
163,2,Rent,2019-03,9950.00,2019-03-28
164,2,Electricity,2019-03,1535.88,2019-03-28
165,2,Water,2019-03,175.23,2019-03-28
166,2,Internet,2019-03,209.00,2019-03-28
167,2,Maintenance,2019-03,1007.03,2019-03-28
168,2,Waste Management,2019-03,222.29,2019-03-28
169,3,Rent,2019-03,8250.00,2019-03-28
170,3,Electricity,2019-03,1277.73,2019-03-28
171,3,Water,2019-03,151.40,2019-03-28
172,3,Internet,2019-03,209.00,2019-03-28
173,3,Maintenance,2019-03,743.81,2019-03-28
174,3,Waste Management,2019-03,187.62,2019-03-28
175,4,Rent,2019-03,6700.00,2019-03-28
176,4,Electricity,2019-03,966.45,2019-03-28
177,4,Water,2019-03,128.47,2019-03-28
178,4,Internet,2019-03,209.00,2019-03-28
179,4,Maintenance,2019-03,524.13,2019-03-28
180,4,Waste Management,2019-03,149.79,2019-03-28
181,5,Rent,2019-03,5200.00,2019-03-28
182,5,Electricity,2019-03,767.87,2019-03-28
183,5,Water,2019-03,87.35,2019-03-28
184,5,Internet,2019-03,209.00,2019-03-28
185,5,Maintenance,2019-03,428.13,2019-03-28
186,5,Waste Management,2019-03,112.94,2019-03-28
187,6,Rent,2019-03,6850.00,2019-03-28
188,6,Electricity,2019-03,1016.59,2019-03-28
189,6,Water,2019-03,131.67,2019-03-28
190,6,Internet,2019-03,209.00,2019-03-28
191,6,Maintenance,2019-03,651.37,2019-03-28
192,6,Waste Management,2019-03,146.23,2019-03-28
193,7,Rent,2019-03,5900.00,2019-03-28
194,7,Electricity,2019-03,909.56,2019-03-28
195,7,Water,2019-03,96.23,2019-03-28
196,7,Internet,2019-03,209.00,2019-03-28
197,7,Maintenance,2019-03,600.51,2019-03-28
198,7,Waste Management,2019-03,135.53,2019-03-28
199,8,Rent,2019-03,6450.00,2019-03-28
200,8,Electricity,2019-03,866.75,2019-03-28
201,8,Water,2019-03,105.81,2019-03-28
202,8,Internet,2019-03,209.00,2019-03-28
203,8,Maintenance,2019-03,663.40,2019-03-28
204,8,Waste Management,2019-03,144.37,2019-03-28
205,9,Rent,2019-03,5050.00,2019-03-28
206,9,Electricity,2019-03,778.74,2019-03-28
207,9,Water,2019-03,93.81,2019-03-28
208,9,Internet,2019-03,209.00,2019-03-28
209,9,Maintenance,2019-03,551.99,2019-03-28
210,9,Waste Management,2019-03,112.38,2019-03-28
211,10,Rent,2019-03,6250.00,2019-03-28
212,10,Electricity,2019-03,960.04,2019-03-28
213,10,Water,2019-03,110.80,2019-03-28
214,10,Internet,2019-03,209.00,2019-03-28
215,10,Maintenance,2019-03,652.87,2019-03-28
216,10,Waste Management,2019-03,135.02,2019-03-28
217,11,Rent,2019-03,6000.00,2019-03-28
218,11,Electricity,2019-03,844.38,2019-03-28
219,11,Water,2019-03,106.38,2019-03-28
220,11,Internet,2019-03,209.00,2019-03-28
221,11,Maintenance,2019-03,587.46,2019-03-28
222,11,Waste Management,2019-03,138.91,2019-03-28
223,12,Rent,2019-03,4850.00,2019-03-28
224,12,Electricity,2019-03,667.73,2019-03-28
225,12,Water,2019-03,81.57,2019-03-28
226,12,Internet,2019-03,209.00,2019-03-28
227,12,Maintenance,2019-03,356.88,2019-03-28
228,12,Waste Management,2019-03,111.67,2019-03-28
229,13,Rent,2019-03,3300.00,2019-03-28
230,13,Electricity,2019-03,457.10,2019-03-28
231,13,Water,2019-03,64.06,2019-03-28
232,13,Internet,2019-03,209.00,2019-03-28
233,13,Maintenance,2019-03,333.12,2019-03-28
234,13,Waste Management,2019-03,72.96,2019-03-28
235,1,Rent,2019-04,12950.00,2019-04-28
236,1,Electricity,2019-04,2010.77,2019-04-28
237,1,Water,2019-04,214.88,2019-04-28
238,1,Internet,2019-04,209.00,2019-04-28
239,1,Maintenance,2019-04,1003.91,2019-04-28
240,1,Waste Management,2019-04,297.88,2019-04-28
241,2,Rent,2019-04,9950.00,2019-04-28
242,2,Electricity,2019-04,1517.07,2019-04-28
243,2,Water,2019-04,192.64,2019-04-28
244,2,Internet,2019-04,209.00,2019-04-28
245,2,Maintenance,2019-04,1112.71,2019-04-28
246,2,Waste Management,2019-04,209.87,2019-04-28
247,3,Rent,2019-04,8250.00,2019-04-28
248,3,Electricity,2019-04,1287.69,2019-04-28
249,3,Water,2019-04,145.28,2019-04-28
250,3,Internet,2019-04,209.00,2019-04-28
251,3,Maintenance,2019-04,876.72,2019-04-28
252,3,Waste Management,2019-04,184.62,2019-04-28
253,4,Rent,2019-04,6700.00,2019-04-28
254,4,Electricity,2019-04,1020.85,2019-04-28
255,4,Water,2019-04,110.70,2019-04-28
256,4,Internet,2019-04,209.00,2019-04-28
257,4,Maintenance,2019-04,472.05,2019-04-28
258,4,Waste Management,2019-04,151.03,2019-04-28
259,5,Rent,2019-04,5200.00,2019-04-28
260,5,Electricity,2019-04,748.43,2019-04-28
261,5,Water,2019-04,95.53,2019-04-28
262,5,Internet,2019-04,209.00,2019-04-28
263,5,Maintenance,2019-04,540.20,2019-04-28
264,5,Waste Management,2019-04,119.76,2019-04-28
265,6,Rent,2019-04,6850.00,2019-04-28
266,6,Electricity,2019-04,974.36,2019-04-28
267,6,Water,2019-04,132.23,2019-04-28
268,6,Internet,2019-04,209.00,2019-04-28
269,6,Maintenance,2019-04,658.73,2019-04-28
270,6,Waste Management,2019-04,148.44,2019-04-28
271,7,Rent,2019-04,5900.00,2019-04-28
272,7,Electricity,2019-04,862.32,2019-04-28
273,7,Water,2019-04,114.33,2019-04-28
274,7,Internet,2019-04,209.00,2019-04-28
275,7,Maintenance,2019-04,490.87,2019-04-28
276,7,Waste Management,2019-04,129.76,2019-04-28
277,8,Rent,2019-04,6450.00,2019-04-28
278,8,Electricity,2019-04,925.46,2019-04-28
279,8,Water,2019-04,118.27,2019-04-28
280,8,Internet,2019-04,209.00,2019-04-28
281,8,Maintenance,2019-04,535.71,2019-04-28
282,8,Waste Management,2019-04,148.33,2019-04-28
283,9,Rent,2019-04,5050.00,2019-04-28
284,9,Electricity,2019-04,739.10,2019-04-28
285,9,Water,2019-04,86.03,2019-04-28
286,9,Internet,2019-04,209.00,2019-04-28
287,9,Maintenance,2019-04,385.40,2019-04-28
288,9,Waste Management,2019-04,117.33,2019-04-28
289,10,Rent,2019-04,6250.00,2019-04-28
290,10,Electricity,2019-04,848.89,2019-04-28
291,10,Water,2019-04,101.77,2019-04-28
292,10,Internet,2019-04,209.00,2019-04-28
293,10,Maintenance,2019-04,573.38,2019-04-28
294,10,Waste Management,2019-04,136.90,2019-04-28
295,11,Rent,2019-04,6000.00,2019-04-28
296,11,Electricity,2019-04,931.01,2019-04-28
297,11,Water,2019-04,105.91,2019-04-28
298,11,Internet,2019-04,209.00,2019-04-28
299,11,Maintenance,2019-04,595.07,2019-04-28
300,11,Waste Management,2019-04,127.64,2019-04-28
301,12,Rent,2019-04,4850.00,2019-04-28
302,12,Electricity,2019-04,727.41,2019-04-28
303,12,Water,2019-04,87.77,2019-04-28
304,12,Internet,2019-04,209.00,2019-04-28
305,12,Maintenance,2019-04,511.27,2019-04-28
306,12,Waste Management,2019-04,111.69,2019-04-28
307,13,Rent,2019-04,3300.00,2019-04-28
308,13,Electricity,2019-04,514.77,2019-04-28
309,13,Water,2019-04,62.77,2019-04-28
310,13,Internet,2019-04,209.00,2019-04-28
311,13,Maintenance,2019-04,323.02,2019-04-28
312,13,Waste Management,2019-04,72.45,2019-04-28
313,1,Rent,2019-05,12950.00,2019-05-28
314,1,Electricity,2019-05,2027.12,2019-05-28
315,1,Water,2019-05,220.34,2019-05-28
316,1,Internet,2019-05,209.00,2019-05-28
317,1,Maintenance,2019-05,1493.42,2019-05-28
318,1,Waste Management,2019-05,273.38,2019-05-28
319,2,Rent,2019-05,9950.00,2019-05-28
320,2,Electricity,2019-05,1360.97,2019-05-28
321,2,Water,2019-05,170.73,2019-05-28
322,2,Internet,2019-05,209.00,2019-05-28
323,2,Maintenance,2019-05,863.28,2019-05-28
324,2,Waste Management,2019-05,225.93,2019-05-28
325,3,Rent,2019-05,8250.00,2019-05-28
326,3,Electricity,2019-05,1236.54,2019-05-28
327,3,Water,2019-05,147.10,2019-05-28
328,3,Internet,2019-05,209.00,2019-05-28
329,3,Maintenance,2019-05,943.19,2019-05-28
330,3,Waste Management,2019-05,180.45,2019-05-28
331,4,Rent,2019-05,6700.00,2019-05-28
332,4,Electricity,2019-05,930.92,2019-05-28
333,4,Water,2019-05,108.08,2019-05-28
334,4,Internet,2019-05,209.00,2019-05-28
335,4,Maintenance,2019-05,701.30,2019-05-28
336,4,Waste Management,2019-05,147.73,2019-05-28
337,5,Rent,2019-05,5200.00,2019-05-28
338,5,Electricity,2019-05,753.80,2019-05-28
339,5,Water,2019-05,99.64,2019-05-28
340,5,Internet,2019-05,209.00,2019-05-28
341,5,Maintenance,2019-05,587.52,2019-05-28
342,5,Waste Management,2019-05,114.79,2019-05-28
343,6,Rent,2019-05,6850.00,2019-05-28
344,6,Electricity,2019-05,1023.58,2019-05-28
345,6,Water,2019-05,123.40,2019-05-28
346,6,Internet,2019-05,209.00,2019-05-28
347,6,Maintenance,2019-05,695.55,2019-05-28
348,6,Waste Management,2019-05,159.27,2019-05-28
349,7,Rent,2019-05,5900.00,2019-05-28
350,7,Electricity,2019-05,819.15,2019-05-28
351,7,Water,2019-05,111.36,2019-05-28
352,7,Internet,2019-05,209.00,2019-05-28
353,7,Maintenance,2019-05,560.68,2019-05-28
354,7,Waste Management,2019-05,128.51,2019-05-28
355,8,Rent,2019-05,6450.00,2019-05-28
356,8,Electricity,2019-05,893.95,2019-05-28
357,8,Water,2019-05,121.76,2019-05-28
358,8,Internet,2019-05,209.00,2019-05-28
359,8,Maintenance,2019-05,548.46,2019-05-28
360,8,Waste Management,2019-05,144.16,2019-05-28
361,9,Rent,2019-05,5050.00,2019-05-28
362,9,Electricity,2019-05,704.88,2019-05-28
363,9,Water,2019-05,82.04,2019-05-28
364,9,Internet,2019-05,209.00,2019-05-28
365,9,Maintenance,2019-05,393.25,2019-05-28
366,9,Waste Management,2019-05,112.21,2019-05-28
367,10,Rent,2019-05,6250.00,2019-05-28
368,10,Electricity,2019-05,972.70,2019-05-28
369,10,Water,2019-05,101.61,2019-05-28
370,10,Internet,2019-05,209.00,2019-05-28
371,10,Maintenance,2019-05,545.81,2019-05-28
372,10,Waste Management,2019-05,142.29,2019-05-28
373,11,Rent,2019-05,6000.00,2019-05-28
374,11,Electricity,2019-05,935.90,2019-05-28
375,11,Water,2019-05,102.72,2019-05-28
376,11,Internet,2019-05,209.00,2019-05-28
377,11,Maintenance,2019-05,405.27,2019-05-28
378,11,Waste Management,2019-05,131.49,2019-05-28
379,12,Rent,2019-05,4850.00,2019-05-28
380,12,Electricity,2019-05,713.37,2019-05-28
381,12,Water,2019-05,86.62,2019-05-28
382,12,Internet,2019-05,209.00,2019-05-28
383,12,Maintenance,2019-05,452.46,2019-05-28
384,12,Waste Management,2019-05,112.48,2019-05-28
385,13,Rent,2019-05,3300.00,2019-05-28
386,13,Electricity,2019-05,442.10,2019-05-28
387,13,Water,2019-05,60.27,2019-05-28
388,13,Internet,2019-05,209.00,2019-05-28
389,13,Maintenance,2019-05,275.81,2019-05-28
390,13,Waste Management,2019-05,70.89,2019-05-28
391,1,Rent,2019-06,12950.00,2019-06-28
392,1,Electricity,2019-06,1783.82,2019-06-28
393,1,Water,2019-06,219.49,2019-06-28
394,1,Internet,2019-06,209.00,2019-06-28
395,1,Maintenance,2019-06,992.73,2019-06-28
396,1,Waste Management,2019-06,279.55,2019-06-28
397,2,Rent,2019-06,9950.00,2019-06-28
398,2,Electricity,2019-06,1463.23,2019-06-28
399,2,Water,2019-06,163.93,2019-06-28
400,2,Internet,2019-06,209.00,2019-06-28
401,2,Maintenance,2019-06,996.90,2019-06-28
402,2,Waste Management,2019-06,211.27,2019-06-28
403,3,Rent,2019-06,8250.00,2019-06-28
404,3,Electricity,2019-06,1161.65,2019-06-28
405,3,Water,2019-06,150.84,2019-06-28
406,3,Internet,2019-06,209.00,2019-06-28
407,3,Maintenance,2019-06,724.49,2019-06-28
408,3,Waste Management,2019-06,177.14,2019-06-28
409,4,Rent,2019-06,6700.00,2019-06-28
410,4,Electricity,2019-06,946.05,2019-06-28
411,4,Water,2019-06,120.55,2019-06-28
412,4,Internet,2019-06,209.00,2019-06-28
413,4,Maintenance,2019-06,618.13,2019-06-28
414,4,Waste Management,2019-06,143.87,2019-06-28
415,5,Rent,2019-06,5200.00,2019-06-28
416,5,Electricity,2019-06,711.58,2019-06-28
417,5,Water,2019-06,83.84,2019-06-28
418,5,Internet,2019-06,209.00,2019-06-28
419,5,Maintenance,2019-06,502.44,2019-06-28
420,5,Waste Management,2019-06,110.10,2019-06-28
421,6,Rent,2019-06,6850.00,2019-06-28
422,6,Electricity,2019-06,1030.37,2019-06-28
423,6,Water,2019-06,126.70,2019-06-28
424,6,Internet,2019-06,209.00,2019-06-28
425,6,Maintenance,2019-06,772.89,2019-06-28
426,6,Waste Management,2019-06,154.09,2019-06-28
427,7,Rent,2019-06,5900.00,2019-06-28
428,7,Electricity,2019-06,797.51,2019-06-28
429,7,Water,2019-06,97.35,2019-06-28
430,7,Internet,2019-06,209.00,2019-06-28
431,7,Maintenance,2019-06,657.11,2019-06-28
432,7,Waste Management,2019-06,134.11,2019-06-28
433,8,Rent,2019-06,6450.00,2019-06-28
434,8,Electricity,2019-06,999.84,2019-06-28
435,8,Water,2019-06,118.06,2019-06-28
436,8,Internet,2019-06,209.00,2019-06-28
437,8,Maintenance,2019-06,643.10,2019-06-28
438,8,Waste Management,2019-06,146.50,2019-06-28
439,9,Rent,2019-06,5050.00,2019-06-28
440,9,Electricity,2019-06,741.08,2019-06-28
441,9,Water,2019-06,83.44,2019-06-28
442,9,Internet,2019-06,209.00,2019-06-28
443,9,Maintenance,2019-06,470.82,2019-06-28
444,9,Waste Management,2019-06,109.33,2019-06-28
445,10,Rent,2019-06,6250.00,2019-06-28
446,10,Electricity,2019-06,938.08,2019-06-28
447,10,Water,2019-06,112.53,2019-06-28
448,10,Internet,2019-06,209.00,2019-06-28
449,10,Maintenance,2019-06,498.88,2019-06-28
450,10,Waste Management,2019-06,138.54,2019-06-28
451,11,Rent,2019-06,6000.00,2019-06-28
452,11,Electricity,2019-06,863.55,2019-06-28
453,11,Water,2019-06,97.18,2019-06-28
454,11,Internet,2019-06,209.00,2019-06-28
455,11,Maintenance,2019-06,580.85,2019-06-28
456,11,Waste Management,2019-06,133.46,2019-06-28
457,12,Rent,2019-06,4850.00,2019-06-28
458,12,Electricity,2019-06,659.37,2019-06-28
459,12,Water,2019-06,87.94,2019-06-28
460,12,Internet,2019-06,209.00,2019-06-28
461,12,Maintenance,2019-06,357.70,2019-06-28
462,12,Waste Management,2019-06,107.10,2019-06-28
463,13,Rent,2019-06,3300.00,2019-06-28
464,13,Electricity,2019-06,460.08,2019-06-28
465,13,Water,2019-06,55.62,2019-06-28
466,13,Internet,2019-06,209.00,2019-06-28
467,13,Maintenance,2019-06,308.45,2019-06-28
468,13,Waste Management,2019-06,72.99,2019-06-28
469,1,Rent,2019-07,12950.00,2019-07-28
470,1,Electricity,2019-07,1551.62,2019-07-28
471,1,Water,2019-07,236.53,2019-07-28
472,1,Internet,2019-07,209.00,2019-07-28
473,1,Maintenance,2019-07,1299.28,2019-07-28
474,1,Waste Management,2019-07,294.83,2019-07-28
475,2,Rent,2019-07,9950.00,2019-07-28
476,2,Electricity,2019-07,1362.31,2019-07-28
477,2,Water,2019-07,180.85,2019-07-28
478,2,Internet,2019-07,209.00,2019-07-28
479,2,Maintenance,2019-07,961.97,2019-07-28
480,2,Waste Management,2019-07,225.05,2019-07-28
481,3,Rent,2019-07,8250.00,2019-07-28
482,3,Electricity,2019-07,1025.84,2019-07-28
483,3,Water,2019-07,156.10,2019-07-28
484,3,Internet,2019-07,209.00,2019-07-28
485,3,Maintenance,2019-07,611.60,2019-07-28
486,3,Waste Management,2019-07,190.51,2019-07-28
487,4,Rent,2019-07,6700.00,2019-07-28
488,4,Electricity,2019-07,862.73,2019-07-28
489,4,Water,2019-07,115.60,2019-07-28
490,4,Internet,2019-07,209.00,2019-07-28
491,4,Maintenance,2019-07,752.64,2019-07-28
492,4,Waste Management,2019-07,144.75,2019-07-28
493,5,Rent,2019-07,5200.00,2019-07-28
494,5,Electricity,2019-07,640.73,2019-07-28
495,5,Water,2019-07,94.54,2019-07-28
496,5,Internet,2019-07,209.00,2019-07-28
497,5,Maintenance,2019-07,460.52,2019-07-28
498,5,Waste Management,2019-07,115.67,2019-07-28
499,6,Rent,2019-07,6850.00,2019-07-28
500,6,Electricity,2019-07,886.36,2019-07-28
501,6,Water,2019-07,133.74,2019-07-28
502,6,Internet,2019-07,209.00,2019-07-28
503,6,Maintenance,2019-07,680.78,2019-07-28
504,6,Waste Management,2019-07,144.57,2019-07-28
505,7,Rent,2019-07,5900.00,2019-07-28
506,7,Electricity,2019-07,790.36,2019-07-28
507,7,Water,2019-07,113.38,2019-07-28
508,7,Internet,2019-07,209.00,2019-07-28
509,7,Maintenance,2019-07,637.21,2019-07-28
510,7,Waste Management,2019-07,135.97,2019-07-28
511,8,Rent,2019-07,6450.00,2019-07-28
512,8,Electricity,2019-07,778.32,2019-07-28
513,8,Water,2019-07,108.08,2019-07-28
514,8,Internet,2019-07,209.00,2019-07-28
515,8,Maintenance,2019-07,650.07,2019-07-28
516,8,Waste Management,2019-07,143.31,2019-07-28
517,9,Rent,2019-07,5050.00,2019-07-28
518,9,Electricity,2019-07,704.69,2019-07-28
519,9,Water,2019-07,98.63,2019-07-28
520,9,Internet,2019-07,209.00,2019-07-28
521,9,Maintenance,2019-07,437.15,2019-07-28
522,9,Waste Management,2019-07,108.77,2019-07-28
523,10,Rent,2019-07,6250.00,2019-07-28
524,10,Electricity,2019-07,835.01,2019-07-28
525,10,Water,2019-07,121.88,2019-07-28
526,10,Internet,2019-07,209.00,2019-07-28
527,10,Maintenance,2019-07,533.58,2019-07-28
528,10,Waste Management,2019-07,132.20,2019-07-28
529,11,Rent,2019-07,6000.00,2019-07-28
530,11,Electricity,2019-07,725.41,2019-07-28
531,11,Water,2019-07,105.77,2019-07-28
532,11,Internet,2019-07,209.00,2019-07-28
533,11,Maintenance,2019-07,509.21,2019-07-28
534,11,Waste Management,2019-07,127.66,2019-07-28
535,12,Rent,2019-07,4850.00,2019-07-28
536,12,Electricity,2019-07,655.78,2019-07-28
537,12,Water,2019-07,82.28,2019-07-28
538,12,Internet,2019-07,209.00,2019-07-28
539,12,Maintenance,2019-07,452.49,2019-07-28
540,12,Waste Management,2019-07,104.39,2019-07-28
541,13,Rent,2019-07,3300.00,2019-07-28
542,13,Electricity,2019-07,428.14,2019-07-28
543,13,Water,2019-07,56.12,2019-07-28
544,13,Internet,2019-07,209.00,2019-07-28
545,13,Maintenance,2019-07,316.88,2019-07-28
546,13,Waste Management,2019-07,73.84,2019-07-28
547,1,Rent,2019-08,12950.00,2019-08-28
548,1,Electricity,2019-08,1780.82,2019-08-28
549,1,Water,2019-08,242.25,2019-08-28
550,1,Internet,2019-08,209.00,2019-08-28
551,1,Maintenance,2019-08,1111.53,2019-08-28
552,1,Waste Management,2019-08,297.26,2019-08-28
553,2,Rent,2019-08,9950.00,2019-08-28
554,2,Electricity,2019-08,1235.63,2019-08-28
555,2,Water,2019-08,163.77,2019-08-28
556,2,Internet,2019-08,209.00,2019-08-28
557,2,Maintenance,2019-08,783.09,2019-08-28
558,2,Waste Management,2019-08,221.18,2019-08-28
559,3,Rent,2019-08,8250.00,2019-08-28
