order_det_ID,order_ID,product_ID,order_quantity,order_unit_price,order_discount,order_tax
635608,290838,8,1,38.00,2.66,2.12
635609,290838,39,2,62.00,8.68,6.92
635610,290839,23,2,62.00,3.72,7.22
635611,290840,21,2,108.00,0.00,12.96
635612,290840,5,1,35.00,0.00,2.10
635613,290841,29,1,34.00,1.70,1.94
635614,290841,44,1,68.00,3.40,3.88
635615,290842,34,2,85.00,0.00,10.20
635616,290842,28,1,50.00,0.00,3.00
635617,290843,32,1,68.00,0.00,4.08
635618,290843,9,1,30.00,0.00,1.80
635619,290843,25,1,48.00,0.00,2.88
635620,290843,39,1,62.00,0.00,3.72
635621,290844,38,2,58.00,9.28,6.40
635622,290845,24,1,69.00,2.07,4.02
635623,290846,27,1,38.00,0.00,2.28
635624,290846,24,1,69.00,0.00,4.14
635625,290847,37,2,55.00,3.30,6.40
635626,290847,7,1,32.00,0.96,1.86
635627,290848,37,1,55.00,9.35,2.74
635628,290848,43,1,18.00,3.06,0.90
635629,290849,20,2,48.00,0.00,5.76
635630,290849,10,1,45.00,0.00,2.70
635631,290850,35,1,42.00,5.04,2.22
635632,290850,40,1,72.00,8.64,3.80
635633,290850,6,1,27.00,3.24,1.43
635634,290850,27,1,38.00,4.56,2.01
635635,290851,9,1,30.00,1.50,1.71
635636,290852,21,1,108.00,0.00,6.48
635637,290852,39,1,62.00,0.00,3.72
635638,290853,37,2,55.00,13.20,5.81
635639,290854,11,2,40.00,2.40,4.66
635640,290854,32,1,68.00,2.04,3.96
635641,290855,25,1,48.00,0.00,2.88
635642,290855,40,1,72.00,0.00,4.32
635643,290855,17,1,85.00,0.00,5.10
635644,290856,17,1,85.00,0.00,5.10
635645,290856,18,2,65.00,0.00,7.80
635646,290856,32,1,68.00,0.00,4.08
635647,290856,22,2,55.00,0.00,6.60
635648,290857,6,1,27.00,1.89,1.51
635649,290858,38,1,58.00,0.00,3.48
635650,290858,7,1,32.00,0.00,1.92
635651,290858,45,1,105.00,0.00,6.30
635652,290858,29,1,34.00,0.00,2.04
635653,290859,27,1,38.00,0.00,2.28
635654,290859,6,2,27.00,0.00,3.24
635655,290859,22,3,55.00,0.00,9.90
635656,290859,41,1,22.00,0.00,1.32
635657,290859,36,1,72.00,0.00,4.32
635658,290860,43,1,18.00,1.26,1.00
635659,290860,40,1,72.00,5.04,4.02
635660,290860,39,2,62.00,8.68,6.92
635661,290861,38,1,58.00,0.00,3.48
635662,290861,27,1,38.00,0.00,2.28
635663,290861,13,1,84.00,0.00,5.04
635664,290862,48,1,88.00,0.00,5.28
635665,290862,40,1,72.00,0.00,4.32
635666,290862,26,2,58.00,0.00,6.96
635667,290863,36,1,72.00,2.16,4.19
635668,290864,8,1,38.00,3.04,2.10
635669,290864,23,1,62.00,4.96,3.42
635670,290864,45,1,105.00,8.40,5.80
635671,290865,18,2,65.00,0.00,7.80
635672,290865,21,1,108.00,0.00,6.48
635673,290865,43,1,18.00,0.00,1.08
635674,290865,3,3,29.00,0.00,5.22
635675,290865,12,1,98.00,0.00,5.88
635676,290866,16,1,149.00,17.88,7.87
635677,290867,42,1,25.00,0.00,1.50
635678,290868,7,2,32.00,0.00,3.84
635679,290868,19,1,88.00,0.00,5.28
635680,290869,27,1,38.00,0.00,2.28
635681,290870,46,1,82.00,0.00,4.92
635682,290871,9,1,30.00,0.90,1.75
635683,290872,43,2,18.00,1.08,2.10
635684,290872,45,2,105.00,6.30,12.22
635685,290873,26,1,58.00,1.74,3.38
635686,290873,22,1,55.00,1.65,3.20
635687,290873,22,2,55.00,3.30,6.40
635688,290873,17,1,85.00,2.55,4.95
635689,290873,33,2,58.00,3.48,6.75
635690,290874,21,1,108.00,0.00,6.48
635691,290874,21,2,108.00,0.00,12.96
635692,290874,28,1,50.00,0.00,3.00
635693,290875,6,2,27.00,0.00,3.24
635694,290875,7,1,32.00,0.00,1.92
635695,290875,13,1,84.00,0.00,5.04
635696,290876,31,1,48.00,1.44,2.79
635697,290877,13,1,84.00,0.00,5.04
635698,290877,46,1,82.00,0.00,4.92
635699,290877,47,1,52.00,0.00,3.12
635700,290878,17,1,85.00,0.00,5.10
635701,290879,24,2,69.00,0.00,8.28
635702,290880,24,1,69.00,2.07,4.02
635703,290880,27,2,38.00,2.28,4.42
635704,290880,43,1,18.00,0.54,1.05
635705,290881,17,1,85.00,5.95,4.74
635706,290881,16,1,149.00,10.43,8.31
635707,290881,22,2,55.00,7.70,6.14
635708,290881,11,1,40.00,2.80,2.23
635709,290881,48,1,88.00,6.16,4.91
635710,290882,25,1,48.00,0.00,2.88
635711,290882,34,2,85.00,0.00,10.20
635712,290883,17,1,85.00,5.95,4.74
635713,290884,13,2,84.00,0.00,10.08
635714,290885,43,2,18.00,1.80,2.05
635715,290886,22,1,55.00,1.65,3.20
635716,290886,39,1,62.00,1.86,3.61
635717,290887,10,2,45.00,2.70,5.24
635718,290888,42,2,25.00,0.00,3.00
635719,290888,3,1,29.00,0.00,1.74
635720,290889,42,2,25.00,1.50,2.91
635721,290890,37,1,55.00,0.00,3.30
635722,290890,23,2,62.00,0.00,7.44
635723,290891,12,1,98.00,0.00,5.88
635724,290891,4,2,54.00,0.00,6.48
635725,290892,17,1,85.00,2.55,4.95
635726,290893,5,2,35.00,4.90,3.91
635727,290893,2,2,38.00,5.32,4.24
635728,290894,5,3,35.00,0.00,6.30
635729,290894,38,1,58.00,0.00,3.48
635730,290895,17,1,85.00,0.00,5.10
635731,290895,11,1,40.00,0.00,2.40
635732,290896,19,2,88.00,5.28,10.24
635733,290897,27,3,38.00,0.00,6.84
635734,290897,31,3,48.00,0.00,8.64
635735,290897,2,1,38.00,0.00,2.28
635736,290897,46,1,82.00,0.00,4.92
635737,290898,11,2,40.00,0.00,4.80
635738,290899,17,1,85.00,5.95,4.74
635739,290899,19,1,88.00,6.16,4.91
635740,290899,28,1,50.00,3.50,2.79
635741,290900,10,1,45.00,5.40,2.38
635742,290900,17,1,85.00,10.20,4.49
635743,290900,5,3,35.00,12.60,5.54
635744,290901,13,1,84.00,5.88,4.69
635745,290901,28,1,50.00,3.50,2.79
635746,290901,3,1,29.00,2.03,1.62
635747,290902,41,1,22.00,0.00,1.32
635748,290902,17,1,85.00,0.00,5.10
635749,290903,24,1,69.00,4.83,3.85
635750,290903,33,1,58.00,4.06,3.24
635751,290903,19,3,88.00,18.48,14.73
635752,290903,22,1,55.00,3.85,3.07
635753,290904,7,2,32.00,1.92,3.72
635754,290904,15,1,125.00,3.75,7.27
635755,290905,48,1,88.00,2.64,5.12
635756,290905,19,1,88.00,2.64,5.12
635757,290905,10,1,45.00,1.35,2.62
635758,290905,3,2,29.00,1.74,3.38
635759,290906,30,1,82.00,5.74,4.58
635760,290906,41,1,22.00,1.54,1.23
635761,290906,22,1,55.00,3.85,3.07
635762,290907,41,2,22.00,1.32,2.56
635763,290908,3,1,29.00,1.45,1.65
635764,290908,25,1,48.00,2.40,2.74
635765,290908,43,1,18.00,0.90,1.03
635766,290908,2,2,38.00,3.80,4.33
635767,290909,23,2,62.00,3.72,7.22
635768,290909,6,3,27.00,2.43,4.71
635769,290909,28,1,50.00,1.50,2.91
635770,290909,37,1,55.00,1.65,3.20
635771,290910,30,1,82.00,4.10,4.67
635772,290910,28,1,50.00,2.50,2.85
635773,290911,27,1,38.00,0.00,2.28
635774,290912,1,1,32.00,0.00,1.92
635775,290912,12,1,98.00,0.00,5.88
635776,290913,17,1,85.00,2.55,4.95
635777,290913,35,1,42.00,1.26,2.44
635778,290913,7,1,32.00,0.96,1.86
635779,290913,36,1,72.00,2.16,4.19
635780,290913,14,1,68.00,2.04,3.96
635781,290914,8,1,38.00,0.00,2.28
635782,290914,4,1,54.00,0.00,3.24
635783,290914,38,3,58.00,0.00,10.44
635784,290915,29,1,34.00,1.70,1.94
635785,290915,25,1,48.00,2.40,2.74
635786,290916,16,1,149.00,0.00,8.94
635787,290917,21,1,108.00,18.36,5.38
635788,290917,27,1,38.00,6.46,1.89
635789,290917,37,1,55.00,9.35,2.74
635790,290918,9,1,30.00,1.50,1.71
635791,290918,40,2,72.00,7.20,8.21
635792,290918,30,1,82.00,4.10,4.67
635793,290919,20,1,48.00,5.76,2.53
635794,290919,23,2,62.00,14.88,6.55
635795,290919,42,2,25.00,6.00,2.64
635796,290920,6,3,27.00,9.72,4.28
635797,290921,7,1,32.00,0.00,1.92
635798,290921,6,1,27.00,0.00,1.62
635799,290922,15,1,125.00,15.00,6.60
635800,290922,21,2,108.00,25.92,11.40
635801,290922,9,1,30.00,3.60,1.58
635802,290922,2,1,38.00,4.56,2.01
635803,290922,37,1,55.00,6.60,2.90
635804,290923,13,2,84.00,0.00,10.08
635805,290923,22,1,55.00,0.00,3.30
635806,290924,40,1,72.00,3.60,4.10
635807,290925,4,1,54.00,0.00,3.24
635808,290925,7,2,32.00,0.00,3.84
635809,290925,6,2,27.00,0.00,3.24
635810,290925,28,1,50.00,0.00,3.00
635811,290925,1,1,32.00,0.00,1.92
635812,290926,38,1,58.00,2.90,3.31
635813,290926,21,1,108.00,5.40,6.16
635814,290927,38,1,58.00,0.00,3.48
635815,290928,42,1,25.00,0.00,1.50
635816,290929,5,1,35.00,1.75,1.99
635817,290929,21,1,108.00,5.40,6.16
635818,290930,14,1,68.00,8.16,3.59
635819,290931,24,1,69.00,4.83,3.85
635820,290931,21,1,108.00,7.56,6.03
635821,290931,2,1,38.00,2.66,2.12
635822,290932,47,1,52.00,0.00,3.12
635823,290933,13,1,84.00,0.00,5.04
635824,290934,9,2,30.00,1.80,3.49
635825,290935,22,1,55.00,2.75,3.13
635826,290936,26,2,58.00,13.92,6.12
635827,290936,9,2,30.00,7.20,3.17
635828,290937,48,2,88.00,14.08,9.72
635829,290937,8,1,38.00,3.04,2.10
635830,290937,41,1,22.00,1.76,1.21
635831,290937,25,1,48.00,3.84,2.65
635832,290938,3,1,29.00,3.48,1.53
635833,290938,2,1,38.00,4.56,2.01
635834,290939,39,1,62.00,1.86,3.61
635835,290939,5,1,35.00,1.05,2.04
635836,290939,43,2,18.00,1.08,2.10
635837,290940,35,2,42.00,2.52,4.89
635838,290940,35,1,42.00,1.26,2.44
635839,290940,2,1,38.00,1.14,2.21
635840,290940,25,2,48.00,2.88,5.59
635841,290940,6,2,27.00,1.62,3.14
635842,290941,43,1,18.00,0.00,1.08
635843,290941,17,1,85.00,0.00,5.10
635844,290941,41,2,22.00,0.00,2.64
635845,290942,23,1,62.00,1.86,3.61
635846,290943,27,1,38.00,1.14,2.21
635847,290944,16,1,149.00,0.00,8.94
635848,290945,16,1,149.00,4.47,8.67
635849,290945,26,1,58.00,1.74,3.38
635850,290945,30,2,82.00,4.92,9.54
635851,290946,22,3,55.00,0.00,9.90
635852,290946,3,1,29.00,0.00,1.74
635853,290946,22,1,55.00,0.00,3.30
635854,290946,4,1,54.00,0.00,3.24
635855,290947,23,1,62.00,0.00,3.72
635856,290947,44,2,68.00,0.00,8.16
635857,290948,31,2,48.00,11.52,5.07
635858,290948,29,1,34.00,4.08,1.80
635859,290948,43,1,18.00,2.16,0.95
635860,290949,40,1,72.00,0.00,4.32
635861,290949,42,2,25.00,0.00,3.00
635862,290949,17,2,85.00,0.00,10.20
635863,290949,11,1,40.00,0.00,2.40
635864,290950,25,2,48.00,11.52,5.07
635865,290950,26,2,58.00,13.92,6.12
635866,290951,42,1,25.00,1.75,1.40
635867,290951,45,3,105.00,22.05,17.58
635868,290951,33,1,58.00,4.06,3.24
635869,290952,22,2,55.00,7.70,6.14
635870,290952,38,2,58.00,8.12,6.47
635871,290952,4,1,54.00,3.78,3.01
635872,290952,9,1,30.00,2.10,1.67
635873,290952,25,1,48.00,3.36,2.68
635874,290953,31,1,48.00,0.00,2.88
635875,290953,24,1,69.00,0.00,4.14
635876,290953,16,1,149.00,0.00,8.94
635877,290954,1,1,32.00,3.84,1.69
635878,290954,34,1,85.00,10.20,4.49
635879,290954,43,3,18.00,6.48,2.85
635880,290954,6,2,27.00,6.48,2.85
635881,290954,30,1,82.00,9.84,4.33
635882,290955,35,1,42.00,5.04,2.22
635883,290955,26,1,58.00,6.96,3.06
635884,290956,34,2,85.00,5.10,9.89
635885,290957,18,1,65.00,3.25,3.71
635886,290957,38,1,58.00,2.90,3.31
635887,290957,9,1,30.00,1.50,1.71
635888,290957,4,1,54.00,2.70,3.08
635889,290958,32,1,68.00,2.04,3.96
635890,290959,21,2,108.00,0.00,12.96
635891,290959,35,1,42.00,0.00,2.52
635892,290959,46,1,82.00,0.00,4.92
635893,290960,38,1,58.00,1.74,3.38
635894,290960,38,1,58.00,1.74,3.38
635895,290960,30,1,82.00,2.46,4.77
635896,290961,41,2,22.00,0.00,2.64
635897,290961,40,2,72.00,0.00,8.64
635898,290961,9,3,30.00,0.00,5.40
635899,290962,9,1,30.00,0.00,1.80
635900,290963,25,1,48.00,1.44,2.79
635901,290964,14,1,68.00,0.00,4.08
635902,290964,18,1,65.00,0.00,3.90
635903,290965,35,2,42.00,0.00,5.04
635904,290965,46,1,82.00,0.00,4.92
635905,290965,6,1,27.00,0.00,1.62
635906,290966,44,1,68.00,0.00,4.08
635907,290967,39,1,62.00,4.34,3.46
635908,290967,4,1,54.00,3.78,3.01
635909,290968,13,1,84.00,2.52,4.89
635910,290968,43,1,18.00,0.54,1.05
635911,290968,32,1,68.00,2.04,3.96
635912,290969,43,1,18.00,0.00,1.08
635913,290969,5,2,35.00,0.00,4.20
635914,290969,7,1,32.00,0.00,1.92
635915,290969,25,1,48.00,0.00,2.88
635916,290970,1,1,32.00,0.00,1.92
635917,290970,29,1,34.00,0.00,2.04
635918,290971,3,1,29.00,0.00,1.74
635919,290971,6,2,27.00,0.00,3.24
635920,290972,39,1,62.00,4.34,3.46
635921,290972,25,2,48.00,6.72,5.36
635922,290973,3,3,29.00,0.00,5.22
635923,290973,1,2,32.00,0.00,3.84
635924,290974,41,1,22.00,1.54,1.23
635925,290974,8,1,38.00,2.66,2.12
635926,290975,47,1,52.00,0.00,3.12
635927,290975,22,1,55.00,0.00,3.30
635928,290976,3,2,29.00,1.74,3.38
635929,290976,15,1,125.00,3.75,7.27
635930,290976,45,3,105.00,9.45,18.33
635931,290976,21,1,108.00,3.24,6.29
635932,290976,34,2,85.00,5.10,9.89
635933,290977,42,1,25.00,0.75,1.45
635934,290977,32,2,68.00,4.08,7.92
635935,290977,33,1,58.00,1.74,3.38
635936,290978,11,1,40.00,4.80,2.11
635937,290978,10,1,45.00,5.40,2.38
635938,290978,17,1,85.00,10.20,4.49
635939,290978,11,1,40.00,4.80,2.11
635940,290978,35,2,42.00,10.08,4.44
635941,290979,16,1,149.00,4.47,8.67
635942,290980,6,2,27.00,0.00,3.24
635943,290981,39,1,62.00,7.44,3.27
635944,290982,18,2,65.00,0.00,7.80
635945,290982,3,2,29.00,0.00,3.48
635946,290983,38,1,58.00,9.86,2.89
635947,290983,43,2,18.00,6.12,1.79
635948,290983,6,1,27.00,4.59,1.34
635949,290983,46,1,82.00,13.94,4.08
635950,290984,43,1,18.00,0.00,1.08
635951,290984,42,1,25.00,0.00,1.50
635952,290984,39,1,62.00,0.00,3.72
635953,290984,42,1,25.00,0.00,1.50
635954,290984,35,1,42.00,0.00,2.52
635955,290985,32,1,68.00,3.40,3.88
635956,290985,10,2,45.00,4.50,5.13
635957,290985,42,1,25.00,1.25,1.43
635958,290986,40,1,72.00,2.16,4.19
635959,290987,11,1,40.00,0.00,2.40
635960,290987,23,1,62.00,0.00,3.72
635961,290988,7,1,32.00,0.96,1.86
635962,290988,10,1,45.00,1.35,2.62
635963,290988,23,1,62.00,1.86,3.61
635964,290989,10,2,45.00,7.20,4.97
635965,290990,14,2,68.00,6.80,7.75
635966,290990,43,1,18.00,0.90,1.03
635967,290990,35,1,42.00,2.10,2.39
635968,290991,22,1,55.00,0.00,3.30
635969,290991,20,2,48.00,0.00,5.76
635970,290992,6,1,27.00,1.89,1.51
635971,290992,41,2,22.00,3.08,2.46
635972,290992,23,2,62.00,8.68,6.92
