br_exp_ID,br_ID,br_utils_ID,billing_period,payment_amount,payment_date
2348,4,2,2025-02,1349.30,2025-02-28
2349,4,3,2025-02,173.18,2025-02-28
2350,4,4,2025-02,221.54,2025-02-28
2351,4,5,2025-02,892.75,2025-02-28
2352,4,6,2025-02,227.66,2025-02-28
2353,5,1,2025-02,7844.00,2025-02-28
2354,5,2,2025-02,954.59,2025-02-28
2355,5,3,2025-02,142.98,2025-02-28
2356,5,4,2025-02,221.54,2025-02-28
2357,5,5,2025-02,609.26,2025-02-28
2358,5,6,2025-02,172.68,2025-02-28
2359,6,1,2025-02,9328.00,2025-02-28
2360,6,2,2025-02,1119.83,2025-02-28
2361,6,3,2025-02,160.27,2025-02-28
2362,6,4,2025-02,221.54,2025-02-28
2363,6,5,2025-02,658.41,2025-02-28
2364,6,6,2025-02,200.53,2025-02-28
2365,1,1,2025-03,19610.00,2025-03-28
2366,1,2,2025-03,2991.98,2025-03-28
2367,1,3,2025-03,320.05,2025-03-28
2368,1,4,2025-03,221.54,2025-03-28
2369,1,5,2025-03,1913.34,2025-03-28
2370,1,6,2025-03,433.54,2025-03-28
2371,2,1,2025-03,15052.00,2025-03-28
2372,2,2,2025-03,2249.17,2025-03-28
2373,2,3,2025-03,293.69,2025-03-28
2374,2,4,2025-03,221.54,2025-03-28
2375,2,5,2025-03,1123.56,2025-03-28
2376,2,6,2025-03,330.84,2025-03-28
2377,3,1,2025-03,12508.00,2025-03-28
2378,3,2,2025-03,1695.48,2025-03-28
2379,3,3,2025-03,233.01,2025-03-28
2380,3,4,2025-03,221.54,2025-03-28
2381,3,5,2025-03,957.31,2025-03-28
2382,3,6,2025-03,275.10,2025-03-28
2383,4,1,2025-03,10176.00,2025-03-28
2384,4,2,2025-03,1571.56,2025-03-28
2385,4,3,2025-03,173.23,2025-03-28
2386,4,4,2025-03,221.54,2025-03-28
2387,4,5,2025-03,1007.11,2025-03-28
2388,4,6,2025-03,222.97,2025-03-28
2389,5,1,2025-03,7844.00,2025-03-28
2390,5,2,2025-03,1166.32,2025-03-28
2391,5,3,2025-03,144.91,2025-03-28
2392,5,4,2025-03,221.54,2025-03-28
2393,5,5,2025-03,824.74,2025-03-28
2394,5,6,2025-03,181.31,2025-03-28
2395,6,1,2025-03,9328.00,2025-03-28
2396,6,2,2025-03,1436.34,2025-03-28
2397,6,3,2025-03,154.62,2025-03-28
2398,6,4,2025-03,221.54,2025-03-28
2399,6,5,2025-03,931.33,2025-03-28
2400,6,6,2025-03,202.10,2025-03-28
2401,1,1,2025-04,19610.00,2025-04-28
2402,1,2,2025-04,2763.20,2025-04-28
2403,1,3,2025-04,347.52,2025-04-28
2404,1,4,2025-04,221.54,2025-04-28
2405,1,5,2025-04,1904.48,2025-04-28
2406,1,6,2025-04,436.01,2025-04-28
2407,2,1,2025-04,15052.00,2025-04-28
2408,2,2,2025-04,2284.05,2025-04-28
2409,2,3,2025-04,277.77,2025-04-28
2410,2,4,2025-04,221.54,2025-04-28
2411,2,5,2025-04,1388.12,2025-04-28
2412,2,6,2025-04,324.83,2025-04-28
2413,3,1,2025-04,12508.00,2025-04-28
2414,3,2,2025-04,1893.70,2025-04-28
2415,3,3,2025-04,234.23,2025-04-28
2416,3,4,2025-04,221.54,2025-04-28
2417,3,5,2025-04,1422.68,2025-04-28
2418,3,6,2025-04,263.63,2025-04-28
2419,4,1,2025-04,10176.00,2025-04-28
2420,4,2,2025-04,1388.02,2025-04-28
2421,4,3,2025-04,189.71,2025-04-28
2422,4,4,2025-04,221.54,2025-04-28
2423,4,5,2025-04,1061.08,2025-04-28
2424,4,6,2025-04,229.66,2025-04-28
2425,5,1,2025-04,7844.00,2025-04-28
2426,5,2,2025-04,1069.03,2025-04-28
2427,5,3,2025-04,132.29,2025-04-28
2428,5,4,2025-04,221.54,2025-04-28
2429,5,5,2025-04,579.38,2025-04-28
2430,5,6,2025-04,181.89,2025-04-28
2431,6,1,2025-04,9328.00,2025-04-28
2432,6,2,2025-04,1404.21,2025-04-28
2433,6,3,2025-04,164.69,2025-04-28
2434,6,4,2025-04,221.54,2025-04-28
2435,6,5,2025-04,649.71,2025-04-28
2436,6,6,2025-04,199.21,2025-04-28
2437,1,1,2025-05,19610.00,2025-05-28
2438,1,2,2025-05,3074.59,2025-05-28
2439,1,3,2025-05,377.32,2025-05-28
2440,1,4,2025-05,221.54,2025-05-28
2441,1,5,2025-05,1441.56,2025-05-28
2442,1,6,2025-05,435.08,2025-05-28
2443,2,1,2025-05,15052.00,2025-05-28
2444,2,2,2025-05,2326.27,2025-05-28
2445,2,3,2025-05,280.01,2025-05-28
2446,2,4,2025-05,221.54,2025-05-28
2447,2,5,2025-05,1597.71,2025-05-28
2448,2,6,2025-05,342.04,2025-05-28
2449,3,1,2025-05,12508.00,2025-05-28
2450,3,2,2025-05,1754.27,2025-05-28
2451,3,3,2025-05,232.18,2025-05-28
2452,3,4,2025-05,221.54,2025-05-28
2453,3,5,2025-05,1156.01,2025-05-28
2454,3,6,2025-05,285.62,2025-05-28
2455,4,1,2025-05,10176.00,2025-05-28
2456,4,2,2025-05,1565.59,2025-05-28
2457,4,3,2025-05,191.29,2025-05-28
2458,4,4,2025-05,221.54,2025-05-28
2459,4,5,2025-05,1137.25,2025-05-28
2460,4,6,2025-05,231.83,2025-05-28
2461,5,1,2025-05,7844.00,2025-05-28
2462,5,2,2025-05,1158.97,2025-05-28
2463,5,3,2025-05,129.02,2025-05-28
2464,5,4,2025-05,221.54,2025-05-28
2465,5,5,2025-05,825.86,2025-05-28
2466,5,6,2025-05,172.40,2025-05-28
2467,6,1,2025-05,9328.00,2025-05-28
2468,6,2,2025-05,1388.66,2025-05-28
2469,6,3,2025-05,163.44,2025-05-28
2470,6,4,2025-05,221.54,2025-05-28
2471,6,5,2025-05,850.70,2025-05-28
2472,6,6,2025-05,215.67,2025-05-28
2473,1,1,2025-06,19610.00,2025-06-28
2474,1,2,2025-06,2808.77,2025-06-28
2475,1,3,2025-06,378.07,2025-06-28
2476,1,4,2025-06,221.54,2025-06-28
2477,1,5,2025-06,1626.28,2025-06-28
2478,1,6,2025-06,416.10,2025-06-28
2479,2,1,2025-06,15052.00,2025-06-28
2480,2,2,2025-06,2302.49,2025-06-28
2481,2,3,2025-06,268.60,2025-06-28
2482,2,4,2025-06,221.54,2025-06-28
2483,2,5,2025-06,1360.92,2025-06-28
2484,2,6,2025-06,329.14,2025-06-28
2485,3,1,2025-06,12508.00,2025-06-28
2486,3,2,2025-06,1826.27,2025-06-28
2487,3,3,2025-06,211.68,2025-06-28
2488,3,4,2025-06,221.54,2025-06-28
2489,3,5,2025-06,1223.86,2025-06-28
2490,3,6,2025-06,280.38,2025-06-28
2491,4,1,2025-06,10176.00,2025-06-28
2492,4,2,2025-06,1506.57,2025-06-28
2493,4,3,2025-06,185.84,2025-06-28
2494,4,4,2025-06,221.54,2025-06-28
2495,4,5,2025-06,1094.75,2025-06-28
2496,4,6,2025-06,223.66,2025-06-28
2497,5,1,2025-06,7844.00,2025-06-28
2498,5,2,2025-06,1072.04,2025-06-28
2499,5,3,2025-06,141.32,2025-06-28
2500,5,4,2025-06,221.54,2025-06-28
2501,5,5,2025-06,800.28,2025-06-28
2502,5,6,2025-06,172.12,2025-06-28
2503,6,1,2025-06,9328.00,2025-06-28
2504,6,2,2025-06,1435.47,2025-06-28
2505,6,3,2025-06,180.60,2025-06-28
2506,6,4,2025-06,221.54,2025-06-28
2507,6,5,2025-06,1061.81,2025-06-28
2508,6,6,2025-06,201.49,2025-06-28
2509,1,1,2025-07,19610.00,2025-07-28
2510,1,2,2025-07,2708.84,2025-07-28
2511,1,3,2025-07,328.00,2025-07-28
2512,1,4,2025-07,221.54,2025-07-28
2513,1,5,2025-07,1426.12,2025-07-28
2514,1,6,2025-07,435.89,2025-07-28
2515,2,1,2025-07,15052.00,2025-07-28
2516,2,2,2025-07,1882.59,2025-07-28
2517,2,3,2025-07,265.21,2025-07-28
2518,2,4,2025-07,221.54,2025-07-28
2519,2,5,2025-07,1599.07,2025-07-28
2520,2,6,2025-07,321.24,2025-07-28
2521,3,1,2025-07,12508.00,2025-07-28
2522,3,2,2025-07,1698.09,2025-07-28
2523,3,3,2025-07,232.18,2025-07-28
2524,3,4,2025-07,221.54,2025-07-28
2525,3,5,2025-07,839.83,2025-07-28
2526,3,6,2025-07,289.94,2025-07-28
2527,4,1,2025-07,10176.00,2025-07-28
2528,4,2,2025-07,1338.26,2025-07-28
2529,4,3,2025-07,166.06,2025-07-28
2530,4,4,2025-07,221.54,2025-07-28
2531,4,5,2025-07,946.34,2025-07-28
2532,4,6,2025-07,216.37,2025-07-28
2533,5,1,2025-07,7844.00,2025-07-28
2534,5,2,2025-07,946.66,2025-07-28
2535,5,3,2025-07,137.38,2025-07-28
2536,5,4,2025-07,221.54,2025-07-28
2537,5,5,2025-07,802.87,2025-07-28
2538,5,6,2025-07,177.77,2025-07-28
2539,6,1,2025-07,9328.00,2025-07-28
2540,6,2,2025-07,1273.25,2025-07-28
2541,6,3,2025-07,151.39,2025-07-28
2542,6,4,2025-07,221.54,2025-07-28
2543,6,5,2025-07,1009.74,2025-07-28
2544,6,6,2025-07,215.79,2025-07-28
2545,1,1,2025-08,19610.00,2025-08-28
2546,1,2,2025-08,2555.57,2025-08-28
2547,1,3,2025-08,334.29,2025-08-28
2548,1,4,2025-08,221.54,2025-08-28
2549,1,5,2025-08,1552.86,2025-08-28
2550,1,6,2025-08,449.71,2025-08-28
2551,2,1,2025-08,15052.00,2025-08-28
2552,2,2,2025-08,1881.98,2025-08-28
2553,2,3,2025-08,272.25,2025-08-28
2554,2,4,2025-08,221.54,2025-08-28
2555,2,5,2025-08,1280.18,2025-08-28
2556,2,6,2025-08,334.40,2025-08-28
2557,3,1,2025-08,12508.00,2025-08-28
2558,3,2,2025-08,1671.47,2025-08-28
2559,3,3,2025-08,229.43,2025-08-28
2560,3,4,2025-08,221.54,2025-08-28
2561,3,5,2025-08,925.89,2025-08-28
2562,3,6,2025-08,290.74,2025-08-28
2563,4,1,2025-08,10176.00,2025-08-28
2564,4,2,2025-08,1279.72,2025-08-28
2565,4,3,2025-08,199.09,2025-08-28
2566,4,4,2025-08,221.54,2025-08-28
2567,4,5,2025-08,798.35,2025-08-28
2568,4,6,2025-08,224.38,2025-08-28
2569,5,1,2025-08,7844.00,2025-08-28
2570,5,2,2025-08,984.53,2025-08-28
2571,5,3,2025-08,144.56,2025-08-28
2572,5,4,2025-08,221.54,2025-08-28
2573,5,5,2025-08,845.99,2025-08-28
2574,5,6,2025-08,166.36,2025-08-28
2575,6,1,2025-08,9328.00,2025-08-28
2576,6,2,2025-08,1144.09,2025-08-28
2577,6,3,2025-08,166.52,2025-08-28
2578,6,4,2025-08,221.54,2025-08-28
2579,6,5,2025-08,962.93,2025-08-28
2580,6,6,2025-08,213.99,2025-08-28
2581,1,1,2025-09,19610.00,2025-09-28
2582,1,2,2025-09,2506.16,2025-09-28
2583,1,3,2025-09,336.66,2025-09-28
2584,1,4,2025-09,221.54,2025-09-28
2585,1,5,2025-09,2136.91,2025-09-28
2586,1,6,2025-09,423.62,2025-09-28
2587,2,1,2025-09,15052.00,2025-09-28
2588,2,2,2025-09,1896.35,2025-09-28
2589,2,3,2025-09,251.74,2025-09-28
2590,2,4,2025-09,221.54,2025-09-28
2591,2,5,2025-09,1405.99,2025-09-28
2592,2,6,2025-09,333.55,2025-09-28
2593,3,1,2025-09,12508.00,2025-09-28
2594,3,2,2025-09,1553.95,2025-09-28
2595,3,3,2025-09,220.89,2025-09-28
2596,3,4,2025-09,221.54,2025-09-28
2597,3,5,2025-09,1131.70,2025-09-28
2598,3,6,2025-09,287.71,2025-09-28
2599,4,1,2025-09,10176.00,2025-09-28
2600,4,2,2025-09,1222.76,2025-09-28
2601,4,3,2025-09,191.04,2025-09-28
2602,4,4,2025-09,221.54,2025-09-28
2603,4,5,2025-09,986.74,2025-09-28
2604,4,6,2025-09,215.12,2025-09-28
2605,5,1,2025-09,7844.00,2025-09-28
2606,5,2,2025-09,1015.09,2025-09-28
2607,5,3,2025-09,135.76,2025-09-28
2608,5,4,2025-09,221.54,2025-09-28
2609,5,5,2025-09,604.03,2025-09-28
2610,5,6,2025-09,176.50,2025-09-28
2611,6,1,2025-09,9328.00,2025-09-28
2612,6,2,2025-09,1209.03,2025-09-28
2613,6,3,2025-09,164.47,2025-09-28
2614,6,4,2025-09,221.54,2025-09-28
2615,6,5,2025-09,663.10,2025-09-28
2616,6,6,2025-09,201.87,2025-09-28
2617,1,1,2025-10,19610.00,2025-10-28
2618,1,2,2025-10,2730.60,2025-10-28
2619,1,3,2025-10,337.51,2025-10-28
2620,1,4,2025-10,221.54,2025-10-28
2621,1,5,2025-10,2153.82,2025-10-28
2622,1,6,2025-10,421.37,2025-10-28
2623,2,1,2025-10,15052.00,2025-10-28
2624,2,2,2025-10,1835.19,2025-10-28
2625,2,3,2025-10,251.88,2025-10-28
2626,2,4,2025-10,221.54,2025-10-28
2627,2,5,2025-10,1019.96,2025-10-28
2628,2,6,2025-10,328.47,2025-10-28
2629,3,1,2025-10,12508.00,2025-10-28
2630,3,2,2025-10,1512.39,2025-10-28
2631,3,3,2025-10,226.80,2025-10-28
2632,3,4,2025-10,221.54,2025-10-28
2633,3,5,2025-10,1045.69,2025-10-28
2634,3,6,2025-10,279.89,2025-10-28
2635,4,1,2025-10,10176.00,2025-10-28
2636,4,2,2025-10,1369.15,2025-10-28
2637,4,3,2025-10,177.53,2025-10-28
2638,4,4,2025-10,221.54,2025-10-28
2639,4,5,2025-10,1178.28,2025-10-28
2640,4,6,2025-10,221.93,2025-10-28
2641,5,1,2025-10,7844.00,2025-10-28
2642,5,2,2025-10,998.09,2025-10-28
2643,5,3,2025-10,133.00,2025-10-28
2644,5,4,2025-10,221.54,2025-10-28
2645,5,5,2025-10,842.52,2025-10-28
2646,5,6,2025-10,166.16,2025-10-28
2647,6,1,2025-10,9328.00,2025-10-28
2648,6,2,2025-10,1263.75,2025-10-28
2649,6,3,2025-10,180.84,2025-10-28
2650,6,4,2025-10,221.54,2025-10-28
2651,6,5,2025-10,703.07,2025-10-28
2652,6,6,2025-10,200.54,2025-10-28
2653,1,1,2025-11,19610.00,2025-11-28
2654,1,2,2025-11,2657.02,2025-11-28
2655,1,3,2025-11,364.42,2025-11-28
2656,1,4,2025-11,221.54,2025-11-28
2657,1,5,2025-11,1595.73,2025-11-28
2658,1,6,2025-11,448.21,2025-11-28
2659,2,1,2025-11,15052.00,2025-11-28
2660,2,2,2025-11,2028.19,2025-11-28
2661,2,3,2025-11,277.13,2025-11-28
2662,2,4,2025-11,221.54,2025-11-28
2663,2,5,2025-11,1343.18,2025-11-28
2664,2,6,2025-11,334.51,2025-11-28
2665,3,1,2025-11,12508.00,2025-11-28
2666,3,2,2025-11,1717.77,2025-11-28
2667,3,3,2025-11,213.80,2025-11-28
2668,3,4,2025-11,221.54,2025-11-28
2669,3,5,2025-11,856.50,2025-11-28
2670,3,6,2025-11,270.91,2025-11-28
2671,4,1,2025-11,10176.00,2025-11-28
2672,4,2,2025-11,1389.93,2025-11-28
2673,4,3,2025-11,187.43,2025-11-28
2674,4,4,2025-11,221.54,2025-11-28
2675,4,5,2025-11,704.80,2025-11-28
2676,4,6,2025-11,221.80,2025-11-28
2677,5,1,2025-11,7844.00,2025-11-28
2678,5,2,2025-11,1026.33,2025-11-28
2679,5,3,2025-11,131.17,2025-11-28
2680,5,4,2025-11,221.54,2025-11-28
2681,5,5,2025-11,745.64,2025-11-28
2682,5,6,2025-11,172.61,2025-11-28
2683,6,1,2025-11,9328.00,2025-11-28
2684,6,2,2025-11,1177.12,2025-11-28
2685,6,3,2025-11,182.12,2025-11-28
2686,6,4,2025-11,221.54,2025-11-28
2687,6,5,2025-11,651.43,2025-11-28
2688,6,6,2025-11,203.98,2025-11-28
2689,1,1,2025-12,19610.00,2025-12-28
2690,1,2,2025-12,2381.02,2025-12-28
2691,1,3,2025-12,349.64,2025-12-28
2692,1,4,2025-12,221.54,2025-12-28
2693,1,5,2025-12,2208.38,2025-12-28
2694,1,6,2025-12,448.73,2025-12-28
2695,2,1,2025-12,15052.00,2025-12-28
2696,2,2,2025-12,2061.75,2025-12-28
2697,2,3,2025-12,294.72,2025-12-28
2698,2,4,2025-12,221.54,2025-12-28
2699,2,5,2025-12,1218.72,2025-12-28
2700,2,6,2025-12,349.66,2025-12-28
2701,3,1,2025-12,12508.00,2025-12-28
2702,3,2,2025-12,1705.83,2025-12-28
2703,3,3,2025-12,211.30,2025-12-28
2704,3,4,2025-12,221.54,2025-12-28
2705,3,5,2025-12,1114.95,2025-12-28
2706,3,6,2025-12,270.23,2025-12-28
2707,4,1,2025-12,10176.00,2025-12-28
2708,4,2,2025-12,1259.15,2025-12-28
2709,4,3,2025-12,187.58,2025-12-28
2710,4,4,2025-12,221.54,2025-12-28
2711,4,5,2025-12,971.77,2025-12-28
2712,4,6,2025-12,226.82,2025-12-28
2713,5,1,2025-12,7844.00,2025-12-28
2714,5,2,2025-12,959.27,2025-12-28
2715,5,3,2025-12,152.78,2025-12-28
2716,5,4,2025-12,221.54,2025-12-28
2717,5,5,2025-12,620.99,2025-12-28
2718,5,6,2025-12,170.16,2025-12-28
2719,6,1,2025-12,9328.00,2025-12-28
2720,6,2,2025-12,1158.45,2025-12-28
2721,6,3,2025-12,155.79,2025-12-28
2722,6,4,2025-12,221.54,2025-12-28
2723,6,5,2025-12,784.94,2025-12-28
2724,6,6,2025-12,210.43,2025-12-28
