res_ID,cus_ID,br_ID,booking_date,reservation_date,res_status
79266,15542,8,2023-12-26,2024-01-05,Completed
79267,16550,8,2023-12-29,2024-01-05,Completed
79268,11829,8,2024-01-05,2024-01-05,Completed
79269,20103,8,2024-01-03,2024-01-05,Completed
79270,21637,9,2024-01-02,2024-01-05,Completed
79271,16998,9,2023-12-31,2024-01-05,Completed
79272,10246,9,2024-01-02,2024-01-05,Completed
79273,358,9,2024-01-04,2024-01-05,Completed
79274,14207,9,2024-01-04,2024-01-05,Completed
79275,7545,9,2024-01-03,2024-01-05,Completed
79276,17548,10,2024-01-04,2024-01-05,Completed
79277,4041,10,2023-12-26,2024-01-05,Completed
79278,3676,11,2023-12-31,2024-01-05,Completed
79279,20607,11,2023-12-29,2024-01-05,Completed
79280,21538,11,2024-01-03,2024-01-05,Completed
79281,12404,11,2024-01-05,2024-01-05,Completed
79282,11531,12,2023-12-26,2024-01-05,Completed
79283,3760,12,2024-01-05,2024-01-05,Completed
79284,21132,12,2023-12-31,2024-01-05,Completed
79285,2580,12,2023-12-31,2024-01-05,Completed
79286,10625,12,2024-01-03,2024-01-05,Completed
79287,20463,13,2024-01-02,2024-01-05,Completed
79288,4105,1,2024-01-04,2024-01-06,Completed
79289,4989,1,2024-01-06,2024-01-06,Completed
79290,6997,1,2024-01-04,2024-01-06,Completed
79291,17973,1,2024-01-01,2024-01-06,Completed
79292,12975,1,2024-01-01,2024-01-06,Completed
79293,3229,1,2024-01-01,2024-01-06,Completed
79294,2461,1,2023-12-27,2024-01-06,Completed
79295,20122,1,2024-01-06,2024-01-06,Completed
79296,4987,1,2024-01-03,2024-01-06,Completed
79297,17279,1,2024-01-01,2024-01-06,Completed
79298,17292,2,2024-01-01,2024-01-06,Completed
79299,4981,2,2024-01-01,2024-01-06,Completed
79300,21217,2,2024-01-04,2024-01-06,Completed
79301,15329,2,2024-01-04,2024-01-06,Completed
79302,7330,2,2024-01-01,2024-01-06,Completed
79303,1778,2,2024-01-06,2024-01-06,Completed
79304,21051,2,2024-01-05,2024-01-06,Completed
79305,14262,2,2024-01-06,2024-01-06,Completed
79306,20797,2,2024-01-04,2024-01-06,Completed
79307,3084,2,2024-01-03,2024-01-06,Completed
79308,9847,3,2024-01-04,2024-01-06,Completed
79309,6182,3,2024-01-05,2024-01-06,Completed
79310,4774,3,2024-01-06,2024-01-06,Cancelled
79311,20846,3,2024-01-04,2024-01-06,Completed
79312,12360,3,2024-01-06,2024-01-06,Completed
79313,19367,3,2024-01-06,2024-01-06,Completed
79314,17382,4,2024-01-05,2024-01-06,Completed
79315,20177,4,2024-01-06,2024-01-06,No-Show
79316,12537,4,2024-01-01,2024-01-06,Completed
79317,5709,5,2024-01-06,2024-01-06,Completed
79318,1718,5,2024-01-04,2024-01-06,Completed
79319,9924,5,2024-01-03,2024-01-06,Completed
79320,10520,5,2024-01-06,2024-01-06,Completed
79321,18536,6,2024-01-05,2024-01-06,Completed
79322,5300,6,2024-01-05,2024-01-06,Confirmed
79323,12523,7,2024-01-04,2024-01-06,Completed
79324,13569,7,2024-01-06,2024-01-06,Completed
79325,8526,7,2024-01-05,2024-01-06,Completed
79326,18379,7,2024-01-03,2024-01-06,Completed
79327,17162,7,2024-01-05,2024-01-06,Completed
79328,3021,7,2024-01-05,2024-01-06,Completed
79329,4269,7,2024-01-05,2024-01-06,Completed
79330,19263,7,2023-12-27,2024-01-06,Completed
79331,16985,8,2024-01-05,2024-01-06,Completed
79332,2076,8,2023-12-30,2024-01-06,Completed
79333,21682,8,2024-01-05,2024-01-06,No-Show
79334,21291,8,2023-12-30,2024-01-06,Completed
79335,6667,8,2024-01-01,2024-01-06,Completed
79336,13140,9,2024-01-05,2024-01-06,No-Show
79337,1547,9,2024-01-06,2024-01-06,Completed
79338,18075,9,2024-01-01,2024-01-06,Completed
79339,17764,9,2024-01-04,2024-01-06,Completed
79340,15352,9,2024-01-05,2024-01-06,No-Show
79341,18076,10,2023-12-27,2024-01-06,Completed
79342,15034,11,2024-01-06,2024-01-06,Completed
79343,18572,11,2023-12-27,2024-01-06,Cancelled
79344,14513,11,2024-01-05,2024-01-06,Cancelled
79345,19427,11,2024-01-06,2024-01-06,Completed
79346,14086,11,2023-12-23,2024-01-06,Completed
79347,2354,12,2024-01-05,2024-01-06,Completed
79348,4638,12,2024-01-06,2024-01-06,Completed
79349,18664,13,2023-12-23,2024-01-06,Completed
79350,19100,13,2023-12-30,2024-01-06,Completed
79351,1857,1,2023-12-31,2024-01-07,Completed
79352,65,1,2024-01-07,2024-01-07,Completed
79353,12534,1,2023-12-28,2024-01-07,No-Show
79354,9922,1,2024-01-06,2024-01-07,Completed
79355,16730,2,2023-12-28,2024-01-07,Completed
79356,13476,2,2023-12-31,2024-01-07,Completed
79357,9462,2,2024-01-07,2024-01-07,Completed
79358,13688,3,2023-12-28,2024-01-07,Completed
79359,6231,3,2024-01-05,2024-01-07,Completed
79360,16571,3,2023-12-31,2024-01-07,Completed
79361,12000,3,2024-01-06,2024-01-07,Completed
79362,18492,3,2024-01-04,2024-01-07,Completed
79363,19007,3,2024-01-02,2024-01-07,Completed
79364,6876,4,2024-01-07,2024-01-07,Completed
79365,18883,5,2023-12-28,2024-01-07,Completed
79366,19844,5,2024-01-02,2024-01-07,Completed
79367,21847,6,2024-01-06,2024-01-07,Confirmed
79368,3558,6,2024-01-07,2024-01-07,Completed
79369,12971,6,2023-12-24,2024-01-07,Completed
79370,5297,6,2024-01-07,2024-01-07,Completed
79371,15303,6,2024-01-07,2024-01-07,Completed
79372,9071,7,2024-01-05,2024-01-07,Cancelled
79373,9178,7,2024-01-07,2024-01-07,Completed
79374,13227,7,2024-01-07,2024-01-07,Completed
79375,121,8,2024-01-07,2024-01-07,Completed
79376,12712,8,2024-01-07,2024-01-07,Completed
79377,7768,8,2023-12-28,2024-01-07,Completed
79378,15288,8,2024-01-07,2024-01-07,Completed
79379,15170,8,2024-01-02,2024-01-07,Completed
79380,21721,8,2024-01-06,2024-01-07,Completed
79381,20301,8,2024-01-02,2024-01-07,Completed
79382,2960,8,2023-12-24,2024-01-07,Completed
79383,12757,8,2024-01-07,2024-01-07,Completed
79384,21166,8,2024-01-06,2024-01-07,Completed
79385,13460,9,2024-01-06,2024-01-07,Completed
79386,5112,10,2023-12-31,2024-01-07,Cancelled
79387,7382,10,2023-12-28,2024-01-07,Completed
79388,11819,10,2024-01-07,2024-01-07,Completed
79389,15280,10,2024-01-06,2024-01-07,Completed
79390,6584,10,2024-01-04,2024-01-07,Completed
79391,2588,10,2024-01-06,2024-01-07,Completed
79392,10730,10,2024-01-06,2024-01-07,Completed
79393,6433,11,2024-01-04,2024-01-07,Completed
79394,12344,11,2024-01-02,2024-01-07,Completed
79395,19131,12,2024-01-07,2024-01-07,Completed
79396,8578,12,2024-01-06,2024-01-07,Completed
79397,7207,12,2024-01-06,2024-01-07,Completed
79398,19109,13,2024-01-07,2024-01-07,Completed
79399,21014,13,2024-01-05,2024-01-07,Completed
79400,21757,13,2024-01-04,2024-01-07,Completed
79401,11923,13,2024-01-04,2024-01-07,Completed
79402,19081,13,2024-01-02,2024-01-07,Completed
79403,3089,1,2024-01-05,2024-01-08,Confirmed
79404,2612,1,2024-01-01,2024-01-08,Completed
79405,14991,1,2024-01-06,2024-01-08,Completed
79406,5635,1,2024-01-01,2024-01-08,Completed
79407,21686,1,2024-01-08,2024-01-08,Confirmed
79408,9714,2,2024-01-03,2024-01-08,Completed
79409,11995,2,2024-01-07,2024-01-08,Completed
79410,565,2,2024-01-08,2024-01-08,Completed
79411,3475,2,2024-01-06,2024-01-08,Completed
79412,17780,2,2024-01-08,2024-01-08,Completed
79413,13128,2,2024-01-03,2024-01-08,Completed
79414,1031,2,2024-01-07,2024-01-08,Completed
79415,16579,2,2024-01-08,2024-01-08,Completed
79416,4950,3,2024-01-08,2024-01-08,Completed
79417,16386,3,2024-01-08,2024-01-08,Completed
79418,17214,3,2024-01-07,2024-01-08,Completed
79419,5264,3,2024-01-03,2024-01-08,Completed
79420,10860,5,2024-01-05,2024-01-08,Completed
79421,21866,6,2024-01-08,2024-01-08,Completed
79422,5663,6,2024-01-03,2024-01-08,Completed
79423,19556,6,2024-01-03,2024-01-08,Completed
79424,18240,6,2024-01-08,2024-01-08,Completed
79425,12037,6,2024-01-07,2024-01-08,Completed
79426,2806,6,2024-01-08,2024-01-08,No-Show
79427,10609,6,2024-01-06,2024-01-08,Completed
79428,6027,6,2024-01-03,2024-01-08,Completed
79429,10298,7,2024-01-08,2024-01-08,Completed
79430,10482,7,2024-01-01,2024-01-08,Completed
79431,11579,7,2024-01-06,2024-01-08,Completed
79432,21619,7,2024-01-03,2024-01-08,Completed
79433,19711,7,2024-01-07,2024-01-08,Completed
79434,15509,8,2024-01-08,2024-01-08,Completed
79435,13550,8,2023-12-29,2024-01-08,Completed
79436,18745,8,2023-12-29,2024-01-08,Completed
79437,21434,10,2024-01-08,2024-01-08,No-Show
79438,16168,10,2024-01-07,2024-01-08,Completed
79439,9675,10,2024-01-03,2024-01-08,Cancelled
79440,5329,11,2024-01-07,2024-01-08,Completed
79441,14304,12,2024-01-08,2024-01-08,Completed
79442,19591,12,2024-01-08,2024-01-08,Completed
79443,18664,13,2024-01-07,2024-01-08,Completed
79444,21273,13,2024-01-07,2024-01-08,Completed
79445,19275,1,2023-12-30,2024-01-09,Completed
79446,19333,1,2024-01-08,2024-01-09,Completed
79447,8516,1,2024-01-08,2024-01-09,Completed
79448,3934,1,2024-01-09,2024-01-09,Completed
79449,14305,1,2024-01-06,2024-01-09,Completed
79450,14806,1,2024-01-08,2024-01-09,Completed
79451,7586,2,2024-01-08,2024-01-09,Completed
79452,16561,2,2024-01-09,2024-01-09,Completed
79453,653,2,2024-01-07,2024-01-09,Completed
79454,20296,2,2024-01-08,2024-01-09,Completed
79455,13906,2,2024-01-09,2024-01-09,Completed
79456,19859,2,2024-01-06,2024-01-09,Completed
79457,20023,3,2024-01-08,2024-01-09,Completed
79458,98,3,2023-12-26,2024-01-09,Completed
79459,3729,4,2024-01-02,2024-01-09,Completed
79460,15868,4,2024-01-02,2024-01-09,Completed
79461,11308,4,2024-01-09,2024-01-09,Completed
79462,15347,4,2024-01-09,2024-01-09,Completed
79463,11243,6,2024-01-06,2024-01-09,Completed
79464,14504,6,2024-01-08,2024-01-09,Completed
79465,21669,6,2024-01-09,2024-01-09,Cancelled
79466,13849,7,2024-01-08,2024-01-09,Completed
79467,16395,7,2024-01-08,2024-01-09,Completed
79468,8744,7,2024-01-09,2024-01-09,Completed
79469,7344,7,2024-01-06,2024-01-09,Completed
79470,17226,7,2024-01-07,2024-01-09,Completed
79471,21693,7,2024-01-07,2024-01-09,Completed
79472,3154,8,2023-12-30,2024-01-09,No-Show
79473,481,8,2024-01-09,2024-01-09,Completed
79474,9564,8,2024-01-02,2024-01-09,Cancelled
79475,6941,8,2024-01-09,2024-01-09,Cancelled
79476,14676,8,2024-01-02,2024-01-09,Completed
79477,13099,9,2024-01-04,2024-01-09,Completed
79478,13032,10,2024-01-04,2024-01-09,Completed
79479,20614,10,2023-12-30,2024-01-09,Completed
79480,21536,10,2024-01-07,2024-01-09,Completed
79481,18701,10,2024-01-04,2024-01-09,Completed
79482,6650,11,2024-01-09,2024-01-09,Completed
79483,6432,11,2024-01-04,2024-01-09,Cancelled
79484,11901,11,2024-01-09,2024-01-09,Completed
79485,12765,11,2024-01-02,2024-01-09,Completed
79486,5804,11,2024-01-08,2024-01-09,Completed
79487,16448,11,2024-01-06,2024-01-09,Completed
79488,18372,11,2024-01-07,2024-01-09,Completed
79489,5273,12,2024-01-09,2024-01-09,Completed
79490,19903,12,2024-01-09,2024-01-09,Completed
79491,13534,12,2024-01-08,2024-01-09,Completed
79492,21580,13,2024-01-04,2024-01-09,Completed
79493,5330,1,2024-01-08,2024-01-10,Completed
79494,11389,1,2024-01-10,2024-01-10,Completed
79495,376,1,2024-01-07,2024-01-10,Completed
79496,20187,1,2023-12-31,2024-01-10,Completed
79497,17110,1,2024-01-10,2024-01-10,Completed
79498,9563,1,2024-01-09,2024-01-10,Completed
79499,6060,1,2023-12-27,2024-01-10,Completed
79500,18189,1,2024-01-10,2024-01-10,Completed
79501,9544,2,2024-01-07,2024-01-10,Completed
79502,4595,2,2024-01-09,2024-01-10,Completed
79503,1521,2,2024-01-09,2024-01-10,No-Show
79504,15226,2,2024-01-09,2024-01-10,Completed
79505,6100,2,2024-01-09,2024-01-10,Completed
79506,11949,2,2024-01-07,2024-01-10,Completed
79507,18472,2,2024-01-09,2024-01-10,Completed
79508,1718,3,2024-01-10,2024-01-10,Completed
79509,15954,4,2024-01-08,2024-01-10,Completed
79510,10187,4,2024-01-08,2024-01-10,Completed
79511,6667,5,2024-01-10,2024-01-10,Completed
79512,2672,6,2024-01-10,2024-01-10,Completed
79513,8089,7,2024-01-03,2024-01-10,Completed
79514,681,8,2024-01-10,2024-01-10,Completed
79515,14978,8,2024-01-09,2024-01-10,Completed
79516,14169,8,2023-12-31,2024-01-10,Completed
79517,21178,8,2024-01-10,2024-01-10,Completed
79518,19324,9,2024-01-10,2024-01-10,Completed
79519,20916,9,2024-01-03,2024-01-10,Completed
79520,977,10,2024-01-07,2024-01-10,Completed
79521,17340,10,2024-01-05,2024-01-10,Completed
79522,8691,10,2023-12-31,2024-01-10,Cancelled
79523,21461,10,2024-01-10,2024-01-10,Completed
79524,10247,10,2024-01-09,2024-01-10,Completed
79525,343,10,2024-01-08,2024-01-10,Completed
79526,20379,10,2024-01-10,2024-01-10,Completed
79527,9963,11,2024-01-10,2024-01-10,Completed
79528,3883,12,2024-01-08,2024-01-10,Completed
79529,19272,12,2023-12-31,2024-01-10,Completed
79530,19670,13,2024-01-07,2024-01-10,Completed
79531,20080,13,2024-01-05,2024-01-10,Completed
79532,21423,13,2024-01-10,2024-01-10,Completed
79533,19081,13,2024-01-07,2024-01-10,Completed
79534,19387,13,2024-01-09,2024-01-10,No-Show
79535,7698,1,2024-01-11,2024-01-11,Completed
79536,6398,1,2024-01-11,2024-01-11,Completed
79537,20502,1,2024-01-09,2024-01-11,Completed
79538,14234,1,2023-12-28,2024-01-11,Completed
79539,18078,1,2024-01-09,2024-01-11,Completed
79540,21215,1,2024-01-08,2024-01-11,Completed
79541,173,1,2024-01-10,2024-01-11,Completed
79542,9407,1,2024-01-01,2024-01-11,Completed
79543,3872,2,2024-01-11,2024-01-11,Completed
79544,8396,2,2024-01-11,2024-01-11,Completed
79545,21650,2,2024-01-06,2024-01-11,Completed
79546,10391,2,2024-01-06,2024-01-11,Completed
79547,10134,3,2024-01-04,2024-01-11,Completed
79548,17721,3,2024-01-09,2024-01-11,Completed
79549,20486,3,2024-01-10,2024-01-11,Completed
79550,9113,3,2024-01-10,2024-01-11,Completed
79551,3092,3,2024-01-01,2024-01-11,Completed
79552,15878,3,2024-01-09,2024-01-11,Completed
79553,21349,4,2024-01-11,2024-01-11,No-Show
79554,17048,4,2024-01-11,2024-01-11,Completed
79555,4973,4,2024-01-11,2024-01-11,Completed
79556,15662,5,2024-01-11,2024-01-11,Completed
79557,5902,5,2024-01-09,2024-01-11,Completed
79558,18222,6,2024-01-10,2024-01-11,Completed
79559,21886,6,2024-01-11,2024-01-11,Completed
79560,12174,7,2024-01-06,2024-01-11,Cancelled
79561,13139,7,2024-01-04,2024-01-11,Completed
79562,1794,7,2024-01-11,2024-01-11,Completed
79563,14368,7,2024-01-11,2024-01-11,Completed
79564,13934,7,2024-01-11,2024-01-11,Completed
79565,12656,8,2024-01-11,2024-01-11,Completed
79566,2026,8,2024-01-10,2024-01-11,Completed
79567,946,8,2024-01-08,2024-01-11,Completed
79568,15719,8,2024-01-10,2024-01-11,Completed
79569,19881,9,2024-01-10,2024-01-11,Completed
79570,8146,9,2024-01-01,2024-01-11,Completed
79571,12704,9,2024-01-08,2024-01-11,Completed
79572,19881,9,2023-12-28,2024-01-11,Completed
79573,14420,9,2023-12-28,2024-01-11,Completed
79574,20944,10,2024-01-11,2024-01-11,Confirmed
79575,19059,10,2024-01-06,2024-01-11,Completed
79576,11416,10,2024-01-06,2024-01-11,Cancelled
79577,21320,10,2024-01-11,2024-01-11,Completed
79578,11261,10,2024-01-11,2024-01-11,Completed
79579,13818,10,2024-01-10,2024-01-11,Completed
79580,20048,11,2024-01-10,2024-01-11,Completed
79581,20535,11,2024-01-11,2024-01-11,Completed
79582,20307,11,2023-12-28,2024-01-11,Cancelled
79583,18778,12,2024-01-10,2024-01-11,Completed
79584,3676,13,2024-01-08,2024-01-11,Completed
79585,14633,1,2024-01-12,2024-01-12,Completed
79586,21883,1,2024-01-11,2024-01-12,Completed
79587,16751,1,2024-01-11,2024-01-12,Cancelled
79588,3379,2,2024-01-12,2024-01-12,Cancelled
