br_exp_ID,br_ID,br_utils_ID,billing_period,payment_amount,payment_date
5254,9,4,2024-01,249.56,2024-01-28
5255,9,5,2024-01,597.08,2024-01-28
5256,9,6,2024-01,129.07,2024-01-28
5257,10,1,2024-01,7462.83,2024-01-28
5258,10,2,2024-01,958.19,2024-01-28
5259,10,3,2024-01,142.45,2024-01-28
5260,10,4,2024-01,249.56,2024-01-28
5261,10,5,2024-01,782.57,2024-01-28
5262,10,6,2024-01,167.76,2024-01-28
5263,11,1,2024-01,7164.31,2024-01-28
5264,11,2,2024-01,905.08,2024-01-28
5265,11,3,2024-01,115.37,2024-01-28
5266,11,4,2024-01,249.56,2024-01-28
5267,11,5,2024-01,480.23,2024-01-28
5268,11,6,2024-01,155.33,2024-01-28
5269,12,1,2024-01,5791.15,2024-01-28
5270,12,2,2024-01,704.14,2024-01-28
5271,12,3,2024-01,101.69,2024-01-28
5272,12,4,2024-01,249.56,2024-01-28
5273,12,5,2024-01,613.18,2024-01-28
5274,12,6,2024-01,127.34,2024-01-28
5275,13,1,2024-01,7343.42,2024-01-28
5276,13,2,2024-01,962.76,2024-01-28
5277,13,3,2024-01,134.02,2024-01-28
5278,13,4,2024-01,249.56,2024-01-28
5279,13,5,2024-01,639.68,2024-01-28
5280,13,6,2024-01,154.79,2024-01-28
5281,1,1,2024-02,15462.98,2024-02-28
5282,1,2,2024-02,1994.09,2024-02-28
5283,1,3,2024-02,253.47,2024-02-28
5284,1,4,2024-02,249.56,2024-02-28
5285,1,5,2024-02,1658.37,2024-02-28
5286,1,6,2024-02,328.11,2024-02-28
5287,2,1,2024-02,11880.82,2024-02-28
5288,2,2,2024-02,1657.20,2024-02-28
5289,2,3,2024-02,231.03,2024-02-28
5290,2,4,2024-02,249.56,2024-02-28
5291,2,5,2024-02,843.65,2024-02-28
5292,2,6,2024-02,272.80,2024-02-28
5293,3,1,2024-02,9850.93,2024-02-28
5294,3,2,2024-02,1220.94,2024-02-28
5295,3,3,2024-02,164.00,2024-02-28
5296,3,4,2024-02,249.56,2024-02-28
5297,3,5,2024-02,701.05,2024-02-28
5298,3,6,2024-02,213.45,2024-02-28
5299,4,1,2024-02,8000.15,2024-02-28
5300,4,2,2024-02,1094.03,2024-02-28
5301,4,3,2024-02,135.04,2024-02-28
5302,4,4,2024-02,249.56,2024-02-28
5303,4,5,2024-02,818.84,2024-02-28
5304,4,6,2024-02,168.91,2024-02-28
5305,5,1,2024-02,6209.07,2024-02-28
5306,5,2,2024-02,778.95,2024-02-28
5307,5,3,2024-02,113.14,2024-02-28
5308,5,4,2024-02,249.56,2024-02-28
5309,5,5,2024-02,714.60,2024-02-28
5310,5,6,2024-02,136.00,2024-02-28
5311,6,1,2024-02,8179.26,2024-02-28
5312,6,2,2024-02,1141.89,2024-02-28
5313,6,3,2024-02,134.74,2024-02-28
5314,6,4,2024-02,249.56,2024-02-28
5315,6,5,2024-02,902.22,2024-02-28
5316,6,6,2024-02,176.75,2024-02-28
5317,7,1,2024-02,7044.91,2024-02-28
5318,7,2,2024-02,871.83,2024-02-28
5319,7,3,2024-02,129.60,2024-02-28
5320,7,4,2024-02,249.56,2024-02-28
5321,7,5,2024-02,521.94,2024-02-28
5322,7,6,2024-02,162.80,2024-02-28
5323,8,1,2024-02,7701.64,2024-02-28
5324,8,2,2024-02,1018.72,2024-02-28
5325,8,3,2024-02,144.87,2024-02-28
5326,8,4,2024-02,249.56,2024-02-28
5327,8,5,2024-02,680.54,2024-02-28
5328,8,6,2024-02,173.26,2024-02-28
5329,9,1,2024-02,6029.96,2024-02-28
5330,9,2,2024-02,839.24,2024-02-28
5331,9,3,2024-02,108.20,2024-02-28
5332,9,4,2024-02,249.56,2024-02-28
5333,9,5,2024-02,515.03,2024-02-28
5334,9,6,2024-02,134.34,2024-02-28
5335,10,1,2024-02,7462.83,2024-02-28
5336,10,2,2024-02,995.52,2024-02-28
5337,10,3,2024-02,140.80,2024-02-28
5338,10,4,2024-02,249.56,2024-02-28
5339,10,5,2024-02,813.76,2024-02-28
5340,10,6,2024-02,166.16,2024-02-28
5341,11,1,2024-02,7164.31,2024-02-28
5342,11,2,2024-02,983.13,2024-02-28
5343,11,3,2024-02,136.87,2024-02-28
5344,11,4,2024-02,249.56,2024-02-28
5345,11,5,2024-02,606.69,2024-02-28
5346,11,6,2024-02,156.49,2024-02-28
5347,12,1,2024-02,5791.15,2024-02-28
5348,12,2,2024-02,767.89,2024-02-28
5349,12,3,2024-02,103.51,2024-02-28
5350,12,4,2024-02,249.56,2024-02-28
5351,12,5,2024-02,577.66,2024-02-28
5352,12,6,2024-02,126.75,2024-02-28
5353,13,1,2024-02,7343.42,2024-02-28
5354,13,2,2024-02,895.96,2024-02-28
5355,13,3,2024-02,138.00,2024-02-28
5356,13,4,2024-02,249.56,2024-02-28
5357,13,5,2024-02,790.26,2024-02-28
5358,13,6,2024-02,161.99,2024-02-28
5359,1,1,2024-03,15462.98,2024-03-28
5360,1,2,2024-03,2403.73,2024-03-28
5361,1,3,2024-03,290.61,2024-03-28
5362,1,4,2024-03,249.56,2024-03-28
5363,1,5,2024-03,1300.19,2024-03-28
5364,1,6,2024-03,332.65,2024-03-28
5365,2,1,2024-03,11880.82,2024-03-28
5366,2,2,2024-03,1676.00,2024-03-28
5367,2,3,2024-03,217.75,2024-03-28
5368,2,4,2024-03,249.56,2024-03-28
5369,2,5,2024-03,1346.29,2024-03-28
5370,2,6,2024-03,268.20,2024-03-28
5371,3,1,2024-03,9850.93,2024-03-28
5372,3,2,2024-03,1337.62,2024-03-28
5373,3,3,2024-03,166.24,2024-03-28
5374,3,4,2024-03,249.56,2024-03-28
5375,3,5,2024-03,977.48,2024-03-28
5376,3,6,2024-03,213.69,2024-03-28
5377,4,1,2024-03,8000.15,2024-03-28
5378,4,2,2024-03,1076.99,2024-03-28
5379,4,3,2024-03,133.60,2024-03-28
5380,4,4,2024-03,249.56,2024-03-28
5381,4,5,2024-03,667.48,2024-03-28
5382,4,6,2024-03,185.09,2024-03-28
5383,5,1,2024-03,6209.07,2024-03-28
5384,5,2,2024-03,833.94,2024-03-28
5385,5,3,2024-03,100.58,2024-03-28
5386,5,4,2024-03,249.56,2024-03-28
5387,5,5,2024-03,520.42,2024-03-28
5388,5,6,2024-03,140.93,2024-03-28
5389,6,1,2024-03,8179.26,2024-03-28
5390,6,2,2024-03,1280.48,2024-03-28
5391,6,3,2024-03,133.48,2024-03-28
5392,6,4,2024-03,249.56,2024-03-28
5393,6,5,2024-03,828.48,2024-03-28
5394,6,6,2024-03,188.11,2024-03-28
5395,7,1,2024-03,7044.91,2024-03-28
5396,7,2,2024-03,1015.33,2024-03-28
5397,7,3,2024-03,137.26,2024-03-28
5398,7,4,2024-03,249.56,2024-03-28
5399,7,5,2024-03,635.64,2024-03-28
5400,7,6,2024-03,161.94,2024-03-28
5401,8,1,2024-03,7701.64,2024-03-28
5402,8,2,2024-03,1194.11,2024-03-28
5403,8,3,2024-03,146.17,2024-03-28
5404,8,4,2024-03,249.56,2024-03-28
5405,8,5,2024-03,758.27,2024-03-28
5406,8,6,2024-03,165.24,2024-03-28
5407,9,1,2024-03,6029.96,2024-03-28
5408,9,2,2024-03,914.76,2024-03-28
5409,9,3,2024-03,97.95,2024-03-28
5410,9,4,2024-03,249.56,2024-03-28
5411,9,5,2024-03,665.75,2024-03-28
5412,9,6,2024-03,139.83,2024-03-28
5413,10,1,2024-03,7462.83,2024-03-28
5414,10,2,2024-03,1150.27,2024-03-28
5415,10,3,2024-03,142.27,2024-03-28
5416,10,4,2024-03,249.56,2024-03-28
5417,10,5,2024-03,771.95,2024-03-28
5418,10,6,2024-03,170.84,2024-03-28
5419,11,1,2024-03,7164.31,2024-03-28
5420,11,2,2024-03,1067.27,2024-03-28
5421,11,3,2024-03,138.11,2024-03-28
5422,11,4,2024-03,249.56,2024-03-28
5423,11,5,2024-03,728.30,2024-03-28
5424,11,6,2024-03,157.26,2024-03-28
5425,12,1,2024-03,5791.15,2024-03-28
5426,12,2,2024-03,812.92,2024-03-28
5427,12,3,2024-03,107.27,2024-03-28
5428,12,4,2024-03,249.56,2024-03-28
5429,12,5,2024-03,596.37,2024-03-28
5430,12,6,2024-03,130.14,2024-03-28
5431,13,1,2024-03,7343.42,2024-03-28
5432,13,2,2024-03,1112.58,2024-03-28
5433,13,3,2024-03,127.68,2024-03-28
5434,13,4,2024-03,249.56,2024-03-28
5435,13,5,2024-03,634.18,2024-03-28
5436,13,6,2024-03,167.97,2024-03-28
5437,1,1,2024-04,15462.98,2024-04-28
5438,1,2,2024-04,2266.30,2024-04-28
5439,1,3,2024-04,303.35,2024-04-28
5440,1,4,2024-04,249.56,2024-04-28
5441,1,5,2024-04,1499.89,2024-04-28
5442,1,6,2024-04,334.47,2024-04-28
5443,2,1,2024-04,11880.82,2024-04-28
5444,2,2,2024-04,1729.08,2024-04-28
5445,2,3,2024-04,197.60,2024-04-28
5446,2,4,2024-04,249.56,2024-04-28
5447,2,5,2024-04,951.87,2024-04-28
5448,2,6,2024-04,264.56,2024-04-28
5449,3,1,2024-04,9850.93,2024-04-28
5450,3,2,2024-04,1524.50,2024-04-28
5451,3,3,2024-04,185.22,2024-04-28
5452,3,4,2024-04,249.56,2024-04-28
5453,3,5,2024-04,829.15,2024-04-28
5454,3,6,2024-04,213.36,2024-04-28
5455,4,1,2024-04,8000.15,2024-04-28
5456,4,2,2024-04,1137.56,2024-04-28
5457,4,3,2024-04,141.66,2024-04-28
5458,4,4,2024-04,249.56,2024-04-28
5459,4,5,2024-04,660.51,2024-04-28
5460,4,6,2024-04,177.39,2024-04-28
5461,5,1,2024-04,6209.07,2024-04-28
5462,5,2,2024-04,953.39,2024-04-28
5463,5,3,2024-04,102.05,2024-04-28
5464,5,4,2024-04,249.56,2024-04-28
5465,5,5,2024-04,514.69,2024-04-28
5466,5,6,2024-04,135.46,2024-04-28
5467,6,1,2024-04,8179.26,2024-04-28
5468,6,2,2024-04,1222.59,2024-04-28
5469,6,3,2024-04,135.39,2024-04-28
5470,6,4,2024-04,249.56,2024-04-28
5471,6,5,2024-04,632.41,2024-04-28
5472,6,6,2024-04,187.34,2024-04-28
5473,7,1,2024-04,7044.91,2024-04-28
5474,7,2,2024-04,1004.66,2024-04-28
5475,7,3,2024-04,138.09,2024-04-28
5476,7,4,2024-04,249.56,2024-04-28
5477,7,5,2024-04,723.83,2024-04-28
5478,7,6,2024-04,160.88,2024-04-28
5479,8,1,2024-04,7701.64,2024-04-28
5480,8,2,2024-04,1035.46,2024-04-28
5481,8,3,2024-04,137.24,2024-04-28
5482,8,4,2024-04,249.56,2024-04-28
5483,8,5,2024-04,550.04,2024-04-28
5484,8,6,2024-04,176.81,2024-04-28
5485,9,1,2024-04,6029.96,2024-04-28
5486,9,2,2024-04,836.27,2024-04-28
5487,9,3,2024-04,108.15,2024-04-28
5488,9,4,2024-04,249.56,2024-04-28
5489,9,5,2024-04,688.49,2024-04-28
5490,9,6,2024-04,136.34,2024-04-28
5491,10,1,2024-04,7462.83,2024-04-28
5492,10,2,2024-04,1111.05,2024-04-28
5493,10,3,2024-04,138.97,2024-04-28
5494,10,4,2024-04,249.56,2024-04-28
5495,10,5,2024-04,537.10,2024-04-28
5496,10,6,2024-04,172.89,2024-04-28
5497,11,1,2024-04,7164.31,2024-04-28
5498,11,2,2024-04,1033.81,2024-04-28
5499,11,3,2024-04,124.33,2024-04-28
5500,11,4,2024-04,249.56,2024-04-28
5501,11,5,2024-04,676.66,2024-04-28
5502,11,6,2024-04,155.91,2024-04-28
5503,12,1,2024-04,5791.15,2024-04-28
5504,12,2,2024-04,777.61,2024-04-28
5505,12,3,2024-04,101.47,2024-04-28
5506,12,4,2024-04,249.56,2024-04-28
5507,12,5,2024-04,520.43,2024-04-28
5508,12,6,2024-04,125.89,2024-04-28
5509,13,1,2024-04,7343.42,2024-04-28
5510,13,2,2024-04,1001.44,2024-04-28
5511,13,3,2024-04,120.56,2024-04-28
5512,13,4,2024-04,249.56,2024-04-28
5513,13,5,2024-04,593.91,2024-04-28
5514,13,6,2024-04,162.84,2024-04-28
5515,1,1,2024-05,15462.98,2024-05-28
5516,1,2,2024-05,2116.96,2024-05-28
5517,1,3,2024-05,283.66,2024-05-28
5518,1,4,2024-05,249.56,2024-05-28
5519,1,5,2024-05,1266.55,2024-05-28
5520,1,6,2024-05,351.60,2024-05-28
5521,2,1,2024-05,11880.82,2024-05-28
5522,2,2,2024-05,1740.84,2024-05-28
5523,2,3,2024-05,218.00,2024-05-28
5524,2,4,2024-05,249.56,2024-05-28
5525,2,5,2024-05,1329.47,2024-05-28
5526,2,6,2024-05,255.98,2024-05-28
5527,3,1,2024-05,9850.93,2024-05-28
5528,3,2,2024-05,1533.60,2024-05-28
5529,3,3,2024-05,165.06,2024-05-28
5530,3,4,2024-05,249.56,2024-05-28
5531,3,5,2024-05,948.22,2024-05-28
5532,3,6,2024-05,228.89,2024-05-28
5533,4,1,2024-05,8000.15,2024-05-28
5534,4,2,2024-05,1121.07,2024-05-28
5535,4,3,2024-05,150.07,2024-05-28
5536,4,4,2024-05,249.56,2024-05-28
5537,4,5,2024-05,552.34,2024-05-28
5538,4,6,2024-05,172.15,2024-05-28
5539,5,1,2024-05,6209.07,2024-05-28
5540,5,2,2024-05,866.88,2024-05-28
5541,5,3,2024-05,101.60,2024-05-28
5542,5,4,2024-05,249.56,2024-05-28
5543,5,5,2024-05,664.00,2024-05-28
5544,5,6,2024-05,133.37,2024-05-28
5545,6,1,2024-05,8179.26,2024-05-28
5546,6,2,2024-05,1241.81,2024-05-28
5547,6,3,2024-05,132.68,2024-05-28
5548,6,4,2024-05,249.56,2024-05-28
5549,6,5,2024-05,554.27,2024-05-28
5550,6,6,2024-05,173.23,2024-05-28
5551,7,1,2024-05,7044.91,2024-05-28
5552,7,2,2024-05,1058.78,2024-05-28
5553,7,3,2024-05,129.78,2024-05-28
5554,7,4,2024-05,249.56,2024-05-28
5555,7,5,2024-05,644.16,2024-05-28
5556,7,6,2024-05,160.05,2024-05-28
5557,8,1,2024-05,7701.64,2024-05-28
5558,8,2,2024-05,1193.10,2024-05-28
5559,8,3,2024-05,141.86,2024-05-28
5560,8,4,2024-05,249.56,2024-05-28
5561,8,5,2024-05,774.40,2024-05-28
5562,8,6,2024-05,178.59,2024-05-28
5563,9,1,2024-05,6029.96,2024-05-28
5564,9,2,2024-05,906.36,2024-05-28
5565,9,3,2024-05,116.71,2024-05-28
5566,9,4,2024-05,249.56,2024-05-28
5567,9,5,2024-05,650.36,2024-05-28
5568,9,6,2024-05,130.73,2024-05-28
5569,10,1,2024-05,7462.83,2024-05-28
5570,10,2,2024-05,1126.47,2024-05-28
5571,10,3,2024-05,130.92,2024-05-28
5572,10,4,2024-05,249.56,2024-05-28
5573,10,5,2024-05,773.12,2024-05-28
5574,10,6,2024-05,160.61,2024-05-28
5575,11,1,2024-05,7164.31,2024-05-28
5576,11,2,2024-05,1058.72,2024-05-28
5577,11,3,2024-05,133.32,2024-05-28
5578,11,4,2024-05,249.56,2024-05-28
5579,11,5,2024-05,499.97,2024-05-28
5580,11,6,2024-05,165.88,2024-05-28
5581,12,1,2024-05,5791.15,2024-05-28
5582,12,2,2024-05,892.19,2024-05-28
5583,12,3,2024-05,110.17,2024-05-28
5584,12,4,2024-05,249.56,2024-05-28
5585,12,5,2024-05,392.93,2024-05-28
5586,12,6,2024-05,133.55,2024-05-28
5587,13,1,2024-05,7343.42,2024-05-28
5588,13,2,2024-05,1114.18,2024-05-28
5589,13,3,2024-05,135.52,2024-05-28
5590,13,4,2024-05,249.56,2024-05-28
5591,13,5,2024-05,600.26,2024-05-28
5592,13,6,2024-05,159.41,2024-05-28
5593,1,1,2024-06,15462.98,2024-06-28
5594,1,2,2024-06,2394.34,2024-06-28
5595,1,3,2024-06,252.15,2024-06-28
5596,1,4,2024-06,249.56,2024-06-28
5597,1,5,2024-06,1407.93,2024-06-28
5598,1,6,2024-06,343.26,2024-06-28
5599,2,1,2024-06,11880.82,2024-06-28
5600,2,2,2024-06,1634.88,2024-06-28
5601,2,3,2024-06,195.17,2024-06-28
5602,2,4,2024-06,249.56,2024-06-28
5603,2,5,2024-06,838.24,2024-06-28
5604,2,6,2024-06,256.80,2024-06-28
5605,3,1,2024-06,9850.93,2024-06-28
5606,3,2,2024-06,1333.35,2024-06-28
5607,3,3,2024-06,164.76,2024-06-28
5608,3,4,2024-06,249.56,2024-06-28
5609,3,5,2024-06,886.17,2024-06-28
5610,3,6,2024-06,210.80,2024-06-28
5611,4,1,2024-06,8000.15,2024-06-28
5612,4,2,2024-06,1100.98,2024-06-28
5613,4,3,2024-06,141.36,2024-06-28
5614,4,4,2024-06,249.56,2024-06-28
5615,4,5,2024-06,797.56,2024-06-28
5616,4,6,2024-06,174.12,2024-06-28
5617,5,1,2024-06,6209.07,2024-06-28
5618,5,2,2024-06,903.35,2024-06-28
5619,5,3,2024-06,113.14,2024-06-28
5620,5,4,2024-06,249.56,2024-06-28
5621,5,5,2024-06,495.92,2024-06-28
5622,5,6,2024-06,135.51,2024-06-28
5623,6,1,2024-06,8179.26,2024-06-28
5624,6,2,2024-06,1242.77,2024-06-28
5625,6,3,2024-06,148.77,2024-06-28
5626,6,4,2024-06,249.56,2024-06-28
5627,6,5,2024-06,622.73,2024-06-28
5628,6,6,2024-06,178.49,2024-06-28
5629,7,1,2024-06,7044.91,2024-06-28
5630,7,2,2024-06,946.58,2024-06-28
5631,7,3,2024-06,118.22,2024-06-28
5632,7,4,2024-06,249.56,2024-06-28
5633,7,5,2024-06,583.97,2024-06-28
5634,7,6,2024-06,153.71,2024-06-28
5635,8,1,2024-06,7701.64,2024-06-28
5636,8,2,2024-06,1060.23,2024-06-28
5637,8,3,2024-06,126.83,2024-06-28
5638,8,4,2024-06,249.56,2024-06-28
5639,8,5,2024-06,550.32,2024-06-28
5640,8,6,2024-06,163.32,2024-06-28
5641,9,1,2024-06,6029.96,2024-06-28
5642,9,2,2024-06,852.80,2024-06-28
5643,9,3,2024-06,110.52,2024-06-28
5644,9,4,2024-06,249.56,2024-06-28
5645,9,5,2024-06,538.72,2024-06-28
5646,9,6,2024-06,127.14,2024-06-28
5647,10,1,2024-06,7462.83,2024-06-28
5648,10,2,2024-06,1066.58,2024-06-28
5649,10,3,2024-06,133.16,2024-06-28
5650,10,4,2024-06,249.56,2024-06-28
5651,10,5,2024-06,808.30,2024-06-28
5652,10,6,2024-06,169.84,2024-06-28
5653,11,1,2024-06,7164.31,2024-06-28
5654,11,2,2024-06,997.34,2024-06-28
5655,11,3,2024-06,125.09,2024-06-28
5656,11,4,2024-06,249.56,2024-06-28
5657,11,5,2024-06,639.50,2024-06-28
5658,11,6,2024-06,153.00,2024-06-28
5659,12,1,2024-06,5791.15,2024-06-28
5660,12,2,2024-06,861.78,2024-06-28
5661,12,3,2024-06,101.38,2024-06-28
5662,12,4,2024-06,249.56,2024-06-28
5663,12,5,2024-06,535.30,2024-06-28
5664,12,6,2024-06,127.17,2024-06-28
5665,13,1,2024-06,7343.42,2024-06-28
5666,13,2,2024-06,1149.95,2024-06-28
5667,13,3,2024-06,138.49,2024-06-28
5668,13,4,2024-06,249.56,2024-06-28
5669,13,5,2024-06,770.82,2024-06-28
5670,13,6,2024-06,167.59,2024-06-28
5671,1,1,2024-07,15462.98,2024-07-28
5672,1,2,2024-07,1934.41,2024-07-28
5673,1,3,2024-07,283.13,2024-07-28
5674,1,4,2024-07,249.56,2024-07-28
5675,1,5,2024-07,1634.79,2024-07-28
5676,1,6,2024-07,350.06,2024-07-28
5677,2,1,2024-07,11880.82,2024-07-28
5678,2,2,2024-07,1609.87,2024-07-28
5679,2,3,2024-07,223.01,2024-07-28
5680,2,4,2024-07,249.56,2024-07-28
5681,2,5,2024-07,1319.97,2024-07-28
5682,2,6,2024-07,267.87,2024-07-28
5683,3,1,2024-07,9850.93,2024-07-28
5684,3,2,2024-07,1341.13,2024-07-28
5685,3,3,2024-07,162.72,2024-07-28
5686,3,4,2024-07,249.56,2024-07-28
5687,3,5,2024-07,989.28,2024-07-28
5688,3,6,2024-07,215.78,2024-07-28
5689,4,1,2024-07,8000.15,2024-07-28
5690,4,2,2024-07,1042.56,2024-07-28
5691,4,3,2024-07,151.67,2024-07-28
5692,4,4,2024-07,249.56,2024-07-28
5693,4,5,2024-07,654.98,2024-07-28
5694,4,6,2024-07,169.28,2024-07-28
5695,5,1,2024-07,6209.07,2024-07-28
5696,5,2,2024-07,768.64,2024-07-28
5697,5,3,2024-07,102.58,2024-07-28
5698,5,4,2024-07,249.56,2024-07-28
5699,5,5,2024-07,432.38,2024-07-28
5700,5,6,2024-07,131.06,2024-07-28
5701,6,1,2024-07,8179.26,2024-07-28
5702,6,2,2024-07,1123.39,2024-07-28
5703,6,3,2024-07,146.17,2024-07-28
5704,6,4,2024-07,249.56,2024-07-28
5705,6,5,2024-07,867.10,2024-07-28
5706,6,6,2024-07,176.69,2024-07-28
5707,7,1,2024-07,7044.91,2024-07-28
5708,7,2,2024-07,856.96,2024-07-28
5709,7,3,2024-07,117.12,2024-07-28
5710,7,4,2024-07,249.56,2024-07-28
5711,7,5,2024-07,631.36,2024-07-28
5712,7,6,2024-07,149.13,2024-07-28
5713,8,1,2024-07,7701.64,2024-07-28
5714,8,2,2024-07,1073.66,2024-07-28
5715,8,3,2024-07,131.51,2024-07-28
5716,8,4,2024-07,249.56,2024-07-28
5717,8,5,2024-07,676.42,2024-07-28
5718,8,6,2024-07,167.08,2024-07-28
5719,9,1,2024-07,6029.96,2024-07-28
5720,9,2,2024-07,722.50,2024-07-28
5721,9,3,2024-07,101.85,2024-07-28
5722,9,4,2024-07,249.56,2024-07-28
5723,9,5,2024-07,421.00,2024-07-28
5724,9,6,2024-07,127.30,2024-07-28
5725,10,1,2024-07,7462.83,2024-07-28
5726,10,2,2024-07,987.83,2024-07-28
5727,10,3,2024-07,143.45,2024-07-28
5728,10,4,2024-07,249.56,2024-07-28
5729,10,5,2024-07,597.20,2024-07-28
5730,10,6,2024-07,161.30,2024-07-28
5731,11,1,2024-07,7164.31,2024-07-28
5732,11,2,2024-07,986.00,2024-07-28
5733,11,3,2024-07,119.35,2024-07-28
5734,11,4,2024-07,249.56,2024-07-28
5735,11,5,2024-07,611.45,2024-07-28
5736,11,6,2024-07,152.69,2024-07-28
5737,12,1,2024-07,5791.15,2024-07-28
5738,12,2,2024-07,765.03,2024-07-28
5739,12,3,2024-07,98.26,2024-07-28
5740,12,4,2024-07,249.56,2024-07-28
5741,12,5,2024-07,403.32,2024-07-28
5742,12,6,2024-07,125.32,2024-07-28
5743,13,1,2024-07,7343.42,2024-07-28
5744,13,2,2024-07,956.96,2024-07-28
5745,13,3,2024-07,118.86,2024-07-28
5746,13,4,2024-07,249.56,2024-07-28
5747,13,5,2024-07,731.59,2024-07-28
5748,13,6,2024-07,170.84,2024-07-28
5749,1,1,2024-08,15462.98,2024-08-28
5750,1,2,2024-08,2151.83,2024-08-28
5751,1,3,2024-08,269.27,2024-08-28
5752,1,4,2024-08,249.56,2024-08-28
5753,1,5,2024-08,1716.95,2024-08-28
5754,1,6,2024-08,354.68,2024-08-28
5755,2,1,2024-08,11880.82,2024-08-28
5756,2,2,2024-08,1495.40,2024-08-28
5757,2,3,2024-08,210.17,2024-08-28
5758,2,4,2024-08,249.56,2024-08-28
5759,2,5,2024-08,1281.59,2024-08-28
5760,2,6,2024-08,257.22,2024-08-28
5761,3,1,2024-08,9850.93,2024-08-28
5762,3,2,2024-08,1204.34,2024-08-28
5763,3,3,2024-08,193.23,2024-08-28
5764,3,4,2024-08,249.56,2024-08-28
5765,3,5,2024-08,944.79,2024-08-28
5766,3,6,2024-08,211.15,2024-08-28
5767,4,1,2024-08,8000.15,2024-08-28
5768,4,2,2024-08,1074.05,2024-08-28
5769,4,3,2024-08,137.57,2024-08-28
5770,4,4,2024-08,249.56,2024-08-28
5771,4,5,2024-08,809.56,2024-08-28
5772,4,6,2024-08,170.16,2024-08-28
5773,5,1,2024-08,6209.07,2024-08-28
5774,5,2,2024-08,866.11,2024-08-28
5775,5,3,2024-08,99.89,2024-08-28
5776,5,4,2024-08,249.56,2024-08-28
5777,5,5,2024-08,593.56,2024-08-28
5778,5,6,2024-08,143.49,2024-08-28
5779,6,1,2024-08,8179.26,2024-08-28
5780,6,2,2024-08,1091.62,2024-08-28
5781,6,3,2024-08,153.39,2024-08-28
5782,6,4,2024-08,249.56,2024-08-28
5783,6,5,2024-08,647.39,2024-08-28
5784,6,6,2024-08,179.74,2024-08-28
5785,7,1,2024-08,7044.91,2024-08-28
5786,7,2,2024-08,965.95,2024-08-28
5787,7,3,2024-08,120.29,2024-08-28
5788,7,4,2024-08,249.56,2024-08-28
5789,7,5,2024-08,709.34,2024-08-28
5790,7,6,2024-08,162.71,2024-08-28
5791,8,1,2024-08,7701.64,2024-08-28
5792,8,2,2024-08,965.07,2024-08-28
5793,8,3,2024-08,123.93,2024-08-28
5794,8,4,2024-08,249.56,2024-08-28
5795,8,5,2024-08,557.71,2024-08-28
5796,8,6,2024-08,170.14,2024-08-28
5797,9,1,2024-08,6029.96,2024-08-28
5798,9,2,2024-08,825.71,2024-08-28
5799,9,3,2024-08,117.70,2024-08-28
