order_det_ID,order_ID,product_ID,order_quantity,order_discount,order_tax
491806,222359,45,3,5.22,10.13
491807,222359,41,1,0.75,1.45
491808,222359,7,2,1.92,3.72
491809,222360,7,1,3.84,1.69
491810,222360,42,3,10.08,4.44
491811,222360,37,2,13.92,6.12
491812,222361,12,2,0.00,11.76
491813,222362,15,2,0.00,15.00
491814,222362,1,2,0.00,3.84
491815,222362,20,1,0.00,4.68
491816,222362,41,3,0.00,4.50
491817,222362,46,1,0.00,2.28
491818,222363,22,3,9.72,18.86
491819,222363,5,3,3.15,6.11
491820,222364,22,1,3.24,6.29
491821,222364,30,2,2.28,4.42
491822,222364,10,3,4.05,7.86
491823,222365,8,1,4.56,2.01
491824,222366,7,2,0.00,3.84
491825,222366,14,2,0.00,8.16
491826,222367,34,1,1.08,2.10
491827,222368,47,4,5.04,9.78
491828,222369,9,3,3.60,6.98
491829,222370,19,2,0.00,7.80
491830,222370,45,4,0.00,13.92
491831,222370,5,3,0.00,6.30
491832,222370,8,2,0.00,4.56
491833,222371,35,1,0.00,3.48
491834,222371,38,3,0.00,15.30
491835,222372,36,1,0.00,4.56
491836,222373,23,3,0.00,9.90
491837,222374,5,1,4.20,1.85
491838,222375,25,2,0.00,7.44
491839,222376,41,2,4.00,2.76
491840,222376,41,3,6.00,4.14
491841,222376,33,2,7.68,5.30
491842,222377,40,2,4.32,1.90
491843,222377,16,1,16.20,7.13
491844,222377,23,5,33.00,14.52
491845,222377,30,1,4.56,2.01
491846,222378,19,1,0.00,3.90
491847,222378,36,5,0.00,22.80
491848,222378,21,2,0.00,5.76
491849,222378,15,1,0.00,7.50
491850,222378,21,2,0.00,5.76
491851,222379,2,2,9.12,4.01
491852,222379,30,1,4.56,2.01
491853,222379,37,3,20.88,9.19
491854,222379,7,1,3.84,1.69
491855,222380,46,1,0.00,2.28
491856,222380,39,1,0.00,5.52
491857,222381,28,1,6.96,3.06
491858,222382,16,3,12.15,23.57
491859,222383,16,3,32.40,22.36
491860,222383,9,3,9.60,6.62
491861,222383,41,2,4.00,2.76
491862,222384,8,2,2.28,4.42
491863,222384,20,1,2.34,4.54
491864,222385,5,3,5.25,5.98
491865,222385,31,2,4.50,5.13
491866,222386,36,1,3.80,4.33
491867,222386,23,1,2.75,3.13
491868,222386,40,1,0.90,1.03
491869,222387,47,1,7.14,2.09
491870,222387,7,2,10.88,3.19
491871,222387,48,1,10.54,3.09
491872,222387,19,4,44.20,12.95
491873,222388,30,1,1.90,2.17
491874,222389,10,1,7.65,2.24
491875,222389,25,5,52.70,15.44
491876,222390,11,2,11.52,5.07
491877,222391,47,1,7.14,2.09
491878,222392,39,1,6.44,5.13
491879,222392,7,2,4.48,3.57
491880,222393,10,2,10.80,4.75
491881,222394,34,1,1.80,2.05
491882,222395,29,1,0.00,3.12
491883,222396,7,1,0.00,1.92
491884,222396,42,1,0.00,1.68
491885,222396,1,2,0.00,3.84
491886,222397,21,1,3.36,2.68
491887,222397,10,2,6.30,5.02
491888,222398,21,2,0.00,5.76
491889,222398,15,3,0.00,22.50
491890,222399,37,2,8.12,6.47
491891,222399,1,1,2.24,1.79
491892,222399,1,2,4.48,3.57
491893,222399,31,2,6.30,5.02
491894,222400,26,2,3.72,7.22
491895,222400,14,1,2.04,3.96
491896,222400,1,4,3.84,7.45
491897,222400,34,1,1.08,2.10
491898,222401,20,4,0.00,18.72
491899,222402,30,2,9.12,4.01
491900,222402,7,2,7.68,3.38
491901,222402,10,2,10.80,4.75
491902,222403,41,1,0.00,1.50
491903,222403,38,1,0.00,5.10
491904,222403,12,4,0.00,23.52
491905,222404,31,1,3.15,2.51
491906,222404,35,3,12.18,9.71
491907,222404,40,3,3.78,3.01
491908,222405,38,5,0.00,25.50
491909,222405,1,1,0.00,1.92
491910,222406,19,2,0.00,7.80
491911,222407,34,3,0.00,6.48
491912,222407,32,4,0.00,19.68
491913,222408,36,4,15.20,17.33
491914,222409,25,1,0.00,3.72
491915,222409,21,2,0.00,5.76
491916,222409,48,5,0.00,18.60
491917,222409,9,2,0.00,4.80
491918,222410,29,3,0.00,9.36
491919,222411,48,2,0.00,7.44
491920,222412,3,2,1.74,3.38
491921,222412,21,1,1.44,2.79
491922,222412,7,3,2.88,5.59
491923,222413,3,1,0.00,1.74
491924,222414,7,4,3.84,7.45
491925,222415,1,3,0.00,5.76
491926,222415,3,3,0.00,5.22
491927,222416,1,2,7.68,3.38
491928,222416,27,1,5.76,2.53
491929,222417,1,1,0.00,1.92
491930,222417,1,5,0.00,9.60
491931,222417,13,1,0.00,4.50
491932,222418,37,2,0.00,6.96
491933,222418,33,3,0.00,8.64
491934,222419,10,1,0.00,2.70
491935,222420,34,5,5.40,10.48
491936,222420,33,4,5.76,11.17
491937,222421,11,2,6.72,5.36
491938,222421,30,1,2.66,2.12
491939,222422,39,3,8.28,16.06
491940,222422,40,1,0.54,1.05
491941,222422,40,2,1.08,2.10
491942,222423,14,2,9.52,7.59
491943,222423,42,3,5.88,4.69
491944,222423,27,2,6.72,5.36
491945,222424,2,2,0.00,4.56
491946,222424,18,1,0.00,9.00
491947,222424,43,4,0.00,12.48
491948,222424,48,4,0.00,14.88
491949,222425,31,2,2.70,5.24
491950,222426,32,2,4.92,9.54
491951,222427,10,1,1.35,2.62
491952,222427,2,1,1.14,2.21
491953,222428,45,5,34.80,15.31
491954,222428,2,4,18.24,8.03
491955,222428,10,2,10.80,4.75
491956,222429,31,1,0.00,2.70
491957,222429,31,5,0.00,13.50
491958,222430,41,4,7.00,5.58
491959,222430,40,3,3.78,3.01
491960,222430,48,3,13.02,10.38
491961,222430,23,2,7.70,6.14
491962,222431,20,1,0.00,4.68
491963,222432,18,3,54.00,23.76
491964,222432,19,4,31.20,13.73
491965,222432,41,4,12.00,5.28
491966,222433,41,3,2.25,4.37
491967,222433,41,3,2.25,4.37
491968,222434,36,1,9.12,4.01
491969,222434,1,2,7.68,3.38
491970,222435,29,2,7.28,5.80
491971,222436,8,5,13.30,10.60
491972,222436,35,1,4.06,3.24
491973,222437,19,3,13.65,10.88
491974,222437,13,3,15.75,12.55
491975,222438,7,2,0.00,3.84
491976,222438,38,2,0.00,10.20
491977,222439,10,5,0.00,13.50
491978,222439,8,3,0.00,6.84
491979,222440,44,1,8.64,3.80
491980,222441,2,3,0.00,6.84
491981,222441,6,5,0.00,12.00
491982,222442,23,1,6.60,2.90
491983,222443,45,3,5.22,10.13
491984,222443,26,4,7.44,14.43
491985,222443,5,1,1.05,2.04
491986,222443,16,3,12.15,23.57
491987,222443,7,4,3.84,7.45
491988,222444,34,2,2.16,4.19
491989,222444,27,3,4.32,8.38
491990,222444,42,1,0.84,1.63
491991,222444,35,1,1.74,3.38
491992,222444,2,5,5.70,11.06
491993,222445,24,3,0.00,15.84
491994,222445,7,5,0.00,9.60
491995,222445,8,4,0.00,9.12
491996,222446,27,4,0.00,11.52
491997,222446,40,1,0.00,1.08
491998,222447,29,1,3.64,2.90
491999,222447,19,2,9.10,7.25
492000,222448,24,4,10.56,20.49
492001,222449,23,2,0.00,6.60
492002,222449,28,2,0.00,6.96
492003,222450,47,2,10.08,4.44
492004,222450,23,3,19.80,8.71
492005,222450,28,4,27.84,12.25
492006,222450,46,1,4.56,2.01
492007,222450,4,1,5.76,2.53
492008,222451,30,3,13.68,6.02
492009,222451,10,3,16.20,7.13
492010,222452,12,1,6.86,5.47
492011,222452,7,3,6.72,5.36
492012,222452,43,2,7.28,5.80
492013,222453,40,3,0.00,3.24
492014,222453,44,3,0.00,12.96
492015,222453,4,2,0.00,5.76
492016,222454,20,1,5.46,4.35
492017,222455,36,2,4.56,8.85
492018,222456,9,3,0.00,7.20
492019,222457,48,2,3.72,7.22
492020,222458,47,2,4.20,4.79
492021,222458,31,2,4.50,5.13
492022,222459,8,2,5.32,4.24
492023,222459,19,4,18.20,14.51
492024,222459,24,4,24.64,19.64
492025,222459,12,1,6.86,5.47
492026,222460,42,2,2.80,3.19
492027,222461,30,1,1.90,2.17
492028,222461,42,2,2.80,3.19
492029,222462,21,3,10.08,8.04
492030,222463,44,3,6.48,12.57
492031,222463,38,4,10.20,19.79
492032,222463,41,1,0.75,1.45
492033,222463,35,2,3.48,6.75
492034,222464,42,1,0.84,1.63
492035,222464,38,2,5.10,9.89
492036,222464,46,1,1.14,2.21
492037,222465,9,1,0.00,2.40
492038,222465,46,1,0.00,2.28
492039,222465,21,1,0.00,2.88
492040,222465,10,3,0.00,8.10
492041,222465,2,3,0.00,6.84
492042,222466,5,2,4.90,3.91
492043,222467,37,3,12.18,9.71
492044,222467,32,5,28.70,22.88
492045,222468,47,3,8.82,7.03
492046,222468,28,2,8.12,6.47
492047,222468,25,5,21.70,17.30
492048,222469,31,1,3.15,2.51
492049,222469,12,2,13.72,10.94
492050,222469,36,2,10.64,8.48
492051,222470,29,2,0.00,6.24
492052,222471,2,2,3.80,4.33
492053,222472,8,2,3.80,4.33
492054,222473,2,2,3.80,4.33
492055,222473,3,3,4.35,4.96
492056,222473,41,2,2.50,2.85
492057,222473,22,4,21.60,24.62
492058,222473,10,3,6.75,7.69
492059,222474,23,1,3.85,3.07
492060,222474,5,3,7.35,5.86
492061,222475,2,2,0.00,4.56
492062,222475,36,2,0.00,9.12
492063,222475,32,1,0.00,4.92
492064,222476,9,2,2.40,4.66
492065,222477,37,2,0.00,6.96
492066,222477,23,2,0.00,6.60
492067,222478,30,2,5.32,4.24
492068,222478,4,1,3.36,2.68
492069,222478,24,1,6.16,4.91
492070,222478,7,1,2.24,1.79
492071,222478,37,1,4.06,3.24
492072,222479,20,1,2.34,4.54
492073,222480,26,4,12.40,14.14
492074,222481,11,2,2.88,5.59
492075,222481,37,2,3.48,6.75
492076,222482,29,2,7.28,5.80
492077,222482,12,2,13.72,10.94
492078,222482,7,1,2.24,1.79
492079,222483,40,3,6.48,2.85
492080,222483,21,3,17.28,7.60
492081,222483,3,2,6.96,3.06
492082,222484,31,1,1.35,2.62
492083,222484,5,1,1.05,2.04
492084,222484,40,1,0.54,1.05
492085,222485,37,2,3.48,6.75
492086,222485,34,2,2.16,4.19
492087,222485,41,2,1.50,2.91
492088,222486,27,3,17.28,7.60
492089,222486,23,3,19.80,8.71
492090,222487,2,1,2.66,2.12
492091,222488,47,4,11.76,9.37
492092,222488,41,4,7.00,5.58
492093,222488,7,1,2.24,1.79
492094,222489,31,2,7.20,4.97
492095,222489,29,3,12.48,8.61
492096,222490,25,2,6.20,7.07
492097,222490,3,4,5.80,6.61
492098,222491,44,1,0.00,4.32
492099,222491,7,2,0.00,3.84
492100,222492,24,1,7.04,4.86
492101,222493,35,2,0.00,6.96
492102,222493,25,1,0.00,3.72
492103,222493,20,5,0.00,23.40
492104,222494,42,2,0.00,3.36
492105,222494,13,3,0.00,13.50
492106,222495,11,1,0.00,2.88
492107,222496,27,5,7.20,13.97
492108,222496,25,2,3.72,7.22
492109,222496,30,2,2.28,4.42
492110,222497,19,2,3.90,7.57
492111,222497,38,1,2.55,4.95
492112,222498,9,2,2.40,4.66
492113,222498,37,2,3.48,6.75
492114,222498,46,3,3.42,6.63
492115,222498,42,3,2.52,4.89
492116,222499,10,4,0.00,10.80
492117,222499,19,5,0.00,19.50
492118,222499,26,3,0.00,11.16
492119,222500,28,2,8.12,6.47
492120,222500,28,2,8.12,6.47
492121,222500,2,4,10.64,8.48
492122,222500,42,1,1.96,1.56
492123,222501,14,3,24.48,10.77
492124,222501,1,4,15.36,6.76
492125,222501,7,2,7.68,3.38
492126,222502,2,4,0.00,9.12
492127,222502,20,1,0.00,4.68
492128,222502,19,1,0.00,3.90
492129,222503,21,4,5.76,11.17
492130,222503,24,4,10.56,20.49
492131,222503,29,1,1.56,3.03
492132,222503,3,1,0.87,1.69
492133,222503,1,2,1.92,3.72
492134,222504,1,2,0.00,3.84
492135,222504,33,3,0.00,8.64
492136,222504,34,2,0.00,4.32
492137,222504,39,3,0.00,16.56
492138,222505,3,3,6.09,4.85
492139,222506,46,3,0.00,6.84
492140,222506,21,1,0.00,2.88
492141,222506,37,1,0.00,3.48
492142,222506,34,2,0.00,4.32
492143,222507,38,3,17.85,14.23
492144,222507,7,1,2.24,1.79
492145,222507,45,3,12.18,9.71
492146,222507,16,2,18.90,15.07
492147,222508,19,4,18.20,14.51
492148,222509,46,1,2.66,2.12
492149,222510,6,1,3.20,2.21
492150,222510,41,1,2.00,1.38
492151,222511,40,2,2.52,2.01
492152,222511,46,2,5.32,4.24
492153,222512,42,2,6.72,2.96
492154,222513,1,2,4.48,3.57
492155,222513,44,2,10.08,8.04
492156,222513,43,1,3.64,2.90
492157,222513,10,2,6.30,5.02
492158,222514,48,1,0.00,3.72
492159,222515,37,3,0.00,10.44
492160,222515,3,2,0.00,3.48
492161,222515,38,1,0.00,5.10
492162,222515,24,3,0.00,15.84
492163,222516,2,1,0.00,2.28
492164,222516,25,2,0.00,7.44
492165,222516,1,3,0.00,5.76
492166,222517,35,2,3.48,6.75
492167,222517,44,1,2.16,4.19
492168,222518,8,3,5.70,6.50
492169,222518,47,4,8.40,9.58
492170,222518,32,3,12.30,14.02
492171,222519,8,1,1.14,2.21
492172,222519,3,2,1.74,3.38
492173,222519,40,3,1.62,3.14
492174,222519,46,2,2.28,4.42
492175,222519,47,3,3.78,7.33
492176,222520,8,4,7.60,8.66
492177,222520,34,2,3.60,4.10
492178,222520,7,4,6.40,7.30
492179,222521,28,2,0.00,6.96
492180,222521,42,2,0.00,3.36
492181,222522,33,1,2.40,2.74
492182,222522,4,4,9.60,10.94
492183,222522,2,3,5.70,6.50
492184,222523,22,2,15.12,12.05
492185,222523,48,3,13.02,10.38
492186,222523,36,3,15.96,12.72
492187,222523,3,3,6.09,4.85
492188,222523,5,2,4.90,3.91
492189,222524,14,3,6.12,11.87
492190,222524,48,2,3.72,7.22
492191,222524,32,1,2.46,4.77
492192,222525,4,1,0.00,2.88
492193,222525,3,2,0.00,3.48
492194,222525,13,1,0.00,4.50
492195,222525,37,1,0.00,3.48
492196,222526,27,2,11.52,5.07
492197,222527,34,3,18.36,5.38
492198,222527,26,4,42.16,12.35
492199,222528,33,3,4.32,8.38
492200,222529,13,1,2.25,4.37
492201,222529,14,4,8.16,15.83
492202,222530,2,3,0.00,6.84
492203,222530,11,2,0.00,5.76
492204,222530,42,3,0.00,5.04
492205,222530,6,2,0.00,4.80
492206,222531,40,1,1.26,1.00
492207,222532,26,3,13.02,10.38
492208,222532,47,1,2.94,2.34
492209,222533,8,3,7.98,6.36
492210,222534,27,3,10.08,8.04
492211,222534,32,3,17.22,13.73
492212,222534,7,1,2.24,1.79
492213,222535,10,1,2.25,2.56
492214,222535,32,3,12.30,14.02
492215,222536,4,3,7.20,8.21
492216,222537,25,3,0.00,11.16
492217,222537,13,1,0.00,4.50
492218,222537,18,2,0.00,18.00
492219,222538,5,3,0.00,6.30
492220,222538,27,3,0.00,8.64
492221,222538,32,2,0.00,9.84
492222,222539,28,3,5.22,10.13
492223,222540,47,2,2.52,4.89
492224,222541,27,2,2.88,5.59
492225,222541,18,3,13.50,26.19
492226,222542,34,2,2.16,4.19
492227,222542,44,4,8.64,16.76
492228,222543,3,1,0.00,1.74
492229,222543,2,1,0.00,2.28
492230,222544,27,4,5.76,11.17
492231,222544,45,4,6.96,13.50
492232,222545,43,2,0.00,6.24
492233,222545,20,1,0.00,4.68
492234,222545,40,4,0.00,4.32
492235,222546,12,4,0.00,23.52
492236,222547,27,2,2.88,5.59
492237,222548,3,3,0.00,5.22
492238,222548,40,1,0.00,1.08
492239,222548,3,2,0.00,3.48
492240,222549,27,2,0.00,5.76
492241,222550,4,4,9.60,10.94
492242,222551,7,2,1.92,3.72
492243,222551,25,3,5.58,10.83
492244,222551,20,1,2.34,4.54
492245,222552,26,2,3.72,7.22
492246,222552,12,1,2.94,5.70
492247,222552,8,2,2.28,4.42
492248,222553,16,3,0.00,24.30
492249,222554,17,1,2.85,5.53
492250,222554,8,2,2.28,4.42
492251,222555,13,2,0.00,9.00
492252,222555,27,1,0.00,2.88
492253,222556,48,2,8.68,6.92
492254,222556,37,5,20.30,16.18
492255,222557,2,2,2.28,4.42
492256,222558,48,5,9.30,18.04
492257,222559,33,2,11.52,5.07
492258,222560,41,2,1.50,2.91
492259,222560,14,1,2.04,3.96
492260,222560,35,2,3.48,6.75
492261,222561,28,1,0.00,3.48
492262,222561,11,3,0.00,8.64
492263,222561,29,4,0.00,12.48
492264,222562,5,3,12.60,5.54
492265,222563,1,3,0.00,5.76
492266,222563,36,2,0.00,9.12
492267,222563,47,2,0.00,5.04
492268,222563,23,4,0.00,13.20
492269,222564,17,2,0.00,11.40
492270,222565,10,1,0.00,2.70
492271,222566,21,2,0.00,5.76
492272,222567,16,3,28.35,22.60
492273,222568,28,1,0.00,3.48
492274,222568,28,2,0.00,6.96
492275,222569,26,2,9.92,6.84
492276,222569,23,1,4.40,3.04
492277,222569,26,3,14.88,10.27
492278,222569,43,1,4.16,2.87
492279,222570,23,2,0.00,6.60
492280,222570,2,2,0.00,4.56
492281,222571,29,2,3.12,6.05
492282,222572,12,2,15.68,10.82
492283,222572,42,3,6.72,4.64
492284,222572,47,3,10.08,6.96
492285,222573,41,1,0.00,1.50
492286,222573,16,1,0.00,8.10
492287,222574,45,1,4.06,3.24
492288,222574,3,3,6.09,4.85
492289,222575,43,1,3.64,2.90
492290,222575,42,1,1.96,1.56
492291,222576,1,2,0.00,3.84
492292,222576,1,1,0.00,1.92
492293,222576,35,5,0.00,17.40
492294,222577,8,4,0.00,9.12
492295,222578,10,2,0.00,5.40
492296,222578,22,2,0.00,12.96
492297,222579,29,1,0.00,3.12
492298,222579,30,3,0.00,6.84
492299,222579,30,1,0.00,2.28
492300,222580,42,1,1.96,1.56
492301,222580,2,4,10.64,8.48
492302,222580,2,1,2.66,2.12
492303,222581,45,4,11.60,13.22
492304,222581,27,3,7.20,8.21
492305,222582,36,3,0.00,13.68
492306,222583,29,2,3.12,6.05
492307,222583,43,1,1.56,3.03
492308,222583,3,2,1.74,3.38
492309,222584,25,1,1.86,3.61
492310,222585,44,4,8.64,16.76
492311,222585,14,2,4.08,7.92
492312,222586,47,2,6.72,4.64
492313,222586,6,2,6.40,4.42
492314,222586,31,5,18.00,12.42
492315,222586,9,1,3.20,2.21
492316,222587,8,1,2.66,2.12
492317,222587,21,1,3.36,2.68
492318,222587,42,1,1.96,1.56
492319,222587,4,1,3.36,2.68
492320,222588,1,3,2.88,5.59
492321,222589,29,3,4.68,9.08
492322,222589,17,4,11.40,22.12
492323,222589,27,1,1.44,2.79
492324,222589,29,3,4.68,9.08
492325,222589,34,1,1.08,2.10
492326,222590,46,3,5.70,6.50
492327,222590,13,2,7.50,8.55
492328,222590,3,2,2.90,3.31
492329,222591,39,4,11.04,21.42
492330,222591,16,2,8.10,15.71
492331,222592,19,3,5.85,11.35
492332,222593,13,3,6.75,13.09
492333,222594,9,1,2.00,2.28
492334,222595,40,3,0.00,3.24
492335,222596,44,5,0.00,21.60
492336,222596,4,5,0.00,14.40
492337,222596,17,1,0.00,5.70
492338,222596,12,2,0.00,11.76
492339,222597,20,5,0.00,23.40
492340,222598,10,3,16.20,7.13
492341,222598,33,2,11.52,5.07
492342,222598,11,2,11.52,5.07
492343,222599,44,3,15.12,12.05
492344,222600,27,2,16.32,4.78
492345,222600,16,2,45.90,13.45
492346,222600,42,3,14.28,4.18
492347,222600,42,2,9.52,2.79
492348,222601,46,1,0.00,2.28
492349,222601,5,3,0.00,6.30
492350,222601,9,1,0.00,2.40
492351,222601,37,4,0.00,13.92
492352,222602,34,2,5.04,4.02
492353,222602,5,2,4.90,3.91
492354,222603,17,1,16.15,4.73
492355,222603,8,1,6.46,1.89
492356,222603,13,4,51.00,14.94
492357,222603,21,3,24.48,7.17
492358,222604,16,2,13.50,15.39
492359,222604,23,3,8.25,9.40
492360,222605,8,4,12.16,8.39
492361,222605,10,3,10.80,7.45
492362,222605,1,2,5.12,3.53
492363,222606,29,1,0.00,3.12
492364,222606,38,3,0.00,15.30
492365,222606,26,2,0.00,7.44
492366,222607,40,2,4.32,1.90
492367,222607,7,2,7.68,3.38
492368,222607,3,2,6.96,3.06
492369,222607,13,2,18.00,7.92
492370,222607,5,3,12.60,5.54
492371,222608,25,3,0.00,11.16
492372,222609,27,1,1.44,2.79
492373,222610,37,3,0.00,10.44
492374,222610,30,4,0.00,9.12
492375,222610,22,1,0.00,6.48
492376,222610,9,2,0.00,4.80
492377,222611,45,3,8.70,9.92
492378,222612,3,3,2.61,5.06
492379,222612,17,2,5.70,11.06
492380,222612,40,1,0.54,1.05
492381,222612,39,3,8.28,16.06
492382,222612,33,2,2.88,5.59
492383,222613,24,2,12.32,9.82
492384,222613,21,2,6.72,5.36
492385,222613,44,2,10.08,8.04
492386,222613,33,1,3.36,2.68
492387,222614,8,3,7.98,6.36
492388,222614,38,2,11.90,9.49
492389,222614,3,2,4.06,3.24
492390,222614,25,4,17.36,13.84
492391,222614,39,3,19.32,15.40
492392,222615,27,1,5.76,2.53
492393,222615,32,1,9.84,4.33
492394,222616,43,1,0.00,3.12
492395,222616,20,2,0.00,9.36
492396,222617,46,2,0.00,4.56
492397,222618,3,3,4.35,4.96
492398,222619,8,1,0.00,2.28
492399,222620,35,2,8.12,6.47
492400,222620,30,5,13.30,10.60
492401,222620,17,1,6.65,5.30
492402,222620,38,1,5.95,4.74
492403,222621,30,2,0.00,4.56
492404,222621,31,5,0.00,13.50
492405,222622,47,2,0.00,5.04
492406,222622,44,3,0.00,12.96
492407,222622,26,1,0.00,3.72
492408,222622,21,3,0.00,8.64
492409,222622,44,4,0.00,17.28
492410,222623,37,4,11.60,13.22
492411,222624,9,1,1.20,2.33
492412,222625,44,3,0.00,12.96
492413,222625,45,2,0.00,6.96
492414,222625,19,1,0.00,3.90
492415,222626,18,2,9.00,17.46
492416,222627,34,3,0.00,6.48
492417,222627,33,5,0.00,14.40
492418,222627,38,1,0.00,5.10
492419,222627,36,2,0.00,9.12
492420,222628,39,1,0.00,5.52
492421,222628,9,4,0.00,9.60
492422,222629,35,3,20.88,9.19
492423,222629,13,1,9.00,3.96
492424,222630,27,1,0.00,2.88
492425,222631,17,1,0.00,5.70
492426,222632,45,2,19.72,5.78
492427,222632,30,3,19.38,5.68
492428,222633,7,3,11.52,5.07
492429,222633,33,1,5.76,2.53
492430,222633,6,1,4.80,2.11
492431,222634,23,2,3.30,6.40
