res_ID,cus_ID,br_ID,booking_date,reservation_date,res_status
74020,20709,7,2023-12-30,2024-01-04,Completed
74021,15721,7,2024-01-04,2024-01-04,Completed
74022,25811,7,2024-01-04,2024-01-04,Completed
74023,10041,8,2023-12-28,2024-01-04,Completed
74024,9882,8,2023-12-21,2024-01-04,Completed
74025,5894,8,2024-01-03,2024-01-04,Completed
74026,11994,8,2023-12-30,2024-01-04,Completed
74027,9576,8,2024-01-02,2024-01-04,Completed
74028,19933,8,2024-01-03,2024-01-04,Completed
74029,22696,9,2024-01-01,2024-01-04,No-Show
74030,25800,9,2024-01-04,2024-01-04,Completed
74031,12209,9,2024-01-01,2024-01-04,Completed
74032,6923,10,2023-12-28,2024-01-04,Completed
74033,21534,10,2023-12-30,2024-01-04,Completed
74034,13034,10,2024-01-03,2024-01-04,Completed
74035,13057,11,2024-01-04,2024-01-04,Cancelled
74036,5255,11,2024-01-01,2024-01-04,Completed
74037,18990,11,2023-12-30,2024-01-04,Completed
74038,25839,12,2024-01-03,2024-01-04,Completed
74039,24596,12,2023-12-21,2024-01-04,Completed
74040,23599,12,2023-12-25,2024-01-04,Completed
74041,12975,12,2024-01-02,2024-01-04,Cancelled
74042,16510,13,2023-12-30,2024-01-04,Completed
74043,9885,13,2024-01-01,2024-01-04,Cancelled
74044,15125,13,2024-01-02,2024-01-04,Completed
74045,23689,13,2023-12-25,2024-01-04,Completed
74046,25882,15,2024-01-01,2024-01-04,Completed
74047,25693,15,2024-01-02,2024-01-04,Completed
74048,25800,16,2024-01-01,2024-01-04,Completed
74049,19295,17,2023-12-30,2024-01-04,Completed
74050,16665,17,2024-01-04,2024-01-04,No-Show
74051,8789,1,2024-01-04,2024-01-05,Completed
74052,6738,1,2024-01-05,2024-01-05,Completed
74053,15955,1,2023-12-31,2024-01-05,Confirmed
74054,2058,1,2024-01-05,2024-01-05,Completed
74055,431,1,2024-01-04,2024-01-05,Completed
74056,1349,1,2023-12-29,2024-01-05,Completed
74057,14319,1,2024-01-03,2024-01-05,Completed
74058,6844,2,2024-01-05,2024-01-05,Completed
74059,24120,2,2024-01-05,2024-01-05,Completed
74060,25043,2,2024-01-02,2024-01-05,Completed
74061,3980,2,2023-12-26,2024-01-05,Completed
74062,21962,2,2024-01-04,2024-01-05,Completed
74063,1011,2,2023-12-29,2024-01-05,Completed
74064,25760,3,2024-01-03,2024-01-05,Completed
74065,8038,5,2024-01-05,2024-01-05,Completed
74066,16730,5,2024-01-02,2024-01-05,Completed
74067,25901,5,2024-01-03,2024-01-05,Cancelled
74068,18786,5,2023-12-26,2024-01-05,Completed
74069,23146,6,2024-01-05,2024-01-05,Completed
74070,24743,6,2024-01-04,2024-01-05,Completed
74071,23497,6,2023-12-22,2024-01-05,Completed
74072,8796,6,2023-12-29,2024-01-05,Completed
74073,22481,6,2024-01-05,2024-01-05,Completed
74074,10093,7,2024-01-03,2024-01-05,Completed
74075,22560,7,2023-12-22,2024-01-05,Cancelled
74076,14307,7,2024-01-05,2024-01-05,No-Show
74077,1437,7,2023-12-26,2024-01-05,Completed
74078,4572,7,2024-01-05,2024-01-05,Completed
74079,20916,7,2023-12-26,2024-01-05,Completed
74080,965,8,2023-12-22,2024-01-05,No-Show
74081,25724,8,2023-12-31,2024-01-05,Completed
74082,11943,9,2023-12-31,2024-01-05,Completed
74083,23535,9,2023-12-26,2024-01-05,Completed
74084,22961,10,2023-12-26,2024-01-05,Completed
74085,23772,10,2024-01-02,2024-01-05,Completed
74086,18991,10,2024-01-04,2024-01-05,No-Show
74087,16413,10,2024-01-04,2024-01-05,Completed
74088,721,11,2024-01-05,2024-01-05,Completed
74089,24895,11,2024-01-05,2024-01-05,Completed
74090,25153,11,2024-01-04,2024-01-05,Completed
74091,12553,11,2023-12-29,2024-01-05,Cancelled
74092,7773,11,2023-12-31,2024-01-05,Completed
74093,25295,12,2024-01-05,2024-01-05,Completed
74094,17548,12,2023-12-26,2024-01-05,Completed
74095,17548,12,2023-12-31,2024-01-05,Completed
74096,22843,12,2024-01-02,2024-01-05,Completed
74097,15981,13,2024-01-05,2024-01-05,Cancelled
74098,19742,13,2024-01-05,2024-01-05,Completed
74099,17639,13,2024-01-05,2024-01-05,Completed
74100,25365,1,2024-01-06,2024-01-06,Completed
74101,19030,1,2024-01-06,2024-01-06,Completed
74102,15883,1,2023-12-30,2024-01-06,Completed
74103,19776,1,2024-01-05,2024-01-06,Completed
74104,14518,1,2023-12-30,2024-01-06,Completed
74105,20611,1,2024-01-05,2024-01-06,Completed
74106,6348,1,2024-01-04,2024-01-06,Completed
74107,25724,2,2024-01-05,2024-01-06,Completed
74108,15349,2,2024-01-05,2024-01-06,Completed
74109,21624,2,2024-01-01,2024-01-06,No-Show
74110,6752,2,2023-12-23,2024-01-06,Completed
74111,18028,2,2023-12-23,2024-01-06,Completed
74112,21558,2,2024-01-01,2024-01-06,Completed
74113,2268,2,2024-01-03,2024-01-06,Completed
74114,11802,2,2023-12-30,2024-01-06,Completed
74115,11423,2,2024-01-03,2024-01-06,No-Show
74116,23578,2,2024-01-03,2024-01-06,Completed
74117,22729,2,2024-01-06,2024-01-06,Completed
74118,14731,2,2023-12-23,2024-01-06,Completed
74119,21560,3,2023-12-27,2024-01-06,Completed
74120,14672,3,2024-01-01,2024-01-06,Completed
74121,1889,3,2024-01-06,2024-01-06,Completed
74122,7280,3,2024-01-01,2024-01-06,Completed
74123,22405,3,2024-01-03,2024-01-06,No-Show
74124,21358,3,2024-01-06,2024-01-06,Completed
74125,16203,3,2024-01-03,2024-01-06,Completed
74126,18948,3,2024-01-05,2024-01-06,Completed
74127,8742,4,2024-01-01,2024-01-06,Completed
74128,9551,4,2024-01-06,2024-01-06,Completed
74129,12791,4,2024-01-05,2024-01-06,Completed
74130,10364,5,2024-01-05,2024-01-06,Completed
74131,22544,5,2024-01-04,2024-01-06,Completed
74132,20834,5,2024-01-06,2024-01-06,Completed
74133,12215,5,2024-01-01,2024-01-06,Completed
74134,18806,5,2024-01-04,2024-01-06,Completed
74135,11811,5,2024-01-05,2024-01-06,Completed
74136,25694,6,2023-12-27,2024-01-06,Completed
74137,14864,6,2023-12-27,2024-01-06,Completed
74138,21895,6,2024-01-04,2024-01-06,Completed
74139,21259,6,2024-01-03,2024-01-06,Completed
74140,13283,6,2024-01-06,2024-01-06,Completed
74141,13965,6,2024-01-05,2024-01-06,Completed
74142,10776,7,2024-01-01,2024-01-06,Completed
74143,8871,7,2023-12-27,2024-01-06,Completed
74144,7513,7,2024-01-03,2024-01-06,Completed
74145,17863,7,2024-01-04,2024-01-06,Completed
74146,24287,7,2023-12-30,2024-01-06,Completed
74147,1694,8,2024-01-06,2024-01-06,Completed
74148,24823,8,2024-01-01,2024-01-06,Completed
74149,20967,8,2023-12-27,2024-01-06,No-Show
74150,588,8,2024-01-06,2024-01-06,Completed
74151,25600,8,2024-01-04,2024-01-06,Completed
74152,15774,8,2023-12-30,2024-01-06,Completed
74153,13782,8,2024-01-04,2024-01-06,Completed
74154,16119,9,2024-01-05,2024-01-06,Completed
74155,18966,9,2024-01-01,2024-01-06,Completed
74156,6872,9,2024-01-05,2024-01-06,Completed
74157,13453,9,2024-01-06,2024-01-06,Completed
74158,19993,10,2024-01-05,2024-01-06,Completed
74159,18940,10,2024-01-05,2024-01-06,Completed
74160,10813,10,2024-01-06,2024-01-06,Completed
74161,1381,10,2023-12-30,2024-01-06,Completed
74162,2818,11,2024-01-05,2024-01-06,Completed
74163,5020,11,2023-12-30,2024-01-06,Completed
74164,11383,11,2024-01-04,2024-01-06,Completed
74165,25842,11,2023-12-30,2024-01-06,Completed
74166,4392,11,2023-12-30,2024-01-06,Completed
74167,14182,12,2023-12-30,2024-01-06,Completed
74168,19190,12,2023-12-27,2024-01-06,Completed
74169,23082,12,2024-01-05,2024-01-06,Completed
74170,12244,12,2023-12-27,2024-01-06,Completed
74171,16661,13,2023-12-23,2024-01-06,Completed
74172,25693,13,2024-01-03,2024-01-06,Completed
74173,21480,13,2024-01-06,2024-01-06,Completed
74174,20681,13,2024-01-04,2024-01-06,Completed
74175,23797,13,2024-01-06,2024-01-06,Completed
74176,25740,14,2024-01-04,2024-01-06,Completed
74177,25693,15,2024-01-06,2024-01-06,Completed
74178,24386,17,2024-01-05,2024-01-06,Completed
74179,25842,17,2023-12-30,2024-01-06,Completed
74180,2563,1,2023-12-31,2024-01-07,Completed
74181,8831,1,2024-01-02,2024-01-07,Completed
74182,5976,1,2024-01-04,2024-01-07,Completed
74183,9886,1,2023-12-28,2024-01-07,Completed
74184,21794,1,2024-01-06,2024-01-07,Completed
74185,11694,1,2024-01-07,2024-01-07,Completed
74186,20389,1,2024-01-07,2024-01-07,Completed
74187,22627,1,2024-01-06,2024-01-07,Completed
74188,25362,1,2023-12-31,2024-01-07,Completed
74189,579,1,2024-01-02,2024-01-07,Completed
74190,5874,2,2024-01-07,2024-01-07,Completed
74191,682,2,2024-01-07,2024-01-07,No-Show
74192,20305,2,2024-01-07,2024-01-07,Completed
74193,2596,2,2023-12-24,2024-01-07,Completed
74194,21170,2,2024-01-05,2024-01-07,Completed
74195,21558,2,2024-01-04,2024-01-07,Completed
74196,18699,2,2024-01-07,2024-01-07,No-Show
74197,10755,2,2024-01-07,2024-01-07,Cancelled
74198,23445,2,2024-01-06,2024-01-07,Completed
74199,3541,3,2024-01-02,2024-01-07,Confirmed
74200,11418,3,2023-12-24,2024-01-07,Completed
74201,25123,3,2024-01-06,2024-01-07,Completed
74202,9169,3,2023-12-28,2024-01-07,Completed
74203,17404,3,2024-01-07,2024-01-07,Completed
74204,24517,3,2024-01-02,2024-01-07,Completed
74205,11217,4,2024-01-04,2024-01-07,No-Show
74206,11387,4,2024-01-02,2024-01-07,Completed
74207,25965,4,2024-01-07,2024-01-07,Completed
74208,17504,5,2023-12-31,2024-01-07,Completed
74209,5409,5,2024-01-04,2024-01-07,Completed
74210,20661,5,2024-01-07,2024-01-07,Completed
74211,16731,6,2024-01-06,2024-01-07,No-Show
74212,23004,6,2023-12-28,2024-01-07,Completed
74213,25800,6,2024-01-06,2024-01-07,Completed
74214,12903,7,2024-01-06,2024-01-07,Completed
74215,20487,7,2023-12-31,2024-01-07,Completed
74216,23647,7,2023-12-24,2024-01-07,Completed
74217,5905,7,2024-01-07,2024-01-07,Completed
74218,2219,7,2024-01-06,2024-01-07,Completed
74219,13726,7,2024-01-04,2024-01-07,Completed
74220,23875,8,2024-01-02,2024-01-07,Completed
74221,24365,8,2023-12-24,2024-01-07,Completed
74222,16677,8,2023-12-24,2024-01-07,Cancelled
74223,753,8,2024-01-04,2024-01-07,Completed
74224,23465,8,2024-01-07,2024-01-07,Completed
74225,1142,8,2024-01-06,2024-01-07,Completed
74226,25333,8,2024-01-04,2024-01-07,Completed
74227,9725,8,2024-01-06,2024-01-07,Completed
74228,23244,8,2024-01-07,2024-01-07,Completed
74229,18766,9,2024-01-06,2024-01-07,Completed
74230,19596,9,2024-01-05,2024-01-07,Completed
74231,15907,10,2024-01-05,2024-01-07,Completed
74232,8956,10,2024-01-06,2024-01-07,Completed
74233,23132,10,2023-12-31,2024-01-07,Completed
74234,2793,10,2024-01-02,2024-01-07,Completed
74235,25842,10,2024-01-07,2024-01-07,Completed
74236,16458,10,2024-01-04,2024-01-07,Completed
74237,17223,11,2024-01-06,2024-01-07,Completed
74238,18368,11,2023-12-24,2024-01-07,Completed
74239,18878,12,2024-01-05,2024-01-07,Completed
74240,24918,12,2023-12-31,2024-01-07,Completed
74241,12482,13,2024-01-07,2024-01-07,Completed
74242,25693,13,2023-12-28,2024-01-07,Completed
74243,11211,13,2023-12-31,2024-01-07,Completed
74244,8071,13,2024-01-07,2024-01-07,Completed
74245,25989,14,2024-01-07,2024-01-07,Completed
74246,25799,15,2024-01-05,2024-01-07,Completed
74247,25965,15,2024-01-06,2024-01-07,Completed
74248,25883,16,2024-01-04,2024-01-07,Completed
74249,11024,17,2023-12-31,2024-01-07,No-Show
74250,25990,17,2024-01-07,2024-01-07,Completed
74251,25725,17,2024-01-06,2024-01-07,Completed
74252,25725,17,2024-01-06,2024-01-07,Cancelled
74253,2151,1,2024-01-07,2024-01-08,Cancelled
74254,533,1,2023-12-25,2024-01-08,Completed
74255,23969,1,2024-01-08,2024-01-08,Completed
74256,3373,1,2024-01-05,2024-01-08,Completed
74257,22698,1,2024-01-03,2024-01-08,Completed
74258,22032,2,2023-12-25,2024-01-08,Completed
74259,22821,2,2024-01-03,2024-01-08,Completed
74260,15854,2,2023-12-29,2024-01-08,Completed
74261,23000,3,2024-01-05,2024-01-08,Completed
74262,17434,3,2024-01-08,2024-01-08,Confirmed
74263,14497,3,2024-01-08,2024-01-08,Completed
74264,25842,3,2024-01-08,2024-01-08,Completed
74265,10181,3,2024-01-05,2024-01-08,Completed
74266,16900,3,2024-01-08,2024-01-08,Completed
74267,19497,4,2023-12-29,2024-01-08,Cancelled
74268,8003,4,2024-01-03,2024-01-08,Completed
74269,3806,4,2024-01-06,2024-01-08,Completed
74270,11243,5,2024-01-01,2024-01-08,Completed
74271,17246,5,2023-12-29,2024-01-08,Completed
74272,21491,6,2024-01-05,2024-01-08,Completed
74273,16396,6,2024-01-05,2024-01-08,Completed
74274,7384,6,2024-01-03,2024-01-08,Completed
74275,22240,7,2024-01-08,2024-01-08,Completed
74276,23449,7,2024-01-07,2024-01-08,Completed
74277,13553,7,2024-01-08,2024-01-08,Completed
74278,25675,8,2024-01-03,2024-01-08,Completed
74279,1918,8,2024-01-07,2024-01-08,Completed
74280,8780,8,2023-12-25,2024-01-08,Completed
74281,17387,8,2024-01-06,2024-01-08,Completed
74282,10184,8,2024-01-05,2024-01-08,Completed
74283,10517,10,2024-01-08,2024-01-08,Completed
74284,14249,11,2024-01-07,2024-01-08,Completed
74285,1145,11,2024-01-03,2024-01-08,Completed
74286,4407,11,2024-01-07,2024-01-08,Completed
74287,8752,11,2024-01-06,2024-01-08,Completed
74288,6441,11,2024-01-08,2024-01-08,Completed
74289,14694,11,2024-01-08,2024-01-08,Completed
74290,20491,12,2024-01-05,2024-01-08,Completed
74291,18736,12,2024-01-03,2024-01-08,Completed
74292,2667,12,2024-01-03,2024-01-08,Completed
74293,19810,13,2024-01-03,2024-01-08,Completed
74294,25460,13,2024-01-08,2024-01-08,Completed
74295,25989,14,2024-01-08,2024-01-08,Completed
74296,13758,16,2024-01-01,2024-01-08,Completed
74297,25866,17,2023-12-31,2024-01-08,Completed
74298,191,1,2023-12-26,2024-01-09,Completed
74299,2003,1,2024-01-06,2024-01-09,Completed
74300,20166,1,2024-01-09,2024-01-09,Completed
74301,13648,1,2023-12-26,2024-01-09,Completed
74302,3969,1,2024-01-02,2024-01-09,Completed
74303,16081,2,2024-01-04,2024-01-09,Completed
74304,17102,2,2024-01-07,2024-01-09,Completed
74305,7658,2,2024-01-04,2024-01-09,Confirmed
74306,23741,3,2023-12-30,2024-01-09,Completed
74307,9853,3,2024-01-06,2024-01-09,Completed
74308,24065,4,2023-12-30,2024-01-09,Completed
74309,9531,5,2024-01-06,2024-01-09,Completed
74310,25033,6,2024-01-06,2024-01-09,Completed
74311,17862,6,2024-01-08,2024-01-09,Completed
74312,10557,7,2024-01-02,2024-01-09,Completed
74313,12778,8,2024-01-04,2024-01-09,Cancelled
74314,24348,9,2024-01-04,2024-01-09,Completed
74315,11179,10,2024-01-04,2024-01-09,Completed
74316,26010,10,2024-01-09,2024-01-09,Completed
74317,19974,10,2024-01-09,2024-01-09,Completed
74318,11413,11,2024-01-09,2024-01-09,Completed
74319,4093,11,2024-01-08,2024-01-09,Completed
74320,20347,11,2024-01-08,2024-01-09,Completed
74321,3270,11,2024-01-08,2024-01-09,No-Show
74322,11500,11,2024-01-09,2024-01-09,Completed
74323,5239,11,2024-01-08,2024-01-09,Completed
74324,6142,12,2024-01-07,2024-01-09,Completed
74325,22212,12,2024-01-08,2024-01-09,Completed
74326,2950,12,2024-01-08,2024-01-09,Completed
74327,25800,12,2024-01-09,2024-01-09,Completed
74328,25268,12,2024-01-09,2024-01-09,Completed
74329,15618,13,2024-01-09,2024-01-09,Completed
74330,25711,14,2023-12-26,2024-01-09,Completed
74331,25965,15,2024-01-06,2024-01-09,Completed
74332,24732,17,2024-01-07,2024-01-09,Completed
74333,21060,1,2024-01-10,2024-01-10,Completed
74334,25725,1,2024-01-03,2024-01-10,Completed
74335,20318,1,2024-01-09,2024-01-10,Completed
74336,24295,2,2024-01-03,2024-01-10,Completed
74337,8119,2,2024-01-03,2024-01-10,Completed
74338,5704,2,2024-01-09,2024-01-10,Completed
74339,11464,2,2024-01-05,2024-01-10,Completed
74340,10685,2,2024-01-10,2024-01-10,Completed
74341,6646,2,2024-01-10,2024-01-10,Completed
74342,18410,2,2024-01-09,2024-01-10,Completed
74343,1735,2,2024-01-08,2024-01-10,Completed
74344,14073,3,2024-01-10,2024-01-10,Completed
74345,22315,3,2024-01-09,2024-01-10,Completed
74346,17499,3,2024-01-07,2024-01-10,Completed
74347,10329,3,2024-01-03,2024-01-10,Completed
74348,25409,4,2024-01-10,2024-01-10,Completed
74349,17732,5,2024-01-10,2024-01-10,Completed
74350,16508,6,2024-01-09,2024-01-10,Completed
74351,4777,7,2024-01-09,2024-01-10,Completed
74352,23766,7,2024-01-08,2024-01-10,Completed
74353,4739,7,2024-01-09,2024-01-10,Completed
74354,21271,7,2024-01-05,2024-01-10,No-Show
74355,13258,8,2024-01-07,2024-01-10,Completed
74356,21105,8,2024-01-08,2024-01-10,Completed
74357,12961,8,2024-01-10,2024-01-10,Completed
74358,24534,8,2024-01-07,2024-01-10,Completed
74359,15106,8,2024-01-09,2024-01-10,Completed
74360,20717,9,2024-01-10,2024-01-10,Completed
74361,3453,10,2024-01-10,2024-01-10,Completed
74362,24350,10,2024-01-05,2024-01-10,Confirmed
74363,14941,10,2024-01-08,2024-01-10,Completed
74364,18633,11,2024-01-09,2024-01-10,Completed
74365,5811,11,2024-01-05,2024-01-10,Completed
74366,19837,11,2024-01-03,2024-01-10,Completed
74367,13567,11,2024-01-05,2024-01-10,Completed
74368,20721,12,2024-01-10,2024-01-10,Completed
74369,12400,13,2024-01-08,2024-01-10,Completed
74370,19070,13,2024-01-05,2024-01-10,Completed
74371,25989,14,2024-01-07,2024-01-10,Completed
74372,25711,14,2023-12-31,2024-01-10,Completed
74373,25800,16,2024-01-08,2024-01-10,Completed
74374,25602,16,2023-12-27,2024-01-10,Completed
74375,25842,17,2024-01-08,2024-01-10,Completed
74376,1538,1,2024-01-06,2024-01-11,Completed
74377,2011,1,2024-01-11,2024-01-11,Completed
74378,22671,1,2024-01-11,2024-01-11,Confirmed
74379,4969,1,2024-01-06,2024-01-11,Completed
74380,23971,1,2024-01-11,2024-01-11,Completed
74381,15349,2,2024-01-09,2024-01-11,Completed
74382,23161,2,2024-01-01,2024-01-11,Completed
74383,11296,2,2024-01-08,2024-01-11,Completed
74384,1937,2,2024-01-11,2024-01-11,Completed
74385,3506,2,2024-01-10,2024-01-11,Completed
74386,13580,2,2023-12-28,2024-01-11,Completed
74387,21047,3,2024-01-08,2024-01-11,Completed
74388,23034,3,2024-01-09,2024-01-11,Completed
74389,7207,3,2024-01-09,2024-01-11,Completed
74390,20728,3,2024-01-06,2024-01-11,Completed
74391,24310,3,2024-01-11,2024-01-11,Completed
74392,14586,3,2024-01-06,2024-01-11,Completed
