order_det_ID,order_ID,product_ID,order_quantity,order_discount,order_tax
123,50,42,1,0.75,1.45
124,50,39,1,1.86,3.61
125,50,37,1,1.65,3.20
126,51,1,3,4.80,5.47
127,51,4,2,4.20,4.79
128,51,35,2,4.20,4.79
129,51,21,4,19.00,21.66
130,52,5,2,3.50,3.99
131,52,26,5,14.50,16.53
132,52,43,3,2.70,3.08
133,53,28,3,4.05,7.86
134,54,39,1,7.44,3.27
135,54,34,5,51.00,22.44
136,54,18,4,31.20,13.73
137,55,6,4,3.24,6.29
138,55,36,5,9.75,18.91
139,55,43,3,1.62,3.14
140,56,11,1,3.20,2.21
141,57,39,4,7.44,14.43
142,57,9,3,2.70,5.24
143,58,19,3,0.00,14.04
144,59,4,2,2.52,4.89
145,59,6,3,2.43,4.71
146,59,8,2,2.28,4.42
147,60,43,1,0.54,1.05
148,60,15,3,9.90,19.21
149,60,27,4,4.56,8.85
150,61,33,3,13.92,9.60
151,61,3,5,11.60,8.00
152,61,42,3,6.00,4.14
153,62,22,2,8.80,6.07
154,62,22,1,4.40,3.04
155,62,27,2,6.08,4.20
156,62,16,5,48.00,33.12
157,63,4,1,5.04,2.22
158,64,43,1,0.00,1.08
159,64,41,1,0.00,1.32
160,64,2,1,0.00,2.28
161,64,42,2,0.00,3.00
162,65,5,3,3.15,6.11
163,65,22,1,1.65,3.20
164,65,37,3,4.95,9.60
165,66,43,4,2.16,4.19
166,67,32,1,0.00,4.08
167,68,29,3,3.06,5.94
168,68,18,1,1.95,3.78
169,69,25,3,10.08,8.04
170,69,22,4,15.40,12.28
171,69,32,1,4.76,3.79
172,70,23,3,19.80,8.71
173,70,21,4,45.60,20.06
174,70,10,2,10.80,4.75
175,71,20,1,3.36,2.68
176,71,3,2,4.06,3.24
177,72,2,2,2.28,4.42
178,72,1,1,0.96,1.86
179,73,28,2,10.80,4.75
180,74,18,3,13.65,10.88
181,74,4,4,11.76,9.37
182,74,28,3,9.45,7.53
183,75,39,1,0.00,3.72
184,75,6,2,0.00,3.24
185,76,8,3,13.68,6.02
186,77,9,3,10.80,4.75
187,77,29,2,8.16,3.59
188,78,37,2,3.30,6.40
189,78,2,3,3.42,6.63
190,79,8,1,0.00,2.28
191,79,18,1,0.00,3.90
192,80,3,2,1.74,3.38
193,80,22,3,4.95,9.60
194,81,20,1,0.00,2.88
195,81,41,1,0.00,1.32
196,82,4,1,1.26,2.44
197,83,27,3,7.98,6.36
198,84,27,2,2.28,4.42
199,85,30,2,4.32,8.38
200,85,38,3,5.22,10.13
201,85,13,2,4.50,8.73
202,86,4,3,8.82,7.03
203,86,19,2,10.92,8.70
204,86,2,3,7.98,6.36
205,87,30,2,4.32,8.38
206,87,5,4,4.20,8.15
207,88,39,2,3.72,7.22
208,88,16,3,10.80,20.95
209,88,9,2,1.80,3.49
210,88,41,3,1.98,3.84
211,89,8,3,0.00,6.84
212,90,29,2,4.76,3.79
213,90,40,1,5.04,4.02
214,91,6,3,9.72,4.28
215,91,27,1,4.56,2.01
216,92,16,1,3.60,6.98
217,93,1,2,0.00,3.84
218,93,8,2,0.00,4.56
219,93,43,2,0.00,2.16
220,93,24,2,0.00,7.44
221,94,27,3,0.00,6.84
222,94,6,3,0.00,4.86
223,95,42,4,12.00,5.28
224,95,16,2,28.80,12.67
225,95,27,2,9.12,4.01
226,96,4,1,2.10,2.39
227,96,41,2,2.20,2.51
228,96,14,2,6.80,7.75
229,96,43,3,2.70,3.08
230,96,2,2,3.80,4.33
231,97,7,1,0.96,1.86
232,98,9,3,0.00,5.40
233,99,26,1,6.96,3.06
234,100,6,1,0.00,1.62
235,100,1,1,0.00,1.92
236,100,27,1,0.00,2.28
237,101,43,2,0.00,2.16
238,101,33,1,0.00,3.48
239,102,34,1,0.00,5.10
240,103,34,5,29.75,23.71
241,104,11,3,14.40,6.34
242,105,29,1,2.38,1.90
243,105,3,2,4.06,3.24
244,105,36,1,4.55,3.63
245,106,26,2,8.12,6.47
246,106,8,1,2.66,2.12
247,106,40,3,15.12,12.05
248,106,15,4,30.80,24.55
249,107,27,2,5.32,4.24
250,108,37,5,0.00,16.50
251,109,11,3,3.60,6.98
252,110,10,3,16.20,7.13
253,111,33,4,16.24,12.95
254,112,21,4,0.00,22.80
255,113,43,2,2.52,2.01
256,114,43,1,2.16,0.95
257,114,26,2,13.92,6.12
258,114,41,3,7.92,3.48
259,115,43,4,2.16,4.19
260,115,4,1,1.26,2.44
261,115,42,2,1.50,2.91
262,116,40,2,17.28,7.60
263,116,8,3,13.68,6.02
264,117,20,2,0.00,5.76
265,117,6,2,0.00,3.24
266,117,7,2,0.00,3.84
267,118,42,1,0.00,1.50
268,118,31,1,0.00,2.88
269,119,5,1,0.00,2.10
270,120,4,4,11.76,9.37
271,121,5,2,3.50,3.99
272,121,4,2,4.20,4.79
273,121,10,3,6.75,7.69
274,122,7,2,0.00,3.84
275,122,42,3,0.00,4.50
276,123,7,2,7.68,3.38
277,124,3,1,3.48,1.53
278,124,38,4,27.84,12.25
279,124,23,2,13.20,5.81
280,124,9,1,3.60,1.58
281,124,22,2,13.20,5.81
282,125,36,3,15.60,10.76
283,125,11,2,6.40,4.42
284,126,30,2,10.08,8.04
285,127,4,4,11.76,9.37
286,127,11,2,5.60,4.46
287,128,10,2,0.00,5.40
288,128,27,1,0.00,2.28
289,128,42,3,0.00,4.50
290,129,37,4,26.40,11.62
291,130,14,2,4.08,7.92
292,130,41,2,1.32,2.56
293,130,5,1,1.05,2.04
294,130,26,2,3.48,6.75
295,131,2,2,5.32,4.24
296,131,28,4,12.60,10.04
297,131,43,2,2.52,2.01
298,132,27,2,2.28,4.42
299,133,28,4,5.40,10.48
300,134,40,2,10.08,8.04
301,134,39,1,4.34,3.46
302,135,7,4,3.84,7.45
303,135,9,1,0.90,1.75
304,136,28,2,0.00,5.40
305,137,38,4,6.96,13.50
306,138,34,3,7.65,14.84
307,139,16,1,3.60,6.98
308,140,10,3,9.45,7.53
309,140,6,1,1.89,1.51
310,141,4,2,2.52,4.89
311,142,38,1,0.00,3.48
312,142,35,2,0.00,5.04
313,142,38,1,0.00,3.48
314,143,16,2,19.20,13.25
315,143,41,1,1.76,1.21
316,144,32,2,9.52,7.59
317,145,41,1,0.00,1.32
318,145,33,3,0.00,10.44
319,145,38,1,0.00,3.48
320,145,24,1,0.00,3.72
321,145,19,2,0.00,9.36
322,146,27,5,0.00,11.40
323,146,21,3,0.00,17.10
324,146,33,1,0.00,3.48
325,147,29,2,0.00,4.08
326,148,20,1,3.36,2.68
327,149,28,2,2.70,5.24
328,150,19,1,0.00,4.68
329,150,43,2,0.00,2.16
330,151,25,2,6.72,5.36
331,151,27,2,5.32,4.24
332,152,23,2,7.70,6.14
333,153,6,2,4.32,2.98
334,153,18,4,20.80,14.35
335,153,35,3,10.08,6.96
336,154,10,1,0.00,2.70
337,154,8,2,0.00,4.56
338,154,36,3,0.00,11.70
339,155,4,3,0.00,7.56
340,155,40,4,0.00,17.28
341,155,38,1,0.00,3.48
342,155,41,3,0.00,3.96
343,156,38,4,6.96,13.50
344,156,4,4,5.04,9.78
345,157,4,1,2.94,2.34
346,157,29,2,4.76,3.79
347,158,11,2,2.40,4.66
348,159,9,1,0.00,1.80
349,159,41,2,0.00,2.64
350,159,6,2,0.00,3.24
351,160,41,3,0.00,3.96
352,161,3,3,14.79,4.33
353,162,9,2,1.80,3.49
354,163,29,3,0.00,6.12
355,163,28,3,0.00,8.10
356,164,25,3,10.08,8.04
357,165,35,2,0.00,5.04
358,165,11,2,0.00,4.80
359,166,16,2,0.00,14.40
360,167,15,3,39.60,17.42
361,167,27,4,18.24,8.03
362,167,11,4,19.20,8.45
363,167,11,2,9.60,4.22
364,167,15,3,39.60,17.42
365,168,32,3,14.28,11.38
366,168,39,4,17.36,13.84
367,169,23,5,0.00,16.50
368,169,9,2,0.00,3.60
369,170,41,1,1.54,1.23
370,171,10,5,18.00,12.42
371,172,6,2,0.00,3.24
372,172,5,1,0.00,2.10
373,172,16,1,0.00,7.20
374,173,3,1,0.00,1.74
375,174,26,3,12.18,9.71
376,174,28,1,3.15,2.51
377,174,30,1,5.04,4.02
378,175,40,1,8.64,3.80
379,175,6,2,6.48,2.85
380,175,41,1,2.64,1.16
381,175,19,2,18.72,8.24
382,176,41,4,0.00,5.28
383,177,33,1,4.06,3.24
384,178,36,1,4.55,3.63
385,179,34,1,0.00,5.10
386,179,28,1,0.00,2.70
387,180,43,1,0.00,1.08
388,180,11,3,0.00,7.20
389,180,28,2,0.00,5.40
390,181,3,2,6.96,3.06
391,181,42,2,6.00,2.64
392,182,20,1,0.00,2.88
393,183,4,2,5.88,4.69
394,183,23,2,7.70,6.14
395,184,43,3,3.78,3.01
396,185,24,4,0.00,14.88
397,186,23,3,19.80,8.71
398,186,5,2,8.40,3.70
399,186,41,1,2.64,1.16
400,186,28,2,10.80,4.75
401,186,10,3,16.20,7.13
402,187,41,2,3.08,2.46
403,188,15,2,0.00,13.20
404,188,42,2,0.00,3.00
405,189,32,3,6.12,11.87
406,190,9,4,6.00,6.84
407,191,23,4,0.00,13.20
408,191,41,1,0.00,1.32
409,192,3,4,0.00,6.96
410,192,27,3,0.00,6.84
411,193,6,3,2.43,4.71
412,193,11,1,1.20,2.33
413,193,10,2,2.70,5.24
414,194,26,1,0.00,3.48
415,195,3,1,4.93,1.44
416,196,29,4,4.08,7.92
417,196,29,4,4.08,7.92
418,196,42,5,3.75,7.27
419,197,43,1,0.54,1.05
420,197,5,1,1.05,2.04
421,197,43,1,0.54,1.05
422,198,14,2,4.08,7.92
423,198,26,3,5.22,10.13
424,198,20,1,1.44,2.79
425,198,2,3,3.42,6.63
426,198,24,2,3.72,7.22
427,199,7,3,4.80,5.47
428,199,8,3,5.70,6.50
429,199,31,1,2.40,2.74
430,199,29,1,1.70,1.94
431,199,15,3,16.50,18.81
432,200,11,2,0.00,4.80
433,201,10,3,16.20,7.13
434,201,3,4,13.92,6.12
435,201,18,1,7.80,3.43
436,201,11,3,14.40,6.34
437,201,4,1,5.04,2.22
438,202,27,2,5.32,4.24
439,203,23,1,0.00,3.30
440,204,15,4,0.00,26.40
441,205,40,2,4.32,8.38
442,205,9,4,3.60,6.98
443,205,11,1,1.20,2.33
444,206,20,1,2.40,2.74
445,206,20,3,7.20,8.21
446,206,9,1,1.50,1.71
447,207,5,3,3.15,6.11
448,207,23,2,3.30,6.40
449,207,36,1,1.95,3.78
450,208,12,2,21.36,9.40
451,208,16,3,43.20,19.01
452,209,33,4,6.96,13.50
453,209,42,2,1.50,2.91
454,209,35,1,1.26,2.44
455,209,20,2,2.88,5.59
456,210,7,2,0.00,3.84
457,210,9,4,0.00,7.20
458,210,12,2,0.00,10.68
459,210,1,4,0.00,7.68
460,211,11,2,0.00,4.80
461,211,36,4,0.00,15.60
462,212,14,3,6.12,11.87
463,212,40,1,2.16,4.19
464,212,6,5,4.05,7.86
465,212,33,3,5.22,10.13
466,213,11,1,2.80,2.23
467,213,41,1,1.54,1.23
468,213,15,3,23.10,18.41
469,214,40,1,0.00,4.32
470,214,14,3,0.00,12.24
471,215,5,4,16.80,7.39
472,215,33,2,13.92,6.12
473,215,43,2,4.32,1.90
474,215,16,3,43.20,19.01
475,216,6,1,0.81,1.57
476,216,40,3,6.48,12.57
477,216,28,2,2.70,5.24
478,216,24,4,7.44,14.43
479,216,18,3,5.85,11.35
480,217,11,1,0.00,2.40
481,217,30,2,0.00,8.64
482,217,33,5,0.00,17.40
483,217,24,2,0.00,7.44
484,218,43,5,10.80,4.75
485,218,23,2,13.20,5.81
486,218,40,2,17.28,7.60
487,218,32,3,24.48,10.77
488,218,39,2,14.88,6.55
489,219,20,2,6.72,5.36
490,220,3,2,1.74,3.38
491,221,38,1,0.00,3.48
492,221,43,5,0.00,5.40
493,221,20,4,0.00,11.52
494,222,38,2,5.80,6.61
495,223,25,2,6.72,5.36
496,224,4,1,1.26,2.44
497,224,18,3,5.85,11.35
498,225,13,4,15.00,17.10
499,225,30,5,18.00,20.52
500,225,43,3,2.70,3.08
501,226,9,2,1.80,3.49
502,226,5,2,2.10,4.07
503,226,13,4,9.00,17.46
504,227,41,1,0.00,1.32
505,228,2,3,7.98,6.36
506,229,20,1,3.36,2.68
507,229,27,1,2.66,2.12
508,230,4,2,5.88,4.69
509,230,7,2,4.48,3.57
510,231,1,1,0.96,1.86
511,231,26,4,6.96,13.50
512,231,41,1,0.66,1.28
513,231,23,2,3.30,6.40
514,231,36,3,5.85,11.35
515,232,43,4,3.60,4.10
516,233,16,3,10.80,20.95
517,233,41,1,0.66,1.28
518,233,16,1,3.60,6.98
519,233,27,1,1.14,2.21
520,233,29,2,2.04,3.96
521,234,16,1,3.60,6.98
522,234,36,2,3.90,7.57
523,235,21,2,15.20,10.49
524,236,10,4,0.00,10.80
525,236,9,4,0.00,7.20
526,237,37,1,6.60,2.90
527,237,37,1,6.60,2.90
528,238,18,1,0.00,3.90
529,239,41,3,0.00,3.96
530,239,22,2,0.00,6.60
531,240,19,3,7.02,13.62
532,240,18,2,3.90,7.57
533,240,27,1,1.14,2.21
534,241,16,2,0.00,14.40
535,241,13,2,0.00,9.00
536,242,29,3,0.00,6.12
537,242,26,1,0.00,3.48
538,242,23,1,0.00,3.30
539,243,7,4,10.24,7.07
540,243,6,3,6.48,4.47
541,244,2,1,0.00,2.28
542,245,24,2,0.00,7.44
543,246,37,3,0.00,9.90
544,246,21,1,0.00,5.70
545,246,33,3,0.00,10.44
546,246,41,2,0.00,2.64
547,247,41,2,3.08,2.46
548,247,17,1,5.95,4.74
549,247,18,1,4.55,3.63
550,248,24,2,8.68,6.92
551,248,18,2,9.10,7.25
552,248,11,1,2.80,2.23
553,249,37,1,1.65,3.20
554,249,22,3,4.95,9.60
555,249,10,1,1.35,2.62
556,250,27,1,2.66,2.12
557,250,28,1,3.15,2.51
558,251,41,2,1.32,2.56
559,251,40,2,4.32,8.38
560,251,11,3,3.60,6.98
561,252,16,1,3.60,6.98
562,253,41,2,1.32,2.56
563,253,38,3,5.22,10.13
564,254,41,1,1.10,1.25
565,254,11,3,6.00,6.84
566,255,22,4,0.00,13.20
567,255,18,1,0.00,3.90
568,255,15,1,0.00,6.60
569,256,24,4,7.44,14.43
570,256,3,4,3.48,6.75
571,257,22,2,5.50,6.27
572,258,26,1,4.64,3.20
573,258,9,4,9.60,6.62
574,259,36,1,1.95,3.78
575,259,27,3,3.42,6.63
576,259,18,4,7.80,15.13
577,259,30,3,6.48,12.57
578,260,11,1,1.20,2.33
579,260,41,5,3.30,6.40
580,260,22,1,1.65,3.20
581,260,6,4,3.24,6.29
582,260,8,2,2.28,4.42
583,261,20,3,0.00,8.64
584,261,40,2,0.00,8.64
585,261,36,1,0.00,3.90
586,262,11,2,0.00,4.80
587,262,17,4,0.00,20.40
588,262,3,3,0.00,5.22
589,263,22,3,4.95,9.60
590,263,37,3,4.95,9.60
591,263,43,2,1.08,2.10
592,263,35,3,3.78,7.33
593,264,28,3,9.45,7.53
594,264,42,1,1.75,1.40
595,264,39,2,8.68,6.92
596,265,19,4,9.36,18.16
597,266,36,1,7.80,3.43
598,267,4,1,0.00,2.52
599,267,27,1,0.00,2.28
600,267,30,2,0.00,8.64
601,267,26,2,0.00,6.96
602,267,9,3,0.00,5.40
603,268,17,3,12.75,14.54
604,269,9,2,0.00,3.60
605,269,4,3,0.00,7.56
606,270,41,3,0.00,3.96
607,270,43,3,0.00,3.24
608,271,15,3,9.90,19.21
609,271,30,1,2.16,4.19
610,271,30,1,2.16,4.19
611,272,11,1,1.20,2.33
612,272,22,5,8.25,16.00
613,273,10,2,0.00,5.40
614,273,12,4,0.00,21.36
615,273,20,3,0.00,8.64
616,273,27,1,0.00,2.28
617,273,35,2,0.00,5.04
618,274,25,1,3.36,2.68
619,274,10,5,15.75,12.55
620,275,25,3,17.28,7.60
621,276,7,2,10.88,3.19
622,276,22,1,9.35,2.74
623,276,39,3,31.62,9.26
624,277,43,4,2.16,4.19
625,278,23,1,0.00,3.30
626,278,1,2,0.00,3.84
627,278,32,1,0.00,4.08
628,278,37,1,0.00,3.30
629,279,15,2,0.00,13.20
630,279,12,2,0.00,10.68
631,280,29,1,1.02,1.98
632,280,23,1,1.65,3.20
633,280,40,1,2.16,4.19
634,280,24,4,7.44,14.43
635,281,31,3,17.28,7.60
636,281,35,4,20.16,8.87
637,282,19,2,18.72,8.24
638,282,12,1,10.68,4.70
639,283,41,4,2.64,5.12
640,283,18,2,3.90,7.57
641,283,41,2,1.32,2.56
642,284,9,3,15.30,4.48
643,284,43,1,3.06,0.90
644,284,26,2,19.72,5.78
645,284,41,3,11.22,3.29
646,284,25,1,8.16,2.39
647,285,26,1,4.06,3.24
648,285,9,1,2.10,1.67
649,286,41,2,3.08,2.46
650,286,1,4,8.96,7.14
651,286,35,2,5.88,4.69
652,287,33,3,0.00,10.44
653,287,4,3,0.00,7.56
654,288,2,3,3.42,6.63
655,288,43,1,0.54,1.05
656,289,43,4,8.64,3.80
657,290,11,3,3.60,6.98
658,290,22,2,3.30,6.40
659,290,16,2,7.20,13.97
660,290,11,1,1.20,2.33
661,290,42,4,3.00,5.82
662,291,41,3,5.28,3.64
663,291,11,2,6.40,4.42
664,292,12,1,10.68,4.70
665,292,30,1,8.64,3.80
666,292,31,2,11.52,5.07
667,293,3,2,0.00,3.48
668,294,38,3,5.22,10.13
669,294,39,1,1.86,3.61
670,295,26,5,0.00,17.40
671,296,20,3,4.32,8.38
672,297,39,3,9.30,10.60
673,298,25,2,2.88,5.59
674,298,40,5,10.80,20.95
675,299,9,4,8.40,6.70
676,299,13,3,15.75,12.55
677,300,1,2,3.20,3.65
678,300,1,3,4.80,5.47
679,301,43,1,0.54,1.05
680,302,28,4,5.40,10.48
681,302,31,2,2.88,5.59
682,303,6,2,3.78,3.01
683,303,13,2,10.50,8.37
684,303,12,2,12.46,9.93
685,303,42,2,3.50,2.79
686,304,41,1,3.74,1.10
687,305,26,2,3.48,6.75
688,305,19,2,4.68,9.08
689,305,17,3,7.65,14.84
690,305,16,4,14.40,27.94
691,305,42,2,1.50,2.91
692,306,24,2,8.68,6.92
693,307,5,1,4.20,1.85
694,307,9,2,7.20,3.17
695,308,28,1,1.35,2.62
696,308,43,4,2.16,4.19
697,309,39,3,0.00,11.16
698,309,25,2,0.00,5.76
699,309,23,1,0.00,3.30
700,310,25,3,4.32,8.38
701,310,1,1,0.96,1.86
702,311,29,3,0.00,6.12
703,311,8,1,0.00,2.28
704,312,11,3,0.00,7.20
705,312,16,4,0.00,28.80
706,313,11,3,9.60,6.62
707,314,8,2,2.28,4.42
708,315,33,2,0.00,6.96
709,315,39,1,0.00,3.72
710,315,10,4,0.00,10.80
711,316,6,1,0.00,1.62
712,317,3,4,0.00,6.96
713,317,30,1,0.00,4.32
714,317,4,3,0.00,7.56
715,318,21,3,14.25,16.25
716,318,26,3,8.70,9.92
717,318,29,2,3.40,3.88
718,318,18,2,6.50,7.41
719,318,6,1,1.35,1.54
720,319,10,1,1.35,2.62
721,319,40,1,2.16,4.19
722,319,2,4,4.56,8.85
723,319,43,3,1.62,3.14
724,320,29,2,2.04,3.96
725,320,43,3,1.62,3.14
726,320,38,2,3.48,6.75
727,321,19,1,5.46,4.35
728,322,33,4,0.00,13.92
729,322,25,3,0.00,8.64
730,323,22,3,11.55,9.21
731,323,41,4,6.16,4.91
732,324,39,1,4.34,3.46
733,324,36,2,9.10,7.25
734,324,36,1,4.55,3.63
735,324,29,3,7.14,5.69
736,325,12,2,21.36,9.40
737,325,22,2,13.20,5.81
738,326,11,2,0.00,4.80
739,327,11,2,2.40,4.66
740,328,26,3,20.88,9.19
741,329,20,1,1.44,2.79
742,329,28,1,1.35,2.62
743,329,33,1,1.74,3.38
744,330,20,1,1.44,2.79
745,331,1,4,3.84,7.45
746,331,27,2,2.28,4.42
747,331,10,4,5.40,10.48
748,332,42,2,1.50,2.91
749,333,26,1,0.00,3.48
750,334,41,3,0.00,3.96
751,335,9,3,2.70,5.24
752,336,35,3,6.30,7.18
753,337,15,4,0.00,26.40
754,337,7,4,0.00,7.68
755,338,18,1,4.55,3.63
756,339,36,1,5.20,3.59
757,340,20,3,17.28,7.60
758,340,30,2,17.28,7.60
759,340,18,1,7.80,3.43
760,340,27,3,13.68,6.02
761,341,1,1,3.84,1.69
762,341,42,1,3.00,1.32
763,342,6,1,0.00,1.62
764,342,5,4,0.00,8.40
765,342,19,4,0.00,18.72
766,343,40,3,0.00,12.96
767,343,11,5,0.00,12.00
768,344,43,2,1.08,2.10
769,345,4,5,16.80,11.59
770,346,43,1,0.54,1.05
771,347,27,1,4.56,2.01
772,347,2,4,18.24,8.03
773,348,19,3,0.00,14.04
774,349,43,3,1.62,3.14
775,349,3,1,0.87,1.69
776,349,33,2,3.48,6.75
777,350,14,2,0.00,8.16
778,350,8,3,0.00,6.84
779,350,18,5,0.00,19.50
780,350,20,2,0.00,5.76
781,351,28,2,0.00,5.40
782,351,11,4,0.00,9.60
783,351,34,2,0.00,10.20
784,351,39,1,0.00,3.72
785,352,8,3,9.12,6.29
786,352,3,1,2.32,1.60
787,353,41,3,1.98,3.84
788,353,41,5,3.30,6.40
789,353,33,3,5.22,10.13
790,354,2,2,5.32,4.24
791,354,26,1,4.06,3.24
792,355,20,1,1.44,2.79
793,355,24,1,1.86,3.61
794,356,20,3,0.00,8.64
795,356,40,2,0.00,8.64
796,356,41,4,0.00,5.28
797,356,13,5,0.00,22.50
798,357,22,2,7.70,6.14
799,357,42,3,5.25,4.18
800,357,18,5,22.75,18.13
801,358,3,3,6.09,4.85
802,358,41,2,3.08,2.46
803,358,32,1,4.76,3.79
804,359,37,2,7.70,6.14
805,359,15,4,30.80,24.55
806,360,43,1,0.54,1.05
807,360,15,1,3.30,6.40
808,361,35,2,0.00,5.04
809,361,30,1,0.00,4.32
810,362,5,2,2.10,4.07
811,362,43,2,1.08,2.10
812,362,2,2,2.28,4.42
813,362,22,2,3.30,6.40
814,363,37,2,3.30,6.40
815,363,1,1,0.96,1.86
816,363,36,1,1.95,3.78
817,363,33,1,1.74,3.38
818,364,29,4,6.80,7.75
819,364,8,2,3.80,4.33
820,365,3,2,1.74,3.38
821,365,27,2,2.28,4.42
822,365,15,4,13.20,25.61
823,366,1,3,6.72,5.36
824,366,7,3,6.72,5.36
825,366,43,2,2.52,2.01
826,367,16,3,0.00,21.60
827,367,21,3,0.00,17.10
828,368,9,2,7.20,3.17
829,369,10,2,0.00,5.40
830,369,29,4,0.00,8.16
831,369,42,4,0.00,6.00
832,369,43,3,0.00,3.24
833,369,3,1,0.00,1.74
834,370,36,1,7.80,3.43
835,371,42,1,0.00,1.50
836,372,27,4,4.56,8.85
837,373,42,4,7.00,5.58
838,373,4,1,2.94,2.34
839,374,43,4,0.00,4.32
840,375,8,1,2.66,2.12
841,375,40,2,10.08,8.04
842,375,4,1,2.94,2.34
843,376,8,4,4.56,8.85
844,377,3,2,9.86,2.89
845,377,26,2,19.72,5.78
846,378,5,2,0.00,4.20
847,378,40,2,0.00,8.64
848,379,42,5,0.00,7.50
849,379,43,3,0.00,3.24
850,380,13,4,0.00,18.00
851,380,9,1,0.00,1.80
852,380,43,4,0.00,4.32
853,381,29,3,0.00,6.12
854,382,9,1,0.90,1.75
855,383,37,5,19.25,15.34
856,383,28,2,6.30,5.02
857,384,15,1,7.70,6.14
858,384,6,3,5.67,4.52
859,385,1,2,5.12,3.53
860,386,19,2,4.68,9.08
861,386,2,3,3.42,6.63
862,387,34,5,0.00,25.50
863,387,9,1,0.00,1.80
864,387,10,1,0.00,2.70
865,387,29,1,0.00,2.04
866,387,17,3,0.00,15.30
867,388,10,1,0.00,2.70
868,388,10,2,0.00,5.40
869,389,28,1,3.15,2.51
870,389,1,2,4.48,3.57
