br_exp_ID,br_ID,br_utils_ID,billing_period,payment_amount,payment_date
1550,3,2,2023-04,1657.24,2023-04-28
1551,3,3,2023-04,202.23,2023-04-28
1552,3,4,2023-04,209.00,2023-04-28
1553,3,5,2023-04,1352.82,2023-04-28
1554,3,6,2023-04,249.33,2023-04-28
1555,4,1,2023-04,9600.00,2023-04-28
1556,4,2,2023-04,1353.94,2023-04-28
1557,4,3,2023-04,179.43,2023-04-28
1558,4,4,2023-04,209.00,2023-04-28
1559,4,5,2023-04,1024.62,2023-04-28
1560,4,6,2023-04,209.47,2023-04-28
1561,5,1,2023-04,7400.00,2023-04-28
1562,5,2,2023-04,1024.55,2023-04-28
1563,5,3,2023-04,130.82,2023-04-28
1564,5,4,2023-04,209.00,2023-04-28
1565,5,5,2023-04,597.56,2023-04-28
1566,5,6,2023-04,157.94,2023-04-28
1567,6,1,2023-04,8800.00,2023-04-28
1568,6,2,2023-04,1267.95,2023-04-28
1569,6,3,2023-04,152.90,2023-04-28
1570,6,4,2023-04,209.00,2023-04-28
1571,6,5,2023-04,802.80,2023-04-28
1572,6,6,2023-04,202.02,2023-04-28
1573,1,1,2023-05,18500.00,2023-05-28
1574,1,2,2023-05,2694.94,2023-05-28
1575,1,3,2023-05,329.48,2023-05-28
1576,1,4,2023-05,209.00,2023-05-28
1577,1,5,2023-05,1580.85,2023-05-28
1578,1,6,2023-05,412.74,2023-05-28
1579,2,1,2023-05,14200.00,2023-05-28
1580,2,2,2023-05,2152.70,2023-05-28
1581,2,3,2023-05,242.07,2023-05-28
1582,2,4,2023-05,209.00,2023-05-28
1583,2,5,2023-05,1127.49,2023-05-28
1584,2,6,2023-05,308.22,2023-05-28
1585,3,1,2023-05,11800.00,2023-05-28
1586,3,2,2023-05,1753.55,2023-05-28
1587,3,3,2023-05,206.08,2023-05-28
1588,3,4,2023-05,209.00,2023-05-28
1589,3,5,2023-05,1158.88,2023-05-28
1590,3,6,2023-05,251.83,2023-05-28
1591,4,1,2023-05,9600.00,2023-05-28
1592,4,2,2023-05,1305.25,2023-05-28
1593,4,3,2023-05,174.06,2023-05-28
1594,4,4,2023-05,209.00,2023-05-28
1595,4,5,2023-05,1001.42,2023-05-28
1596,4,6,2023-05,207.61,2023-05-28
1597,5,1,2023-05,7400.00,2023-05-28
1598,5,2,2023-05,1064.30,2023-05-28
1599,5,3,2023-05,141.46,2023-05-28
1600,5,4,2023-05,209.00,2023-05-28
1601,5,5,2023-05,845.76,2023-05-28
1602,5,6,2023-05,159.27,2023-05-28
1603,6,1,2023-05,8800.00,2023-05-28
1604,6,2,2023-05,1214.12,2023-05-28
1605,6,3,2023-05,152.37,2023-05-28
1606,6,4,2023-05,209.00,2023-05-28
1607,6,5,2023-05,743.74,2023-05-28
1608,6,6,2023-05,197.05,2023-05-28
1609,1,1,2023-06,18500.00,2023-06-28
1610,1,2,2023-06,2585.28,2023-06-28
1611,1,3,2023-06,300.82,2023-06-28
1612,1,4,2023-06,209.00,2023-06-28
1613,1,5,2023-06,1580.95,2023-06-28
1614,1,6,2023-06,422.88,2023-06-28
1615,2,1,2023-06,14200.00,2023-06-28
1616,2,2,2023-06,2022.69,2023-06-28
1617,2,3,2023-06,277.31,2023-06-28
1618,2,4,2023-06,209.00,2023-06-28
1619,2,5,2023-06,1021.42,2023-06-28
1620,2,6,2023-06,323.69,2023-06-28
1621,3,1,2023-06,11800.00,2023-06-28
1622,3,2,2023-06,1747.15,2023-06-28
1623,3,3,2023-06,199.19,2023-06-28
1624,3,4,2023-06,209.00,2023-06-28
1625,3,5,2023-06,1043.07,2023-06-28
1626,3,6,2023-06,269.55,2023-06-28
1627,4,1,2023-06,9600.00,2023-06-28
1628,4,2,2023-06,1449.94,2023-06-28
1629,4,3,2023-06,170.27,2023-06-28
1630,4,4,2023-06,209.00,2023-06-28
1631,4,5,2023-06,971.19,2023-06-28
1632,4,6,2023-06,210.05,2023-06-28
1633,5,1,2023-06,7400.00,2023-06-28
1634,5,2,2023-06,996.26,2023-06-28
1635,5,3,2023-06,128.26,2023-06-28
1636,5,4,2023-06,209.00,2023-06-28
1637,5,5,2023-06,738.91,2023-06-28
1638,5,6,2023-06,167.45,2023-06-28
1639,6,1,2023-06,8800.00,2023-06-28
1640,6,2,2023-06,1354.70,2023-06-28
1641,6,3,2023-06,163.58,2023-06-28
1642,6,4,2023-06,209.00,2023-06-28
1643,6,5,2023-06,898.44,2023-06-28
1644,6,6,2023-06,188.39,2023-06-28
1645,1,1,2023-07,18500.00,2023-07-28
1646,1,2,2023-07,2297.94,2023-07-28
1647,1,3,2023-07,337.95,2023-07-28
1648,1,4,2023-07,209.00,2023-07-28
1649,1,5,2023-07,1422.57,2023-07-28
1650,1,6,2023-07,424.81,2023-07-28
1651,2,1,2023-07,14200.00,2023-07-28
1652,2,2,2023-07,1879.24,2023-07-28
1653,2,3,2023-07,233.42,2023-07-28
1654,2,4,2023-07,209.00,2023-07-28
1655,2,5,2023-07,1098.00,2023-07-28
1656,2,6,2023-07,303.23,2023-07-28
1657,3,1,2023-07,11800.00,2023-07-28
1658,3,2,2023-07,1499.91,2023-07-28
1659,3,3,2023-07,212.95,2023-07-28
1660,3,4,2023-07,209.00,2023-07-28
1661,3,5,2023-07,875.29,2023-07-28
1662,3,6,2023-07,262.70,2023-07-28
1663,4,1,2023-07,9600.00,2023-07-28
1664,4,2,2023-07,1292.54,2023-07-28
1665,4,3,2023-07,186.89,2023-07-28
1666,4,4,2023-07,209.00,2023-07-28
1667,4,5,2023-07,783.38,2023-07-28
1668,4,6,2023-07,211.98,2023-07-28
1669,5,1,2023-07,7400.00,2023-07-28
1670,5,2,2023-07,972.34,2023-07-28
1671,5,3,2023-07,130.52,2023-07-28
1672,5,4,2023-07,209.00,2023-07-28
1673,5,5,2023-07,537.17,2023-07-28
1674,5,6,2023-07,171.62,2023-07-28
1675,6,1,2023-07,8800.00,2023-07-28
1676,6,2,2023-07,1149.08,2023-07-28
1677,6,3,2023-07,142.51,2023-07-28
1678,6,4,2023-07,209.00,2023-07-28
1679,6,5,2023-07,659.11,2023-07-28
1680,6,6,2023-07,204.62,2023-07-28
1681,1,1,2023-08,18500.00,2023-08-28
1682,1,2,2023-08,2577.53,2023-08-28
1683,1,3,2023-08,303.28,2023-08-28
1684,1,4,2023-08,209.00,2023-08-28
1685,1,5,2023-08,1860.57,2023-08-28
1686,1,6,2023-08,392.51,2023-08-28
1687,2,1,2023-08,14200.00,2023-08-28
1688,2,2,2023-08,1831.73,2023-08-28
1689,2,3,2023-08,276.58,2023-08-28
1690,2,4,2023-08,209.00,2023-08-28
1691,2,5,2023-08,1587.93,2023-08-28
1692,2,6,2023-08,307.89,2023-08-28
1693,3,1,2023-08,11800.00,2023-08-28
1694,3,2,2023-08,1571.40,2023-08-28
1695,3,3,2023-08,231.52,2023-08-28
1696,3,4,2023-08,209.00,2023-08-28
1697,3,5,2023-08,1015.70,2023-08-28
1698,3,6,2023-08,252.20,2023-08-28
1699,4,1,2023-08,9600.00,2023-08-28
1700,4,2,2023-08,1215.85,2023-08-28
1701,4,3,2023-08,159.41,2023-08-28
1702,4,4,2023-08,209.00,2023-08-28
1703,4,5,2023-08,979.45,2023-08-28
1704,4,6,2023-08,203.58,2023-08-28
1705,5,1,2023-08,7400.00,2023-08-28
1706,5,2,2023-08,952.61,2023-08-28
1707,5,3,2023-08,131.66,2023-08-28
1708,5,4,2023-08,209.00,2023-08-28
1709,5,5,2023-08,625.24,2023-08-28
1710,5,6,2023-08,161.30,2023-08-28
1711,6,1,2023-08,8800.00,2023-08-28
1712,6,2,2023-08,1225.72,2023-08-28
1713,6,3,2023-08,145.44,2023-08-28
1714,6,4,2023-08,209.00,2023-08-28
1715,6,5,2023-08,820.10,2023-08-28
1716,6,6,2023-08,186.40,2023-08-28
1717,1,1,2023-09,18500.00,2023-09-28
1718,1,2,2023-09,2461.30,2023-09-28
1719,1,3,2023-09,345.45,2023-09-28
1720,1,4,2023-09,209.00,2023-09-28
1721,1,5,2023-09,1308.72,2023-09-28
1722,1,6,2023-09,396.75,2023-09-28
1723,2,1,2023-09,14200.00,2023-09-28
1724,2,2,2023-09,1900.10,2023-09-28
1725,2,3,2023-09,272.42,2023-09-28
1726,2,4,2023-09,209.00,2023-09-28
1727,2,5,2023-09,999.80,2023-09-28
1728,2,6,2023-09,322.29,2023-09-28
1729,3,1,2023-09,11800.00,2023-09-28
1730,3,2,2023-09,1552.95,2023-09-28
1731,3,3,2023-09,221.23,2023-09-28
1732,3,4,2023-09,209.00,2023-09-28
1733,3,5,2023-09,968.44,2023-09-28
1734,3,6,2023-09,248.66,2023-09-28
1735,4,1,2023-09,9600.00,2023-09-28
1736,4,2,2023-09,1284.57,2023-09-28
1737,4,3,2023-09,170.12,2023-09-28
1738,4,4,2023-09,209.00,2023-09-28
1739,4,5,2023-09,657.16,2023-09-28
1740,4,6,2023-09,222.88,2023-09-28
1741,5,1,2023-09,7400.00,2023-09-28
1742,5,2,2023-09,1029.21,2023-09-28
1743,5,3,2023-09,123.88,2023-09-28
1744,5,4,2023-09,209.00,2023-09-28
1745,5,5,2023-09,581.98,2023-09-28
1746,5,6,2023-09,158.61,2023-09-28
1747,6,1,2023-09,8800.00,2023-09-28
1748,6,2,2023-09,1187.60,2023-09-28
1749,6,3,2023-09,160.94,2023-09-28
1750,6,4,2023-09,209.00,2023-09-28
1751,6,5,2023-09,926.10,2023-09-28
1752,6,6,2023-09,196.42,2023-09-28
1753,1,1,2023-10,18500.00,2023-10-28
1754,1,2,2023-10,2495.03,2023-10-28
1755,1,3,2023-10,319.90,2023-10-28
1756,1,4,2023-10,209.00,2023-10-28
1757,1,5,2023-10,1274.40,2023-10-28
1758,1,6,2023-10,414.45,2023-10-28
1759,2,1,2023-10,14200.00,2023-10-28
1760,2,2,2023-10,1976.35,2023-10-28
1761,2,3,2023-10,259.25,2023-10-28
1762,2,4,2023-10,209.00,2023-10-28
1763,2,5,2023-10,1256.59,2023-10-28
1764,2,6,2023-10,320.84,2023-10-28
1765,3,1,2023-10,11800.00,2023-10-28
1766,3,2,2023-10,1531.93,2023-10-28
1767,3,3,2023-10,192.16,2023-10-28
1768,3,4,2023-10,209.00,2023-10-28
1769,3,5,2023-10,1148.45,2023-10-28
1770,3,6,2023-10,261.19,2023-10-28
1771,4,1,2023-10,9600.00,2023-10-28
1772,4,2,2023-10,1223.40,2023-10-28
1773,4,3,2023-10,167.81,2023-10-28
1774,4,4,2023-10,209.00,2023-10-28
1775,4,5,2023-10,802.93,2023-10-28
1776,4,6,2023-10,221.69,2023-10-28
1777,5,1,2023-10,7400.00,2023-10-28
1778,5,2,2023-10,935.00,2023-10-28
1779,5,3,2023-10,136.03,2023-10-28
1780,5,4,2023-10,209.00,2023-10-28
1781,5,5,2023-10,817.39,2023-10-28
1782,5,6,2023-10,165.25,2023-10-28
1783,6,1,2023-10,8800.00,2023-10-28
1784,6,2,2023-10,1146.61,2023-10-28
1785,6,3,2023-10,171.52,2023-10-28
1786,6,4,2023-10,209.00,2023-10-28
1787,6,5,2023-10,769.13,2023-10-28
1788,6,6,2023-10,194.58,2023-10-28
1789,1,1,2023-11,18500.00,2023-11-28
1790,1,2,2023-11,2284.69,2023-11-28
1791,1,3,2023-11,348.50,2023-11-28
1792,1,4,2023-11,209.00,2023-11-28
1793,1,5,2023-11,1463.43,2023-11-28
1794,1,6,2023-11,406.51,2023-11-28
1795,2,1,2023-11,14200.00,2023-11-28
1796,2,2,2023-11,1822.38,2023-11-28
1797,2,3,2023-11,243.35,2023-11-28
1798,2,4,2023-11,209.00,2023-11-28
1799,2,5,2023-11,1065.63,2023-11-28
1800,2,6,2023-11,315.82,2023-11-28
1801,3,1,2023-11,11800.00,2023-11-28
1802,3,2,2023-11,1511.56,2023-11-28
1803,3,3,2023-11,207.41,2023-11-28
1804,3,4,2023-11,209.00,2023-11-28
1805,3,5,2023-11,864.53,2023-11-28
1806,3,6,2023-11,256.66,2023-11-28
1807,4,1,2023-11,9600.00,2023-11-28
1808,4,2,2023-11,1200.14,2023-11-28
1809,4,3,2023-11,184.09,2023-11-28
1810,4,4,2023-11,209.00,2023-11-28
1811,4,5,2023-11,1094.66,2023-11-28
1812,4,6,2023-11,218.45,2023-11-28
1813,5,1,2023-11,7400.00,2023-11-28
1814,5,2,2023-11,1030.88,2023-11-28
1815,5,3,2023-11,123.12,2023-11-28
1816,5,4,2023-11,209.00,2023-11-28
1817,5,5,2023-11,718.71,2023-11-28
1818,5,6,2023-11,167.49,2023-11-28
1819,6,1,2023-11,8800.00,2023-11-28
1820,6,2,2023-11,1229.05,2023-11-28
1821,6,3,2023-11,148.93,2023-11-28
1822,6,4,2023-11,209.00,2023-11-28
1823,6,5,2023-11,943.39,2023-11-28
1824,6,6,2023-11,186.02,2023-11-28
1825,1,1,2023-12,18500.00,2023-12-28
1826,1,2,2023-12,2271.83,2023-12-28
1827,1,3,2023-12,322.03,2023-12-28
1828,1,4,2023-12,209.00,2023-12-28
1829,1,5,2023-12,1503.58,2023-12-28
1830,1,6,2023-12,402.11,2023-12-28
1831,2,1,2023-12,14200.00,2023-12-28
1832,2,2,2023-12,1782.84,2023-12-28
1833,2,3,2023-12,248.35,2023-12-28
1834,2,4,2023-12,209.00,2023-12-28
1835,2,5,2023-12,1387.45,2023-12-28
1836,2,6,2023-12,322.01,2023-12-28
1837,3,1,2023-12,11800.00,2023-12-28
1838,3,2,2023-12,1603.30,2023-12-28
1839,3,3,2023-12,192.85,2023-12-28
1840,3,4,2023-12,209.00,2023-12-28
1841,3,5,2023-12,951.51,2023-12-28
1842,3,6,2023-12,260.70,2023-12-28
1843,4,1,2023-12,9600.00,2023-12-28
1844,4,2,2023-12,1335.99,2023-12-28
1845,4,3,2023-12,184.71,2023-12-28
1846,4,4,2023-12,209.00,2023-12-28
1847,4,5,2023-12,1015.27,2023-12-28
1848,4,6,2023-12,217.10,2023-12-28
1849,5,1,2023-12,7400.00,2023-12-28
1850,5,2,2023-12,922.78,2023-12-28
1851,5,3,2023-12,129.73,2023-12-28
1852,5,4,2023-12,209.00,2023-12-28
1853,5,5,2023-12,609.00,2023-12-28
1854,5,6,2023-12,156.75,2023-12-28
1855,6,1,2023-12,8800.00,2023-12-28
1856,6,2,2023-12,1150.10,2023-12-28
1857,6,3,2023-12,166.60,2023-12-28
1858,6,4,2023-12,209.00,2023-12-28
1859,6,5,2023-12,751.29,2023-12-28
1860,6,6,2023-12,189.95,2023-12-28
1861,1,1,2024-01,19055.00,2024-01-28
1862,1,2,2024-01,2389.74,2024-01-28
1863,1,3,2024-01,359.73,2024-01-28
1864,1,4,2024-01,215.27,2024-01-28
1865,1,5,2024-01,1343.22,2024-01-28
1866,1,6,2024-01,419.64,2024-01-28
1867,2,1,2024-01,14626.00,2024-01-28
1868,2,2,2024-01,1996.34,2024-01-28
1869,2,3,2024-01,246.06,2024-01-28
1870,2,4,2024-01,215.27,2024-01-28
1871,2,5,2024-01,1635.29,2024-01-28
1872,2,6,2024-01,331.54,2024-01-28
1873,3,1,2024-01,12154.00,2024-01-28
1874,3,2,2024-01,1606.98,2024-01-28
1875,3,3,2024-01,204.77,2024-01-28
1876,3,4,2024-01,215.27,2024-01-28
1877,3,5,2024-01,1382.75,2024-01-28
1878,3,6,2024-01,268.38,2024-01-28
1879,4,1,2024-01,9888.00,2024-01-28
1880,4,2,2024-01,1196.08,2024-01-28
1881,4,3,2024-01,170.34,2024-01-28
1882,4,4,2024-01,215.27,2024-01-28
1883,4,5,2024-01,762.84,2024-01-28
1884,4,6,2024-01,226.32,2024-01-28
1885,5,1,2024-01,7622.00,2024-01-28
1886,5,2,2024-01,914.68,2024-01-28
1887,5,3,2024-01,145.43,2024-01-28
1888,5,4,2024-01,215.27,2024-01-28
1889,5,5,2024-01,610.24,2024-01-28
1890,5,6,2024-01,162.68,2024-01-28
1891,6,1,2024-01,9064.00,2024-01-28
1892,6,2,2024-01,1114.08,2024-01-28
1893,6,3,2024-01,173.60,2024-01-28
1894,6,4,2024-01,215.27,2024-01-28
1895,6,5,2024-01,932.47,2024-01-28
1896,6,6,2024-01,206.83,2024-01-28
1897,1,1,2024-02,19055.00,2024-02-28
1898,1,2,2024-02,2451.32,2024-02-28
1899,1,3,2024-02,352.10,2024-02-28
1900,1,4,2024-02,215.27,2024-02-28
1901,1,5,2024-02,2197.75,2024-02-28
1902,1,6,2024-02,435.75,2024-02-28
1903,2,1,2024-02,14626.00,2024-02-28
1904,2,2,2024-02,1864.69,2024-02-28
1905,2,3,2024-02,286.75,2024-02-28
1906,2,4,2024-02,215.27,2024-02-28
1907,2,5,2024-02,1682.22,2024-02-28
1908,2,6,2024-02,317.88,2024-02-28
1909,3,1,2024-02,12154.00,2024-02-28
1910,3,2,2024-02,1689.79,2024-02-28
1911,3,3,2024-02,201.88,2024-02-28
1912,3,4,2024-02,215.27,2024-02-28
1913,3,5,2024-02,1085.73,2024-02-28
1914,3,6,2024-02,256.05,2024-02-28
1915,4,1,2024-02,9888.00,2024-02-28
1916,4,2,2024-02,1321.95,2024-02-28
1917,4,3,2024-02,169.27,2024-02-28
1918,4,4,2024-02,215.27,2024-02-28
1919,4,5,2024-02,820.20,2024-02-28
1920,4,6,2024-02,216.33,2024-02-28
1921,5,1,2024-02,7622.00,2024-02-28
1922,5,2,2024-02,1044.62,2024-02-28
1923,5,3,2024-02,139.73,2024-02-28
1924,5,4,2024-02,215.27,2024-02-28
1925,5,5,2024-02,632.82,2024-02-28
1926,5,6,2024-02,167.21,2024-02-28
1927,6,1,2024-02,9064.00,2024-02-28
1928,6,2,2024-02,1263.12,2024-02-28
1929,6,3,2024-02,162.71,2024-02-28
1930,6,4,2024-02,215.27,2024-02-28
1931,6,5,2024-02,621.48,2024-02-28
1932,6,6,2024-02,193.31,2024-02-28
1933,1,1,2024-03,19055.00,2024-03-28
1934,1,2,2024-03,2586.29,2024-03-28
1935,1,3,2024-03,356.27,2024-03-28
1936,1,4,2024-03,215.27,2024-03-28
1937,1,5,2024-03,1977.33,2024-03-28
1938,1,6,2024-03,429.54,2024-03-28
1939,2,1,2024-03,14626.00,2024-03-28
1940,2,2,2024-03,2062.37,2024-03-28
1941,2,3,2024-03,272.23,2024-03-28
1942,2,4,2024-03,215.27,2024-03-28
1943,2,5,2024-03,1374.92,2024-03-28
1944,2,6,2024-03,320.59,2024-03-28
1945,3,1,2024-03,12154.00,2024-03-28
1946,3,2,2024-03,1861.52,2024-03-28
1947,3,3,2024-03,213.36,2024-03-28
1948,3,4,2024-03,215.27,2024-03-28
1949,3,5,2024-03,972.21,2024-03-28
1950,3,6,2024-03,276.06,2024-03-28
1951,4,1,2024-03,9888.00,2024-03-28
1952,4,2,2024-03,1463.37,2024-03-28
1953,4,3,2024-03,169.92,2024-03-28
1954,4,4,2024-03,215.27,2024-03-28
1955,4,5,2024-03,995.10,2024-03-28
1956,4,6,2024-03,226.33,2024-03-28
1957,5,1,2024-03,7622.00,2024-03-28
1958,5,2,2024-03,1174.90,2024-03-28
1959,5,3,2024-03,123.64,2024-03-28
1960,5,4,2024-03,215.27,2024-03-28
1961,5,5,2024-03,878.71,2024-03-28
1962,5,6,2024-03,171.27,2024-03-28
1963,6,1,2024-03,9064.00,2024-03-28
1964,6,2,2024-03,1261.58,2024-03-28
1965,6,3,2024-03,155.49,2024-03-28
1966,6,4,2024-03,215.27,2024-03-28
1967,6,5,2024-03,759.03,2024-03-28
1968,6,6,2024-03,209.94,2024-03-28
1969,1,1,2024-04,19055.00,2024-04-28
1970,1,2,2024-04,2595.00,2024-04-28
1971,1,3,2024-04,337.65,2024-04-28
1972,1,4,2024-04,215.27,2024-04-28
1973,1,5,2024-04,1741.02,2024-04-28
1974,1,6,2024-04,415.05,2024-04-28
1975,2,1,2024-04,14626.00,2024-04-28
1976,2,2,2024-04,1958.08,2024-04-28
1977,2,3,2024-04,253.62,2024-04-28
1978,2,4,2024-04,215.27,2024-04-28
1979,2,5,2024-04,1386.53,2024-04-28
1980,2,6,2024-04,312.87,2024-04-28
1981,3,1,2024-04,12154.00,2024-04-28
1982,3,2,2024-04,1740.84,2024-04-28
1983,3,3,2024-04,228.20,2024-04-28
1984,3,4,2024-04,215.27,2024-04-28
1985,3,5,2024-04,1306.90,2024-04-28
1986,3,6,2024-04,260.02,2024-04-28
1987,4,1,2024-04,9888.00,2024-04-28
1988,4,2,2024-04,1392.64,2024-04-28
1989,4,3,2024-04,172.12,2024-04-28
1990,4,4,2024-04,215.27,2024-04-28
1991,4,5,2024-04,793.27,2024-04-28
1992,4,6,2024-04,221.98,2024-04-28
1993,5,1,2024-04,7622.00,2024-04-28
1994,5,2,2024-04,1043.07,2024-04-28
1995,5,3,2024-04,129.53,2024-04-28
1996,5,4,2024-04,215.27,2024-04-28
1997,5,5,2024-04,865.64,2024-04-28
1998,5,6,2024-04,170.07,2024-04-28
1999,6,1,2024-04,9064.00,2024-04-28
2000,6,2,2024-04,1275.33,2024-04-28
2001,6,3,2024-04,147.66,2024-04-28
2002,6,4,2024-04,215.27,2024-04-28
2003,6,5,2024-04,879.02,2024-04-28
2004,6,6,2024-04,200.63,2024-04-28
2005,1,1,2024-05,19055.00,2024-05-28
2006,1,2,2024-05,2783.90,2024-05-28
2007,1,3,2024-05,370.80,2024-05-28
2008,1,4,2024-05,215.27,2024-05-28
2009,1,5,2024-05,2049.72,2024-05-28
2010,1,6,2024-05,422.00,2024-05-28
2011,2,1,2024-05,14626.00,2024-05-28
2012,2,2,2024-05,2219.15,2024-05-28
2013,2,3,2024-05,238.63,2024-05-28
2014,2,4,2024-05,215.27,2024-05-28
2015,2,5,2024-05,1319.61,2024-05-28
2016,2,6,2024-05,311.04,2024-05-28
2017,3,1,2024-05,12154.00,2024-05-28
2018,3,2,2024-05,1827.15,2024-05-28
2019,3,3,2024-05,207.58,2024-05-28
2020,3,4,2024-05,215.27,2024-05-28
2021,3,5,2024-05,1082.85,2024-05-28
2022,3,6,2024-05,270.68,2024-05-28
2023,4,1,2024-05,9888.00,2024-05-28
2024,4,2,2024-05,1500.36,2024-05-28
2025,4,3,2024-05,166.41,2024-05-28
2026,4,4,2024-05,215.27,2024-05-28
2027,4,5,2024-05,753.60,2024-05-28
2028,4,6,2024-05,225.68,2024-05-28
2029,5,1,2024-05,7622.00,2024-05-28
2030,5,2,2024-05,1106.04,2024-05-28
2031,5,3,2024-05,136.89,2024-05-28
2032,5,4,2024-05,215.27,2024-05-28
2033,5,5,2024-05,796.23,2024-05-28
2034,5,6,2024-05,175.68,2024-05-28
