sal_pay_ID,st_ID,pay_period,base_amount,bonus_amount,deduction_amount,payment_date
3202,69,2023-01,2664.16,0.00,293.06,2023-01-25
3203,70,2023-01,3923.13,0.00,431.54,2023-01-25
3204,71,2023-01,3114.58,0.00,342.60,2023-01-25
3205,72,2023-01,6156.48,0.00,677.21,2023-01-25
3206,73,2023-01,3034.07,0.00,333.75,2023-01-25
3207,74,2023-01,5593.77,0.00,615.31,2023-01-25
3208,75,2023-01,5240.10,0.00,576.41,2023-01-25
3209,76,2023-01,3701.65,0.00,407.18,2023-01-25
3210,77,2023-01,2835.96,0.00,311.96,2023-01-25
3211,78,2023-01,6408.51,0.00,704.94,2023-01-25
3212,80,2023-01,4245.61,0.00,467.02,2023-01-25
3213,81,2023-01,6462.38,0.00,710.86,2023-01-25
3214,82,2023-01,5946.41,0.00,654.11,2023-01-25
3215,83,2023-01,6059.80,0.00,666.58,2023-01-25
3216,84,2023-01,4653.29,0.00,511.86,2023-01-25
3217,85,2023-01,4084.08,0.00,449.25,2023-01-25
3218,86,2023-01,6352.87,0.00,698.82,2023-01-25
3219,87,2023-01,4309.88,0.00,474.09,2023-01-25
3220,88,2023-01,5442.33,0.00,598.66,2023-01-25
3221,89,2023-01,3306.85,0.00,363.75,2023-01-25
3222,90,2023-01,3496.30,0.00,384.59,2023-01-25
3223,91,2023-01,3024.28,0.00,332.67,2023-01-25
3224,92,2023-01,5652.73,0.00,621.80,2023-01-25
3225,93,2023-01,2743.86,0.00,301.82,2023-01-25
3226,94,2023-01,5114.22,0.00,562.56,2023-01-25
3227,95,2023-01,3624.29,0.00,398.67,2023-01-25
3228,96,2023-01,5119.01,0.00,563.09,2023-01-25
3229,1,2023-02,6380.17,0.00,701.82,2023-02-25
3230,2,2023-02,3833.19,0.00,421.65,2023-02-25
3231,3,2023-02,3713.04,0.00,408.43,2023-02-25
3232,4,2023-02,4421.10,0.00,486.32,2023-02-25
3233,5,2023-02,5059.06,0.00,556.50,2023-02-25
3234,6,2023-02,5660.85,0.00,622.69,2023-02-25
3235,7,2023-02,5860.54,0.00,644.66,2023-02-25
3236,8,2023-02,5634.14,0.00,619.76,2023-02-25
3237,9,2023-02,2136.33,0.00,235.00,2023-02-25
3238,10,2023-02,4622.01,0.00,508.42,2023-02-25
3239,11,2023-02,6282.40,0.00,691.06,2023-02-25
3240,12,2023-02,2868.35,0.00,315.52,2023-02-25
3241,13,2023-02,4233.69,0.00,465.71,2023-02-25
3242,14,2023-02,6500.27,0.00,715.03,2023-02-25
3243,15,2023-02,4794.32,0.00,527.38,2023-02-25
3244,16,2023-02,3013.80,0.00,331.52,2023-02-25
3245,18,2023-02,3661.27,0.00,402.74,2023-02-25
3246,19,2023-02,5847.85,0.00,643.26,2023-02-25
3247,20,2023-02,4500.04,0.00,495.00,2023-02-25
3248,21,2023-02,2529.11,0.00,278.20,2023-02-25
3249,22,2023-02,5583.78,0.00,614.22,2023-02-25
3250,23,2023-02,4824.40,0.00,530.68,2023-02-25
3251,24,2023-02,6548.22,0.00,720.30,2023-02-25
3252,25,2023-02,2785.64,0.00,306.42,2023-02-25
3253,26,2023-02,4353.28,0.00,478.86,2023-02-25
3254,27,2023-02,2914.37,0.00,320.58,2023-02-25
3255,28,2023-02,5995.67,0.00,659.52,2023-02-25
3256,29,2023-02,4979.83,0.00,547.78,2023-02-25
3257,30,2023-02,4681.00,0.00,514.91,2023-02-25
3258,31,2023-02,2959.95,0.00,325.59,2023-02-25
3259,32,2023-02,5667.60,0.00,623.44,2023-02-25
3260,33,2023-02,6005.05,0.00,660.56,2023-02-25
3261,34,2023-02,6031.62,0.00,663.48,2023-02-25
3262,35,2023-02,3822.52,0.00,420.48,2023-02-25
3263,36,2023-02,2216.56,0.00,243.82,2023-02-25
3264,37,2023-02,6204.99,0.00,682.55,2023-02-25
3265,38,2023-02,5814.68,0.00,639.61,2023-02-25
3266,39,2023-02,6349.60,0.00,698.46,2023-02-25
3267,40,2023-02,3076.30,0.00,338.39,2023-02-25
3268,41,2023-02,5821.43,0.00,640.36,2023-02-25
3269,42,2023-02,3367.87,0.00,370.47,2023-02-25
3270,43,2023-02,5304.63,0.00,583.51,2023-02-25
3271,44,2023-02,3388.26,0.00,372.71,2023-02-25
3272,45,2023-02,4848.66,0.00,533.35,2023-02-25
3273,46,2023-02,5830.67,0.00,641.37,2023-02-25
3274,47,2023-02,4001.40,0.00,440.15,2023-02-25
3275,49,2023-02,4072.65,0.00,447.99,2023-02-25
3276,50,2023-02,2345.86,0.00,258.04,2023-02-25
3277,51,2023-02,2818.74,0.00,310.06,2023-02-25
3278,52,2023-02,5286.40,0.00,581.50,2023-02-25
3279,53,2023-02,2505.68,0.00,275.62,2023-02-25
3280,54,2023-02,6618.78,0.00,728.07,2023-02-25
3281,55,2023-02,3321.44,0.00,365.36,2023-02-25
3282,56,2023-02,3288.73,0.00,361.76,2023-02-25
3283,57,2023-02,5318.50,0.00,585.03,2023-02-25
3284,58,2023-02,6424.14,0.00,706.66,2023-02-25
3285,59,2023-02,3061.30,0.00,336.74,2023-02-25
3286,60,2023-02,5665.29,0.00,623.18,2023-02-25
3287,61,2023-02,3578.43,0.00,393.63,2023-02-25
3288,62,2023-02,2844.25,0.00,312.87,2023-02-25
3289,63,2023-02,3831.13,0.00,421.42,2023-02-25
3290,64,2023-02,2960.68,0.00,325.67,2023-02-25
3291,65,2023-02,6412.40,0.00,705.36,2023-02-25
3292,66,2023-02,2450.07,0.00,269.51,2023-02-25
3293,67,2023-02,4879.39,0.00,536.73,2023-02-25
3294,68,2023-02,2586.37,0.00,284.50,2023-02-25
3295,69,2023-02,2713.93,0.00,298.53,2023-02-25
3296,70,2023-02,3932.28,0.00,432.55,2023-02-25
3297,71,2023-02,3028.09,0.00,333.09,2023-02-25
3298,72,2023-02,5994.14,0.00,659.36,2023-02-25
3299,73,2023-02,2990.45,0.00,328.95,2023-02-25
3300,74,2023-02,5580.83,0.00,613.89,2023-02-25
3301,75,2023-02,5311.30,0.00,584.24,2023-02-25
3302,76,2023-02,3612.24,0.00,397.35,2023-02-25
3303,77,2023-02,2847.85,0.00,313.26,2023-02-25
3304,78,2023-02,6295.49,0.00,692.50,2023-02-25
3305,80,2023-02,4223.64,0.00,464.60,2023-02-25
3306,81,2023-02,6596.95,0.00,725.66,2023-02-25
3307,82,2023-02,6088.48,0.00,669.73,2023-02-25
3308,83,2023-02,6050.93,0.00,665.60,2023-02-25
3309,84,2023-02,4736.21,0.00,520.98,2023-02-25
3310,85,2023-02,4100.96,0.00,451.11,2023-02-25
3311,86,2023-02,6320.46,0.00,695.25,2023-02-25
3312,87,2023-02,4306.32,0.00,473.70,2023-02-25
3313,88,2023-02,5351.10,0.00,588.62,2023-02-25
3314,89,2023-02,3246.22,0.00,357.08,2023-02-25
3315,90,2023-02,3427.38,0.00,377.01,2023-02-25
3316,91,2023-02,3002.18,0.00,330.24,2023-02-25
3317,92,2023-02,5600.81,0.00,616.09,2023-02-25
3318,93,2023-02,2730.25,0.00,300.33,2023-02-25
3319,94,2023-02,5113.22,0.00,562.45,2023-02-25
3320,95,2023-02,3538.54,0.00,389.24,2023-02-25
3321,96,2023-02,5195.13,0.00,571.46,2023-02-25
3322,97,2023-02,6501.08,0.00,715.12,2023-02-25
3323,98,2023-02,3648.11,0.00,401.29,2023-02-25
3324,99,2023-02,3918.42,0.00,431.03,2023-02-25
3325,100,2023-02,2869.13,0.00,315.60,2023-02-25
3326,101,2023-02,2906.20,0.00,319.68,2023-02-25
3327,102,2023-02,2685.58,0.00,295.41,2023-02-25
3328,103,2023-02,2594.77,0.00,285.42,2023-02-25
3329,104,2023-02,2023.06,0.00,222.54,2023-02-25
3330,105,2023-02,2068.79,0.00,227.57,2023-02-25
3331,106,2023-02,2099.32,0.00,230.93,2023-02-25
3332,107,2023-02,2249.07,0.00,247.40,2023-02-25
3333,108,2023-02,2306.56,0.00,253.72,2023-02-25
3334,109,2023-02,2246.10,0.00,247.07,2023-02-25
3335,110,2023-02,1965.29,0.00,216.18,2023-02-25
3336,111,2023-02,2328.16,0.00,256.10,2023-02-25
3337,112,2023-02,2358.35,0.00,259.42,2023-02-25
3338,113,2023-02,2245.99,0.00,247.06,2023-02-25
3339,114,2023-02,2186.64,0.00,240.53,2023-02-25
3340,1,2023-03,6505.81,0.00,715.64,2023-03-25
3341,2,2023-03,3750.48,0.00,412.55,2023-03-25
3342,3,2023-03,3721.31,0.00,409.34,2023-03-25
3343,4,2023-03,4464.22,0.00,491.06,2023-03-25
3344,5,2023-03,5083.43,0.00,559.18,2023-03-25
3345,6,2023-03,5799.97,0.00,638.00,2023-03-25
3346,7,2023-03,5762.07,0.00,633.83,2023-03-25
3347,8,2023-03,5835.94,0.00,641.95,2023-03-25
3348,9,2023-03,2187.60,0.00,240.64,2023-03-25
3349,10,2023-03,4551.83,0.00,500.70,2023-03-25
3350,11,2023-03,6215.55,0.00,683.71,2023-03-25
3351,12,2023-03,2856.56,0.00,314.22,2023-03-25
3352,13,2023-03,4225.07,0.00,464.76,2023-03-25
3353,14,2023-03,6334.66,0.00,696.81,2023-03-25
3354,15,2023-03,4814.56,0.00,529.60,2023-03-25
3355,16,2023-03,2967.73,0.00,326.45,2023-03-25
3356,18,2023-03,3725.29,0.00,409.78,2023-03-25
3357,19,2023-03,5938.87,0.00,653.28,2023-03-25
3358,20,2023-03,4387.49,0.00,482.62,2023-03-25
3359,21,2023-03,2520.06,0.00,277.21,2023-03-25
3360,22,2023-03,5622.49,0.00,618.47,2023-03-25
3361,23,2023-03,4810.82,0.00,529.19,2023-03-25
3362,24,2023-03,6737.27,0.00,741.10,2023-03-25
3363,25,2023-03,2842.82,0.00,312.71,2023-03-25
3364,26,2023-03,4390.03,0.00,482.90,2023-03-25
3365,27,2023-03,2881.77,0.00,316.99,2023-03-25
3366,28,2023-03,6075.74,0.00,668.33,2023-03-25
3367,29,2023-03,4859.94,0.00,534.59,2023-03-25
3368,30,2023-03,4602.70,0.00,506.30,2023-03-25
3369,31,2023-03,2859.82,0.00,314.58,2023-03-25
3370,32,2023-03,5634.15,0.00,619.76,2023-03-25
3371,33,2023-03,5976.78,0.00,657.45,2023-03-25
3372,34,2023-03,5897.20,0.00,648.69,2023-03-25
3373,35,2023-03,3744.02,0.00,411.84,2023-03-25
3374,36,2023-03,2201.32,0.00,242.15,2023-03-25
3375,37,2023-03,6104.18,0.00,671.46,2023-03-25
3376,38,2023-03,5760.78,0.00,633.69,2023-03-25
3377,39,2023-03,6387.28,0.00,702.60,2023-03-25
3378,40,2023-03,3044.68,0.00,334.91,2023-03-25
3379,41,2023-03,5928.89,0.00,652.18,2023-03-25
3380,42,2023-03,3360.80,0.00,369.69,2023-03-25
3381,43,2023-03,5244.70,0.00,576.92,2023-03-25
3382,44,2023-03,3382.72,0.00,372.10,2023-03-25
3383,45,2023-03,4773.35,0.00,525.07,2023-03-25
3384,46,2023-03,5926.23,0.00,651.89,2023-03-25
3385,47,2023-03,4020.50,0.00,442.25,2023-03-25
3386,49,2023-03,3991.08,0.00,439.02,2023-03-25
3387,50,2023-03,2360.98,0.00,259.71,2023-03-25
3388,51,2023-03,2828.34,0.00,311.12,2023-03-25
3389,52,2023-03,5404.83,0.00,594.53,2023-03-25
3390,53,2023-03,2420.45,0.00,266.25,2023-03-25
3391,54,2023-03,6492.63,0.00,714.19,2023-03-25
3392,55,2023-03,3410.77,0.00,375.18,2023-03-25
3393,56,2023-03,3216.52,0.00,353.82,2023-03-25
3394,57,2023-03,5200.14,0.00,572.02,2023-03-25
3395,58,2023-03,6559.85,0.00,721.58,2023-03-25
3396,59,2023-03,3064.15,0.00,337.06,2023-03-25
3397,60,2023-03,5719.06,0.00,629.10,2023-03-25
3398,61,2023-03,3602.55,0.00,396.28,2023-03-25
3399,62,2023-03,2834.24,0.00,311.77,2023-03-25
3400,63,2023-03,3833.04,0.00,421.63,2023-03-25
3401,64,2023-03,3037.40,0.00,334.11,2023-03-25
3402,65,2023-03,6449.12,0.00,709.40,2023-03-25
3403,66,2023-03,2447.36,0.00,269.21,2023-03-25
3404,67,2023-03,4745.96,0.00,522.06,2023-03-25
3405,68,2023-03,2538.39,0.00,279.22,2023-03-25
3406,69,2023-03,2634.50,0.00,289.80,2023-03-25
3407,70,2023-03,3818.91,0.00,420.08,2023-03-25
3408,71,2023-03,3070.74,0.00,337.78,2023-03-25
3409,72,2023-03,6015.68,0.00,661.72,2023-03-25
3410,73,2023-03,3005.55,0.00,330.61,2023-03-25
3411,74,2023-03,5664.27,0.00,623.07,2023-03-25
3412,75,2023-03,5283.29,0.00,581.16,2023-03-25
3413,76,2023-03,3602.16,0.00,396.24,2023-03-25
3414,77,2023-03,2806.93,0.00,308.76,2023-03-25
3415,78,2023-03,6300.17,0.00,693.02,2023-03-25
3416,80,2023-03,4289.91,0.00,471.89,2023-03-25
3417,81,2023-03,6525.02,0.00,717.75,2023-03-25
3418,82,2023-03,5939.28,0.00,653.32,2023-03-25
3419,83,2023-03,6133.09,0.00,674.64,2023-03-25
3420,84,2023-03,4622.10,0.00,508.43,2023-03-25
3421,85,2023-03,4166.21,0.00,458.28,2023-03-25
3422,86,2023-03,6265.45,0.00,689.20,2023-03-25
3423,87,2023-03,4350.21,0.00,478.52,2023-03-25
3424,88,2023-03,5395.40,0.00,593.49,2023-03-25
3425,89,2023-03,3292.15,0.00,362.14,2023-03-25
3426,90,2023-03,3402.59,0.00,374.28,2023-03-25
3427,91,2023-03,3004.21,0.00,330.46,2023-03-25
3428,92,2023-03,5480.92,0.00,602.90,2023-03-25
3429,93,2023-03,2768.03,0.00,304.48,2023-03-25
3430,94,2023-03,5103.36,0.00,561.37,2023-03-25
3431,95,2023-03,3604.45,0.00,396.49,2023-03-25
3432,96,2023-03,5164.89,0.00,568.14,2023-03-25
3433,97,2023-03,6393.34,0.00,703.27,2023-03-25
3434,98,2023-03,3696.95,0.00,406.66,2023-03-25
3435,99,2023-03,3962.54,0.00,435.88,2023-03-25
3436,100,2023-03,2844.27,0.00,312.87,2023-03-25
3437,101,2023-03,2886.46,0.00,317.51,2023-03-25
3438,102,2023-03,2664.77,0.00,293.12,2023-03-25
3439,103,2023-03,2586.83,0.00,284.55,2023-03-25
3440,104,2023-03,2061.52,0.00,226.77,2023-03-25
3441,105,2023-03,2109.11,0.00,232.00,2023-03-25
3442,106,2023-03,2072.20,0.00,227.94,2023-03-25
3443,107,2023-03,2223.43,0.00,244.58,2023-03-25
3444,108,2023-03,2377.31,0.00,261.50,2023-03-25
3445,109,2023-03,2279.75,0.00,250.77,2023-03-25
3446,110,2023-03,1938.31,0.00,213.21,2023-03-25
3447,111,2023-03,2357.74,0.00,259.35,2023-03-25
3448,112,2023-03,2315.76,0.00,254.73,2023-03-25
3449,113,2023-03,2211.86,0.00,243.30,2023-03-25
3450,114,2023-03,2169.78,0.00,238.68,2023-03-25
3451,1,2023-04,6509.52,2278.33,716.05,2023-04-25
3452,2,2023-04,3783.81,1324.33,416.22,2023-04-25
3453,3,2023-04,3729.36,1305.28,410.23,2023-04-25
3454,4,2023-04,4509.80,1578.43,496.08,2023-04-25
3455,5,2023-04,5022.81,1757.98,552.51,2023-04-25
3456,6,2023-04,5723.88,2003.36,629.63,2023-04-25
3457,7,2023-04,5740.11,2009.04,631.41,2023-04-25
3458,8,2023-04,5735.10,2007.29,630.86,2023-04-25
3459,9,2023-04,2164.66,757.63,238.11,2023-04-25
3460,10,2023-04,4623.29,1618.15,508.56,2023-04-25
3461,11,2023-04,6195.33,2168.37,681.49,2023-04-25
3462,12,2023-04,2854.13,998.95,313.95,2023-04-25
3463,13,2023-04,4262.78,1491.97,468.91,2023-04-25
3464,14,2023-04,6403.86,2241.35,704.42,2023-04-25
3465,15,2023-04,4725.04,1653.76,519.75,2023-04-25
3466,16,2023-04,3004.30,1051.51,330.47,2023-04-25
3467,18,2023-04,3640.81,1274.28,400.49,2023-04-25
3468,19,2023-04,5822.40,2037.84,640.46,2023-04-25
3469,20,2023-04,4477.17,1567.01,492.49,2023-04-25
3470,21,2023-04,2456.48,859.77,270.21,2023-04-25
3471,22,2023-04,5715.63,2000.47,628.72,2023-04-25
3472,23,2023-04,4813.70,1684.79,529.51,2023-04-25
3473,24,2023-04,6679.29,2337.75,734.72,2023-04-25
3474,25,2023-04,2872.23,1005.28,315.95,2023-04-25
3475,26,2023-04,4301.46,1505.51,473.16,2023-04-25
3476,27,2023-04,2876.61,1006.81,316.43,2023-04-25
3477,28,2023-04,5911.97,2069.19,650.32,2023-04-25
3478,29,2023-04,5021.01,1757.35,552.31,2023-04-25
3479,30,2023-04,4616.43,1615.75,507.81,2023-04-25
3480,31,2023-04,2896.78,1013.87,318.65,2023-04-25
3481,32,2023-04,5626.94,1969.43,618.96,2023-04-25
3482,33,2023-04,6070.26,2124.59,667.73,2023-04-25
3483,34,2023-04,5875.07,2056.27,646.26,2023-04-25
3484,35,2023-04,3728.93,1305.13,410.18,2023-04-25
3485,36,2023-04,2150.14,752.55,236.52,2023-04-25
3486,37,2023-04,6169.34,2159.27,678.63,2023-04-25
3487,38,2023-04,5788.45,2025.96,636.73,2023-04-25
3488,39,2023-04,6427.82,2249.74,707.06,2023-04-25
3489,40,2023-04,3070.25,1074.59,337.73,2023-04-25
3490,41,2023-04,5879.89,2057.96,646.79,2023-04-25
3491,42,2023-04,3334.06,1166.92,366.75,2023-04-25
3492,43,2023-04,5264.96,1842.74,579.15,2023-04-25
3493,44,2023-04,3370.04,1179.51,370.70,2023-04-25
3494,45,2023-04,4787.26,1675.54,526.60,2023-04-25
3495,46,2023-04,5720.89,2002.31,629.30,2023-04-25
3496,47,2023-04,3969.08,1389.18,436.60,2023-04-25
3497,49,2023-04,4076.50,1426.77,448.42,2023-04-25
3498,50,2023-04,2319.48,811.82,255.14,2023-04-25
3499,51,2023-04,2821.16,987.41,310.33,2023-04-25
3500,52,2023-04,5430.80,1900.78,597.39,2023-04-25
3501,53,2023-04,2451.35,857.97,269.65,2023-04-25
3502,54,2023-04,6673.52,2335.73,734.09,2023-04-25
3503,55,2023-04,3394.57,1188.10,373.40,2023-04-25
3504,56,2023-04,3190.89,1116.81,351.00,2023-04-25
3505,57,2023-04,5238.51,1833.48,576.24,2023-04-25
3506,58,2023-04,6576.65,2301.83,723.43,2023-04-25
3507,59,2023-04,3002.45,1050.86,330.27,2023-04-25
3508,60,2023-04,5820.49,2037.17,640.25,2023-04-25
3509,61,2023-04,3579.33,1252.77,393.73,2023-04-25
3510,62,2023-04,2860.29,1001.10,314.63,2023-04-25
3511,63,2023-04,3732.20,1306.27,410.54,2023-04-25
3512,64,2023-04,3046.02,1066.11,335.06,2023-04-25
3513,65,2023-04,6472.96,2265.54,712.03,2023-04-25
3514,66,2023-04,2480.45,868.16,272.85,2023-04-25
3515,67,2023-04,4857.80,1700.23,534.36,2023-04-25
3516,68,2023-04,2579.75,902.91,283.77,2023-04-25
3517,69,2023-04,2702.03,945.71,297.22,2023-04-25
3518,70,2023-04,3836.93,1342.93,422.06,2023-04-25
3519,71,2023-04,3044.10,1065.43,334.85,2023-04-25
3520,72,2023-04,6012.99,2104.55,661.43,2023-04-25
3521,73,2023-04,3070.29,1074.60,337.73,2023-04-25
3522,74,2023-04,5615.79,1965.53,617.74,2023-04-25
3523,75,2023-04,5284.52,1849.58,581.30,2023-04-25
3524,76,2023-04,3683.25,1289.14,405.16,2023-04-25
3525,77,2023-04,2777.10,971.98,305.48,2023-04-25
3526,78,2023-04,6263.45,2192.21,688.98,2023-04-25
3527,80,2023-04,4178.52,1462.48,459.64,2023-04-25
3528,81,2023-04,6435.39,2252.39,707.89,2023-04-25
3529,82,2023-04,5925.78,2074.02,651.84,2023-04-25
3530,83,2023-04,6208.88,2173.11,682.98,2023-04-25
3531,84,2023-04,4686.03,1640.11,515.46,2023-04-25
3532,85,2023-04,4174.27,1460.99,459.17,2023-04-25
3533,86,2023-04,6415.79,2245.53,705.74,2023-04-25
3534,87,2023-04,4354.81,1524.18,479.03,2023-04-25
3535,88,2023-04,5367.34,1878.57,590.41,2023-04-25
3536,89,2023-04,3279.06,1147.67,360.70,2023-04-25
3537,90,2023-04,3395.14,1188.30,373.47,2023-04-25
3538,91,2023-04,2967.93,1038.78,326.47,2023-04-25
3539,92,2023-04,5571.71,1950.10,612.89,2023-04-25
3540,93,2023-04,2830.59,990.71,311.36,2023-04-25
3541,94,2023-04,4976.02,1741.61,547.36,2023-04-25
3542,95,2023-04,3611.76,1264.12,397.29,2023-04-25
3543,96,2023-04,5223.15,1828.10,574.55,2023-04-25
3544,97,2023-04,6414.73,2245.16,705.62,2023-04-25
3545,98,2023-04,3608.21,1262.87,396.90,2023-04-25
3546,99,2023-04,3982.95,1394.03,438.12,2023-04-25
3547,100,2023-04,2812.28,984.30,309.35,2023-04-25
3548,101,2023-04,2898.99,1014.65,318.89,2023-04-25
3549,102,2023-04,2667.92,933.77,293.47,2023-04-25
3550,103,2023-04,2621.95,917.68,288.41,2023-04-25
3551,104,2023-04,2009.82,703.44,221.08,2023-04-25
3552,105,2023-04,2094.78,733.17,230.43,2023-04-25
3553,106,2023-04,2042.33,714.82,224.66,2023-04-25
3554,107,2023-04,2223.73,778.31,244.61,2023-04-25
3555,108,2023-04,2336.37,817.73,257.00,2023-04-25
3556,109,2023-04,2218.29,776.40,244.01,2023-04-25
3557,110,2023-04,1916.68,670.84,210.83,2023-04-25
3558,111,2023-04,2357.81,825.23,259.36,2023-04-25
3559,112,2023-04,2317.28,811.05,254.90,2023-04-25
3560,113,2023-04,2227.57,779.65,245.03,2023-04-25
3561,114,2023-04,2103.68,736.29,231.40,2023-04-25
3562,1,2023-05,6412.89,0.00,705.42,2023-05-25
3563,2,2023-05,3812.08,0.00,419.33,2023-05-25
3564,3,2023-05,3746.89,0.00,412.16,2023-05-25
3565,4,2023-05,4453.39,0.00,489.87,2023-05-25
3566,5,2023-05,5193.74,0.00,571.31,2023-05-25
3567,6,2023-05,5773.78,0.00,635.12,2023-05-25
3568,7,2023-05,5825.13,0.00,640.76,2023-05-25
3569,8,2023-05,5810.56,0.00,639.16,2023-05-25
3570,9,2023-05,2144.29,0.00,235.87,2023-05-25
3571,10,2023-05,4630.98,0.00,509.41,2023-05-25
3572,11,2023-05,6260.48,0.00,688.65,2023-05-25
3573,12,2023-05,2774.56,0.00,305.20,2023-05-25
3574,13,2023-05,4297.87,0.00,472.77,2023-05-25
3575,14,2023-05,6289.56,0.00,691.85,2023-05-25
3576,15,2023-05,4839.00,0.00,532.29,2023-05-25
3577,16,2023-05,2916.01,0.00,320.76,2023-05-25
3578,18,2023-05,3589.61,0.00,394.86,2023-05-25
3579,19,2023-05,5976.23,0.00,657.39,2023-05-25
3580,20,2023-05,4458.51,0.00,490.44,2023-05-25
3581,21,2023-05,2500.89,0.00,275.10,2023-05-25
3582,22,2023-05,5551.62,0.00,610.68,2023-05-25
3583,23,2023-05,4863.58,0.00,534.99,2023-05-25
3584,24,2023-05,6556.78,0.00,721.25,2023-05-25
3585,25,2023-05,2770.90,0.00,304.80,2023-05-25
3586,26,2023-05,4359.74,0.00,479.57,2023-05-25
3587,27,2023-05,2909.76,0.00,320.07,2023-05-25
3588,28,2023-05,6016.40,0.00,661.80,2023-05-25
3589,29,2023-05,4946.48,0.00,544.11,2023-05-25
3590,30,2023-05,4768.41,0.00,524.53,2023-05-25
3591,31,2023-05,2950.08,0.00,324.51,2023-05-25
3592,32,2023-05,5716.24,0.00,628.79,2023-05-25
3593,33,2023-05,6020.16,0.00,662.22,2023-05-25
3594,34,2023-05,6054.48,0.00,665.99,2023-05-25
3595,35,2023-05,3806.98,0.00,418.77,2023-05-25
