order_det_ID,order_ID,product_ID,order_quantity,order_unit_price,order_discount,order_tax
349478,161510,1,2,32.00,0.00,3.84
349479,161510,2,1,38.00,0.00,2.28
349480,161510,23,1,62.00,0.00,3.72
349481,161511,26,1,58.00,0.00,3.48
349482,161511,20,1,48.00,0.00,2.88
349483,161512,41,2,22.00,1.32,2.56
349484,161513,43,1,18.00,1.26,1.00
349485,161514,18,2,65.00,0.00,7.80
349486,161514,12,1,98.00,0.00,5.88
349487,161515,36,1,65.00,0.00,3.90
349488,161516,1,3,32.00,6.72,5.36
349489,161516,36,2,65.00,9.10,7.25
349490,161517,24,1,62.00,0.00,3.72
349491,161517,1,2,32.00,0.00,3.84
349492,161518,2,1,38.00,0.00,2.28
349493,161519,9,3,30.00,2.70,5.24
349494,161519,15,1,125.00,3.75,7.27
349495,161519,20,2,48.00,2.88,5.59
349496,161520,20,1,48.00,1.44,2.79
349497,161520,17,1,85.00,2.55,4.95
349498,161520,25,2,48.00,2.88,5.59
349499,161521,1,1,32.00,0.96,1.86
349500,161521,20,1,48.00,1.44,2.79
349501,161521,39,1,62.00,1.86,3.61
349502,161521,35,3,42.00,3.78,7.33
349503,161522,20,1,48.00,0.00,2.88
349504,161522,11,1,40.00,0.00,2.40
349505,161523,25,2,48.00,6.72,5.36
349506,161523,23,2,62.00,8.68,6.92
349507,161524,42,1,25.00,3.00,1.32
349508,161525,34,2,85.00,20.40,8.98
349509,161525,14,1,68.00,8.16,3.59
349510,161525,23,1,62.00,7.44,3.27
349511,161525,11,1,40.00,4.80,2.11
349512,161525,40,1,72.00,8.64,3.80
349513,161526,26,2,58.00,3.48,6.75
349514,161527,9,2,30.00,0.00,3.60
349515,161527,17,2,85.00,0.00,10.20
349516,161528,19,1,78.00,3.90,4.45
349517,161528,35,2,42.00,4.20,4.79
349518,161528,26,2,58.00,5.80,6.61
349519,161528,14,1,68.00,3.40,3.88
349520,161529,14,2,68.00,9.52,7.59
349521,161530,25,1,48.00,3.36,2.68
349522,161530,2,1,38.00,2.66,2.12
349523,161530,12,2,98.00,13.72,10.94
349524,161531,22,2,55.00,0.00,6.60
349525,161532,9,1,30.00,3.60,1.58
349526,161533,43,1,18.00,0.54,1.05
349527,161533,4,1,48.00,1.44,2.79
349528,161533,39,3,62.00,5.58,10.83
349529,161534,1,1,32.00,0.96,1.86
349530,161534,31,3,48.00,4.32,8.38
349531,161534,41,1,22.00,0.66,1.28
349532,161535,5,1,35.00,0.00,2.10
349533,161536,42,2,25.00,4.00,2.76
349534,161536,7,2,32.00,5.12,3.53
349535,161537,23,1,62.00,7.44,3.27
349536,161538,12,1,98.00,2.94,5.70
349537,161539,8,1,38.00,0.00,2.28
349538,161539,7,2,32.00,0.00,3.84
349539,161539,16,1,135.00,0.00,8.10
349540,161539,33,2,58.00,0.00,6.96
349541,161540,24,2,62.00,0.00,7.44
349542,161541,28,1,45.00,1.35,2.62
349543,161541,9,2,30.00,1.80,3.49
349544,161542,14,2,68.00,0.00,8.16
349545,161542,43,1,18.00,0.00,1.08
349546,161543,26,3,58.00,5.22,10.13
349547,161543,31,1,48.00,1.44,2.79
349548,161544,35,1,42.00,1.26,2.44
349549,161544,33,2,58.00,3.48,6.75
349550,161545,14,1,68.00,0.00,4.08
349551,161546,9,1,30.00,0.90,1.75
349552,161547,9,3,30.00,0.00,5.40
349553,161548,42,1,25.00,0.00,1.50
349554,161549,20,1,48.00,0.00,2.88
349555,161549,9,1,30.00,0.00,1.80
349556,161550,10,1,45.00,0.00,2.70
349557,161550,14,1,68.00,0.00,4.08
349558,161550,2,2,38.00,0.00,4.56
349559,161551,33,1,58.00,0.00,3.48
349560,161551,3,1,29.00,0.00,1.74
349561,161552,26,1,58.00,0.00,3.48
349562,161553,10,1,45.00,1.35,2.62
349563,161553,42,2,25.00,1.50,2.91
349564,161553,9,2,30.00,1.80,3.49
349565,161553,34,1,85.00,2.55,4.95
349566,161553,39,1,62.00,1.86,3.61
349567,161554,29,1,34.00,1.02,1.98
349568,161555,42,1,25.00,1.25,1.43
349569,161555,6,2,27.00,2.70,3.08
349570,161555,3,2,29.00,2.90,3.31
349571,161555,30,2,82.00,8.20,9.35
349572,161556,21,1,108.00,12.96,5.70
349573,161556,23,1,62.00,7.44,3.27
349574,161557,11,1,40.00,0.00,2.40
349575,161558,8,1,38.00,0.00,2.28
349576,161558,34,2,85.00,0.00,10.20
349577,161559,43,1,18.00,1.44,0.99
349578,161559,17,2,85.00,13.60,9.38
349579,161560,2,1,38.00,1.90,2.17
349580,161560,3,1,29.00,1.45,1.65
349581,161561,29,1,34.00,4.08,1.80
349582,161561,42,1,25.00,3.00,1.32
349583,161562,8,2,38.00,2.28,4.42
349584,161563,39,2,62.00,3.72,7.22
349585,161564,39,2,62.00,0.00,7.44
349586,161564,37,1,55.00,0.00,3.30
349587,161564,18,1,65.00,0.00,3.90
349588,161564,16,3,135.00,0.00,24.30
349589,161565,2,1,38.00,4.56,2.01
349590,161565,25,1,48.00,5.76,2.53
349591,161565,35,1,42.00,5.04,2.22
349592,161566,21,1,108.00,0.00,6.48
349593,161566,2,1,38.00,0.00,2.28
349594,161567,2,2,38.00,5.32,4.24
349595,161567,9,1,30.00,2.10,1.67
349596,161567,11,2,40.00,5.60,4.46
349597,161567,1,1,32.00,2.24,1.79
349598,161567,19,1,78.00,5.46,4.35
349599,161568,6,1,27.00,0.00,1.62
349600,161569,24,2,62.00,3.72,7.22
349601,161569,39,1,62.00,1.86,3.61
349602,161569,6,1,27.00,0.81,1.57
349603,161570,25,2,48.00,0.00,5.76
349604,161571,29,1,34.00,1.70,1.94
349605,161571,37,1,55.00,2.75,3.13
349606,161571,40,1,72.00,3.60,4.10
349607,161571,21,3,108.00,16.20,18.47
349608,161572,22,1,55.00,0.00,3.30
349609,161572,9,1,30.00,0.00,1.80
349610,161572,12,1,98.00,0.00,5.88
349611,161572,22,1,55.00,0.00,3.30
349612,161573,23,1,62.00,4.96,3.42
349613,161573,31,1,48.00,3.84,2.65
349614,161574,41,1,22.00,0.00,1.32
349615,161574,11,1,40.00,0.00,2.40
349616,161575,29,1,34.00,2.38,1.90
349617,161576,26,2,58.00,3.48,6.75
349618,161577,41,1,22.00,0.66,1.28
349619,161577,7,1,32.00,0.96,1.86
349620,161577,40,2,72.00,4.32,8.38
349621,161577,38,1,58.00,1.74,3.38
349622,161577,43,1,18.00,0.54,1.05
349623,161578,1,1,32.00,0.00,1.92
349624,161579,3,2,29.00,1.74,3.38
349625,161579,21,1,108.00,3.24,6.29
349626,161579,11,1,40.00,1.20,2.33
349627,161579,5,1,35.00,1.05,2.04
349628,161579,36,1,65.00,1.95,3.78
349629,161580,12,1,98.00,0.00,5.88
349630,161580,14,2,68.00,0.00,8.16
349631,161580,34,1,85.00,0.00,5.10
349632,161581,43,3,18.00,0.00,3.24
349633,161582,6,1,27.00,1.35,1.54
349634,161583,29,1,34.00,0.00,2.04
349635,161584,8,1,38.00,4.56,2.01
349636,161584,29,2,34.00,8.16,3.59
349637,161584,33,1,58.00,6.96,3.06
349638,161585,1,1,32.00,2.24,1.79
349639,161585,14,1,68.00,4.76,3.79
349640,161586,43,1,18.00,0.00,1.08
349641,161586,2,1,38.00,0.00,2.28
349642,161587,5,1,35.00,0.00,2.10
349643,161588,34,2,85.00,5.10,9.89
349644,161589,12,1,98.00,2.94,5.70
349645,161589,18,1,65.00,1.95,3.78
349646,161590,43,3,18.00,3.78,3.01
349647,161591,29,1,34.00,1.02,1.98
349648,161591,29,1,34.00,1.02,1.98
349649,161592,21,1,108.00,3.24,6.29
349650,161592,29,1,34.00,1.02,1.98
349651,161592,17,1,85.00,2.55,4.95
349652,161593,24,1,62.00,1.86,3.61
349653,161593,1,1,32.00,0.96,1.86
349654,161593,24,1,62.00,1.86,3.61
349655,161594,17,3,85.00,0.00,15.30
349656,161594,19,1,78.00,0.00,4.68
349657,161594,16,1,135.00,0.00,8.10
349658,161594,35,1,42.00,0.00,2.52
349659,161595,25,1,48.00,1.44,2.79
349660,161595,23,1,62.00,1.86,3.61
349661,161595,8,1,38.00,1.14,2.21
349662,161596,39,1,62.00,0.00,3.72
349663,161597,38,2,58.00,0.00,6.96
349664,161597,17,1,85.00,0.00,5.10
349665,161598,40,2,72.00,7.20,8.21
349666,161598,19,1,78.00,3.90,4.45
349667,161598,19,1,78.00,3.90,4.45
349668,161598,25,1,48.00,2.40,2.74
349669,161599,1,1,32.00,0.00,1.92
349670,161600,31,1,48.00,1.44,2.79
349671,161600,35,1,42.00,1.26,2.44
349672,161600,24,1,62.00,1.86,3.61
349673,161600,1,2,32.00,1.92,3.72
349674,161601,31,1,48.00,3.36,2.68
349675,161601,20,2,48.00,6.72,5.36
349676,161602,39,2,62.00,3.72,7.22
349677,161603,10,2,45.00,0.00,5.40
349678,161603,19,2,78.00,0.00,9.36
349679,161603,34,1,85.00,0.00,5.10
349680,161603,10,1,45.00,0.00,2.70
349681,161603,7,1,32.00,0.00,1.92
349682,161604,13,1,75.00,0.00,4.50
349683,161605,11,1,40.00,1.20,2.33
349684,161605,20,1,48.00,1.44,2.79
349685,161605,15,1,125.00,3.75,7.27
349686,161605,3,1,29.00,0.87,1.69
349687,161606,26,1,58.00,1.74,3.38
349688,161606,4,1,48.00,1.44,2.79
349689,161606,7,1,32.00,0.96,1.86
349690,161607,33,1,58.00,0.00,3.48
349691,161607,6,1,27.00,0.00,1.62
349692,161608,27,1,38.00,0.00,2.28
349693,161608,32,1,68.00,0.00,4.08
349694,161608,2,1,38.00,0.00,2.28
349695,161608,43,2,18.00,0.00,2.16
349696,161609,7,2,32.00,4.48,3.57
349697,161610,1,1,32.00,2.24,1.79
349698,161610,25,1,48.00,3.36,2.68
349699,161610,37,1,55.00,3.85,3.07
349700,161611,18,2,65.00,0.00,7.80
349701,161611,28,2,45.00,0.00,5.40
349702,161611,3,2,29.00,0.00,3.48
349703,161611,3,1,29.00,0.00,1.74
349704,161612,2,1,38.00,0.00,2.28
349705,161612,38,1,58.00,0.00,3.48
349706,161612,17,1,85.00,0.00,5.10
349707,161612,3,1,29.00,0.00,1.74
349708,161613,35,2,42.00,2.52,4.89
349709,161613,33,1,58.00,1.74,3.38
349710,161614,38,1,58.00,4.06,3.24
349711,161614,43,2,18.00,2.52,2.01
349712,161614,1,2,32.00,4.48,3.57
349713,161615,4,2,48.00,11.52,5.07
349714,161616,3,1,29.00,0.87,1.69
349715,161616,14,1,68.00,2.04,3.96
349716,161617,22,1,55.00,0.00,3.30
349717,161617,36,2,65.00,0.00,7.80
349718,161618,10,1,45.00,0.00,2.70
349719,161619,13,1,75.00,2.25,4.37
349720,161619,14,2,68.00,4.08,7.92
349721,161619,40,2,72.00,4.32,8.38
349722,161620,1,1,32.00,0.00,1.92
349723,161620,14,2,68.00,0.00,8.16
349724,161621,3,1,29.00,2.03,1.62
349725,161622,27,1,38.00,2.66,2.12
349726,161622,2,1,38.00,2.66,2.12
349727,161622,7,1,32.00,2.24,1.79
349728,161623,5,1,35.00,0.00,2.10
349729,161624,9,3,30.00,0.00,5.40
349730,161624,26,2,58.00,0.00,6.96
349731,161624,5,1,35.00,0.00,2.10
349732,161625,28,1,45.00,0.00,2.70
349733,161625,23,3,62.00,0.00,11.16
349734,161625,39,2,62.00,0.00,7.44
349735,161625,12,2,98.00,0.00,11.76
349736,161626,15,2,125.00,7.50,14.55
349737,161626,4,1,48.00,1.44,2.79
349738,161627,37,2,55.00,0.00,6.60
349739,161627,43,1,18.00,0.00,1.08
349740,161627,36,1,65.00,0.00,3.90
349741,161627,9,1,30.00,0.00,1.80
349742,161628,27,1,38.00,0.00,2.28
349743,161629,11,2,40.00,0.00,4.80
349744,161630,4,1,48.00,0.00,2.88
349745,161630,14,1,68.00,0.00,4.08
349746,161630,15,1,125.00,0.00,7.50
349747,161630,3,2,29.00,0.00,3.48
349748,161631,20,1,48.00,0.00,2.88
349749,161631,17,1,85.00,0.00,5.10
349750,161631,32,1,68.00,0.00,4.08
349751,161631,8,1,38.00,0.00,2.28
349752,161632,31,1,48.00,0.00,2.88
349753,161633,24,2,62.00,8.68,6.92
349754,161633,36,1,65.00,4.55,3.63
349755,161633,34,1,85.00,5.95,4.74
349756,161634,11,1,40.00,0.00,2.40
349757,161634,34,1,85.00,0.00,5.10
349758,161634,30,1,82.00,0.00,4.92
349759,161634,18,1,65.00,0.00,3.90
349760,161635,9,1,30.00,2.40,1.66
349761,161636,29,1,34.00,1.02,1.98
349762,161636,41,1,22.00,0.66,1.28
349763,161636,26,1,58.00,1.74,3.38
349764,161637,43,3,18.00,1.62,3.14
349765,161637,26,2,58.00,3.48,6.75
349766,161637,5,1,35.00,1.05,2.04
349767,161637,10,1,45.00,1.35,2.62
349768,161637,42,2,25.00,1.50,2.91
349769,161638,15,2,125.00,0.00,15.00
349770,161639,31,2,48.00,6.72,5.36
349771,161639,31,2,48.00,6.72,5.36
349772,161639,41,2,22.00,3.08,2.46
349773,161639,23,1,62.00,4.34,3.46
349774,161640,21,2,108.00,6.48,12.57
349775,161641,23,2,62.00,0.00,7.44
349776,161641,2,1,38.00,0.00,2.28
349777,161641,38,1,58.00,0.00,3.48
349778,161642,19,1,78.00,9.36,4.12
349779,161642,28,2,45.00,10.80,4.75
349780,161643,30,1,82.00,0.00,4.92
349781,161643,42,1,25.00,0.00,1.50
349782,161643,41,1,22.00,0.00,1.32
349783,161643,32,1,68.00,0.00,4.08
349784,161643,14,1,68.00,0.00,4.08
349785,161644,16,1,135.00,4.05,7.86
349786,161644,1,2,32.00,1.92,3.72
349787,161644,21,1,108.00,3.24,6.29
349788,161645,12,1,98.00,0.00,5.88
349789,161645,30,1,82.00,0.00,4.92
349790,161646,3,2,29.00,0.00,3.48
349791,161646,24,1,62.00,0.00,3.72
349792,161647,23,1,62.00,1.86,3.61
349793,161648,23,2,62.00,0.00,7.44
349794,161648,43,1,18.00,0.00,1.08
349795,161648,23,3,62.00,0.00,11.16
349796,161649,14,1,68.00,2.04,3.96
349797,161650,16,2,135.00,0.00,16.20
349798,161650,27,1,38.00,0.00,2.28
349799,161650,2,1,38.00,0.00,2.28
349800,161651,28,3,45.00,0.00,8.10
349801,161651,11,1,40.00,0.00,2.40
349802,161651,18,1,65.00,0.00,3.90
349803,161652,36,1,65.00,1.95,3.78
349804,161652,28,2,45.00,2.70,5.24
349805,161652,6,1,27.00,0.81,1.57
349806,161652,1,1,32.00,0.96,1.86
349807,161653,7,2,32.00,0.00,3.84
349808,161653,18,3,65.00,0.00,11.70
349809,161653,25,2,48.00,0.00,5.76
349810,161654,34,2,85.00,11.90,9.49
349811,161654,6,2,27.00,3.78,3.01
349812,161654,10,1,45.00,3.15,2.51
349813,161655,25,1,48.00,3.36,2.68
349814,161655,17,2,85.00,11.90,9.49
349815,161656,41,1,22.00,0.00,1.32
349816,161656,6,1,27.00,0.00,1.62
349817,161657,14,1,68.00,2.04,3.96
349818,161658,32,1,68.00,2.04,3.96
349819,161658,23,1,62.00,1.86,3.61
349820,161658,31,2,48.00,2.88,5.59
349821,161659,43,1,18.00,0.00,1.08
349822,161659,12,1,98.00,0.00,5.88
349823,161660,23,1,62.00,0.00,3.72
349824,161660,9,1,30.00,0.00,1.80
349825,161661,27,1,38.00,0.00,2.28
349826,161662,11,1,40.00,0.00,2.40
349827,161662,41,1,22.00,0.00,1.32
349828,161663,40,1,72.00,2.16,4.19
349829,161663,41,1,22.00,0.66,1.28
349830,161663,25,1,48.00,1.44,2.79
349831,161663,5,1,35.00,1.05,2.04
349832,161664,34,1,85.00,0.00,5.10
349833,161664,27,2,38.00,0.00,4.56
349834,161664,39,1,62.00,0.00,3.72
349835,161665,15,2,125.00,0.00,15.00
349836,161665,27,1,38.00,0.00,2.28
349837,161665,19,2,78.00,0.00,9.36
349838,161666,40,1,72.00,3.60,4.10
349839,161666,30,1,82.00,4.10,4.67
349840,161667,41,1,22.00,0.00,1.32
349841,161667,14,1,68.00,0.00,4.08
349842,161668,5,1,35.00,2.45,1.95
349843,161668,9,2,30.00,4.20,3.35
349844,161668,28,2,45.00,6.30,5.02
349845,161668,2,1,38.00,2.66,2.12
349846,161669,15,1,125.00,3.75,7.27
349847,161669,9,1,30.00,0.90,1.75
349848,161670,39,1,62.00,1.86,3.61
349849,161670,41,1,22.00,0.66,1.28
349850,161670,10,1,45.00,1.35,2.62
349851,161671,34,2,85.00,0.00,10.20
349852,161671,5,1,35.00,0.00,2.10
349853,161672,26,2,58.00,0.00,6.96
349854,161672,23,1,62.00,0.00,3.72
349855,161673,29,1,34.00,2.38,1.90
349856,161674,9,1,30.00,0.00,1.80
349857,161674,12,1,98.00,0.00,5.88
349858,161674,22,3,55.00,0.00,9.90
349859,161674,8,1,38.00,0.00,2.28
349860,161675,22,1,55.00,1.65,3.20
349861,161676,5,2,35.00,0.00,4.20
349862,161676,29,1,34.00,0.00,2.04
349863,161677,39,1,62.00,3.10,3.53
349864,161678,14,2,68.00,4.08,7.92
349865,161679,9,1,30.00,0.00,1.80
349866,161679,7,1,32.00,0.00,1.92
349867,161680,2,1,38.00,0.00,2.28
349868,161681,42,1,25.00,0.00,1.50
349869,161681,9,1,30.00,0.00,1.80
349870,161682,5,1,35.00,0.00,2.10
349871,161682,6,1,27.00,0.00,1.62
349872,161683,43,2,18.00,0.00,2.16
349873,161683,10,1,45.00,0.00,2.70
349874,161684,19,1,78.00,0.00,4.68
349875,161684,11,1,40.00,0.00,2.40
349876,161684,18,1,65.00,0.00,3.90
349877,161684,41,1,22.00,0.00,1.32
349878,161685,24,1,62.00,0.00,3.72
349879,161686,11,1,40.00,4.80,2.11
349880,161686,33,1,58.00,6.96,3.06
349881,161687,35,1,42.00,0.00,2.52
349882,161688,2,1,38.00,2.66,2.12
349883,161688,6,1,27.00,1.89,1.51
349884,161688,11,2,40.00,5.60,4.46
349885,161689,24,1,62.00,7.44,3.27
349886,161689,6,1,27.00,3.24,1.43
349887,161689,24,1,62.00,7.44,3.27
349888,161689,14,2,68.00,16.32,7.18
349889,161690,7,3,32.00,0.00,5.76
349890,161691,39,1,62.00,1.86,3.61
349891,161692,21,1,108.00,3.24,6.29
349892,161692,1,1,32.00,0.96,1.86
349893,161692,29,2,34.00,2.04,3.96
349894,161693,22,1,55.00,6.60,2.90
349895,161693,5,1,35.00,4.20,1.85
349896,161693,30,1,82.00,9.84,4.33
349897,161693,24,1,62.00,7.44,3.27
349898,161694,13,1,75.00,6.00,4.14
349899,161695,1,1,32.00,0.00,1.92
349900,161696,6,1,27.00,0.81,1.57
349901,161696,16,3,135.00,12.15,23.57
349902,161696,5,2,35.00,2.10,4.07
349903,161697,8,2,38.00,0.00,4.56
349904,161697,22,2,55.00,0.00,6.60
349905,161698,11,1,40.00,4.80,2.11
349906,161699,42,1,25.00,0.00,1.50
349907,161699,3,1,29.00,0.00,1.74
349908,161699,40,2,72.00,0.00,8.64
349909,161700,27,1,38.00,0.00,2.28
349910,161700,18,1,65.00,0.00,3.90
349911,161700,15,1,125.00,0.00,7.50
349912,161700,5,1,35.00,0.00,2.10
349913,161701,32,2,68.00,0.00,8.16
349914,161701,3,1,29.00,0.00,1.74
349915,161702,6,1,27.00,0.00,1.62
349916,161702,41,1,22.00,0.00,1.32
349917,161702,41,1,22.00,0.00,1.32
349918,161703,29,3,34.00,3.06,5.94
349919,161703,43,1,18.00,0.54,1.05
349920,161704,41,1,22.00,0.00,1.32
349921,161704,37,1,55.00,0.00,3.30
349922,161704,11,2,40.00,0.00,4.80
349923,161704,5,1,35.00,0.00,2.10
349924,161705,28,3,45.00,0.00,8.10
349925,161706,22,1,55.00,9.35,2.74
349926,161706,36,2,65.00,22.10,6.47
349927,161707,23,2,62.00,6.20,7.07
349928,161708,30,2,82.00,0.00,9.84
349929,161708,3,1,29.00,0.00,1.74
349930,161708,36,2,65.00,0.00,7.80
349931,161709,9,2,30.00,1.80,3.49
349932,161709,27,3,38.00,3.42,6.63
349933,161709,13,1,75.00,2.25,4.37
349934,161710,28,1,45.00,1.35,2.62
349935,161710,18,1,65.00,1.95,3.78
349936,161711,33,2,58.00,0.00,6.96
349937,161712,14,1,68.00,0.00,4.08
349938,161712,13,3,75.00,0.00,13.50
349939,161712,43,1,18.00,0.00,1.08
349940,161713,33,1,58.00,0.00,3.48
349941,161714,7,1,32.00,0.00,1.92
349942,161715,29,1,34.00,1.02,1.98
349943,161715,4,1,48.00,1.44,2.79
349944,161715,20,2,48.00,2.88,5.59
349945,161716,36,1,65.00,3.25,3.71
349946,161717,17,1,85.00,0.00,5.10
349947,161717,19,1,78.00,0.00,4.68
349948,161717,9,1,30.00,0.00,1.80
349949,161717,20,1,48.00,0.00,2.88
349950,161718,19,1,78.00,0.00,4.68
349951,161718,29,2,34.00,0.00,4.08
349952,161718,4,1,48.00,0.00,2.88
349953,161719,42,2,25.00,2.50,2.85
349954,161719,21,1,108.00,5.40,6.16
349955,161719,40,1,72.00,3.60,4.10
349956,161719,28,2,45.00,4.50,5.13
349957,161720,43,1,18.00,0.00,1.08
349958,161720,33,1,58.00,0.00,3.48
349959,161721,36,1,65.00,0.00,3.90
349960,161721,42,2,25.00,0.00,3.00
349961,161722,12,1,98.00,0.00,5.88
349962,161722,7,1,32.00,0.00,1.92
349963,161723,12,1,98.00,6.86,5.47
349964,161724,10,1,45.00,1.35,2.62
349965,161725,10,1,45.00,3.15,2.51
349966,161725,35,3,42.00,8.82,7.03
349967,161725,30,1,82.00,5.74,4.58
349968,161726,15,3,125.00,26.25,20.93
349969,161727,1,1,32.00,0.00,1.92
349970,161727,42,2,25.00,0.00,3.00
349971,161727,41,2,22.00,0.00,2.64
349972,161727,43,2,18.00,0.00,2.16
349973,161728,6,1,27.00,0.00,1.62
349974,161728,23,1,62.00,0.00,3.72
349975,161728,29,1,34.00,0.00,2.04
349976,161728,20,1,48.00,0.00,2.88
349977,161729,5,1,35.00,0.00,2.10
349978,161729,30,1,82.00,0.00,4.92
349979,161729,6,2,27.00,0.00,3.24
349980,161730,43,1,18.00,1.26,1.00
349981,161731,9,2,30.00,0.00,3.60
349982,161731,31,3,48.00,0.00,8.64
349983,161732,10,1,45.00,0.00,2.70
349984,161732,9,1,30.00,0.00,1.80
349985,161732,9,1,30.00,0.00,1.80
349986,161733,8,1,38.00,0.00,2.28
349987,161734,28,1,45.00,2.25,2.56
349988,161734,37,1,55.00,2.75,3.13
349989,161734,19,1,78.00,3.90,4.45
349990,161734,40,1,72.00,3.60,4.10
349991,161734,23,1,62.00,3.10,3.53
349992,161735,41,1,22.00,1.54,1.23
349993,161736,41,1,22.00,0.00,1.32
349994,161736,24,1,62.00,0.00,3.72
349995,161737,21,2,108.00,0.00,12.96
349996,161737,23,3,62.00,0.00,11.16
349997,161737,7,2,32.00,0.00,3.84
349998,161738,21,3,108.00,16.20,18.47
349999,161739,8,2,38.00,2.28,4.42
350000,161740,12,1,98.00,11.76,5.17
350001,161740,6,1,27.00,3.24,1.43
350002,161741,41,1,22.00,0.66,1.28
350003,161741,23,1,62.00,1.86,3.61
350004,161741,39,3,62.00,5.58,10.83
350005,161742,18,1,65.00,3.25,3.71
350006,161742,33,2,58.00,5.80,6.61
350007,161743,37,2,55.00,0.00,6.60
350008,161743,33,1,58.00,0.00,3.48
350009,161743,17,1,85.00,0.00,5.10
350010,161743,19,2,78.00,0.00,9.36
350011,161744,18,1,65.00,0.00,3.90
350012,161744,17,2,85.00,0.00,10.20
350013,161745,1,2,32.00,0.00,3.84
350014,161745,21,1,108.00,0.00,6.48
350015,161746,6,1,27.00,0.00,1.62
350016,161746,1,1,32.00,0.00,1.92
350017,161746,8,2,38.00,0.00,4.56
350018,161747,12,1,98.00,0.00,5.88
350019,161748,18,1,65.00,1.95,3.78
350020,161749,35,1,42.00,0.00,2.52
350021,161749,9,1,30.00,0.00,1.80
350022,161749,31,3,48.00,0.00,8.64
350023,161749,37,1,55.00,0.00,3.30
350024,161750,1,1,32.00,0.00,1.92
350025,161750,40,2,72.00,0.00,8.64
350026,161751,9,1,30.00,2.40,1.66
350027,161751,30,1,82.00,6.56,4.53
350028,161751,2,2,38.00,6.08,4.20
